"Gene_name","Size","nes","TF_Pval","TF_Pval_fdr","TF_logFC","NR_TF_activity","R_TF_activity","delta_TF_activity","logFC_expression","P.Value_expression","P.Value_promoter_methylation","NR_Promoter_Methylation","R_Promoter_Methylation","delta_promoter_methylation","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","Nb_enhancers_changed"
"SNRPB2",0,0,1,1,0,0,0,0,4.27919481299718,0.798381148550517,0.31013561239999,0.273860955209327,0.261144419500211,0.0127165357091166,0,0,1,1,0
"SNRPC",0,0,1,1,0,0,0,0,5.80408660639517,0.522115104385201,1,0,0,0,0,0,0,0,0
"SNRPD1",0,0,1,1,0,0,0,0,7.66765579286325,0.436951915397379,0.072817054797798,0.3125318682132,0.289632551348474,0.0228993168647264,0,1,3,4,1
"SNRPD2",0,0,1,1,0,0,0,0,-7.42256560273627,0.0111566978313819,0.381524633244255,0.0429475102722101,0.0400144300980138,0.00293308017419632,0,0,0,0,0
"SNRPD3",0,0,1,1,0,0,0,0,7.75216572131771,0.518867904044137,0.190493963548112,0.0550779963443109,0.0516895709225253,0.00338842542178564,1,0,0,1,1
"SNRPE",0,0,1,1,0,0,0,0,-6.04794186863391,0.218471961553637,0.661419103158791,0.500496374514799,0.496134447764811,0.00436192674998814,0,0,18,18,0
"SNRPF",0,0,1,1,0,0,0,0,6.64917320208598,0.574637489828774,0.0219205370625595,0.223151710109299,0.183715678755839,0.0394360313534594,4,1,9,14,5
"SNRPG",0,0,1,1,0,0,0,0,-6.44609638898072,0.0954760341201881,0.791463497986714,0.172288743151588,0.173289570689355,-0.00100082753776637,0,0,0,0,0
"SNRPGP15",0,0,1,1,0,0,0,0,0,1,0.575016919524952,0.597726873978781,0.587204996848806,0.0105218771299741,0,0,2,2,0
"SNRPGP7",0,0,1,1,0,0,0,0,0,1,0.089395671242031,0.792906296097759,0.76622724440845,0.0266790516893088,3,0,13,16,3
"SNRPN",0,0,1,1,0,0,0,0,5.58448415748097,0.642957386018522,0.494975537819438,0.591346246491836,0.600855514244768,-0.00950926775293215,0,0,0,0,0
"SNTA1",0,0,1,1,0,0,0,0,4.25443495906302,0.311961924250334,0.463597554907902,0.205206022865659,0.19983826281431,0.00536776005134884,1,0,4,5,1
"SNTB1",0,0,1,1,0,0,0,0,-7.61690004474552,0.0643265958504421,0.229313224583986,0.937734606261587,0.927876178652899,0.00985842760868816,1,0,4,5,1
"SNTB2",0,0,1,1,0,0,0,0,4.05143859768393,0.856610410702202,0.501969004620429,0.273829219908319,0.265650534467321,0.00817868544099848,0,0,3,3,0
"SNTG1",0,0,1,1,0,0,0,0,0,0.453685327140643,0.0364695631849869,0.224667715678646,0.176569724234593,0.0480979914440532,0,0,2,2,0
"SNTG2",0,0,1,1,0,0,0,0,1.28206450607612,0.749556761057341,0.0153808593717227,0.325546610084893,0.271954311756734,0.0535922983281591,0,0,2,2,0
"SNTN",0,0,1,1,0,0,0,0,0,0.728588970591492,0.784121622968491,0.83032539564964,0.837576367953304,-0.00725097230366412,0,0,0,0,0
"SNUPN",0,0,1,1,0,0,0,0,5.20096336757116,0.322825334117238,0.0190860134779062,0.380119368862567,0.347533474522437,0.0325858943401307,0,1,5,6,1
"SNURF",0,0,1,1,0,0,0,0,0,0.485083051238229,0.203111829920194,0.590830430811484,0.613066471401617,-0.0222360405901327,0,0,0,0,0
"SNW1",0,0,1,1,0,0,0,0,6.00815491837915,0.696467283427604,0.0238019575543973,0.179517810706393,0.175109812057832,0.00440799864856134,3,0,14,17,3
"SNX1",0,0,1,1,0,0,0,0,6.19063812950447,0.478756907685445,0.503053892843306,0.145729057810767,0.141240496238138,0.00448856157262972,1,0,8,9,1
"SNX10",0,0,1,1,0,0,0,0,-6.3610976005418,0.0459176416323687,0.00247436730353004,0.0749270523366333,0.0504853920102137,0.0244416603264197,1,0,4,5,1
"SNX11",0,0,1,1,0,0,0,0,-4.51280792949337,0.720647681301291,0.118357901013219,0.181110627869508,0.161358983841514,0.019751644027994,3,0,11,14,3
"SNX12",0,0,1,1,0,0,0,0,-2.89493632237376,0.889485381576156,1,0,0,0,0,0,0,0,0
"SNX13",0,0,1,1,0,0,0,0,-5.73381061244606,0.623136934911548,2.14392169246998e-05,0.329058503445277,0.275800760579434,0.0532577428658429,0,0,1,1,0
"SNX14",0,0,1,1,0,0,0,0,-4.85661272697214,0.885945738775774,0.0179727135128787,0.0454000114955755,0.0361037918259378,0.00929621966963772,7,4,74,85,11
"SNX15",0,0,1,1,0,0,0,0,5.17807836722026,0.181881070585255,0.034230325850696,0.430084199361853,0.40977570565931,0.0203084937025435,0,0,0,0,0
"SNX16",0,0,1,1,0,0,0,0,-4.37789495549019,0.585415722349738,0.0334341569367614,0.24048292319687,0.235902379644559,0.0045805435523118,0,0,4,4,0
"SNX17",0,0,1,1,0,0,0,0,5.79534484225555,0.815485121756488,0.147472440079049,0.0354757716276361,0.0335214341544422,0.00195433747319391,0,0,18,18,0
"SNX18",0,0,1,1,0,0,0,0,3.41876205303064,0.953509231124726,0.277303337406218,0.415093032180035,0.397325054330912,0.0177679778491231,5,3,32,40,8
"SNX19",0,0,1,1,0,0,0,0,6.49802647810836,0.244469978843508,0.844637605185664,0.357303831535759,0.359423829435598,-0.00211999789983858,0,0,8,8,0
"SNX2",0,0,1,1,0,0,0,0,8.57410866628317,0.216928247281695,0.0335964775294101,0.207516250799105,0.189685648818762,0.0178306019803426,1,1,56,58,2
"SNX20",0,0,1,1,0,0,0,0,4.07124860722686,0.592914398686461,0.307187130328735,0.566605944579213,0.549287956088336,0.0173179884908773,1,0,33,34,1
"SNX21",0,0,1,1,0,0,0,0,3.38078579535086,0.402518449059966,0.00879543535550516,0.578797333270625,0.538263358684717,0.0405339745859075,0,0,9,9,0
"SNX22",0,0,1,1,0,0,0,0,-5.72916016641105,0.12354254529019,0.00349329826023028,0.322323684071021,0.279834334311905,0.0424893497591162,0,0,4,4,0
"SNX24",0,0,1,1,0,0,0,0,-2.86815402471374,0.654838012784258,0.356461689977167,0.359954143969212,0.353907028963449,0.00604711500576333,0,1,32,33,1
"SNX25",0,0,1,1,0,0,0,0,4.67564045088558,0.745309920709671,0.538850100149592,0.312229260807186,0.306101018201211,0.00612824260597483,1,0,0,1,1
"SNX27",0,0,1,1,0,0,0,0,-5.61733327415622,0.640437279344077,0.000616692849943074,0.157989952060466,0.139193834509511,0.0187961175509557,2,0,31,33,2
"SNX29",0,0,1,1,0,0,0,0,6.94229452757502,0.0882746336607348,0.314198886482841,0.5163891436947,0.505681873910552,0.0107072697841486,0,0,1,1,0
"SNX3",0,0,1,1,0,0,0,0,-7.09368653948671,0.643125336857956,0.879783517475405,0.132756820790397,0.131825259855633,0.00093156093476357,1,0,5,6,1
"SNX30",0,0,1,1,0,0,0,0,-5.23187936294631,0.620092505068134,0.171532762763739,0.181658885493582,0.15684099059114,0.0248178949024424,0,0,1,1,0
"SNX31",0,0,1,1,0,0,0,0,0,0.276986125529261,0.430184352520244,0.744731223176486,0.76455520055013,-0.0198239773736445,0,0,6,6,0
"SNX32",0,0,1,1,0,0,0,0,-2.838093312226,0.779705218877032,0.261244846706043,0.04433046698443,0.0409840306352834,0.00334643634914658,0,0,5,5,0
"SNX33",0,0,1,1,0,0,0,0,-3.36994831288306,0.315875902829885,0.0577478181365682,0.62983289506995,0.601344556162397,0.0284883389075528,1,1,9,11,2
"SNX4",0,0,1,1,0,0,0,0,5.75269092095198,0.397838645219289,0.422512675738611,0.243984882059504,0.240983618714723,0.00300126334478071,0,0,0,0,0
"SNX5",0,0,1,1,0,0,0,0,-6.41010082320206,0.400046667129973,0.52533995686583,0.194103553551398,0.187323200155917,0.00678035339548091,2,2,30,34,4
"SNX6",0,0,1,1,0,0,0,0,6.85215829596907,0.192601131615815,0.233528619244815,0.0628853013082274,0.0654130838876268,-0.00252778257939944,1,0,9,10,1
"SNX7",0,0,1,1,0,0,0,0,-3.24254271586916,0.17727686508412,0.0218404946164046,0.27106034311786,0.209789245017439,0.0612710981004216,0,0,0,0,0
"SNX8",0,0,1,1,0,0,0,0,-4.9524520788348,0.171777429500536,0.106819795918723,0.115323220255408,0.11014260404234,0.00518061621306799,0,0,4,4,0
"SNX9",0,0,1,1,0,0,0,0,3.2128898807801,0.960163114185208,0.00458781827530386,0.283980511367818,0.223112093707013,0.0608684176608052,0,0,1,1,0
"SOAT1",0,0,1,1,0,0,0,0,6.87289275683922,0.344918696152791,1,0,0,0,0,0,0,0,0
"SOAT2",0,0,1,1,0,0,0,0,2.58143411634608,0.614406472766264,0.718935090133507,0.801694107109531,0.793127027703193,0.00856707940633861,0,0,3,3,0
"SOBP",0,0,1,1,0,0,0,0,2.1402018720504,0.775794986965934,0.0198856781923667,0.259156591602844,0.218353985996692,0.0408026056061528,0,0,1,1,0
"SOCS1",0,0,1,1,0,0,0,0,3.94877372455148,0.53058178187836,0.0281324033478508,0.321331216934235,0.294904884928501,0.0264263320057342,1,0,3,4,1
"SOCS2",0,0,1,1,0,0,0,0,5.63381431122698,0.451526657391163,0.0215324603949829,0.159603747629903,0.136769101735916,0.0228346458939866,5,0,28,33,5
"SOCS2-AS1",0,0,1,1,0,0,0,0,0,1,0.0215324603949829,0.159603747629903,0.136769101735916,0.0228346458939866,5,0,28,33,5
"SOCS3",0,0,1,1,0,0,0,0,6.4008647480873,0.701230078005248,0.0109657884840346,0.316289973497433,0.255595503001982,0.0606944704954511,1,1,19,21,2
"SOCS4",0,0,1,1,0,0,0,0,5.46385574883251,0.231192486948758,0.849663868301859,0.154526229627985,0.153577592863249,0.000948636764736194,0,0,7,7,0
"SOCS5",0,0,1,1,0,0,0,0,2.9224910697924,0.924910136492737,0.00518279186537419,0.0475721290115441,0.0393241542391461,0.00824797477239796,0,0,8,8,0
"SOCS5P3",0,0,1,1,0,0,0,0,0,1,0.00664608367343364,0.509945341471653,0.433480424299515,0.0764649171721383,0,0,3,3,0
"SOCS6",0,0,1,1,0,0,0,0,5.08580163701545,0.280775114844219,0.00658935505960058,0.345380965412415,0.293415822971708,0.0519651424407074,1,4,38,43,5
"SOCS7",0,0,1,1,0,0,0,0,4.21178461600916,0.637969184208812,0.0939689421144307,0.0952103663351615,0.0834420334533917,0.0117683328817698,2,0,3,5,2
"SOD1",0,0,1,1,0,0,0,0,-7.59161723359318,0.593275313920801,0.251885876170895,0.3574298219012,0.345987068598989,0.011442753302211,1,0,6,7,1
"SOD2",0,0,1,1,0,0,0,0,-8.21948822563309,0.290740158935794,0.0156442741139559,0.139166396925726,0.128803765719779,0.0103626312059476,1,0,11,12,1
"SOD3",0,0,1,1,0,0,0,0,0,0.885352060027768,0.98053139115565,0.717073618575124,0.716515407279762,0.000558211295361488,0,0,12,12,0
"SOGA1",0,0,1,1,0,0,0,0,0,1,0.000433661189710254,0.348406434379916,0.278802912650573,0.0696035217293436,1,1,5,7,2
"SOGA2",0,0,1,1,0,0,0,0,0,1,0.000424639433756646,0.185182340033333,0.142359136246672,0.0428232037866611,1,2,12,15,3
"SOGA3",0,0,1,1,0,0,0,0,0,1,0.197402732818165,0.154575800915545,0.115818564938239,0.0387572359773058,0,1,9,10,1
"SOHLH1",0,0,1,1,0,0,0,0,-0.209876344028202,0.236685955346747,0.123491553698034,0.491529590861972,0.520399909034038,-0.0288703181720659,0,0,1,1,0
"SOHLH2",0,0,1,1,0,0,0,0,-3.34478049891901,0.506276503928614,1,0,0,0,0,0,0,0,0
"SOLH",0,0,1,1,0,0,0,0,5.76591541489464,0.46132074569446,1,0,0,0,0,0,0,0,0
"SON",0,0,1,1,0,0,0,0,8.23432413547566,0.628832390000657,1,0,0,0,0,0,0,0,0
"SORBS1",0,0,1,1,0,0,0,0,-4.05139754690505,0.697690858258439,0.818001583796383,0.405580147710142,0.402565857614249,0.00301429009589316,1,1,28,30,2
"SORBS2",0,0,1,1,0,0,0,0,0,0.91828164177659,0.218441643466841,0.786866300920486,0.836011887531958,-0.0491455866114715,0,1,3,4,1
"SORBS3",0,0,1,1,0,0,0,0,6.00283173236784,0.194873371793409,0.00726881071458818,0.665061961391009,0.621397829565563,0.0436641318254464,0,0,14,14,0
"SORCS1",0,0,1,1,0,0,0,0,4.48027617912358,0.532660582331229,0.0187476640472637,0.31021265546152,0.230938025427236,0.0792746300342842,0,0,3,3,0
"SORCS2",0,0,1,1,0,0,0,0,1.93822596519051,0.824935906798562,0.22784279670159,0.447906317581482,0.416202774802239,0.0317035427792429,0,0,14,14,0
"SORCS3",0,0,1,1,0,0,0,0,2.14777062708399,0.889916011122113,0.00339622998823095,0.224678661745732,0.13302766267001,0.0916509990757213,0,0,3,3,0
"SORCS3-AS1",0,0,1,1,0,0,0,0,0,1,0.220688160032672,0.773248375675707,0.827395219390548,-0.054146843714841,0,0,0,0,0
"SORD",0,0,1,1,0,0,0,0,-5.03471800919961,0.688747815518582,1,0,0,0,0,0,0,0,0
"SORL1",0,0,1,1,0,0,0,0,9.39678330678785,0.396451202125441,0.252898445723008,0.278980920731191,0.26064632961902,0.0183345911121712,2,0,11,13,2
"SORT1",0,0,1,1,0,0,0,0,-7.83423022816301,0.050021287221473,0.0504593150628432,0.594849745569451,0.545655023642023,0.0491947219274274,1,0,29,30,1
"SOS1",0,0,1,1,0,0,0,0,8.32729101823434,0.419217751307902,0.201936882774269,0.150097128560441,0.14169013289798,0.00840699566246084,0,2,9,11,2
"SOS2",0,0,1,1,0,0,0,0,-6.95846993196065,0.505724920089754,0.0452466322539663,0.0317587339192467,0.0266506055688451,0.00510812835040167,1,0,16,17,1
"SOST",0,0,1,1,0,0,0,0,0,0.672985183769577,0.895494047058232,0.55937591707193,0.56439782582589,-0.0050219087539598,2,1,18,21,3
"SOSTDC1",0,0,1,1,0,0,0,0,6.33295690809898,0.18899880870951,1,0,0,0,0,0,0,0,0
"SOWAHA",0,0,1,1,0,0,0,0,0,1,0.00154693225614606,0.347499907805678,0.282584136137186,0.0649157716684918,3,0,16,19,3
"SOWAHB",0,0,1,1,0,0,0,0,0,1,0.0222721414429782,0.319225832965393,0.283882227823299,0.0353436051420939,0,0,1,1,0
"SOWAHC",0,0,1,1,0,0,0,0,0,1,0.0734571599375632,0.224853127022256,0.186050032909394,0.0388030941128621,0,0,4,4,0
"SOX1",0,0,1,1,0,0,0,0,0,0.432358993664983,0.00520394693349867,0.297110504021498,0.221511880003736,0.0755986240177623,0,0,1,1,0
"SOX10",14,-0.0765381997494139,0.938990924085923,0.966269515807007,2.89804818697534,0.105702885622596,-0.158649454008865,0.264352339631461,2.89804818697534,0.0461222245933274,0.261221576072816,0.80298276432881,0.784031350019061,0.0189514143097486,0,0,2,2,0
"SOX11",0,0,1,1,0,0,0,0,0,0.271783620763642,1,0,0,0,0,0,0,0,0
"SOX12",0,0,1,1,0,0,0,0,6.1481792976757,0.318813655578055,0.0242701986227122,0.0934917769973908,0.0825087639778784,0.0109830130195124,0,0,2,2,0
"SOX13",0,0,1,1,0,0,0,0,5.69868547056227,0.341973294109342,0.219183174220763,0.512253032332343,0.49121658760434,0.0210364447280036,1,0,4,5,1
"SOX14",0,0,1,1,0,0,0,0,0,1,0.0323835911835414,0.224826927578159,0.167451507074803,0.0573754205033559,0,1,1,2,1
"SOX15",0,0,1,1,0,0,0,0,-0.537662417529198,0.868451895397179,0.0631716565307846,0.49030541242809,0.461769682203897,0.0285357302241925,4,0,14,18,4
"SOX17",0,0,1,1,0,0,0,0,-0.184264370547994,0.310937393542718,0.00658169245377307,0.369236676646702,0.280597755384329,0.0886389212623738,1,1,14,16,2
"SOX18",0,0,1,1,0,0,0,0,3.20544398096545,0.810673957712165,0.000214574882482153,0.398820127265166,0.311543300054596,0.0872768272105702,0,0,1,1,0
"SOX2",249,0.557275816666839,0.57733899596247,0.866008493943706,0,-0.00628720133628076,-0.160254504654191,0.15396730331791,0,0.961325761817258,0.00200556918929314,0.2407922624261,0.162982572568351,0.0778096898577486,0,0,13,13,0
"SOX2-OT",0,0,1,1,0,0,0,0,0,1,0.739416447088088,0.275156860458473,0.272597217757694,0.00255964270077857,0,0,22,22,0
"SOX21",0,0,1,1,0,0,0,0,-0.378011927711516,0.447175947632644,0.00117690859522583,0.205736164004473,0.133457658147481,0.0722785058569921,0,0,3,3,0
"SOX21-AS1",0,0,1,1,0,0,0,0,0,1,0.00117690859522583,0.205736164004473,0.133457658147481,0.0722785058569921,0,0,3,3,0
"SOX2OT",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SOX3",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SOX30",0,0,1,1,0,0,0,0,1.33528702955225,0.729594070245348,1,0,0,0,0,0,0,0,0
"SOX4",0,0,1,1,0,0,0,0,7.39228116333578,0.289641963143176,0.0147738611688274,0.0618784749999827,0.0518401868957886,0.0100382881041941,1,0,26,27,1
"SOX5",0,0,1,1,0,0,0,0,3.12469344629828,0.604799784606666,0.05170395705849,0.371538254228463,0.324324328333599,0.0472139258948633,0,0,0,0,0
"SOX6",0,0,1,1,0,0,0,0,-7.7450076418491,0.169208346468695,0.00191723668169441,0.196116147867229,0.16194715994067,0.0341689879265588,0,0,40,40,0
"SOX7",0,0,1,1,0,0,0,0,0.25811989920083,0.745571499451418,0.628738748047638,0.234949991534495,0.238569246592716,-0.00361925505822119,0,0,5,5,0
"SOX8",0,0,1,1,0,0,0,0,0.327515685078726,0.720722676481863,0.00692479401285642,0.419772714280233,0.356139638490587,0.0636330757896463,0,0,1,1,0
"SOX9",11,-0.590731134148219,0.554700583623688,0.860037037395194,0,0.322336761582388,-0.0603339630109603,0.382670724593349,0,0.666099175064267,0.0319768155677039,0.255086348598458,0.213717488596014,0.0413688600024441,0,0,0,0,0
"SOX9-AS1",0,0,1,1,0,0,0,0,0,1,0.0319768155677039,0.255086348598458,0.213717488596014,0.0413688600024441,0,0,0,0,0
"SP1",313,-0.239993529794448,0.810335272526653,0.942577207909883,0,-0.00450050408611088,0.286335098440112,-0.290835602526223,6.25054813716202,0.816471753182901,0.235587463620245,0.0239053890353017,0.0223106962352712,0.0015946928000305,0,0,7,7,0
"SP100",0,0,1,1,0,0,0,0,8.02892338232204,0.0858901711229441,0.793041214089559,0.0471149605115143,0.0451310779728265,0.00198388253868781,0,0,0,0,0
"SP110",0,0,1,1,0,0,0,0,8.30947187268133,0.145956038015051,0.565208311971223,0.714746576937651,0.730759905863492,-0.0160133289258414,2,0,21,23,2
"SP140",0,0,1,1,0,0,0,0,4.68351880984738,0.946638125490237,0.244107850372903,0.664685103912164,0.7143089132789,-0.0496238093667365,1,0,9,10,1
"SP140L",0,0,1,1,0,0,0,0,7.71685061263531,0.090241948675306,1,0,0,0,0,0,0,0,0
"SP2",0,0,1,1,0,0,0,0,6.01418552042966,0.627215849522229,0.00846297769902889,0.0603935824595254,0.0489089256141515,0.0114846568453739,1,0,9,10,1
"SP3",73,1.34812629091672,0.17761776670481,0.731449856324529,0,0.326554441023631,0.0136708382362826,0.312883602787349,-5.45088752193147,0.798096227664348,0.706373467276349,0.268578660233576,0.267197792936726,0.00138086729685055,0,0,3,3,0
"SP4",0,0,1,1,0,0,0,0,6.69768817390455,0.204578581945902,0.210798247407625,0.355888015883782,0.343056785279324,0.012831230604458,1,0,3,4,1
"SP5",0,0,1,1,0,0,0,0,0,0.38484635529008,0.0113261144428507,0.17095655766814,0.11444413145834,0.0565124262098001,1,0,11,12,1
"SP6",0,0,1,1,0,0,0,0,2.52101924537191,0.226679821509322,0.907026790591892,0.740645505126442,0.744465585115341,-0.00382007998889844,0,0,0,0,0
"SP7",0,0,1,1,0,0,0,0,2.30342317835441,0.054182857519887,0.00083095994131849,0.0237427753887876,0.018189520859999,0.00555325452878858,2,0,17,19,2
"SP8",0,0,1,1,0,0,0,0,-0.137935335099861,0.284217273158361,0.00257785197555883,0.23144511822468,0.152649484100996,0.0787956341236835,0,1,10,11,1
"SP9",0,0,1,1,0,0,0,0,0,0.982658375838422,0.00163530172020253,0.180205523108555,0.109565826160375,0.0706396969481801,4,1,16,21,5
"SPA17",0,0,1,1,0,0,0,0,-4.30403308887619,0.0293782461039511,0.00845523228331788,0.415875355525793,0.394990841824372,0.020884513701421,0,0,11,11,0
"SPA17P1",0,0,1,1,0,0,0,0,0,1,0.0511641493475163,0.6868196862841,0.772051573482144,-0.0852318871980442,2,1,3,6,3
"SPACA1",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SPACA3",0,0,1,1,0,0,0,0,0,0.482520136210192,0.138135858974629,0.644046461417114,0.693336159039754,-0.0492896976226406,0,0,0,0,0
"SPACA4",0,0,1,1,0,0,0,0,-0.652472771779532,0.0375984471111995,0.698287008318927,0.777505457025321,0.789794725355126,-0.0122892683298045,1,0,4,5,1
"SPACA5",0,0,1,1,0,0,0,0,0,0.899863988514818,1,0,0,0,0,0,0,0,0
"SPACA5",0,0,1,1,0,0,0,0,0,0.598437455029831,1,0,0,0,0,0,0,0,0
"SPACA6P",0,0,1,1,0,0,0,0,0,1,0.0746846408823963,0.639583000414328,0.606969859634842,0.0326131407794862,4,0,28,32,4
"SPACA6P-AS",0,0,1,1,0,0,0,0,0,1,0.0746846408823963,0.639583000414328,0.606969859634842,0.0326131407794862,4,0,28,32,4
"SPACA7",0,0,1,1,0,0,0,0,0,1,0.128451998079137,0.691639118153579,0.742309079376347,-0.0506699612227682,0,0,2,2,0
"SPAG1",0,0,1,1,0,0,0,0,-4.8763829101178,0.133226973398771,0.00114564460711561,0.317430259971579,0.275521430711032,0.0419088292605465,0,0,18,18,0
"SPAG11A",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SPAG11B",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SPAG11B",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SPAG16",0,0,1,1,0,0,0,0,4.61578063011958,0.0716761766525754,0.017103821931634,0.193069167162597,0.154239773570186,0.038829393592411,1,2,33,36,3
"SPAG17",0,0,1,1,0,0,0,0,-2.31469488100594,0.656983850230833,1,0,0,0,0,0,0,0,0
"SPAG4",0,0,1,1,0,0,0,0,-4.8770173201777,0.0414496242733135,0.0925247545988223,0.30573893055735,0.270236786487331,0.0355021440700186,0,0,0,0,0
"SPAG5",0,0,1,1,0,0,0,0,-7.4498312913401,0.0625742374182231,0.0368666460006796,0.0516344153512147,0.0400733938681938,0.0115610214830209,0,0,0,0,0
"SPAG5-AS1",0,0,1,1,0,0,0,0,0,1,0.00847501212931772,0.407992975151036,0.380458229359525,0.0275347457915108,0,0,9,9,0
"SPAG6",0,0,1,1,0,0,0,0,-6.26665910451205,0.422558809347954,0.00383338091258279,0.314306807244122,0.223013107487888,0.0912936997562337,0,0,9,9,0
"SPAG7",0,0,1,1,0,0,0,0,5.06958304957237,0.733888680903716,0.129915676693416,0.448940494825095,0.432572210484192,0.0163682843409035,1,0,7,8,1
"SPAG8",0,0,1,1,0,0,0,0,3.35829126541516,0.240545331991557,0.0478394229552178,0.165857743651367,0.15152327049804,0.0143344731533266,1,0,2,3,1
"SPAG9",0,0,1,1,0,0,0,0,7.33648038417056,0.304628019118077,0.00388698910412586,0.119075216721833,0.0917237336150707,0.0273514831067627,1,1,26,28,2
"SPAM1",0,0,1,1,0,0,0,0,0,1,0.594556218968894,0.795399655964001,0.80642313938737,-0.0110234834233691,0,0,0,0,0
"SPANXA2",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SPANXA2",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SPANXB2",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SPANXB2",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SPANXC",0,0,1,1,0,0,0,0,-0.104787463462166,0.28983830880875,1,0,0,0,0,0,0,0,0
"SPANXE",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SPANXN1",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SPANXN2",0,0,1,1,0,0,0,0,0,0.622946675967948,1,0,0,0,0,0,0,0,0
"SPANXN3",0,0,1,1,0,0,0,0,0.829207637954982,0.229347580282452,1,0,0,0,0,0,0,0,0
"SPANXN4",0,0,1,1,0,0,0,0,0,0.342041624262025,1,0,0,0,0,0,0,0,0
"SPANXN5",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SPARC",0,0,1,1,0,0,0,0,-7.2079347851692,0.74879875624361,0.383236372952283,0.476437906284457,0.463591187917288,0.0128467183671694,1,1,22,24,2
"SPARCL1",0,0,1,1,0,0,0,0,-4.11933616852583,0.231630781640415,0.25372919515841,0.886589757552274,0.857057110528858,0.029532647023416,1,1,6,8,2
"SPAST",0,0,1,1,0,0,0,0,6.61905022567668,0.339025851165741,0.018492767086727,0.202515596862048,0.186336097512809,0.0161794993492385,0,0,1,1,0
"SPATA1",0,0,1,1,0,0,0,0,3.25052746988335,0.185233065610755,0.235016594548636,0.0653051512673352,0.0590372274183069,0.00626792384902836,0,1,23,24,1
"SPATA12",0,0,1,1,0,0,0,0,-0.513829361233591,0.0743487666523528,0.0228681531892144,0.41791797074246,0.358472437754223,0.0594455329882368,0,0,4,4,0
"SPATA13",0,0,1,1,0,0,0,0,5.35466119720184,0.0865636496278319,0.938324252975434,0.521454228368792,0.522857613155947,-0.0014033847871554,2,0,16,18,2
"SPATA13-AS1",0,0,1,1,0,0,0,0,0,1,0.415623923767725,0.484243356799475,0.527175338600405,-0.04293198180093,2,0,15,17,2
"SPATA16",0,0,1,1,0,0,0,0,-0.647158234969832,0.460683166033158,0.0133539174530696,0.790093439657354,0.862721728723013,-0.072628289065659,0,0,0,0,0
"SPATA17",0,0,1,1,0,0,0,0,-0.705161749771442,0.919395838406551,0.283875068121941,0.154165724190548,0.145082900780449,0.00908282341009836,0,1,1,2,1
"SPATA17-AS1",0,0,1,1,0,0,0,0,0,1,0.466230139429418,0.714928904456967,0.744512764763663,-0.0295838603066962,0,0,0,0,0
"SPATA18",0,0,1,1,0,0,0,0,-1.907413975191,0.441244326195091,0.0189677817659137,0.257228742793317,0.16654214717454,0.0906865956187768,0,0,4,4,0
"SPATA19",0,0,1,1,0,0,0,0,0,1,0.103894840736513,0.657792442913079,0.750607386906247,-0.0928149439931674,0,1,9,10,1
"SPATA2",0,0,1,1,0,0,0,0,-5.48247705970337,0.125586977379131,0.954565590966601,0.277079157405146,0.277822376692275,-0.000743219287129782,1,0,6,7,1
"SPATA20",0,0,1,1,0,0,0,0,-5.58887865201413,0.769049960687665,0.491186938807433,0.606200796724181,0.595996583038469,0.0102042136857127,1,0,22,23,1
"SPATA21",0,0,1,1,0,0,0,0,3.01884499857843,0.460885846347553,0.573654405597017,0.851753357316423,0.863806412573311,-0.0120530552568883,1,0,9,10,1
"SPATA22",0,0,1,1,0,0,0,0,0.60304251394523,0.170740250007505,0.970653379101208,0.894387869648372,0.894924764668004,-0.000536895019632722,0,0,1,1,0
"SPATA24",0,0,1,1,0,0,0,0,3.95434353519963,0.0937764517792879,0.00177216369665832,0.277325134266646,0.240189355248991,0.0371357790176546,0,0,4,4,0
"SPATA25",0,0,1,1,0,0,0,0,0,1,0.391349456647425,0.917269711879109,0.907595577795846,0.00967413408326334,1,0,3,4,1
"SPATA2L",0,0,1,1,0,0,0,0,-1.64728129995281,0.783522448945265,0.0740092517481244,0.443510576908907,0.426367405882677,0.0171431710262308,0,0,3,3,0
"SPATA3",0,0,1,1,0,0,0,0,0,0.41525485054221,0.788588821103283,0.703745341056425,0.71005334824966,-0.00630800719323565,1,0,10,11,1
