"Gene_name","Size","nes","TF_Pval","TF_Pval_fdr","TF_logFC","NR_TF_activity","R_TF_activity","delta_TF_activity","logFC_expression","P.Value_expression","P.Value_promoter_methylation","NR_Promoter_Methylation","R_Promoter_Methylation","delta_promoter_methylation","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","Nb_enhancers_changed"
"A1BG",0,0,1,1,0,0,0,0,4.54307507712318,0.267679527702286,1,0,0,0,0,0,0,0,0
"A1CF",0,0,1,1,0,0,0,0,0,0.353429739682865,1,0,0,0,0,0,0,0,0
"A2BP1",0,0,1,1,0,0,0,0,0.206341257602269,0.39567803778067,1,0,0,0,0,0,0,0,0
"A2LD1",0,0,1,1,0,0,0,0,2.19683030859916,0.0532255272230757,1,0,0,0,0,0,0,0,0
"A2M",0,0,1,1,0,0,0,0,7.37048366444453,0.0808073185575553,0.395398966934967,0.669826596625386,0.688023171912489,-0.0181965752871029,0,1,3,4,1
"A2ML1",0,0,1,1,0,0,0,0,1.69764355405821,0.387243390611825,0.347011160984915,0.857753894331082,0.86957088501973,-0.0118169906886481,2,0,6,8,2
"A2ML1-AS1",0,0,1,1,0,0,0,0,0,1,0.798727154553141,0.942127832529834,0.94044464122537,0.00168319130446448,2,0,7,9,2
"A2ML1-AS2",0,0,1,1,0,0,0,0,0,1,0.347011160984915,0.857753894331082,0.86957088501973,-0.0118169906886481,2,0,6,8,2
"A3GALT2",0,0,1,1,0,0,0,0,0,1,0.00752042179538661,0.741612430549952,0.674612076498372,0.06700035405158,0,0,7,7,0
"A4GALT",0,0,1,1,0,0,0,0,-6.48801982909785,0.071810530514276,1,0,0,0,0,0,0,0,0
"A4GNT",0,0,1,1,0,0,0,0,-1.65013692730776,0.0475539800768556,1,0,0,0,0,0,0,0,0
"AAA1",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"AAAS",0,0,1,1,0,0,0,0,-6.70710777304903,0.370104220603026,0.00694490661681111,0.0456885232759952,0.0358453342286175,0.00984318904737772,3,1,28,32,4
"AACS",0,0,1,1,0,0,0,0,5.39528878757126,0.240846877357037,0.290967049458709,0.102263587337065,0.09338908975125,0.00887449758581528,0,0,1,1,0
"AACSL",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"AADAC",0,0,1,1,0,0,0,0,0,0.984197804380368,0.542515215431341,0.802307789198759,0.783953792932795,0.0183539962659645,1,0,1,2,1
"AADACL2",0,0,1,1,0,0,0,0,0,0.295311470978407,0.0627194002036767,0.831227598322941,0.865050197133702,-0.033822598810761,0,0,0,0,0
"AADACL3",0,0,1,1,0,0,0,0,0,0.460910694011521,0.947885114199793,0.709128824367302,0.70688810471847,0.00224071964883266,0,0,1,1,0
"AADACL4",0,0,1,1,0,0,0,0,0,1,0.203725478501451,0.79361060411762,0.765817946576447,0.0277926575411728,0,1,23,24,1
"AADAT",0,0,1,1,0,0,0,0,5.82698613956536,0.367136815794836,0.0043148220609869,0.182896031468737,0.142449096989474,0.0404469344792625,0,0,9,9,0
"AAGAB",0,0,1,1,0,0,0,0,-5.52228713986199,0.331174653517229,0.00280875977340951,0.148413090643624,0.11760545872492,0.0308076319187034,0,0,8,8,0
"AAK1",0,0,1,1,0,0,0,0,7.30107222933785,0.47105455107406,0.0480432036143273,0.904868773606271,0.930569321636051,-0.0257005480297803,0,0,0,0,0
"AAMDC",0,0,1,1,0,0,0,0,0,1,0.0468701359974064,0.218888073521031,0.214662045276547,0.00422602824448451,0,0,3,3,0
"AAMP",0,0,1,1,0,0,0,0,5.55660213215929,0.75075217151461,0.464108033273761,0.55541028508415,0.549999381548427,0.00541090353572293,1,0,39,40,1
"AANAT",0,0,1,1,0,0,0,0,-1.43625952535767,0.59598776262857,0.0274750884410463,0.416247564893408,0.381982777426887,0.0342647874665203,1,0,12,13,1
"AAR2",0,0,1,1,0,0,0,0,0,1,0.155046191099532,0.36780474756924,0.336917905810605,0.0308868417586357,0,0,2,2,0
"AARD",0,0,1,1,0,0,0,0,0,1,0.00646974543279567,0.418769255559023,0.353725744038147,0.065043511520876,0,0,0,0,0
"AARS",0,0,1,1,0,0,0,0,7.48603820245074,0.444263837524666,0.207951849367988,0.237680528003228,0.228734814948599,0.0089457130546288,0,0,17,17,0
"AARS2",0,0,1,1,0,0,0,0,5.01787587860608,0.711873105678018,0.0608850842946052,0.488176945323843,0.462016770376478,0.0261601749473656,1,0,3,4,1
"AARSD1",0,0,1,1,0,0,0,0,5.17200731120562,0.591233959414642,1,0,0,0,0,0,0,0,0
"AASDH",0,0,1,1,0,0,0,0,5.00003596141798,0.65336922211135,0.409732460538649,0.0900903414502002,0.097306049611721,-0.00721570816152081,3,0,18,21,3
"AASDHPPT",0,0,1,1,0,0,0,0,-3.78979801081626,0.76732811433681,0.00295772324043926,0.0891084929750069,0.0789229701872892,0.0101855227877176,0,0,5,5,0
"AASS",0,0,1,1,0,0,0,0,6.54257994161743,0.554635140189308,0.0385032781419319,0.31247013229802,0.292835413688273,0.0196347186097469,0,0,3,3,0
"AATF",0,0,1,1,0,0,0,0,6.70076823506273,0.455974751855341,0.00280232697560914,0.165557491252792,0.147810164037574,0.0177473272152177,0,1,1,2,1
"AATK",0,0,1,1,0,0,0,0,-6.12055840148609,0.050954060878275,0.642726791932432,0.840850919806293,0.847994593840031,-0.00714367403373772,0,0,2,2,0
"AB019440.1",0,0,1,1,0,0,0,0,0,1,0.374139231021563,0.81786716384792,0.842916088328793,-0.0250489244808721,0,0,1,1,0
"AB019440.50",0,0,1,1,0,0,0,0,0,1,0.374139231021563,0.81786716384792,0.842916088328793,-0.0250489244808721,0,0,1,1,0
"ABAT",0,0,1,1,0,0,0,0,-2.03168208729728,0.977675239760417,0.00679574938964437,0.515137268774078,0.435700259195868,0.0794370095782105,0,0,0,0,0
"ABCA1",0,0,1,1,0,0,0,0,8.34134696442474,0.402146278598414,0.00365690205583816,0.300765211531418,0.270359540021884,0.0304056715095342,0,0,40,40,0
"ABCA10",0,0,1,1,0,0,0,0,3.38448900957598,0.452575645025886,0.806426143413838,0.870858318071084,0.874411160923894,-0.00355284285280999,1,0,16,17,1
"ABCA11P",0,0,1,1,0,0,0,0,4.71621628957362,0.0399204895523372,1,0,0,0,0,0,0,0,0
"ABCA12",0,0,1,1,0,0,0,0,3.86974866176797,0.0461564375933442,0.261064002078712,0.679692856220228,0.720965361183655,-0.0412725049634266,0,0,0,0,0
"ABCA13",0,0,1,1,0,0,0,0,-9.39148253105124,0.0883400942056432,1,0,0,0,0,0,0,0,0
"ABCA17P",0,0,1,1,0,0,0,0,-0.372234825957359,0.254999600968726,0.0452062924238524,0.33569611434458,0.302213492329514,0.0334826220150663,1,0,7,8,1
"ABCA2",0,0,1,1,0,0,0,0,7.43147123791155,0.599546823774926,0.00508002880334403,0.258201532480269,0.218968961013231,0.0392325714670378,3,0,7,10,3
"ABCA3",0,0,1,1,0,0,0,0,4.05739502679424,0.93602330955902,0.0452062924238524,0.33569611434458,0.302213492329514,0.0334826220150663,1,0,7,8,1
"ABCA4",0,0,1,1,0,0,0,0,0,0.958524735360831,0.134448617035475,0.803642389646189,0.843709612699557,-0.0400672230533682,0,0,4,4,0
"ABCA5",0,0,1,1,0,0,0,0,4.56679818262679,0.871517881059398,0.0122133097778285,0.136852334104754,0.0762788806696935,0.0605734534350608,1,0,17,18,1
"ABCA6",0,0,1,1,0,0,0,0,5.59481443490602,0.420169708600328,0.806426143413838,0.870858318071084,0.874411160923894,-0.00355284285280999,1,0,4,5,1
"ABCA7",0,0,1,1,0,0,0,0,-8.44829382132096,0.0137748432793113,0.0417223386945276,0.673358396459056,0.642697807193582,0.0306605892654739,0,0,1,1,0
"ABCA8",0,0,1,1,0,0,0,0,5.92068250686597,0.45272226870122,0.982394429776814,0.876039825075482,0.875660347815744,0.000379477259737859,1,0,4,5,1
"ABCA9",0,0,1,1,0,0,0,0,6.37368864168353,0.21879341197436,0.863536279867995,0.823701506826565,0.820753426848402,0.00294807997816304,1,0,8,9,1
"ABCA9-AS1",0,0,1,1,0,0,0,0,0,1,0.570346773156037,0.842063135742728,0.85435820555667,-0.0122950698139418,0,0,0,0,0
"ABCB1",0,0,1,1,0,0,0,0,7.44180244767576,0.503120690124389,1,0,0,0,0,0,0,0,0
"ABCB10",0,0,1,1,0,0,0,0,-8.27401526091875,0.138167920061374,0.227906302249637,0.288928911173103,0.278576802177976,0.0103521089951265,5,2,24,31,7
"ABCB11",0,0,1,1,0,0,0,0,0.960432755374054,0.802995298891232,0.313818787911497,0.843402407471272,0.813088204246099,0.0303142032251733,0,0,0,0,0
"ABCB4",0,0,1,1,0,0,0,0,-5.99093836785951,0.0325936818718382,0.911482700710168,0.782641257563662,0.786128824791902,-0.00348756722823973,0,0,2,2,0
"ABCB5",0,0,1,1,0,0,0,0,-1.84052250811453,0.726921368917604,0.145734576364209,0.783906951474209,0.804692828632936,-0.0207858771587267,0,2,10,12,2
"ABCB6",0,0,1,1,0,0,0,0,-7.38949547412591,0.074265698338022,0.00325001792099125,0.605316908872263,0.514298302777083,0.0910186060951802,1,0,3,4,1
"ABCB7",0,0,1,1,0,0,0,0,-6.22715566782387,0.442962907847941,1,0,0,0,0,0,0,0,0
"ABCB8",0,0,1,1,0,0,0,0,4.46176859397149,0.532195140405636,0.682248129759012,0.458311980968461,0.453331043189802,0.00498093777865849,1,0,7,8,1
"ABCB9",0,0,1,1,0,0,0,0,-4.13536307637919,0.145170455766999,0.00237757609860645,0.341117632567371,0.307263656836286,0.0338539757310844,2,0,6,8,2
"ABCC1",0,0,1,1,0,0,0,0,8.8203907142128,0.129610282438355,0.204372778949068,0.292575160804639,0.280584888488202,0.0119902723164376,2,1,16,19,3
"ABCC10",0,0,1,1,0,0,0,0,6.28380352794224,0.246977856308476,0.953799924611159,0.455887026934469,0.455441470619587,0.000445556314882467,0,0,1,1,0
"ABCC11",0,0,1,1,0,0,0,0,0.798189874929948,0.442481856897401,0.513462318677416,0.591633435517642,0.585270804682237,0.00636263083540534,2,0,9,11,2
"ABCC12",0,0,1,1,0,0,0,0,0,0.599053073848036,0.626558293009238,0.519750208265541,0.536260690000466,-0.0165104817349248,1,1,15,17,2
"ABCC13",0,0,1,1,0,0,0,0,-3.96038602647771,0.748399283460571,1,0,0,0,0,0,0,0,0
"ABCC2",0,0,1,1,0,0,0,0,6.03185090773916,0.00623242997363942,0.733203495842296,0.841837236239254,0.8468476285188,-0.0050103922795468,0,0,3,3,0
"ABCC3",0,0,1,1,0,0,0,0,5.46659012624735,0.748151396327915,0.146044190952897,0.336438053672529,0.305954342742503,0.0304837109300259,0,0,16,16,0
"ABCC4",0,0,1,1,0,0,0,0,-7.41301729501757,0.121269636533693,0.00142405653814053,0.250669004738109,0.170605936853523,0.0800630678845859,3,0,17,20,3
"ABCC5",0,0,1,1,0,0,0,0,-7.24452239946009,0.0420158245282986,0.141037984442258,0.212990663614727,0.198257330515401,0.0147333330993265,0,0,9,9,0
"ABCC5-AS1",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,10,10,0
"ABCC6",0,0,1,1,0,0,0,0,-6.02060268060955,0.200754710332857,1,0,0,0,0,0,0,0,0
"ABCC6P1",0,0,1,1,0,0,0,0,-3.52619757223699,0.0184212224009331,1,0,0,0,0,0,0,0,0
"ABCC6P2",0,0,1,1,0,0,0,0,-0.0945592973760539,0.464323635543219,1,0,0,0,0,0,0,0,0
"ABCC8",0,0,1,1,0,0,0,0,-2.40187878476719,0.176497818222139,0.116175942706876,0.357536179955461,0.308961430952543,0.048574749002918,1,0,4,5,1
"ABCC9",0,0,1,1,0,0,0,0,-3.70959117643982,0.120470508512907,0.012133398658852,0.33355774809655,0.256127782995535,0.0774299651010151,0,0,1,1,0
"ABCD1",0,0,1,1,0,0,0,0,5.59139423901711,0.556122764145308,1,0,0,0,0,0,0,0,0
"ABCD2",0,0,1,1,0,0,0,0,5.82591526429937,0.315103040023674,0.879039183318261,0.0521555815630175,0.0555718617349884,-0.00341628017197091,0,0,0,0,0
"ABCD3",0,0,1,1,0,0,0,0,-5.88040909261284,0.577580898722563,0.0230138226921357,0.181410487429968,0.145507090338271,0.0359033970916965,2,2,9,13,4
"ABCD4",0,0,1,1,0,0,0,0,4.76176331075272,0.787168123082104,0.201535760100561,0.213832374052843,0.20061676112214,0.0132156129307027,0,0,1,1,0
"ABCE1",0,0,1,1,0,0,0,0,6.59423356790568,0.495699287207865,0.322347766050498,0.0980182454775082,0.0920074067539628,0.00601083872354541,0,0,15,15,0
"ABCF1",0,0,1,1,0,0,0,0,7.42049856243415,0.401295743109189,0.215907933201465,0.473174583089782,0.4654082951667,0.00776628792308159,2,0,14,16,2
"ABCF2",0,0,1,1,0,0,0,0,-5.74779444332609,0.511922075883483,0.0725451114566794,0.409411631013658,0.392880274031889,0.0165313569817691,0,0,1,1,0
"ABCF3",0,0,1,1,0,0,0,0,6.26408117006201,0.205056977420819,0.0296046069186094,0.41772972276547,0.396752063501131,0.0209776592643385,0,0,0,0,0
"ABCG1",0,0,1,1,0,0,0,0,5.9143109201846,0.533247027156497,0.00233400296890048,0.708033922459553,0.641684744448626,0.0663491780109273,1,0,4,5,1
"ABCG2",0,0,1,1,0,0,0,0,-6.46971167437078,0.0480893145799789,0.00942127361313736,0.764134619716828,0.591245054579612,0.172889565137215,0,0,2,2,0
"ABCG4",0,0,1,1,0,0,0,0,0.497891776477033,0.162052389968771,0.00495206481553963,0.376531115036208,0.301551186904471,0.0749799281317372,0,0,2,2,0
"ABCG5",0,0,1,1,0,0,0,0,0.773712231221898,0.426654835412461,0.299393090527085,0.804176276507737,0.826258580735406,-0.0220823042276687,0,1,0,1,1
"ABCG8",0,0,1,1,0,0,0,0,-1.49259141743606,0.450165958309017,0.299393090527085,0.804176276507737,0.826258580735406,-0.0220823042276687,0,1,0,1,1
"ABHD1",0,0,1,1,0,0,0,0,-2.50766115940602,0.613640179107165,0.0949862016040681,0.294552722858971,0.243792958617413,0.0507597642415574,0,0,2,2,0
"ABHD10",0,0,1,1,0,0,0,0,3.89880319635583,0.85485792843541,0.109327077876501,0.343048380487106,0.325876941756776,0.0171714387303304,1,2,26,29,3
"ABHD11",0,0,1,1,0,0,0,0,3.62646556758134,0.646053148936113,1,0,0,0,0,0,0,0,0
"ABHD12",0,0,1,1,0,0,0,0,-4.99781354263385,0.71101782120897,0.0099559965379984,0.231568223622609,0.221713145557613,0.00985507806499647,0,0,1,1,0
"ABHD12B",0,0,1,1,0,0,0,0,-5.24751049861591,0.155091860749632,0.0364958456700734,0.69854534595724,0.627997579141883,0.0705477668153571,0,0,0,0,0
"ABHD13",0,0,1,1,0,0,0,0,4.56137177270435,0.508639684061665,0.124888243870792,0.255996224951405,0.241720139828216,0.014276085123189,0,1,10,11,1
"ABHD14A",0,0,1,1,0,0,0,0,-1.08424749575254,0.926510335373459,0.0193300762765668,0.346026158885154,0.306325412771,0.0397007461141547,0,0,9,9,0
"ABHD14A-ACY1",0,0,1,1,0,0,0,0,0,1,0.0193300762765668,0.346026158885154,0.306325412771,0.0397007461141547,0,0,9,9,0
"ABHD14B",0,0,1,1,0,0,0,0,-5.48385026683112,0.0352895766816543,0.0168016792758197,0.295552847295137,0.26702839925478,0.0285244480403575,0,0,10,10,0
"ABHD15",0,0,1,1,0,0,0,0,-3.85633538064056,0.615353067088349,0.161656545558323,0.173138087604522,0.153411954132302,0.0197261334722201,1,0,2,3,1
"ABHD16A",0,0,1,1,0,0,0,0,0,1,0.00253976110243325,0.446689769018783,0.409363451518255,0.0373263175005286,1,0,12,13,1
"ABHD16B",0,0,1,1,0,0,0,0,0,1,0.0268780755295887,0.268643588985236,0.245317872868165,0.0233257161170712,0,0,1,1,0
"ABHD17A",0,0,1,1,0,0,0,0,0,1,0.0408965682768371,0.397860725473631,0.367747539733311,0.03011318574032,0,0,1,1,0
"ABHD17B",0,0,1,1,0,0,0,0,0,1,0.170679928529147,0.0409075102616283,0.0384849633997103,0.00242254686191797,0,0,3,3,0
"ABHD17C",0,0,1,1,0,0,0,0,0,1,0.10896800701099,0.246737389807179,0.223845196831524,0.022892192975655,0,1,4,5,1
"ABHD2",0,0,1,1,0,0,0,0,6.9530345707138,0.235785940467431,0.0233233234652648,0.335399041781273,0.31261167003596,0.0227873717453133,0,0,10,10,0
"ABHD3",0,0,1,1,0,0,0,0,5.65638040117493,0.18981138380265,0.47744877270082,0.263203344229501,0.255860133486974,0.00734321074252642,0,0,2,2,0
"ABHD4",0,0,1,1,0,0,0,0,-3.64132828777507,0.864188670007518,0.0280503409553714,0.397682099518489,0.378783338141379,0.0188987613771091,3,0,10,13,3
"ABHD5",0,0,1,1,0,0,0,0,-6.75643356361853,0.263100928850289,0.00071055853488793,0.177947764462649,0.13420005086035,0.0437477136022988,0,0,1,1,0
"ABHD6",0,0,1,1,0,0,0,0,4.33855704066204,0.304204010150309,0.0532028309458768,0.295361651487334,0.281909776655614,0.0134518748317199,0,0,0,0,0
"ABHD8",0,0,1,1,0,0,0,0,-2.55466481668401,0.856555427162375,0.00343329897531834,0.503517141425945,0.452764814690021,0.0507523267359244,0,0,1,1,0
"ABI1",0,0,1,1,0,0,0,0,6.42320617789234,0.646676039521002,0.219216775197899,0.126289124511767,0.111512699070188,0.014776425441579,1,0,13,14,1
"ABI2",0,0,1,1,0,0,0,0,-2.17548532586926,0.965427483892821,1,0,0,0,0,0,0,0,0
"ABI3",0,0,1,1,0,0,0,0,5.45052333749479,0.426997002002529,0.903820407514362,0.505380962956847,0.510298361428255,-0.00491739847140771,0,0,0,0,0
"ABI3BP",0,0,1,1,0,0,0,0,-4.76442385314595,0.31021797251764,0.097985490119313,0.640617633413182,0.590864472429247,0.0497531609839349,0,0,1,1,0
"ABL1",0,0,1,1,0,0,0,0,-5.4722883970171,0.751171922928726,0.651020614134426,0.385255043196009,0.37963658939891,0.00561845379709935,0,0,20,20,0
"ABL2",0,0,1,1,0,0,0,0,6.40693513190003,0.0498835542798035,0.0270071611314364,0.376022918958183,0.362032989601299,0.0139899293568834,0,0,1,1,0
"ABLIM1",0,0,1,1,0,0,0,0,8.04110599455328,0.162379739529169,0.111784198356039,0.824353816477242,0.792268748316935,0.0320850681603064,2,0,12,14,2
"ABLIM2",0,0,1,1,0,0,0,0,2.94422651694541,0.560497963108491,0.854814451688083,0.491352313090512,0.488255124245929,0.00309718884458204,0,0,2,2,0
"ABLIM3",0,0,1,1,0,0,0,0,6.19653422348636,0.595075263694675,0.0063121348811986,0.250089595658837,0.193835182738239,0.0562544129205982,0,0,3,3,0
"ABO",0,0,1,1,0,0,0,0,6.97743184717837,0.157332238493603,1,0,0,0,0,0,0,0,0
"ABP1",0,0,1,1,0,0,0,0,-4.84765471974235,0.0780243433660407,1,0,0,0,0,0,0,0,0
"ABR",0,0,1,1,0,0,0,0,-5.26274949075489,0.90712081218323,0.817879242992145,0.54645221647291,0.541007896550292,0.0054443199226184,0,0,3,3,0
"ABRA",0,0,1,1,0,0,0,0,2.97226536967595,0.237635597202661,1,0,0,0,0,0,0,0,0
"ABRACL",0,0,1,1,0,0,0,0,0,1,0.131923257253219,0.0533454528181753,0.037618147772994,0.0157273050451814,0,0,0,0,0
"ABT1",0,0,1,1,0,0,0,0,3.48703606607329,0.814864243067684,0.121691294923519,0.508320146439376,0.480643073086352,0.0276770733530247,2,0,34,36,2
"ABTB1",0,0,1,1,0,0,0,0,-7.67338078455455,0.323693061026074,0.0370038526180091,0.609407213195961,0.581722134969032,0.0276850782269294,0,0,13,13,0
"ABTB2",0,0,1,1,0,0,0,0,6.50455875863898,0.193674320438838,0.451145537812027,0.205691105285994,0.201878274126186,0.00381283115980882,3,0,31,34,3
"AC000003.1",0,0,1,1,0,0,0,0,0,1,0.181213816212208,0.877120107202825,0.853893742714778,0.0232263644880468,1,0,49,50,1
"AC000029.1",0,0,1,1,0,0,0,0,0,1,0.764670387311443,0.509816207346598,0.502220131634675,0.00759607571192278,0,0,1,1,0
"AC000068.5",0,0,1,1,0,0,0,0,0,1,0.344781401594267,0.369899578991214,0.358358272258751,0.0115413067324635,0,0,0,0,0
"AC000099.1",0,0,1,1,0,0,0,0,0,1,0.506073435570696,0.927670868680164,0.93778766069216,-0.0101167920119961,0,0,0,0,0
"AC000111.3",0,0,1,1,0,0,0,0,0,1,0.639691563368479,0.76146823452745,0.777360877972679,-0.0158926434452294,0,0,0,0,0
"AC000111.6",0,0,1,1,0,0,0,0,0,1,0.0177595149673776,0.789721453593648,0.839498064095185,-0.0497766105015368,0,0,0,0,0
"AC000123.4",0,0,1,1,0,0,0,0,0,1,0.664937612642591,0.867246388040768,0.857240904175202,0.010005483865566,1,0,5,6,1
"AC000403.1",0,0,1,1,0,0,0,0,0,1,0.192974284384868,0.150883567042414,0.1342868593547,0.0165967076877147,1,0,11,12,1
"AC002059.10",0,0,1,1,0,0,0,0,0,1,0.00574947125142034,0.364860740301977,0.310512085415971,0.0543486548860057,0,0,0,0,0
"AC002064.4",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"AC002066.1",0,0,1,1,0,0,0,0,0,1,0.0218344999910267,0.298621737925953,0.231828695435998,0.0667930424899545,0,3,19,22,3
"AC002066.2",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,5,5,0
"AC002070.1",0,0,1,1,0,0,0,0,0,1,0.430829431814506,0.681373821652002,0.740894684240503,-0.059520862588501,0,0,0,0,0
"AC002076.10",0,0,1,1,0,0,0,0,0,1,0.0474894638696391,0.266788231025808,0.232156024007878,0.0346322070179299,0,2,8,10,2
"AC002115.9",0,0,1,1,0,0,0,0,0,1,0.409599720163567,0.218299722570124,0.225472127528898,-0.00717240495877425,0,0,1,1,0
"AC002116.7",0,0,1,1,0,0,0,0,0,1,0.0102092354794005,0.514102462952041,0.470117838725695,0.0439846242263456,0,0,0,0,0
"AC002116.8",0,0,1,1,0,0,0,0,0,1,0.0102092354794005,0.514102462952041,0.470117838725695,0.0439846242263456,0,0,0,0,0
"AC002117.1",0,0,1,1,0,0,0,0,0,1,0.00630911016363348,0.386262544097669,0.362968334327381,0.0232942097702881,3,0,12,15,3
"AC002128.5",0,0,1,1,0,0,0,0,0,1,0.00905262863873912,0.248842410038026,0.169178910788353,0.0796634992496728,0,0,10,10,0
"AC002310.10",0,0,1,1,0,0,0,0,0,1,0.643053805170054,0.270019633621431,0.267608919025235,0.00241071459619607,0,0,0,0,0
"AC002310.12",0,0,1,1,0,0,0,0,0,1,0.643053805170054,0.270019633621431,0.267608919025235,0.00241071459619607,0,0,0,0,0
"AC002310.13",0,0,1,1,0,0,0,0,0,1,0.0110296230565706,0.296017445347537,0.277668066431512,0.0183493789160251,0,0,3,3,0
"AC002310.7",0,0,1,1,0,0,0,0,0,1,0.30701973491372,0.346270431039698,0.340169102538716,0.00610132850098177,2,0,12,14,2
"AC002398.11",0,0,1,1,0,0,0,0,0,1,0.000489612080364559,0.336452905265165,0.297237422249882,0.0392154830152833,0,0,0,0,0
"AC002398.12",0,0,1,1,0,0,0,0,0,1,0.000168187478031393,0.498756539438712,0.410494234360745,0.0882623050779663,0,0,0,0,0
"AC002398.13",0,0,1,1,0,0,0,0,0,1,0.010431656669077,0.476806645829189,0.433593946973692,0.0432126988554974,0,0,0,0,0
"AC002398.5",0,0,1,1,0,0,0,0,0,1,0.010431656669077,0.476806645829189,0.433593946973692,0.0432126988554974,0,0,0,0,0
"AC002398.9",0,0,1,1,0,0,0,0,0,1,0.244144936806396,0.232578579394096,0.22475306249893,0.00782551689516628,0,0,0,0,0
"AC002429.5",0,0,1,1,0,0,0,0,0,1,0.109410054671469,0.874472177112415,0.908223432019878,-0.0337512549074628,0,1,3,4,1
"AC002451.3",0,0,1,1,0,0,0,0,0,1,0.00264646833143884,0.366959222082538,0.280292244406556,0.0866669776759819,0,1,1,2,1
"AC002454.1",0,0,1,1,0,0,0,0,0,1,0.491657502383232,0.0452351399392495,0.0434881767836978,0.00174696315555168,3,0,22,25,3
"AC002456.2",0,0,1,1,0,0,0,0,0,1,0.0176072810154206,0.195375056435221,0.179846803887282,0.0155282525479387,1,0,13,14,1
"AC002467.7",0,0,1,1,0,0,0,0,0,1,0.700503625906093,0.153077430195213,0.150896247817585,0.00218118237762799,1,1,18,20,2
"AC002472.13",0,0,1,1,0,0,0,0,0,1,0.103608897810058,0.338507252282461,0.257161602896617,0.0813456493858442,0,0,2,2,0
"AC002511.1",0,0,1,1,0,0,0,0,0,1,0.729300136941395,0.793882489369599,0.802728308006379,-0.00884581863677958,0,0,1,1,0
"AC002511.2",0,0,1,1,0,0,0,0,0,1,0.899528119070267,0.789730693451177,0.792903570192574,-0.00317287674139688,0,1,29,30,1
"AC002539.1",0,0,1,1,0,0,0,0,0,1,0.750765190686769,0.734361910169671,0.744428111018353,-0.0100662008486819,1,0,8,9,1
"AC002553.1",0,0,1,1,0,0,0,0,0,1,0.159078225433222,0.952301015662304,0.940978649776259,0.011322365886045,0,0,12,12,0
"AC002558.1",0,0,1,1,0,0,0,0,0,1,0.0405735494967557,0.879898647015024,0.921813713694374,-0.0419150666793499,0,0,0,0,0
"AC002978.1",0,0,1,1,0,0,0,0,0,1,0.0321168986500579,0.79737350964273,0.859733415378732,-0.0623599057360029,0,0,6,6,0
"AC002979.1",0,0,1,1,0,0,0,0,0,1,0.872170695701774,0.736649411626398,0.740899663745049,-0.00425025211865115,0,0,12,12,0
"AC002994.1",0,0,1,1,0,0,0,0,0,1,0.153838468042936,0.856664860408635,0.896971064058733,-0.0403062036500983,0,0,0,0,0
"AC003002.4",0,0,1,1,0,0,0,0,0,1,0.620964695745476,0.0587609530309161,0.0561873592110098,0.00257359381990634,1,0,4,5,1
"AC003002.6",0,0,1,1,0,0,0,0,0,1,0.086462247209576,0.232496812684306,0.219172959409469,0.0133238532748375,0,0,3,3,0
"AC003005.2",0,0,1,1,0,0,0,0,0,1,0.735765444208142,0.256796186143828,0.253207148755715,0.0035890373881125,0,0,2,2,0
"AC003006.7",0,0,1,1,0,0,0,0,0,1,0.131190476317823,0.253684345486416,0.234986804306704,0.0186975411797121,0,0,0,0,0
"AC003029.1",0,0,1,1,0,0,0,0,0,1,0.0506711982242754,0.212079313264001,0.200236341819352,0.0118429714446491,0,0,0,0,0
"AC003075.4",0,0,1,1,0,0,0,0,0,1,0.547803544076155,0.360329006068917,0.353894548092422,0.00643445797649528,2,2,26,30,4
"AC003102.1",0,0,1,1,0,0,0,0,0,1,0.590583314778627,0.793150492088567,0.782332867983094,0.0108176241054735,0,0,0,0,0
"AC003102.3",0,0,1,1,0,0,0,0,0,1,0.144412176717686,0.377463085035155,0.357707852576977,0.0197552324581782,1,1,2,4,2
"AC003104.1",0,0,1,1,0,0,0,0,0,1,0.420969933154774,0.63604406368373,0.58352482740833,0.0525192362754001,5,0,21,26,5
"AC003665.1",0,0,1,1,0,0,0,0,0,1,0.446847603373178,0.04389174554902,0.0418713724111126,0.00202037313790744,0,0,1,1,0
"AC003681.1",0,0,1,1,0,0,0,0,0,1,0.73434749154196,0.94781052621664,0.946146089750949,0.00166443646569059,0,0,8,8,0
"AC003682.16",0,0,1,1,0,0,0,0,0,1,0.688492887219104,0.897216248974504,0.901946043625955,-0.00472979465145107,0,0,3,3,0
"AC003958.2",0,0,1,1,0,0,0,0,0,1,0.113365678585782,0.780087372938071,0.842735868003353,-0.0626484950652813,0,5,10,15,5
"AC003986.5",0,0,1,1,0,0,0,0,0,1,0.0192549545351984,0.309672416820733,0.211275800541865,0.0983966162788679,0,0,4,4,0
"AC003986.6",0,0,1,1,0,0,0,0,0,1,0.000958755505725363,0.268440093367265,0.150968109165048,0.117471984202217,1,0,3,4,1
