"x"
"RNU11-5P"
"uce"
"NKX2"
"NKX2-AS1"
"RP11-896J10.3"
"HLA-DOA"
"SOX7"
"RP11-177H2.2"
"PINX1"
"CCDC25"
"ESCO2"
"RNU6-1276P"
"MAK16"
