"""delta_promoter_methylation""","""delta_TF_activity""","""logFC_expression""","""nb_enhancer_hyper""","""nb_enhancer_hypo""","""nb_enhancer_unchanged""","""Nb_enhancers_changed""","""nes""","""NR_Promoter_Methylation""","""NR_TF_activity""","""P.Value_expression""","""P.Value_promoter_methylation""","""R_Promoter_Methylation""","""R_TF_activity""","""Size""","""TF_logFC""","""TF_Pval""","""TF_Pval_fdr""","""total_enhancers""","__mclCluster","name","PR","selected","shared name"
"0.0","-0.591921490469864","-5.542669068009","0","0","2","0","-0.573941659273679","0.0","-0.299411595547964","0.495582074728499","1.0","0.0","0.292509894921901","126","0.0","0.566007281020769","0.860037037395194","2","11","""AR""","0.5652173913043478","false","""AR"""
"0.00601083872354541","0.0","6.59423356790568","0","0","15","0","0.0","0.0980182454775082","0.0","0.495699287207865","0.322347766050498","0.0920074067539628","0.0","0","0.0","1.0","1.0","15",,"""ABCE1""",,"false","""ABCE1"""
"0.0140904298775309","0.0","5.75490036177447","0","0","5","0","0.0","0.132174774130983","0.0","0.29088381221461","4.32284855206888E-4","0.118084344253452","0.0","0","0.0","1.0","1.0","5",,"""ACAD10""",,"false","""ACAD10"""
"-0.0057171279930911","0.0","-5.38709274056446","1","0","0","1","0.0","0.678970946601345","0.0","0.862695925244181","0.654297063607173","0.684688074594436","0.0","0","0.0","1.0","1.0","1",,"""ACPP""",,"false","""ACPP"""
"-0.00934438550271099","0.0","0.0","0","0","12","0","0.0","0.558042547770028","0.0","0.821749760700526","0.542320905655956","0.567386933272739","0.0","0","0.0","1.0","1.0","12","11","""AHSG""","0.5652173913043478","false","""AHSG"""
"0.0159857804575172","0.0","6.76024692108806","0","1","26","1","0.0","0.634169942407849","0.0","0.542753112227896","0.534243716762848","0.618184161950331","0.0","0","0.0","1.0","1.0","27",,"""AKR1C3""",,"false","""AKR1C3"""
"0.0683640866453352","0.0","-6.2923450210453","0","0","0","0","0.0","0.514498435024129","0.0","0.682570321058379","9.19474014319524E-4","0.446134348378793","0.0","0","0.0","1.0","1.0","0","14","""AKT1""","0.34782608695652173","false","""AKT1"""
"-0.0302224334772165","0.0","-2.84507403093289","0","0","1","0","0.0","0.737693220773856","0.0","0.277444957435835","0.282547751234758","0.767915654251072","0.0","0","0.0","1.0","1.0","1","11","""ALPPL2""","0.5652173913043478","false","""ALPPL2"""
"0.00601083872354541","0.0","4.18833944329073","0","0","15","0","0.0","0.0980182454775082","0.0","0.494796012589795","0.322347766050498","0.0920074067539628","0.0","0","0.0","1.0","1.0","15",,"""ANAPC10""",,"false","""ANAPC10"""
"0.0301503900645627","0.0","-6.54568151446296","0","1","8","1","0.0","0.425234277446933","0.0","0.7729817086786","0.00308794403547971","0.395083887382371","0.0","0","0.0","1.0","1.0","9",,"""AP2M1""",,"false","""AP2M1"""
"0.00433654695460321","0.0","6.0384647845657","0","0","2","0","0.0","0.086075664048036","0.0","0.154161500413812","0.270651035399016","0.0817391170934328","0.0","0","0.0","1.0","1.0","2","11","""APPBP2""","0.5652173913043478","false","""APPBP2"""
"0.00540134079518308","0.414202394118439","7.64221608057134","0","0","5","0","0.600122802536906","0.108550958709569","0.0594515602266508","0.173412406873324","0.232535580937675","0.103149617914386","-0.354750833891788","9","0.0","0.548424396862198","0.860037037395194","5","74","""ATF6""","0.391304347826087","false","""ATF6"""
"-0.00167892695509208","0.0","9.1270016313051","0","0","26","0","0.0","0.0612469450940221","0.0","0.416079788633328","0.650351603416205","0.0629258720491142","0.0","0","0.0","1.0","1.0","26","1","""ATM""","0.5217391304347826","false","""ATM"""
"0.038169460804167","0.0","8.65304344327267","0","0","9","0","0.0","0.306748627776934","0.0","0.229930375135275","0.0443971946557307","0.268579166972767","0.0","0","0.0","1.0","1.0","9",,"""ATP2B4""",,"false","""ATP2B4"""
"0.0191050951806452","0.0","-6.13260078761112","0","1","10","1","0.0","0.314739428707021","0.0","0.756942683069305","0.108852850306029","0.295634333526376","0.0","0","0.0","1.0","1.0","11","11","""BANF1""","0.5652173913043478","false","""BANF1"""
"0.00345212657079697","0.0","6.95032504645499","1","0","14","1","0.0","0.267345230017756","0.0","0.239794263276071","0.652600503245998","0.263893103446959","0.0","0","0.0","1.0","1.0","15",,"""BRE""",,"false","""BRE"""
"0.00217245750564053","0.0","4.75875350513054","0","0","1","0","0.0","0.125885955936154","0.0","0.299203213208055","0.535947186133565","0.123713498430514","0.0","0","0.0","1.0","1.0","1",,"""BTD""",,"false","""BTD"""
"0.0206668123082606","0.0","5.5750788183286","2","0","12","2","0.0","0.189242749435769","0.0","0.613538966867632","2.10624105904464E-4","0.168575937127509","0.0","0","0.0","1.0","1.0","14","11","""C1orf21""","0.5652173913043478","false","""C1orf21"""
"0.00921550649120467","0.0","3.71366998808193","0","0","5","0","0.0","0.105249563195185","0.0","0.934584170291268","0.00111112909314878","0.0960340567039804","0.0","0","0.0","1.0","1.0","5","48","""CCNG2""","0.4782608695652174","false","""CCNG2"""
"0.0140953876673217","0.0","7.97381187140637","3","1","16","4","0.0","0.604702693047792","0.0","0.289492764982742","0.378645582319898","0.590607305380471","0.0","0","0.0","1.0","1.0","20","12","""CD4""","0.6086956521739131","false","""CD4"""
"0.0131606605390027","0.0","-6.22109752677163","3","1","29","4","0.0","0.312051422984036","0.0","0.153467791127027","0.101224500880627","0.298890762445033","0.0","0","0.0","1.0","1.0","33","3","""CDC6""","0.21739130434782608","false","""CDC6"""
"0.0249314374579411","0.0","6.70420283141891","0","1","0","1","0.0","0.150397263548623","0.0","0.181506428579666","0.108184274736167","0.125465826090682","0.0","0","0.0","1.0","1.0","1","11","""CDH2""","0.5652173913043478","false","""CDH2"""
"0.0","0.0","-6.62040938126471","0","0","0","0","0.0","0.0","0.0","0.251151553887932","1.0","0.0","0.0","0","0.0","1.0","1.0","0","11","""CDKL5""","0.5652173913043478","false","""CDKL5"""
"0.0169397877477458","0.0","6.50928029271301","3","0","8","3","0.0","0.358890537025936","0.0","0.664869924473405","0.232234312786381","0.34195074927819","0.0","0","0.0","1.0","1.0","11",,"""CDKN1A""",,"false","""CDKN1A"""
"-0.00111288301343091","0.0","-6.67307837713956","0","0","6","0","0.0","0.0295011569778501","0.0","0.82021967212058","0.364565772276828","0.030614039991281","0.0","0","0.0","1.0","1.0","6","52","""CITED2""","0.43478260869565216","false","""CITED2"""
"0.0204070907225517","0.0","-4.21801845487283","0","0","0","0","0.0","0.361625010880428","0.0","0.799628507779996","0.0803328219637035","0.341217920157876","0.0","0","0.0","1.0","1.0","0",,"""COASY""",,"false","""COASY"""
"0.0286611085573524","0.0","5.8267445362039","0","0","1","0","0.0","0.370427352196964","0.0","0.729630518292754","0.0113610219954917","0.341766243639611","0.0","0","0.0","1.0","1.0","1","11","""CPT2""","0.5652173913043478","false","""CPT2"""
"-0.0347176378064976","0.0","0.0","0","0","5","0","0.0","0.891917508956727","0.0","0.411811746924086","0.322477858580989","0.926635146763225","0.0","0","0.0","1.0","1.0","5","11","""CRISP1""","0.5652173913043478","false","""CRISP1"""
"7.32006976348287E-4","0.0","-5.60627441110846","1","0","8","1","0.0","0.0995649684808419","0.0","0.699509168635663","0.61248684425282","0.0988329615044937","0.0","0","0.0","1.0","1.0","9",,"""CYCS""",,"false","""CYCS"""
"0.00882901225918939","0.0","8.01606404862906","0","0","0","0","0.0","0.245019094277961","0.0","0.178503739505921","0.168590706749993","0.236190082018771","0.0","0","0.0","1.0","1.0","0","37","""DBI""","0.391304347826087","false","""DBI"""
"-0.062764137692488","0.0","0.898924699225181","2","0","12","2","0.0","0.415648118551498","0.0","0.203319670597617","0.151712897653149","0.478412256243986","0.0","0","0.0","1.0","1.0","14","11","""DDC""","0.5652173913043478","false","""DDC"""
"0.0","0.0","-3.05576788498673","0","0","0","0","0.0","0.0","0.0","0.787922515574303","1.0","0.0","0.0","0","0.0","1.0","1.0","0","11","""DDT""","0.5652173913043478","false","""DDT"""
"0.00231344311203013","0.0","8.00622613724317","1","0","12","1","0.0","0.29432854838828","0.0","0.0436856806314175","0.712744540665978","0.29201510527625","0.0","0","0.0","1.0","1.0","13",,"""DHX15""",,"false","""DHX15"""
"0.0262687913619075","0.0","-1.56694401357482","0","0","23","0","0.0","0.531242861558999","0.0","0.382591595892591","0.250241279788539","0.504974070197092","0.0","0","0.0","1.0","1.0","23","26","""EGFR""","0.391304347826087","false","""EGFR"""
"-0.0140556970466847","0.0","-2.55236001717617","0","0","3","0","0.0","0.747366457822343","0.0","0.173893851619208","0.614024100157423","0.761422154869028","0.0","0","0.0","1.0","1.0","3","15","""ELF3""","0.4782608695652174","false","""ELF3"""
"0.0323455576091864","0.0","2.02926699881506","1","0","10","1","0.0","0.580489897375298","0.0","0.707701992441369","0.016373550543671","0.548144339766111","0.0","0","0.0","1.0","1.0","11","11","""ERBB3""","0.5652173913043478","false","""ERBB3"""
"0.0334032072545929","0.0","4.16945134299805","1","0","5","1","0.0","0.311628286356225","0.0","0.458790604054928","0.0110339709944248","0.278225079101632","0.0","0","0.0","1.0","1.0","6",,"""ESRRA""",,"false","""ESRRA"""
"0.0179277380391577","0.0","-2.34382621873217","0","0","1","0","0.0","0.464787980444782","0.0","0.140697343464545","0.288337390686593","0.446860242405624","0.0","0","0.0","1.0","1.0","1","11","""EYA2""","0.5652173913043478","false","""EYA2"""
