"""delta_promoter_methylation""","""delta_TF_activity""","""logFC_expression""","""nb_enhancer_hyper""","""nb_enhancer_hypo""","""nb_enhancer_unchanged""","""Nb_enhancers_changed""","""nes""","""NR_Promoter_Methylation""","""NR_TF_activity""","""P.Value_expression""","""P.Value_promoter_methylation""","""R_Promoter_Methylation""","""R_TF_activity""","""Size""","""TF_logFC""","""TF_Pval""","""TF_Pval_fdr""","""total_enhancers""","__mclCluster","name","PR","selected","shared name"
"0.0","0.0","-4.28366896791658","0","0","0","0","0.0","0.0","0.0","0.331964548218072","1.0","0.0","0.0","0","0.0","1.0","1.0","0",,"""FAM119B""",,"false","""FAM119B"""
"0.0191628363849363","0.0","-3.00666082551507","1","0","23","1","0.0","0.242859290377322","0.0","0.380826853172525","0.305364905784699","0.223696453992386","0.0","0","0.0","1.0","1.0","24","11","""FAM174B""","0.5652173913043478","false","""FAM174B"""
"0.013741539463868","0.0","9.15992889559579","2","0","9","2","0.0","0.306510174553099","0.0","0.185345050663641","0.111379898118434","0.292768635089231","0.0","0","0.0","1.0","1.0","11",,"""FKBP5""",,"false","""FKBP5"""
"0.061020638677732","-0.123885758856491","0.965374430610681","0","1","2","1","-1.35569621142203","0.206693588941835","-0.0380633100537831","0.538478372250057","0.00110348202929587","0.145672950264103","0.085822448802708","29","0.0","0.175195845348333","0.731449856324529","3","48","""FOXA1""","0.4782608695652174","false","""FOXA1"""
"0.0190212493480465","0.0","-2.53900847132031","0","0","5","0","0.0","0.785486263288502","0.0","0.077421340303704","0.32065263030893","0.766465013940456","0.0","0","0.0","1.0","1.0","5","11","""FXYD3""","0.5652173913043478","false","""FXYD3"""
"0.0182554635816825","0.0","-6.22625386224559","0","0","15","0","0.0","0.212889474645042","0.0","0.563886495813638","0.381991990688284","0.19463401106336","0.0","0","0.0","1.0","1.0","15","11","""GLRX""","0.5652173913043478","false","""GLRX"""
"0.031719049741239","0.0","4.62225044721723","0","0","1","0","0.0","0.386450165895995","0.0","0.730841375611929","0.00238399789612916","0.354731116154756","0.0","0","0.0","1.0","1.0","1","11","""GNL1""","0.5652173913043478","false","""GNL1"""
"0.0620276243288782","0.0","-7.93460623637521","2","0","23","2","0.0","0.542030992885347","0.0","0.0343945815133849","0.00302562524577575","0.480003368556468","0.0","0","0.0","1.0","1.0","25","64","""GRB10""","0.391304347826087","false","""GRB10"""
"0.0114616619499247","0.0","-3.87438469448026","0","0","0","0","0.0","0.435504880378435","0.0","0.956348024867693","0.228547866083058","0.42404321842851","0.0","0","0.0","1.0","1.0","0",,"""GTF2F1""",,"false","""GTF2F1"""
"0.017785921676504","0.0","4.13652849176279","5","1","44","6","0.0","0.111619311514221","0.0","0.342123866009097","0.0361260663738967","0.0938333898377169","0.0","0","0.0","1.0","1.0","50","11","""HES1""","0.5652173913043478","false","""HES1"""
"0.00346061131729779","0.0","-10.3460038752601","0","0","24","0","0.0","0.0827520508208903","0.0","0.041133832866297","0.0287822281806952","0.0792914395035925","0.0","0","0.0","1.0","1.0","24","6","""HIST2H2BE""","0.6956521739130435","false","""HIST2H2BE"""
"0.0101088145489922","0.0","-6.05828619248068","1","0","21","1","0.0","0.400751534379068","0.0","0.898337750449797","0.569077111062348","0.390642719830076","0.0","0","0.0","1.0","1.0","22","43","""HK2""","0.4782608695652174","false","""HK2"""
"0.0229347607631596","0.0","8.47888635778401","0","0","0","0","0.0","0.359907176844682","0.0","0.796169092750284","0.312866132449028","0.336972416081522","0.0","0","0.0","1.0","1.0","0","11","""HLA-E""","0.5652173913043478","false","""HLA-E"""
"0.021690415918125","0.0","4.89081361985356","0","0","3","0","0.0","0.304109207481245","0.0","0.658043159066515","0.0592956511261211","0.28241879156312","0.0","0","0.0","1.0","1.0","3","20","""IFI35""","0.5217391304347826","false","""IFI35"""
"0.0471772345414405","0.0","-9.14765098315768","3","4","49","7","0.0","0.122473419627297","0.0","0.00648380358064361","0.0116958679041994","0.0752961850858568","0.0","0","0.0","1.0","1.0","56","11","""IGF1R""","0.5652173913043478","false","""IGF1R"""
"0.0572508850723029","0.0","-2.54364800277921","0","0","24","0","0.0","0.1528334340239","0.0","0.769733827972739","0.00507296384946798","0.0955825489515972","0.0","0","0.0","1.0","1.0","24","1","""IGFBP3""","0.5217391304347826","false","""IGFBP3"""
"0.045952581810039","0.0","-4.8587165632456","0","0","7","0","0.0","0.665663158966957","0.0","0.329305635494441","0.172165181483307","0.619710577156918","0.0","0","0.0","1.0","1.0","7","4","""IL1R1""","0.21739130434782608","false","""IL1R1"""
"0.0109646300293606","0.189719421855519","8.93804000624016","1","1","32","2","-0.225743338718471","0.0850378868356296","0.156970033894074","0.354968347556839","0.213048309965042","0.074073256806269","-0.0327493879614458","117","0.0","0.82140104857741","0.942577207909883","34","23","""JUN""","0.5652173913043478","false","""JUN"""
"0.0280871722371581","0.0","-7.65007490029772","0","0","2","0","0.0","0.469114025157432","0.0","0.141734598738462","0.0685818701079338","0.441026852920274","0.0","0","0.0","1.0","1.0","2","11","""KCNH2""","0.5652173913043478","false","""KCNH2"""
"0.0210452672183393","0.0","5.63112642603549","0","0","17","0","0.0","0.395562380903192","0.0","0.450516893544483","0.0524782446397976","0.374517113684853","0.0","0","0.0","1.0","1.0","17",,"""KIAA0247""",,"false","""KIAA0247"""
"0.0555088411043358","0.0","5.65306038578164","1","1","14","2","0.0","0.189668334413413","0.0","0.306464157115191","0.0509533737611655","0.134159493309077","0.0","0","0.0","1.0","1.0","16",,"""KIAA1217""",,"false","""KIAA1217"""
"0.0296350630217711","0.0","-8.05051860139646","0","0","3","0","0.0","0.842568456412315","0.0","0.0986514978420409","0.233817242318567","0.812933393390544","0.0","0","0.0","1.0","1.0","3","11","""KLF5""","0.5652173913043478","false","""KLF5"""
"-0.068744990537055","0.0","0.0","0","0","0","0","0.0","0.660012372525812","0.0","0.826848663171012","0.0529171903804243","0.728757363062867","0.0","0","0.0","1.0","1.0","0","15","""KLK3""","0.4782608695652174","false","""KLK3"""
"-0.00240783152755147","0.0","0.0","0","0","7","0","0.0","0.419951617788091","0.0","0.540671778008741","0.916096882918914","0.422359449315642","0.0","0","0.0","1.0","1.0","7","11","""KLK4""","0.5652173913043478","false","""KLK4"""
"0.0651770605404902","0.0","-6.37184521149175","0","0","10","0","0.0","0.526336018506235","0.0","0.164033751061576","0.0307560663565459","0.461158957965745","0.0","0","0.0","1.0","1.0","10","1","""KRT18""","0.5217391304347826","false","""KRT18"""
"0.0651770605404902","0.0","-6.55361687984201","0","0","10","0","0.0","0.526336018506235","0.0","0.0230813931660207","0.0307560663565459","0.461158957965745","0.0","0","0.0","1.0","1.0","10","10","""KRT8""","0.7391304347826086","false","""KRT8"""
"-0.0286255532342391","0.0","-4.9633991967158","0","0","4","0","0.0","0.770090949570388","0.0","0.0647821111542268","0.606090377815977","0.798716502804627","0.0","0","0.0","1.0","1.0","4",,"""LIFR""",,"false","""LIFR"""
"-0.00380418396522653","0.0","7.09693715776443","0","0","1","0","0.0","0.290813511970079","0.0","0.339040916049118","0.592541459851312","0.294617695935306","0.0","0","0.0","1.0","1.0","1",,"""MED1""",,"false","""MED1"""
"-0.0739969377782925","0.0","-0.389943296741971","0","0","3","0","0.0","0.751867042009982","0.0","0.0655814759863713","0.0760923588295957","0.825863979788275","0.0","0","0.0","1.0","1.0","3","11","""MMP13""","0.5652173913043478","false","""MMP13"""
"0.0025935738999438","0.0","-4.36733233924706","0","1","15","1","0.0","0.347678794726992","0.0","0.85681882781951","0.784197395775789","0.345085220827048","0.0","0","0.0","1.0","1.0","16","11","""MRPS27""","0.5652173913043478","false","""MRPS27"""
"0.014333866385832","0.0","5.57230741967562","0","0","1","0","0.0","0.268775612295287","0.0","0.749753647675355","0.507860098085751","0.254441745909455","0.0","0","0.0","1.0","1.0","1","11","""MT2A""","0.5652173913043478","false","""MT2A"""
"0.045890890565472","0.0","-5.74540514898099","1","0","6","1","0.0","0.604985031020296","0.0","0.026757710445785","0.00782697963734745","0.559094140454824","0.0","0","0.0","1.0","1.0","7","36","""MUC1""","0.391304347826087","false","""MUC1"""
"0.00831235744581599","-1.998888555827","-6.89258205343998","2","1","30","3","-0.456593648385683","0.124315882654623","-1.05453063994291","0.696876023538774","0.0772268644710435","0.116003525208807","0.944357915884088","374","0.0","0.64796314538421","0.890100367572009","33","2","""MYC""","1.0","false","""MYC"""
"0.0075210901257117","0.0","-7.71725745295921","5","3","38","8","0.0","0.0542532524914539","0.0","0.224047358476565","0.11047600579494","0.0467321623657422","0.0","0","0.0","1.0","1.0","46",,"""NCOA2""",,"false","""NCOA2"""
"0.0176630461141601","0.0","-8.64681478121286","0","0","11","0","0.0","0.38363077204","0.0","0.167408292657447","0.193418905050294","0.36596772592584","0.0","0","0.0","1.0","1.0","11","12","""NDRG1""","0.6086956521739131","false","""NDRG1"""
"0.0","0.0","0.0","0","0","0","0","0.0","0.0","0.0","0.926850877772695","1.0","0.0","0.0","0","0.0","1.0","1.0","0","11","""NKX3-1""","0.5652173913043478","false","""NKX3-1"""
"0.0","0.0","4.52506839777498","0","0","0","0","0.0","0.0","0.0","0.383119048171621","1.0","0.0","0.0","0","0.0","1.0","1.0","0","11","""NLGN4X""","0.5652173913043478","false","""NLGN4X"""
"5.08340744008462E-4","0.0","3.88342830887691","0","0","6","0","0.0","0.222644710719007","0.0","0.786188070350359","0.926946664496529","0.222136369974998","0.0","0","0.0","1.0","1.0","6","11","""NME7""","0.5652173913043478","false","""NME7"""
"-0.00167892695509208","0.0","-2.58748931415785","0","0","26","0","0.0","0.0612469450940221","0.0","0.993852786119204","0.650351603416205","0.0629258720491142","0.0","0","0.0","1.0","1.0","26","11","""NPAT""","0.5652173913043478","false","""NPAT"""
"0.0","0.0","6.26524439266266","0","0","0","0","0.0","0.0","0.0","0.643059971289791","1.0","0.0","0.0","0","0.0","1.0","1.0","0",,"""NPEPPS""",,"false","""NPEPPS"""
"-0.00292723552300889","0.0","7.64667618410663","1","0","12","1","0.0","0.514898610735951","0.0","0.495536530120533","0.541737099397594","0.51782584625896","0.0","0","0.0","1.0","1.0","13",,"""NUP214""",,"false","""NUP214"""
"0.0","0.0","-6.93116609118313","0","0","0","0","0.0","0.0","0.0","0.417688207541632","1.0","0.0","0.0","0","0.0","1.0","1.0","0",,"""ORM1""",,"false","""ORM1"""
"0.0","0.0","-4.99606878832201","0","0","0","0","0.0","0.0","0.0","0.146499740799598","1.0","0.0","0.0","0","0.0","1.0","1.0","0",,"""ORM2""",,"false","""ORM2"""
"0.00728700035917534","0.0","-6.87310188818602","0","0","2","0","0.0","0.206501736005728","0.0","0.396324356119497","0.474170303152815","0.199214735646553","0.0","0","0.0","1.0","1.0","2",,"""PEX6""",,"false","""PEX6"""
"0.0138081378385789","0.0","2.16015190998714","0","0","5","0","0.0","0.480199713177936","0.0","0.276636690756091","0.25000537628846","0.466391575339357","0.0","0","0.0","1.0","1.0","5",,"""PGC""",,"false","""PGC"""
"-0.0110049260296186","0.0","-1.30058763323374","4","0","22","4","0.0","0.666836826722478","0.0","0.618825779872486","0.545629308332764","0.677841752752097","0.0","0","0.0","1.0","1.0","26","42","""PIGR""","0.4782608695652174","false","""PIGR"""
"0.00367928214651508","0.0","-4.93359539034095","0","0","0","0","0.0","0.414807310557426","0.0","0.479108629533793","0.469746584847167","0.411128028410911","0.0","0","0.0","1.0","1.0","0","11","""PIN1""","0.5652173913043478","false","""PIN1"""
"0.0509241216928915","0.0","2.21693837952109","0","0","12","0","0.0","0.355806196826343","0.0","0.963239456321458","0.00851389307820893","0.304882075133451","0.0","0","0.0","1.0","1.0","12","11","""PMAIP1""","0.5652173913043478","false","""PMAIP1"""
"-0.0258651078051751","0.0","-3.64778321445757","0","0","2","0","0.0","0.639283266975553","0.0","0.11834343872392","0.454639498735896","0.665148374780729","0.0","0","0.0","1.0","1.0","2","11","""PMEPA1""","0.5652173913043478","false","""PMEPA1"""
"0.0","0.0","-4.54478113051648","0","0","0","0","0.0","0.0","0.0","0.219649901754039","1.0","0.0","0.0","0","0.0","1.0","1.0","0",,"""PNPLA4""",,"false","""PNPLA4"""
"0.00473483571676932","0.0","9.44932244598015","1","0","12","1","0.0","0.0347592480704234","0.0","0.137025983565406","0.0708936439329807","0.0300244123536541","0.0","0","0.0","1.0","1.0","13","11","""PNRC1""","0.5652173913043478","false","""PNRC1"""
"-1.12664292093723E-4","0.0","6.43612363740446","1","0","3","1","0.0","0.230347902404191","0.0","0.0193467394179667","0.983014919239117","0.230460566696285","0.0","0","0.0","1.0","1.0","4",,"""PPP2R5D""",,"false","""PPP2R5D"""
"0.176323712094942","0.0","-8.20047953554448","0","0","10","0","0.0","0.546798941875933","0.0","0.327949462033867","0.00139512588092852","0.370475229780991","0.0","0","0.0","1.0","1.0","10","11","""PRKCD""","0.5652173913043478","false","""PRKCD"""
"0.0","0.0","4.29852526829275","0","0","0","0","0.0","0.0","0.0","0.903612054052333","1.0","0.0","0.0","0","0.0","1.0","1.0","0","11","""PRPS1""","0.5652173913043478","false","""PRPS1"""
"0.0309699172465548","0.0","6.16562861947477","2","1","9","3","0.0","0.163174530233795","0.0","0.8342173374307","0.00157566309145179","0.13220461298724","0.0","0","0.0","1.0","1.0","12",,"""PTGS2""",,"false","""PTGS2"""
"0.0266923066559871","0.0","5.2537708083735","0","0","0","0","0.0","0.206947823323443","0.0","0.580327850629294","0.0168126132669144","0.180255516667456","0.0","0","0.0","1.0","1.0","0",,"""PTPN9""",,"false","""PTPN9"""
"0.0303318918212515","0.0","6.47033253580866","0","1","7","1","0.0","0.128204550411519","0.0","0.143662296331478","0.00207129564169152","0.0978726585902674","0.0","0","0.0","1.0","1.0","8","11","""PTPRM""","0.5652173913043478","false","""PTPRM"""
"0.0","0.0","6.92838014134636","0","0","0","0","0.0","0.0","0.0","0.533789927317744","1.0","0.0","0.0","0","0.0","1.0","1.0","0","11","""RBMX""","0.5652173913043478","false","""RBMX"""
"0.0593163361592076","0.0","7.76825033316502","3","0","24","3","0.0","0.271752455528983","0.0","0.264964673758534","7.05253114986591E-4","0.212436119369775","0.0","0","0.0","1.0","1.0","27","8","""RBPMS""","0.5652173913043478","false","""RBPMS"""
"0.0122643486912462","0.0639081563924574","-6.09586807242109","0","0","0","0","0.882669967442293","0.590412287961717","-0.0507702299358716","0.565002077069794","0.25147248594147","0.57814793927047","-0.114678386328329","141","0.0","0.377414613172155","0.761336374847278","0","22","""RELA""","0.43478260869565216","false","""RELA"""
"0.0105710366092363","0.0","-3.93971396642026","4","0","47","4","0.0","0.0923829940686433","0.0","0.431154636477562","0.106301959104757","0.0818119574594069","0.0","0","0.0","1.0","1.0","51",,"""RNASE4""",,"false","""RNASE4"""
"0.0239821708144864","0.0","4.87656692637767","0","0","1","0","0.0","0.381995659157131","0.0","0.873847436548846","0.00925556041877595","0.358013488342645","0.0","0","0.0","1.0","1.0","1",,"""SCAP""",,"false","""SCAP"""
"0.0253883037614047","0.0","-1.04557421468202","1","0","2","1","0.0","0.650805127745387","0.0","0.892724257333375","0.0990209941989361","0.625416823983982","0.0","0","0.0","1.0","1.0","3","91","""SCNN1A""","0.43478260869565216","false","""SCNN1A"""
"0.00339479102458267","0.0","-4.66614663378223","0","0","2","0","0.0","0.0525514120188521","0.0","0.567733330934101","0.0690963534422868","0.0491566209942694","0.0","0","0.0","1.0","1.0","2",,"""SDF2""",,"false","""SDF2"""
"-0.0188548079970663","0.0","0.0","1","1","4","2","0.0","0.881949166069156","0.0","0.743953536670024","0.174455988538532","0.900803974066222","0.0","0","0.0","1.0","1.0","6","10","""SERPINB5""","0.7391304347826086","false","""SERPINB5"""
"0.00122603065156257","0.0","-3.41559864909298","0","2","28","2","0.0","0.266869750615392","0.0","0.773887126849257","0.738342547424241","0.265643719963829","0.0","0","0.0","1.0","1.0","30",,"""SERPINI1""",,"false","""SERPINI1"""
"0.0160780489022975","0.0","-5.07430521497565","1","0","7","1","0.0","0.225338740236928","0.0","0.531325130661047","0.0451438846428416","0.20926069133463","0.0","0","0.0","1.0","1.0","8","11","""SLC25A11""","0.5652173913043478","false","""SLC25A11"""
"0.00169232940869889","0.0","9.15751256967622","1","0","5","1","0.0","0.0317931114843537","0.0","0.137434786438628","0.195024355937889","0.0301007820756548","0.0","0","0.0","1.0","1.0","6","11","""SMARCA2""","0.5652173913043478","false","""SMARCA2"""
"0.0449403632686011","0.0","-2.91814014261659","2","4","53","6","0.0","0.128367948592429","0.0","0.140887156407076","4.32593242022381E-4","0.083427585323828","0.0","0","0.0","1.0","1.0","59","29","""SNAI2""","0.34782608695652173","false","""SNAI2"""
"0.0","0.0","-5.03471800919961","0","0","0","0","0.0","0.0","0.0","0.688747815518582","1.0","0.0","0.0","0","0.0","1.0","1.0","0","11","""SORD""","0.5652173913043478","false","""SORD"""
"0.0100382881041941","0.0","7.39228116333578","1","0","26","1","0.0","0.0618784749999827","0.0","0.289641963143176","0.0147738611688274","0.0518401868957886","0.0","0","0.0","1.0","1.0","27","11","""SOX4""","0.5652173913043478","false","""SOX4"""
"0.0","0.0","0.0","0","0","0","0","0.0","0.0","0.0","0.824370303308039","1.0","0.0","0.0","0","0.0","1.0","1.0","0","11","""SPDEF""","0.5652173913043478","false","""SPDEF"""
"0.0409315341328496","0.0","6.1138579269323","0","0","1","0","0.0","0.105953328372508","0.0","0.382982248308347","5.28250512651356E-4","0.0650217942396584","0.0","0","0.0","1.0","1.0","1","11","""STK39""","0.5652173913043478","false","""STK39"""
"0.0160047690024447","0.0","-8.12338972459821","0","0","1","0","0.0","0.585766656437917","0.0","0.42884491473374","0.244632528199272","0.569761887435472","0.0","0","0.0","1.0","1.0","1","11","""STXBP2""","0.5652173913043478","false","""STXBP2"""
"0.0275791283947748","0.0","5.24675724566004","3","0","8","3","0.0","0.405082268425288","0.0","0.465497788901349","0.00137590547849233","0.377503140030513","0.0","0","0.0","1.0","1.0","11",,"""SUOX""",,"false","""SUOX"""
"0.00574126957751603","0.0","5.72538610427125","1","0","2","1","0.0","0.356180983397139","0.0","0.265938846076421","0.248831040376077","0.350439713819623","0.0","0","0.0","1.0","1.0","3",,"""TESK1""",,"false","""TESK1"""
"0.0125001011708369","0.0","6.17911900195659","1","0","19","1","0.0","0.704368204729698","0.0","0.338202849550539","0.529025561522602","0.691868103558861","0.0","0","0.0","1.0","1.0","20",,"""THRA""",,"false","""THRA"""
