"Row.names","p.value_activities","Non_reponder_mean.mean of x","Responder.mean of y","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ABCA2",1,0,0,0.273042334325785,7.76147487257283,1.00091616467559,0.327946272992815,0.977208286870888,-4.60078806587117
"ABCA3",1,0,0,0.10116372184121,4.5887022591318,0.209406451411732,0.83609286954875,0.977208286870888,-4.67152596217263
"ABCA4",1,0,0,1.16484689413196,-3.93859599577672,1.31046506644172,0.203799340772624,0.977208286870888,-4.55148588392258
"ABCA5",1,0,0,-0.289432938306238,3.28288648119199,-0.664576272772327,0.513352859959614,0.977208286870888,-4.64145918606102
"ABCA6",1,0,0,0.176422974593903,-0.481409034821811,0.159384249998335,0.874846724060321,0.982687476256793,-4.67294510639967
"ABCA7",1,0,0,-0.256618453397514,7.07790370955064,-1.3654235869654,0.186168836547957,0.977208286870888,-4.54169904571898
"ABCA8",1,0,0,0.437207179337827,-4.83452833935157,0.345899395259297,0.732763823950558,0.977208286870888,-4.66571862553181
"ABCA9",1,0,0,0.609722477969664,-0.47139338466162,0.763575926522852,0.453378096059445,0.977208286870888,-4.63101407192206
"ABCB1",1,0,0,-0.682865938161185,-4.95979140169253,-0.793654294237442,0.436027048731627,0.977208286870888,-4.62758096953039
"ABCB10",1,0,0,0.136530340004591,5.85932773337213,0.229568484649498,0.820586481221989,0.977208286870888,-4.67084589718239
"ABCB11",1,0,0,-0.467145417754177,6.08300549692525,-1.20729547632574,0.240369833572508,0.977208286870888,-4.56905596439933
"ABCB4",1,0,0,-1.63069575259168,1.56130050270768,-2.77820003034669,0.0110798454508737,0.977208286870888,-4.22738379118469
"ABCB5",1,0,0,-1.07728654150499,-4.53209246823708,-0.788679697565867,0.438868119876673,0.977208286870888,-4.62815697758784
"ABCB6",1,0,0,-1.06354708027155,3.73895924665252,-1.75361784780554,0.0936731159170779,0.977208286870888,-4.46526456048391
"ABCB7",1,0,0,-0.138871225637109,6.06504357176021,-0.748236579746837,0.462385286570888,0.977208286870888,-4.63271880230422
"ABCB8",1,0,0,0.423948662530137,3.39460385829266,1.90041962569614,0.0708042746577762,0.977208286870888,-4.43359683234139
"ABCB9",1,0,0,-0.131629677419122,1.11645060796691,-0.327904123563345,0.746140543200425,0.977208286870888,-4.6666451238746
"ABCC1",1,0,0,-0.859925606941575,-1.84009401756656,-0.495775775610554,0.625058100557444,0.977208286870888,-4.65613619513178
"ABCC10",1,0,0,0.444772354612369,7.9974565942248,1.54323425279056,0.137295202312214,0.977208286870888,-4.50816965429865
"ABCC11",1,0,0,0.370182401766221,5.04841239227425,1.81028359905792,0.0841834351375326,0.977208286870888,-4.45319250041397
"ABCC12",1,0,0,1.31564995301552,-4.45997760414884,1.64573802151577,0.114288772870958,0.977208286870888,-4.48766467281034
"ABCC13",1,0,0,-0.194747725496189,-7.49285514518934,-0.837467745437585,0.411498270480629,0.977208286870888,-4.62236865892052
"ABCC2",1,0,0,0.660139297018664,3.08690682254724,2.64954751752727,0.0147752860566213,0.977208286870888,-4.25851246540882
"ABCC3",1,0,0,-0.107440565839502,1.85708249948364,-0.11135551162264,0.912362455358874,0.987987447866578,-4.67394676992646
"ABCC4",1,0,0,-1.22811256384325,4.85012026351398,-1.77994570356356,0.0891552727865176,0.977208286870888,-4.45968057808597
"ABCC5",1,0,0,-0.289846868506825,5.45045121493377,-1.1244094176174,0.27317698681672,0.977208286870888,-4.58236933692573
"ABCC6",1,0,0,-0.762249175699672,-6.83383721406032,-1.10748144217724,0.280263621124956,0.977208286870888,-4.58499644218241
"ABCC6P1",1,0,0,-0.462864577819682,2.86190491707645,-0.756009734216118,0.457807622816394,0.977208286870888,-4.63185884671564
"ABCC6P2",1,0,0,-3.11115465059628,-4.27868426387285,-3.32192241484302,0.00315103990868697,0.977208286870888,-4.09678503151638
"ABCC8",1,0,0,-0.59898260340684,-5.4664685026905,-0.629174361295626,0.535831470800556,0.977208286870888,-4.64486950871361
"ABCC9",1,0,0,-0.381592059924915,-5.82549917784051,-0.349038318754231,0.730439252515011,0.977208286870888,-4.66555204873111
"ABCD1",1,0,0,0.190153038515124,4.46040354447901,0.624756477488829,0.538673478267528,0.977208286870888,-4.6452828845701
"ABCD2",1,0,0,-0.549677904253723,0.778566435128272,-0.372499785219754,0.713149814906251,0.977208286870888,-4.66426038785829
