"Row.names","p.value_activities.x","Non_reponder_mean.mean of x","Responder.mean of y","logFC","AveExpr","t","P.Value","adj.P.Val","B","p.value_activities.y","Responser at relapse.mean of x","Responder at Baseline.mean of y"
"C12orf34",1,0,0,0.517274960841401,-2.0676657714194,0.912908222714556,0.371365857516139,0.977208286870888,-4.61281875812349,1,0,0
"C12orf35",1,0,0,-0.0524946160387687,7.04295501046501,-0.145021119517496,0.886038565270783,0.984430319196236,-4.67328178031575,1,0,0
"C12orf36",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C12orf39",1,0,0,-0.914306743258967,-4.43233858033761,-0.806284157042128,0.428865108579231,0.977208286870888,-4.62610402015245,1,0,0
"C12orf4",1,0,0,0.386001258569574,2.67292377549693,1.90938040134527,0.0695819519511623,0.977208286870888,-4.43162404031834,1,0,0
"C12orf40",1,0,0,0.201276389270038,3.70042019661286,1.00315243507736,0.32689076893132,0.977208286870888,-4.60047022699876,1,0,0
"C12orf41",1,0,0,0.357302334794756,-5.38886024379937,0.369888946046417,0.715066238491778,0.977208286870888,-4.66440818567653,1,0,0
"C12orf42",1,0,0,0.30993993685309,5.36837359026553,1.29388033270629,0.2093679997269,0.977208286870888,-4.55438214459717,1,0,0
"C12orf43",1,0,0,0.300466764031597,-2.05209805044655,0.280491752441542,0.781768521540487,0.977208286870888,-4.66885308017326,1,0,0
"C12orf44",1,0,0,0.10161989750043,2.5970708968972,0.444811812256908,0.660879947489165,0.977208286870888,-4.65976542206448,1,0,0
"C12orf45",1,0,0,0.0955319074314347,3.16420172353708,0.4112649277123,0.684929172590769,0.977208286870888,-4.66194680108612,1,0,0
"C12orf47",1,0,0,-0.157767023733594,1.83201042914042,-0.643633258334177,0.526586955365288,0.977208286870888,-4.64349762600878,1,0,0
"C12orf48",1,0,0,1.39367350368976,-5.5850380225784,2.82849103201562,0.0098892327167863,0.977208286870888,-4.21520711682076,1,0,0
"C12orf49",1,0,0,-0.420860323506474,2.99527535808614,-1.19938798516625,0.243365696908431,0.977208286870888,-4.57035770767943,1,0,0
"C12orf5",1,0,0,-0.863253681977601,-2.95927882397607,-0.725674183775732,0.475826287312227,0.977208286870888,-4.63516918366596,1,0,0
"C12orf50",1,0,0,0.333545621077815,1.82914746312623,1.14729064151512,0.263807899900128,0.977208286870888,-4.57876815230786,1,0,0
"C12orf51",1,0,0,-0.208403573130751,-7.35559105194161,-0.67821461705026,0.504835285807211,0.977208286870888,-4.64009925741251,1,0,0
"C12orf52",1,0,0,0.065690340946869,8.20546693880323,0.258862567865843,0.798191550614632,0.977208286870888,-4.66974757592902,1,0,0
"C12orf53",1,0,0,0.065519916984208,1.58009676239004,0.279567602283756,0.782468162617438,0.977208286870888,-4.668892747566,1,0,0
"C12orf54",1,0,0,-0.576642179764544,-2.97094342726665,-0.756000577046867,0.457812999471948,0.977208286870888,-4.6318598645181,1,0,0
"C12orf56",1,0,0,-0.110150295217129,-6.22422284602927,-0.162723040499922,0.872248862644452,0.981974131205433,-4.67286231285905,1,0,0
"C12orf57",1,0,0,0.0574008734856175,-6.63303677986921,0.0850800554860778,0.932981223433431,0.990904778363113,-4.67434467272535,1,0,0
"C12orf59",1,0,0,0.0298303819052919,5.32874890216082,0.101535117609114,0.920062089626428,0.989194721054961,-4.67410792163397,1,0,0
"C12orf60",1,0,0,-1.37533933427753,-3.09280678727711,-2.04018865940047,0.0537414653025864,0.977208286870888,-4.40236670081456,1,0,0
"C12orf61",1,0,0,0.549434711989752,-0.597509909102604,1.28948391000101,0.210863800478706,0.977208286870888,-4.55514538667335,1,0,0
"C12orf62",1,0,0,-0.135662508008878,1.96506386747767,-0.608962263543392,0.54889962833366,0.977208286870888,-4.6467384434313,1,0,0
"C12orf63",1,0,0,-0.306844264516297,-3.69935866715596,-0.319303031435243,0.75256349197809,0.977208286870888,-4.66707079844636,1,0,0
"C12orf65",1,0,0,-0.100548343653622,3.28734482005388,-0.304783693008721,0.763447456247997,0.977208286870888,-4.66776413445049,1,0,0
"C12orf66",1,0,0,0.0857554117459465,3.37684325903986,0.266649468201283,0.792267493027124,0.977208286870888,-4.66943370447644,1,0,0
"C12orf68",1,0,0,1.08211044141368,-5.81989610893489,1.49440850374823,0.14953155964689,0.977208286870888,-4.51764620757659,1,0,0
"C12orf69",1,0,0,0.668774399077855,-4.58116703439984,0.811864199411947,0.425724321033033,0.977208286870888,-4.62544486156246,1,0,0
"C12orf70",1,0,0,-1.07445312358989,-3.7410319296547,-1.21649189058868,0.236920731743427,0.977208286870888,-4.56753381631521,1,0,0
"C12orf71",1,0,0,0.195492542126803,-2.026035890544,0.303240605737293,0.764607177049639,0.977208286870888,-4.66783595501401,1,0,0
"C12orf72",1,0,0,0.0107194953098034,-0.0477468939179016,0.0294600363803799,0.976768130786444,0.997463441866339,-4.6748360441741,1,0,0
"C12orf73",1,0,0,0.162529952995291,0.658786248197083,0.435426555915253,0.667571828982269,0.977208286870888,-4.66039237466667,1,0,0
"C12orf74",1,0,0,-0.151015766464436,-5.32175896463443,-0.157994035085388,0.875928856679453,0.983310677988668,-4.67297907628577,1,0,0
"C12orf75",1,0,0,-0.145063137862731,2.75919447047559,-0.281071146214862,0.781329979583411,0.977208286870888,-4.6688281449278,1,0,0
"C12orf76",1,0,0,0.427306996377855,-0.338924985961101,1.07622520335162,0.293697903828395,0.977208286870888,-4.5897630206203,1,0,0
"C12orf77",1,0,0,0.431708555278665,-7.38227079486449,1.28085777083263,0.213822709070284,0.977208286870888,-4.55663738100504,1,0,0
"C13orf1",1,0,0,0.525431386388159,2.50759851307284,0.419202031426416,0.679207012444649,0.977208286870888,-4.66144566077116,1,0,0
"C13orf15",1,0,0,-0.109372452315591,1.8345633634582,-0.450521651550469,0.656822824231254,0.977208286870888,-4.65937767361366,1,0,0
"C13orf16",1,0,0,0.273675855901555,4.30385308473303,0.591067510570706,0.56060856634835,0.977208286870888,-4.64834532535824,1,0,0
"C13orf18",1,0,0,1.04555281314425,-2.75981130548151,1.41923220103781,0.170098263643248,0.977208286870888,-4.53184427944404,1,0,0
"C13orf23",1,0,0,0.0897056849049189,6.65341049591618,0.30290562717315,0.764859007929281,0.977208286870888,-4.66785149866284,1,0,0
"C13orf26",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C13orf27",1,0,0,-0.227103540611513,1.46134300605622,-0.559522062961594,0.581560178396049,0.977208286870888,-4.65106792218002,1,0,0
"C13orf28",1,0,0,0.179290399511907,-7.51448982883756,0.938001940730004,0.358611712972676,0.977208286870888,-4.60948449642483,1,0,0
"C13orf29",1,0,0,0.0855562306422097,-6.22067942942196,0.114931830619559,0.909560604585429,0.987872395082474,-4.67388439759208,1,0,0
"C13orf30",1,0,0,0.482862419478827,-7.35547591361679,1.38986692108393,0.178725195526484,0.977208286870888,-4.53725512514025,1,0,0
"C13orf31",1,0,0,-0.134598033921944,1.80341433435569,-0.492580997252393,0.627277236702685,0.977208286870888,-4.65637480054648,1,0,0
"C13orf33",1,0,0,0.477722232786772,-7.35816839236025,1.42497602565507,0.168450523980413,0.977208286870888,-4.53077686936569,1,0,0
"C13orf34",1,0,0,-0.151462875857354,3.40794307157546,-0.673862789422062,0.507544449773541,0.977208286870888,-4.64053596656591,1,0,0
"C13orf35",1,0,0,0.176841177215503,-7.51577275480234,0.844638323959823,0.407568813838138,0.977208286870888,-4.62149199613315,1,0,0
"C13orf36",1,0,0,0.626961714848223,-5.88796764398464,0.605097316344402,0.551417577180088,0.977208286870888,-4.64708931008381,1,0,0
"C13orf37",1,0,0,-0.214530320783989,1.02715385315754,-0.611131438394655,0.54748911303713,0.977208286870888,-4.64654060448993,1,0,0
"C13orf38",1,0,0,-0.738650772962231,-3.36182085678936,-0.792301053182716,0.436798780236532,0.977208286870888,-4.62773798225391,1,0,0
"C13orf39",1,0,0,1.45258162789507,-2.77645222461612,2.13497479190376,0.0443624486530796,0.977208286870888,-4.38068807544283,1,0,0
"C14orf1",1,0,0,-0.253977716174562,-3.63976245045937,-0.344255417370824,0.7339823433847,0.977208286870888,-4.66580528017089,1,0,0
"C14orf101",1,0,0,0.132505319815355,3.76016351467942,0.491975070669572,0.627698529970289,0.977208286870888,-4.65641988797296,1,0,0
"C14orf102",1,0,0,-0.0284537995922296,4.17467486954535,-0.125754559503738,0.90108907342947,0.985573255966761,-4.67368366390065,1,0,0
"C14orf104",1,0,0,0.098097404107695,4.34011737776728,0.614143144491648,0.545533925519673,0.977208286870888,-4.64626483009703,1,0,0
"C14orf105",1,0,0,0.0590039411101788,4.58279688327346,0.219791841013192,0.828096635356453,0.977208286870888,-4.67118340050451,1,0,0
"C14orf106",1,0,0,-0.338693283854803,-4.06597791209331,-0.452743631314666,0.655246912017684,0.977208286870888,-4.65922549088105,1,0,0
"C14orf109",1,0,0,-0.00101450436487216,6.59343273740656,-0.00334542766782053,0.99736143744357,0.999485064885056,-4.6749021417466,1,0,0
"C14orf115",1,0,0,0.207204260804521,1.28897283053217,0.782010719793758,0.442694695840363,0.977208286870888,-4.6289240830374,1,0,0
"C14orf118",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C14orf119",1,0,0,0.208147842344202,6.02218370132648,0.896899641980527,0.379657998519631,0.977208286870888,-4.61490511987575,1,0,0
"C14orf126",1,0,0,-0.0984838469596068,3.96185127712215,-0.348637832589783,0.730735690900802,0.977208286870888,-4.66557338380106,1,0,0
"C14orf128",1,0,0,0.0698245930636822,0.326359182925394,0.211459751460094,0.834510461639188,0.977208286870888,-4.67145953875424,1,0,0
"C14orf129",1,0,0,0.205000621047449,-7.50102256993799,1.0512159921144,0.304775612876157,0.977208286870888,-4.59349712508305,1,0,0
"C14orf132",1,0,0,-0.0832142633635382,1.42429766641604,-0.24894424621363,0.805755143251023,0.977208286870888,-4.67013404142379,1,0,0
"C14orf135",1,0,0,0.0993711887583499,-5.28967233361792,0.0910828463106727,0.928265951205467,0.99055892376396,-4.67426313649162,1,0,0
"C14orf138",1,0,0,0.114464642214483,5.35834366812868,0.44355298470718,0.661775849650774,0.977208286870888,-4.65985026466298,1,0,0
"C14orf139",1,0,0,0.109805317443969,1.97106900904357,0.456727790122968,0.652425312165256,0.977208286870888,-4.65895080790283,1,0,0
"C14orf142",1,0,0,0.488833692265548,1.52872841687344,1.16793749262403,0.255559273294323,0.977208286870888,-4.57546974251759,1,0,0
"C14orf143",1,0,0,0.0604510065550459,0.82072820252067,0.202873108936698,0.841132588112831,0.977352337323556,-4.67173303260934,1,0,0
"C14orf145",1,0,0,-0.2134315072854,1.49772884995649,-0.648940174294492,0.52321589341162,0.977208286870888,-4.64298682203586,1,0,0
"C14orf147",1,0,0,-0.146972261554651,4.98049016169134,-0.568329758194104,0.575671025727686,0.977208286870888,-4.65032194706363,1,0,0
"C14orf148",1,0,0,-0.361351399344862,2.44922668598844,-0.922914937537849,0.3662441098602,0.977208286870888,-4.61149844903566,1,0,0
"C14orf149",1,0,0,0.57468504861893,-0.452977502695095,1.12098295169066,0.274600739019734,0.977208286870888,-4.58290366308917,1,0,0
"C14orf153",1,0,0,0.309669081128533,2.33617617114532,0.956138593292808,0.349579236992346,0.977208286870888,-4.60702656977562,1,0,0
"C14orf156",1,0,0,-0.103253868914735,0.531577941936212,-0.301219603250926,0.766126934184706,0.977208286870888,-4.66792947663025,1,0,0
"C14orf159",1,0,0,-0.253377616228901,4.4489577143906,-1.12422298247686,0.273254314375329,0.977208286870888,-4.58239844312903,1,0,0
"C14orf162",1,0,0,0.302874621358155,6.08824581843535,1.25915190755365,0.221409933761768,0.977208286870888,-4.56035887564932,1,0,0
"C14orf165",1,0,0,0.498778805695224,-7.23056882199572,1.29051975613679,0.210510630060022,0.977208286870888,-4.55496572988397,1,0,0
"C14orf166",1,0,0,-0.216803536190742,6.12205852953057,-1.04598928093651,0.307127817803046,0.977208286870888,-4.59426845062991,1,0,0
"C14orf166B",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C14orf167",1,0,0,0.524746041521872,-5.99195084267547,0.776628555895217,0.445797762354742,0.977208286870888,-4.62953890576767,1,0,0
"C14orf169",1,0,0,-0.294022463567199,-0.00147735741695322,-0.850051318009878,0.404618423411595,0.977208286870888,-4.62082585057732,1,0,0
"C14orf174",1,0,0,0.370850314745628,4.15268085782929,1.66304601689962,0.110743273012072,0.977208286870888,-4.48412513989868,1,0,0
"C14orf176",1,0,0,-0.211918066763481,-0.434679628045216,-0.435508919450051,0.667512977751096,0.977208286870888,-4.66038692888222,1,0,0
"C14orf177",1,0,0,-0.257329463615951,-1.82489251910029,-0.463660152720379,0.647528472637567,0.977208286870888,-4.65846733331399,1,0,0
"C14orf178",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C14orf179",1,0,0,0.684379915960513,-0.477064979791857,1.84438402975383,0.0788833756071118,0.977208286870888,-4.44583369693097,1,0,0
"C14orf180",1,0,0,0.332144266529764,3.37392357027891,1.19575038619606,0.244753249789356,0.977208286870888,-4.57095432980103,1,0,0
"C14orf181",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C14orf182",1,0,0,0.300019863155523,-0.866087698543072,0.50566037520925,0.61821520926189,0.977208286870888,-4.65538859794648,1,0,0
"C14orf183",1,0,0,-0.188558229963959,-0.804854156020225,-0.262848886134552,0.795157290883204,0.977208286870888,-4.66958804524378,1,0,0
"C14orf184",1,0,0,0.410057534993907,-0.870663039253715,1.02742252226177,0.31558742230603,0.977208286870888,-4.59698282520117,1,0,0
"C14orf19",1,0,0,0.377952770930476,-6.44156836225015,0.525852735144715,0.604346640349285,0.977208286870888,-4.65381757904636,1,0,0
"C14orf2",1,0,0,0.051896105806124,0.383587487718096,0.140041750703394,0.889924334759593,0.984430319196236,-4.67339110814696,1,0,0
"C14orf21",1,0,0,-0.526861506989698,4.8073633674312,-2.77653641596325,0.0111214700123945,0.977208286870888,-4.2277866001791,1,0,0
"C14orf23",1,0,0,0.472098589560383,5.04294543402202,1.86964657014754,0.0751465201446606,0.977208286870888,-4.44033863281512,1,0,0
"C14orf28",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C14orf33",1,0,0,0.169160185134773,-5.51672928189441,0.25194861519316,0.803461954850084,0.977208286870888,-4.6700185532019,1,0,0
"C14orf34",1,0,0,-0.291002917465032,-7.44701933948989,-0.917471963638978,0.369024117055489,0.977208286870888,-4.61221814409988,1,0,0
"C14orf37",1,0,0,-0.539549917595524,0.861429798514119,-1.23812679743886,0.228954482708951,0.977208286870888,-4.56391835102859,1,0,0
"C14orf39",1,0,0,-0.88160430202486,-6.79430566512163,-1.0510432365733,0.304853153904002,0.977208286870888,-4.59352266962579,1,0,0
"C14orf4",1,0,0,0.181478425434642,5.50311724563368,0.535950504214352,0.597467761442785,0.977208286870888,-4.65300995651003,1,0,0
"C14orf43",1,0,0,0.388012803393245,3.47812835596452,1.334437432076,0.195954969313272,0.977208286870888,-4.54725234049072,1,0,0
"C14orf45",1,0,0,0.242156586328712,6.5019321969559,1.25171578355239,0.224056197531019,0.977208286870888,-4.56162291521637,1,0,0
"C14orf48",1,0,0,-0.50539455665226,2.5445499436648,-0.860201499040783,0.399122973607429,0.977208286870888,-4.6195666453388,1,0,0
"C14orf49",1,0,0,-0.251806259968958,-7.33492310582818,-0.595332519922606,0.557806149862648,0.977208286870888,-4.64796643087774,1,0,0
"C14orf50",1,0,0,0.559090868994944,-3.18434270934153,0.874831611141556,0.391287079971147,0.977208286870888,-4.61772864002419,1,0,0
"C14orf53",1,0,0,0.228141857176267,-7.48890097006099,0.950979403241724,0.352132771826285,0.977208286870888,-4.60772983504153,1,0,0
"C14orf64",1,0,0,0.241691575419724,-0.398456437615964,0.169304255717003,0.867132466087495,0.980642871526343,-4.67269411286495,1,0,0
"C14orf68",1,0,0,-0.422516107874775,-5.03807942703409,-0.566351038307417,0.57699144224292,0.977208286870888,-4.65049049631208,1,0,0
"C14orf70",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C14orf72",1,0,0,-0.311713101111918,-1.82771099452051,-0.286811832086076,0.776988911506722,0.977208286870888,-4.66857834199854,1,0,0
"C14orf73",1,0,0,-0.224645150378209,-5.29587376459128,-0.311486066250441,0.758416854416174,0.977208286870888,-4.66744802108336,1,0,0
"C14orf79",1,0,0,0.340589103242772,1.26135058138776,0.809659594125931,0.426963486278745,0.977208286870888,-4.62570577081382,1,0,0
"C14orf80",1,0,0,0.379330645795648,2.89176155939763,1.01480574414,0.321428741177743,0.977208286870888,-4.59880439139011,1,0,0
"C14orf86",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C14orf93",1,0,0,0.148511960419242,2.54660159213247,0.728690401201863,0.474016260505594,0.977208286870888,-4.63484556143766,1,0,0
"C15orf17",1,0,0,0.288526765942315,3.4187177862805,0.867181410465837,0.395371988070907,0.977208286870888,-4.61869313080277,1,0,0
"C15orf2",1,0,0,-0.0107553583312554,3.23754108036639,-0.0372342099576387,0.970640154947393,0.99698401894246,-4.67479604299433,1,0,0
"C15orf21",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C15orf23",1,0,0,-0.525952009765156,-6.06357339400822,-0.694680555394012,0.494658900842788,0.977208286870888,-4.63842345437292,1,0,0
"C15orf24",1,0,0,-0.376409085268778,2.94449991677271,-1.12032000165667,0.274876830829025,0.977208286870888,-4.5830068943535,1,0,0
"C15orf26",1,0,0,-0.173538846424865,3.77955047454592,-0.770679951472056,0.449242799203447,0.977208286870888,-4.63021399105781,1,0,0
"C15orf27",1,0,0,-1.3834456201087,-1.25990327076597,-1.30881797920915,0.204347172513568,0.977208286870888,-4.5517747223709,1,0,0
"C15orf28",1,0,0,0.524018678261002,-0.932366397706741,1.18470482935849,0.249002963273471,0.977208286870888,-4.5727574126585,1,0,0
"C15orf29",1,0,0,1.16077104141596,-5.28038451591172,1.69812397663287,0.103842293492433,0.977208286870888,-4.47688670033655,1,0,0
"C15orf32",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C15orf33",1,0,0,0.247086014452664,-0.0117576810292024,0.625974899271418,0.537888864686533,0.977208286870888,-4.64516915000942,1,0,0
"C15orf34",1,0,0,0.174488661732057,-6.66599463482751,0.332029895382023,0.743066239592453,0.977208286870888,-4.66643699473693,1,0,0
"C15orf37",1,0,0,0.0579218402428319,-0.145510827372733,0.128370742391071,0.899043015842892,0.985307504773925,-4.67363243829193,1,0,0
"C15orf38",1,0,0,-0.406041863774441,-7.05967789819579,-1.06378719688584,0.299170636641721,0.977208286870888,-4.59162907251087,1,0,0
"C15orf39",1,0,0,0.519237966498689,6.94426164216442,1.42914020987798,0.167263975250279,0.977208286870888,-4.53000118124385,1,0,0
"C15orf40",1,0,0,-0.0843665196884027,1.96717804130996,-0.360271833852009,0.722141965513835,0.977208286870888,-4.66494384119551,1,0,0
"C15orf41",1,0,0,0.141703078276995,1.61904538618467,0.402823934388022,0.691035911783794,0.977208286870888,-4.6624695451997,1,0,0
"C15orf42",1,0,0,-0.76742356532345,3.04920955095181,-1.17175905650763,0.254053782982352,0.977208286870888,-4.57485419855861,1,0,0
"C15orf43",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C15orf44",1,0,0,0.117976195298261,4.60928404492327,0.599376980164053,0.555155407010385,0.977208286870888,-4.64760476409185,1,0,0
"C15orf48",1,0,0,0.0782513375343279,-2.8667456221505,0.10606279839167,0.916511138082705,0.988523756509224,-4.67403546641777,1,0,0
"C15orf5",1,0,0,-0.361220963564262,-7.21865977818504,-1.03687400976518,0.311260744795502,0.977208286870888,-4.59560606576441,1,0,0
"C15orf50",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C15orf51",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C15orf52",1,0,0,-0.00715608143839308,2.31695808997142,-0.0149876755670816,0.988179553808878,0.999255269795809,-4.67488567375623,1,0,0
"C15orf53",1,0,0,0.602700699299437,1.0568366982006,1.27128424132487,0.21714401622478,0.977208286870888,-4.55828458428648,1,0,0
"C15orf54",1,0,0,0.442861984542674,-5.46096868825535,0.532335238626641,0.599926200403772,0.977208286870888,-4.65330078730735,1,0,0
"C15orf55",1,0,0,-0.384698613663099,-6.36419111730285,-0.480761360521286,0.635518619757353,0.977208286870888,-4.6572446934357,1,0,0
"C15orf56",1,0,0,-0.491341415468699,-3.57989519595227,-0.436653362033054,0.66669546570379,0.977208286870888,-4.66031115648247,1,0,0
"C15orf57",1,0,0,-0.800261855438695,-6.04416727320863,-1.2014466669711,0.24258304444312,0.977208286870888,-4.57001943572284,1,0,0
"C15orf58",1,0,0,-0.0617160336572136,2.04129522709971,-0.334394247007164,0.741306423288262,0.977208286870888,-4.66631657150005,1,0,0
"C15orf59",1,0,0,0.368269497898241,1.56688848818831,1.29749595537996,0.208144027090429,0.977208286870888,-4.55375302840829,1,0,0
"C15orf60",1,0,0,-0.445886610442839,-2.80334446357428,-0.682678138716643,0.502065085564107,0.977208286870888,-4.63964864589616,1,0,0
"C15orf61",1,0,0,0.144629589251494,0.752105496749513,0.428618086722274,0.67244422485873,0.977208286870888,-4.66083909439085,1,0,0
"C15orf62",1,0,0,0.878556662678148,0.18596134433012,1.04836828381424,0.306055590819181,0.977208286870888,-4.59391776308655,1,0,0
"C15orf63",1,0,0,-0.237910369149273,4.37196862175256,-1.17970247496191,0.250945665085346,0.977208286870888,-4.57356974521836,1,0,0
"C16orf11",1,0,0,-0.063141909756129,-6.64932139898384,-0.126981075609398,0.90012975434392,0.985395840239969,-4.67365977932894,1,0,0
"C16orf13",1,0,0,-0.00992861134193967,2.50521699076854,-0.0389262840330138,0.969306613660111,0.996874345789048,-4.67478610114289,1,0,0
"C16orf3",1,0,0,0.318412759323111,-3.25045874227212,0.331376664455333,0.743552701528284,0.977208286870888,-4.66647011785682,1,0,0
"C16orf42",1,0,0,0.0262723291405873,2.86937682107283,0.129770774526671,0.897948376436807,0.985205176455114,-4.67360459324925,1,0,0
"C16orf45",1,0,0,-0.299085802926185,-1.2712948270276,-0.340367027684707,0.736867276323317,0.977208286870888,-4.66600862848332,1,0,0
"C16orf46",1,0,0,-0.316004839567136,-0.770315690804002,-0.734065276598377,0.470800870248424,0.977208286870888,-4.63426583958971,1,0,0
"C16orf48",1,0,0,0.0439941974889606,1.15994917688551,0.139083740017556,0.890672269360649,0.984430319196236,-4.67341170576576,1,0,0
"C16orf5",1,0,0,-0.615978239717096,-0.148472138547283,-0.912048262728626,0.371808221968672,0.977208286870888,-4.6129316446865,1,0,0
"C16orf52",1,0,0,0.565201396617631,2.61102786457459,1.84849860266592,0.0782639226435819,0.977208286870888,-4.44494118360878,1,0,0
"C16orf53",1,0,0,0.231523097711172,1.47749390875422,0.857091622765234,0.400801574021631,0.977208286870888,-4.6199538432494,1,0,0
"C16orf54",1,0,0,-0.0244807164686724,4.28895827129739,-0.176996615100674,0.8611598008548,0.979938301899268,-4.67248910568386,1,0,0
"C16orf55",1,0,0,0.320614891176754,4.71898676487879,1.07177547960889,0.295647472786219,0.977208286870888,-4.5904326297632,1,0,0
"C16orf57",1,0,0,-0.103228496829125,0.954950117030232,-0.317500868550749,0.753911620179585,0.977208286870888,-4.6671585803524,1,0,0
"C16orf58",1,0,0,0.0238228690319513,5.81395003754656,0.107205007845284,0.91561560922297,0.988386773630836,-4.67401668969069,1,0,0
"C16orf59",1,0,0,0.153040287969779,5.29078319100979,0.771325614188518,0.448868093570301,0.977208286870888,-4.63014094323474,1,0,0
"C16orf61",1,0,0,-0.187232053389652,2.38067060612373,-0.799990409585359,0.432424874659337,0.977208286870888,-4.6268426210076,1,0,0
"C16orf62",1,0,0,0.2232996374068,6.63077250974776,1.22296445993446,0.234515744829072,0.977208286870888,-4.5664572344069,1,0,0
"C16orf63",1,0,0,-0.0427216904172982,3.29592301275405,-0.187465477641279,0.853045052123298,0.979296806686586,-4.67219555214886,1,0,0
"C16orf68",1,0,0,0.100386750193014,4.4717736839386,0.571484545827536,0.573568974633712,0.977208286870888,-4.65005207012586,1,0,0
"C16orf7",1,0,0,0.0162958408013343,-0.508844875838457,0.0378987385150087,0.970116422333746,0.996954880162873,-4.67479219119462,1,0,0
"C16orf70",1,0,0,-0.100994136120307,3.25715002352938,-0.439081248090937,0.664962552407187,0.977208286870888,-4.66014977159922,1,0,0
"C16orf71",1,0,0,0.130893203513846,4.70697011498853,0.455747325230847,0.653119190235931,0.977208286870888,-4.65901862024857,1,0,0
"C16orf72",1,0,0,0.773942871408379,-1.57125530387034,1.21781686506346,0.236426902875478,0.977208286870888,-4.56731378712708,1,0,0
"C16orf73",1,0,0,0.144623326990367,6.56527491803826,0.945881722695969,0.354668250556925,0.977208286870888,-4.60842153511203,1,0,0
"C16orf74",1,0,0,0.629740865959907,-5.61765223014647,0.896250850116638,0.379996612747626,0.977208286870888,-4.61498900180418,1,0,0
"C16orf75",1,0,0,-0.523037409519494,-0.310591962085882,-1.18895229140414,0.247362284226213,0.977208286870888,-4.57206558177677,1,0,0
"C16orf78",1,0,0,-0.961357974899941,-2.33776948037589,-1.01266959877621,0.322425172104339,0.977208286870888,-4.59911095097273,1,0,0
"C16orf79",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C16orf80",1,0,0,-0.224684173084016,4.41901674342587,-0.94693680571771,0.354142464017315,0.977208286870888,-4.60827863163645,1,0,0
"C16orf81",1,0,0,0.158556296990444,-6.91866311971864,0.330942048478635,0.743876421368911,0.977208286870888,-4.66649212029525,1,0,0
"C16orf82",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"C16orf86",1,0,0,-0.18460867151687,1.6611331586699,-0.590670922870828,0.560869523469066,0.977208286870888,-4.64838042713832,1,0,0
"C16orf87",1,0,0,-0.150737723581041,2.62166790646749,-0.475047309315729,0.639520299664594,0.977208286870888,-4.65765795389075,1,0,0
"C16orf88",1,0,0,-0.0759677075469489,3.46089122325159,-0.336416257523229,0.739802563805133,0.977208286870888,-4.66621291979624,1,0,0
"C16orf89",1,0,0,1.11830374689757,-5.42669050197121,1.34801247591477,0.191619027696634,0.977208286870888,-4.54483058982518,1,0,0
"C16orf90",1,0,0,0.335704472214109,-3.65587066830845,0.410807444817276,0.685259584377124,0.977208286870888,-4.66197540257308,1,0,0
"C16orf91",1,0,0,0.215567716518267,2.15417345394965,0.801770373458625,0.431416267080981,0.977208286870888,-4.6266342578017,1,0,0
"C16orf92",1,0,0,0.292899544820833,-7.45498027653288,0.942343252788438,0.356435450419757,0.977208286870888,-4.60889980387459,1,0,0
"C16orf93",1,0,0,0.221715375330108,2.86842104316431,0.511733097249981,0.614028659007901,0.977208286870888,-4.65492230207765,1,0,0
