"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_gene_id","entrezgene_id"
"196","TAS2R3",44.9293529728357,69.4851786728031,2.20303984379757,0.0322395529937588,0.601524191295037,-4.57749899951587,"ENSG00000127362",50831
"197","TAS2R5",59.1004148311661,125.580133686867,2.17259100151601,0.0345892026010708,0.608997680628597,-4.57806773250812,"ENSG00000127366",54429
"198","TBC1D17",1149.932715263,3788.85611371207,2.1212607664967,0.038892329490249,0.615593462412343,-4.57901466588295,"ENSG00000104946",79735
"199","TEKT3",9.43446089728649,8.89910560334838,2.51344650363569,0.0152314889510663,0.474347685042802,-4.57142631272565,"ENSG00000125409",64518
"200","TFAP4",232.657848915748,878.572662114233,2.13547962580239,0.0376557276340081,0.614915204906649,-4.57875386519608,"ENSG00000090447",7023
"201","TFIP11",956.770912770641,6224.8314673805,2.17445544478173,0.0344411111010217,0.608997680628597,-4.57803305644035,"ENSG00000100109",24144
"202","TGIF1",2236.29910905096,6132.64451821704,2.76718400880176,0.00791174507907834,0.399899251271955,-4.56613818879579,"ENSG00000177426",7050
"203","TIMM9",213.1126507229,561.147472811115,3.02214023071162,0.00395464628999221,0.33947860342272,-4.56058958754131,"ENSG00000100575",26520
"204","TMEM128",113.097045481055,431.413732517481,3.1394116677936,0.00284284856281682,0.30197282070344,-4.55797287339283,"ENSG00000132406",85013
"205","TMEM39B",227.375592291969,1048.76893301418,2.74808054483796,0.00832211983579694,0.402992348412228,-4.56654511361211,"ENSG00000121775",55116
"206","TNFSF4",251.401236766432,342.371922170494,2.88876905705513,0.00570813901161377,0.376008865303104,-4.56351824670993,"ENSG00000117586",7292
"207","TRIM2",84.2210060029581,124.097598948491,2.32147479619261,0.0243867433630558,0.551444811817341,-4.5752391300695,"ENSG00000109654",23321
"208","TRIT1",263.700709422412,1107.46332907198,2.0936020018712,0.0413999045578,0.615593462412343,-4.57951862073209,"ENSG00000043514",54802
"209","TRMT61A",86.0770758669185,381.886317996536,2.18605404984379,0.0335323154138111,0.605813264618502,-4.57781690156696,"ENSG00000166166",115708
"210","TSNAXIP1",35.6343816899901,87.6020097316309,2.20148835339434,0.0323557814670805,0.601880095412007,-4.57752810305708,"ENSG00000102904",55815
"211","TSPAN3",990.901658233659,3094.34359207605,2.21216131652625,0.0315636509327898,0.597797192650081,-4.57732762712507,"ENSG00000140391",10099
"212","UBE2F",356.801038263674,905.138146997949,2.28286876470576,0.0267355283613818,0.568622351089015,-4.57598392221371,"ENSG00000184182",140739
"213","UBFD1",374.731381056197,1870.28892860326,2.32042832798222,0.0244478998596212,0.551444811817341,-4.57525941995829,"ENSG00000103353",56061
"214","UBIAD1",887.265059671122,4170.40608640121,2.14505283307202,0.036842691623924,0.614915204906649,-4.57857762055895,"ENSG00000120942",29914
"215","UQCRC2",2141.65210165804,15402.9724467329,2.00910008227715,0.0499537449112684,0.638833277667485,-4.58103012842981,"ENSG00000140740",7385
"216","USP21",377.690269823897,2401.04039853986,2.18687618890287,0.0334687069673969,0.605813264618502,-4.57780155146583,"ENSG00000143258",27005
"217","USP27X",57.3648539359593,200.20505652073,2.7244674681691,0.00885645602175101,0.408133036383389,-4.56704623665245,"ENSG00000273820",389856
"218","UTP20",1012.65947947163,5104.68984571223,2.03577584735565,0.0471017039765449,0.627589465975648,-4.5805576278457,"ENSG00000120800",27340
"219","WARS2",219.260484468116,921.444292008903,2.23643296507008,0.0298257353336701,0.592203304596125,-4.57686940280281,"ENSG00000116874",10352
"220","WASF1",898.3762301654,1416.0087427849,2.52551549943444,0.0147765615245722,0.473716495542381,-4.57118086231472,"ENSG00000112290",8936
"221","WDR11",2842.27924419879,15168.2015473734,2.13928571210278,0.0373306185467064,0.614915204906649,-4.57868385719747,"ENSG00000120008",55717
"222","YES1",480.827175965551,1321.30463942921,2.21432720618559,0.0314050094079962,0.597442917071165,-4.57728686775797,"ENSG00000176105",7525
"223","ZBTB12",49.8013306750267,146.266854814707,2.24690509741027,0.0291024469590481,0.585271191509049,-4.57667071480134,"ENSG00000204366",221527
"224","ZBTB12",49.8013306750267,146.266854814707,2.24690509741027,0.0291024469590481,0.585271191509049,-4.57667071480134,"ENSG00000237900",221527
"225","ZBTB12",49.8013306750267,146.266854814707,2.24690509741027,0.0291024469590481,0.585271191509049,-4.57667071480134,"ENSG00000206366",221527
"226","ZBTB12",49.8013306750267,146.266854814707,2.24690509741027,0.0291024469590481,0.585271191509049,-4.57667071480134,"ENSG00000234852",221527
"227","ZBTB12",49.8013306750267,146.266854814707,2.24690509741027,0.0291024469590481,0.585271191509049,-4.57667071480134,"ENSG00000234196",221527
"228","ZBTB39",290.023814399841,1175.36682941071,2.75562415410595,0.00815778097999092,0.402540955055419,-4.56638458588284,"ENSG00000166860",9880
"229","ZBTB6",152.138545648472,570.182703663047,2.33254171015497,0.0237482958244659,0.543932852764559,-4.5750242127999,"ENSG00000186130",10773
"230","ZC3HC1",263.860614852195,1041.11828305561,2.14914838468055,0.0364995941141939,0.614915204906649,-4.57850206078526,"ENSG00000091732",51530
"231","ZCCHC18",81.8540671718003,122.556714463449,2.07005582360541,0.0436446403995713,0.616784870517479,-4.57994410186707,"ENSG00000166707",644353
"232","ZGLP1",13.1685025848622,21.3697376089616,2.5000567787068,0.0157510352620371,0.476291130325413,-4.57169786215621,"ENSG00000220201",100125288
"233","ZNF146",719.353294834777,2702.34179593435,2.16901198254231,0.034875052623924,0.608997680628597,-4.57813424262455,"ENSG00000167635",7705
"234","ZNF263",294.139330447152,1915.73701817843,2.4377468923671,0.0183862054292262,0.498150744779865,-4.57295077213759,"ENSG00000006194",10127
"235","ZNF284",159.485601417767,662.408857852504,2.29648108592556,0.0258853168146314,0.566043759481214,-4.57572219313206,"ENSG00000186026",342909
"236","ZNF3",339.789981002949,1222.20132162885,2.37274311721272,0.0215529476548285,0.522526383550658,-4.57423831585268,"ENSG00000166526",7551
"237","ZNF345",202.179448286296,566.247530542949,2.19628470509215,0.0327483126622832,0.601880095412007,-4.57762561838462,"ENSG00000251247",25850
"238","ZNF425",31.6805652127206,87.7405938226158,2.22241173397164,0.0308190616138765,0.597442917071165,-4.57713450049088,"ENSG00000204947",155054
"239","ZNF550",292.361599101187,867.835058583968,2.39352575015071,0.0204909439566442,0.51848827010393,-4.57382889401359,"ENSG00000251369",162972
"240","ZNF559",333.637907622609,1233.37742304291,2.0881635843324,0.0419092262050445,0.615593462412343,-4.57961718433603,"ENSG00000188321",84527
"241","ZNF605",47.7918116809689,129.395866474978,2.21658233373791,0.0312405808129295,0.597442917071165,-4.57724440176815,"ENSG00000196458",100289635
"242","ZNF609",3437.73064636557,15483.4762272322,2.16973396735105,0.0348172221984758,0.608997680628597,-4.57812083153328,"ENSG00000180357",23060
"243","ZNF664",717.412024238869,2973.68923831385,2.01281743199384,0.0495475646267192,0.636024374663083,-4.58096454544009,"ENSG00000179195",144348
"244","ZNF740",361.819754768065,1603.39050892776,2.39903503065298,0.0202174146761528,0.516319182013076,-4.57372000642125,"ENSG00000139651",283337
"245","ZNF792",531.062645792025,1275.34770786634,2.14183348690599,0.0371143697898765,0.614915204906649,-4.57863694785376,"ENSG00000180884",126375
"246","ZNF837",16.6732538262592,36.729252043727,2.09716091975763,0.0410695334963426,0.615593462412343,-4.57945402625433,"ENSG00000152475",116412
"247","ZSCAN2",267.53383946783,797.290978332209,2.15480197651354,0.0360305839657617,0.614915204906649,-4.57839759957216,"ENSG00000176371",54993
"248","ZSCAN21",58.5633030485538,191.844406630515,2.66274432946256,0.0104056954063337,0.426716682885036,-4.56834612066888,"ENSG00000166529",7589
