"","logFC","AveExpr","P.Value","hgnc_symbol","sens"
"57",-1.80814240632982,-3.77551116486624,0.0125922450720374,"NECAB2","down_regulated"
"58",-2.06682818545116,1.01191213762093,0.0482233636590275,"CD276","down_regulated"
"59",-1.57333137703652,4.60749940910501,0.00674054478786425,"HOMER2","down_regulated"
"60",-2.24256727253521,-3.3274007267437,0.00574286825084817,"PDGFRL","down_regulated"
"61",-3.97703203903651,0.981057156792806,0.0250116554703619,"RETN","down_regulated"
"62",-1.79678898382396,-2.31365227773191,0.0470760646076537,"EBI3","down_regulated"
"63",-1.87946675170997,5.9740400047565,0.0169810691898601,"CD33","down_regulated"
"64",-1.83249562011019,-0.150107309758666,0.0413120595547244,"LILRB5","down_regulated"
"65",-2.09366362203421,-3.72174396985505,0.00411339907707411,"PTN","down_regulated"
"66",2.82132302828124,-3.91570663668103,0.0429479360913602,"HOXA13","up_regulated"
"67",1.88891838273216,2.85030611472241,0.0478049018879933,"SERPINE1","up_regulated"
"68",1.63095778783294,4.87213243174193,0.01749551968204,"AEBP1","up_regulated"
"69",2.16855203273432,4.91544133226936,0.0251524414892248,"NPDC1","up_regulated"
"70",-1.92866388365416,5.68936884612715,0.0108452191764856,"RASSF4","down_regulated"
"71",-2.62588759127885,0.685726782503725,0.0495743079993138,"EBF3","down_regulated"
"72",-1.78504191798718,-1.05806008152831,0.00990538190693688,"ASPA","down_regulated"
"73",-1.50496154649924,0.49164753789145,0.00696243274623635,"SEPTIN4","down_regulated"
"74",2.80722590594779,-1.00541944679497,0.031421536106191,"HOXB6","up_regulated"
"75",-2.60580617461126,-1.68877074449354,0.0221630125393448,"CCL2","down_regulated"
"76",-3.38949315014013,-1.25437774563778,0.0293714668733464,"NMU","down_regulated"
"77",-1.86729273021705,3.26353351219743,0.0235540095379817,"TBC1D9","down_regulated"
"78",-2.3302261645618,-3.2102865374675,0.0113470835407811,"CPE","down_regulated"
"79",-2.96208894982276,4.69538244401507,0.000311780280853074,"BST1","down_regulated"
"80",1.71659864493524,2.17860857682222,0.0348240398733911,"SNX25","up_regulated"
"81",1.68708457033244,1.38548412035061,0.026788008520879,"LRP2BP","up_regulated"
"82",-1.73967287208284,-3.92345619961896,0.00355348500148688,"P2RX3","down_regulated"
"83",-3.08025422930163,-0.775456329002181,0.0222276478101116,"FOLR3","down_regulated"
"84",2.11517764331546,-2.1982119438608,0.0296845833144937,"KIAA1549L","up_regulated"
"85",-1.60937099422535,4.00592157845718,0.0366371428656734,"POU2AF1","down_regulated"
"86",-1.98264655332637,0.105204071524819,0.00298817348550687,"WNT5B","down_regulated"
"87",-1.53693607084041,0.855541402537153,0.0119868675270729,"TBC1D30","down_regulated"
"88",-1.92380564886486,-2.87795110607474,0.026773534582531,"NANOG","down_regulated"
"89",-2.98615677002152,0.243935780389499,0.0415851978147583,"SASH1","down_regulated"
"90",-2.24197948508633,-4.09711152190056,0.00150131231384605,"EYA4","down_regulated"
"91",-1.58265147688412,-4.23124798992072,0.0202114486642008,"PACRG","down_regulated"
"92",-2.86229888293686,-2.12064097577348,0.0300954247656854,"TBX18","down_regulated"
"93",1.77865741670113,-0.223028191441556,0.0213221883851809,"PCDHB15","up_regulated"
"94",-1.53463825129595,-4.65814071288375,0.000198117021278609,"IRX4","down_regulated"
"95",-2.65346192249525,-2.71403237724849,0.0321924705848136,"WNT5A","down_regulated"
"96",-1.69821020591894,-4.14008547233689,0.0159249383904891,"CCL20","down_regulated"
"97",-1.63705575415046,-3.02492697102994,0.0414947928865885,"FNDC4","down_regulated"
"98",-2.82589289956723,2.88286515727003,0.0151956186816918,"SDC1","down_regulated"
"99",-2.96121868456842,3.75325077615241,0.0179454791212079,"KYNU","down_regulated"
"100",-2.12455517853541,3.23607809392954,0.000176676473091447,"EPAS1","down_regulated"
"101",-3.01880228820237,-1.23026601466897,0.0436978603392914,"PARD3B","down_regulated"
"102",-2.33905336387964,-2.37081882967308,0.00342617027843369,"MARK1","down_regulated"
"103",-1.833296292404,4.11760156271014,0.00320016947679013,"RHOU","down_regulated"
"104",-1.64515802037039,6.25463538040633,0.0441518762128805,"NCF2","down_regulated"
"105",-1.67029269906386,0.971896965441256,0.03658631816255,"OLFML3","down_regulated"
"106",-2.80910204011184,4.42795707567988,0.0398053727354449,"NID1","down_regulated"
"107",-2.59735793774917,3.63661105056551,0.00917269417832639,"SIPA1L2","down_regulated"
"108",-2.13497957283071,0.428956441583077,0.0361172795386566,"ADGRL2","down_regulated"
"109",-1.94199265767961,-2.97494227345108,0.0250493068806201,"MROH9","down_regulated"
"110",-3.18999155251583,1.28402222645738,0.0179679048186915,"NRP2","down_regulated"
"111",-2.51568199135413,-2.40749193961489,0.00191165402867778,"ADGB","down_regulated"
"112",-1.65869169349898,0.476608004171855,0.037305012687335,"SATB2","down_regulated"
"113",-2.37898016012072,-1.9211916721689,0.0331592345615061,"ELOVL3","down_regulated"
"114",3.50766446120456,-2.79299227888225,0.0228018436113569,"NKX2-3","up_regulated"
"115",-1.52403475347787,-3.61320396191683,0.033439815369566,"PPP1R3C","down_regulated"
"116",3.50154037719466,-0.722067849190058,0.00705046113336844,"HOXB5","up_regulated"
"117",3.27958607008826,3.66692732729569,0.00248861873005169,"HOXB3","up_regulated"
"118",2.01227752118759,0.188100598666415,0.025320549390997,"PCDHB14","up_regulated"
"119",-1.87725100364786,-3.59189686436042,0.00717815714901559,"TNFSF18","down_regulated"
"120",2.28686279645576,4.80904938921603,0.013194084711259,"SOCS2","up_regulated"
"121",-2.13493885285476,-2.42771675017638,0.0318643194364185,"KCNJ8","down_regulated"
"122",-2.86561152161291,-2.09763372849801,0.0153701837364031,"PDZRN3","down_regulated"
"123",2.10038858772972,0.851916637668216,0.00752926831099001,"HCRTR1","up_regulated"
"124",-2.01870727004923,-2.99625075455564,0.045547894840071,"CPXM2","down_regulated"
"125",1.84222672986756,8.47838953947885,0.00220689165004887,"FLT3","up_regulated"
"126",-1.90493323311569,1.92488667541898,0.0161917422368199,"CALD1","down_regulated"
"127",-1.9135137917379,1.32817207885269,0.00305342910748491,"BHLHE41","down_regulated"
"128",-2.6522197850523,0.155162716792652,0.0022428894806407,"TNFAIP6","down_regulated"
"129",-3.00725642337354,-1.33456992422341,0.0376209221006725,"KCNJ2","down_regulated"
"130",-1.57396564075543,2.35750026587014,0.0470879619812032,"CDH26","down_regulated"
"131",-1.50681634425385,-3.59752252922192,0.0258607876611617,"PCK1","down_regulated"
"132",-2.03736911808469,-2.29663305633808,0.0050943776356299,"BTN1A1","down_regulated"
"133",-2.10044391937123,-2.36808941954318,0.0433430074462792,"COL21A1","down_regulated"
"134",1.5599631000222,5.50417048928134,0.00966995443521443,"IL1B","up_regulated"
"135",-3.87925470485185,6.090986744702,0.000781207217279487,"CD93","down_regulated"
"136",-1.74282456497465,-4.46948452001627,0.0136636452007684,"PLAAT1","down_regulated"
"137",-2.93913654798171,1.01874886399168,0.0271704630743478,"PTPRB","down_regulated"
"138",-1.90597495775593,1.74807199334883,0.0415175736386151,"STEAP4","down_regulated"
"139",-2.23982271365617,0.325792076038301,0.025189959302179,"KDR","down_regulated"
"140",-2.14453958204436,-1.80169205202995,0.0166254237378791,"RFPL2","down_regulated"
"141",-2.31098634805798,0.712091765390829,0.0235621534926757,"CDC42EP1","down_regulated"
"142",1.74946985271343,2.32361597891393,0.0201568039474285,"SMO","up_regulated"
"143",-2.11806797048348,1.00378209991574,0.0190944391065483,"RNASE1","down_regulated"
"144",-1.91641424029589,4.21426537037811,0.0271034130801901,"STARD8","down_regulated"
"145",-1.80547587250821,1.06674280543112,0.0325824011227224,"PLVAP","down_regulated"
"146",-1.75337448509052,2.8260076503365,0.00827715897597189,"KLHDC7B","down_regulated"
"147",-2.31080366903204,-1.69610018774723,0.0075027696576627,"GALNT15","down_regulated"
"148",-2.12804062844193,-3.80882433753758,0.00568535499121496,"SNAP25","down_regulated"
"149",-2.28726157517912,-1.90123367343501,0.00940131395640411,"ATP1A4","down_regulated"
"150",-1.64204872847418,-3.00823785320127,0.0496031651978793,"BHMT2","down_regulated"
"151",2.24421480256828,-3.59513798812605,0.033424929273364,"RNF17","up_regulated"
"152",-2.04372096269113,-1.13870526901227,0.0348901615680812,"DCLK1","down_regulated"
"153",-2.8369903480609,-1.51585422786769,0.00238990619703049,"KL","down_regulated"
"154",-1.97496904394117,1.35209476917006,0.0344143208319308,"STARD13","down_regulated"
"155",-2.95897295781543,1.9990570856786,0.0417384780222861,"LGALS12","down_regulated"
"156",-1.81086674197522,-2.9004242088367,0.00948514387056972,"MRO","down_regulated"
"157",-1.55340397226114,2.70997618664787,0.0143767437189222,"PSRC1","down_regulated"
"158",1.76490175414822,1.87098481630694,0.0310993086205012,"SPIRE1","up_regulated"
"159",1.61739068605848,-4.92070784774363,0.0301960767914465,"RAX","up_regulated"
"160",-2.51590444111145,2.30009533476061,0.000937291269305879,"C5AR2","down_regulated"
"161",-3.1848092196544,0.840837209267125,0.037886394488052,"COL4A2","down_regulated"
"162",-2.05095640636355,3.92128579272051,0.0171700870501392,"HAVCR2","down_regulated"
"163",1.94932553102443,1.16561165519465,0.0362239469960075,"DTX1","up_regulated"
"164",-3.37298570705268,5.27471738493107,0.00304816669009342,"DYSF","down_regulated"
"165",-2.37991564888236,2.95882993361959,0.0117800188722257,"CPM","down_regulated"
"166",-2.12412501368486,3.90465541662249,0.00786626087665599,"NPL","down_regulated"
"167",-1.62221310293061,-3.27435370091647,0.0184728229978072,"SLC19A3","down_regulated"
"168",-1.6029541682594,4.50316274202689,0.0283744458346536,"CKAP4","down_regulated"
"169",1.58454296855786,7.84720478966658,0.0130577608827624,"FLNB","up_regulated"
"170",-2.03939269990229,0.412263138577854,0.0276252571216565,"GPNMB","down_regulated"
"171",-2.58678233175635,0.109191551652622,0.0185462697081477,"RAPGEF5","down_regulated"
"172",-2.06949316837444,0.82593852443062,0.00512594373928027,"CIDEB","down_regulated"
"173",-1.75313126549528,-4.09975594036386,0.00319833795118505,"SCN7A","down_regulated"
"174",-2.35254371197686,-0.318462015880404,0.0491158277465497,"IL10","down_regulated"
"175",-2.36221719231006,1.94481722240814,0.0247227000729202,"MYO7A","down_regulated"
"176",-2.33372803074468,-0.0104778369243026,0.0294786376252641,"SLCO2B1","down_regulated"
"177",-2.52387252226666,-1.23476228418739,0.0291979509739301,"YAP1","down_regulated"
"178",-1.81618005906369,-0.160497909078598,0.0484089420208697,"ARHGAP29","down_regulated"
"179",-3.19488203653068,3.27518264034035,0.0019398631123438,"CYP1B1","down_regulated"
"180",-1.8477926211403,-3.1972751325296,0.0233110489342271,"CH25H","down_regulated"
"181",-1.96358975244734,-3.41574804830116,0.00814403912595083,"RBP4","down_regulated"
"182",-2.04133389784576,2.17987374533598,0.00952237651962609,"ARHGAP24","down_regulated"
"183",-1.73228741136728,-4.00524640002451,0.0392588512997533,"PCDH10","down_regulated"
"184",-2.85266785701731,-0.93441159600656,0.0319303936327891,"CXCL9","down_regulated"
"185",-3.22096233927078,3.38847261518798,0.0433401862962208,"FBN2","down_regulated"
"186",2.4834972590538,3.63245262976378,0.032555639052475,"CPNE8","up_regulated"
"187",-1.99766845288966,4.37956685793033,0.0251331738272389,"FGD4","down_regulated"
"188",-1.94621346045635,-2.40196279275598,0.0400893733741809,"LRIG3","down_regulated"
"189",-2.48956358480523,0.441552352088954,0.0240769093359392,"ACVRL1","down_regulated"
"190",2.21328880186305,4.93672367606926,0.0223489955390334,"STON2","up_regulated"
"191",4.28652843731492,-1.35096428907183,0.00142104774814442,"RHCG","up_regulated"
"192",-2.18065237031035,-2.05261672453292,0.0211511611054297,"SEPTIN12","down_regulated"
"193",-1.53205389196166,5.75025566990134,0.0201892231531777,"ZFHX3","down_regulated"
"194",-2.03470486475927,0.639688123849659,0.0247677782949551,"CDH13","down_regulated"
"195",-2.5618249991271,-2.26310992098903,0.00566952467956691,"CBLN2","down_regulated"
"196",-2.00422444192598,2.98959953856359,0.0201237167878334,"IGFBP4","down_regulated"
"197",-2.72228771364347,3.12600831573357,0.0469487073940139,"NLRP12","down_regulated"
"198",-1.60849305828489,4.03593936876414,0.017151752936689,"SIGLEC10","down_regulated"
"199",-2.12889765569859,1.86032193190236,0.00205044807282907,"RGL1","down_regulated"
"200",-1.5973756560933,0.429336396222646,0.0200294070732956,"HORMAD1","down_regulated"
"201",-1.8108199430123,0.961347833201923,0.0431554885635931,"KCNN3","down_regulated"
"202",-1.9253099158504,3.04356847678964,0.0412867159137444,"MAP3K21","down_regulated"
"203",-1.7021490999519,2.06655851821534,0.0199177010347816,"PPFIA4","down_regulated"
"204",3.71759284439305,4.42109237126851,0.00185901700644979,"MEIS1","up_regulated"
"205",-1.78964116714467,-4.44590546457055,0.00449147718580899,"GALNT13","down_regulated"
"206",-2.51635527970245,-3.06189555900978,0.0122246575632354,"ZNF385B","down_regulated"
"207",-3.63508192811777,3.53953300040169,0.0150209742657238,"PTH2R","down_regulated"
"208",-2.2789703698025,-3.67570905368687,0.0199305052415506,"NYAP2","down_regulated"
"209",-1.57177184707067,-0.602877280218463,0.023008159455479,"MYH15","down_regulated"
"210",-2.75400371150707,-1.33564564391045,0.0122769002034318,"SLIT2","down_regulated"
"211",-2.26350137503238,1.53644969153477,0.00663161535347953,"MYO10","down_regulated"
"212",-2.25949610465242,5.16664001392151,0.00472486799520749,"OTULINL","down_regulated"
"213",-1.78038978864589,-3.58605575326895,0.0110025354380998,"BHMT","down_regulated"
"214",2.34085279057989,-1.53209105718226,0.0211522619850501,"TSLP","up_regulated"
"215",1.52618151500961,-0.787704744604547,0.0466804085727117,"PSD2","up_regulated"
"216",1.74497251887967,4.14913676403278,0.0406838598956789,"TNFRSF21","up_regulated"
"217",-1.51088888209001,-3.97585171233757,0.0182598475117619,"HMGCLL1","down_regulated"
"218",-3.36862775773761,-1.94260407476851,0.0347830657700205,"LGSN","down_regulated"
"219",-2.32404629964535,-0.839172197665942,0.0233025883629753,"SLC2A12","down_regulated"
"220",-2.05129620738479,0.0262932440321097,0.0478379449335349,"SLC22A3","down_regulated"
"221",-1.96437495793654,-0.977240106942933,0.039541053029406,"EGFR","down_regulated"
"222",-2.7745794567894,-2.53100159950443,0.00245855709784562,"TMEM47","down_regulated"
"223",-2.21487864744165,-3.55415441708076,0.0302966627840268,"IGSF1","down_regulated"
"224",2.58031910489428,2.74583005940299,0.0376364613544433,"FAM171A1","up_regulated"
"225",2.11456839055624,1.59682546395306,0.0445579595453101,"PARD3","up_regulated"
"226",-1.87487590656107,3.25172506455312,0.0498104270307909,"LRMDA","down_regulated"
"227",2.31888060275982,-3.0229703331557,0.00628856252163183,"NPFFR1","up_regulated"
"228",-2.99321836271473,-0.534111467896939,0.0274157663972118,"ZNF215","down_regulated"
"229",-2.38993292893122,-1.32953594514101,0.00361932477334701,"ADAM33","down_regulated"
"230",-3.30703941055189,1.8837457942952,0.0419425452050576,"MS4A2","down_regulated"
"231",-2.14992449525845,3.36197360743498,0.0175423975873196,"ESAM","down_regulated"
"232",1.69512761025383,1.30042212919031,0.0453460075988116,"CNKSR2","up_regulated"
"233",-1.73363753904152,-2.2492237368431,0.030120310331132,"MKX","down_regulated"
"234",-1.64879285010796,-4.23165188086206,0.00450688063370389,"FXYD4","down_regulated"
"235",-2.32086377950944,-0.606370653701318,0.0444949202389165,"VEGFC","down_regulated"
"236",1.68883298821106,4.58704900663589,0.0493249575393588,"BTBD11","up_regulated"
"237",-1.85112642685564,-3.94055015049066,0.0036554287242416,"MAT1A","down_regulated"
"238",1.68037864271358,4.40969009970465,0.00648856375249226,"ME3","up_regulated"
"239",-2.24439686634142,-2.2419732268549,0.0478008319105611,"TDO2","down_regulated"
"240",1.90840073691354,-1.8823561222285,0.0377826877671375,"SLC35F4","up_regulated"
"241",-1.89657803058626,-2.44858471874945,0.0216175974715913,"GABRA2","down_regulated"
"242",-3.33873476705338,1.48000941077474,0.0304593085871499,"GLT1D1","down_regulated"
"243",2.54352251190773,2.94806593062993,0.0177025460452026,"SCHIP1","up_regulated"
"244",2.97950500760774,2.50661314223799,0.00277372862870948,"CYSLTR2","up_regulated"
"245",1.74957786850985,-4.83728876875831,0.0363276136631437,"G6PC2","up_regulated"
"246",2.70724165931876,-3.12186936273476,0.0103506814932325,"CLEC4F","up_regulated"
"247",1.70716698737291,4.94073988643454,0.0121682083176717,"RASGRP3","up_regulated"
"248",-1.58297191377325,-3.37170769926449,0.0475894625956838,"GRM1","down_regulated"
"249",-2.00332788228234,1.46653597152206,0.0341200602733501,"BMP6","down_regulated"
"250",-1.69437289669625,-3.73068194830295,0.036991465799809,"OR14K1","down_regulated"
"251",4.15067991538773,2.04306427581516,0.00662381757802871,"SCN3A","up_regulated"
"252",3.45610580267849,-2.20986113339381,0.0164667122721488,"ADGRF1","up_regulated"
"253",2.22978461494291,-2.24902052018879,0.0122154488713362,"PLEKHG4B","up_regulated"
"254",-2.22597568707399,-2.95071688927321,0.00336229940525047,"CIBAR2","down_regulated"
"255",1.85243857135964,8.13253099416431,0.00094721125351783,"MSI2","up_regulated"
"256",-3.60052935096145,-2.10937203625596,0.00012423924201135,"CACNA2D1","down_regulated"
"257",-2.26676967815704,-2.62221571146814,0.0114186722952614,"SEMA3D","down_regulated"
"258",-2.42125661276934,4.70752997943411,0.0246748205287045,"NRGN","down_regulated"
"259",2.18954733012083,2.46378008489803,0.0143984817488571,"ABCA9","up_regulated"
"260",-2.76505876719702,-0.298163107067028,0.023618748180334,"ENPP3","down_regulated"
"261",3.11445708769633,2.3670846161523,0.00159578940040157,"ENAH","up_regulated"
"262",2.10872958320527,-1.45501520731119,0.0209678958896155,"PDE1C","up_regulated"
"263",-1.84461420189676,-1.18640518981147,0.0347873739304769,"KCNMA1","down_regulated"
"264",1.7740934065514,3.00718360710626,0.0433408652551453,"ZFYVE9","up_regulated"
"265",-3.03449985831975,-1.24431230366843,0.0481704429050555,"TIMP4","down_regulated"
"266",-3.11637560789354,1.51300815768162,0.0294417295989324,"CACNA2D3","down_regulated"
"267",-1.8579355170146,-3.26107748800368,0.0374662651757112,"NLRP14","down_regulated"
"268",-2.16934526837735,1.05872687766076,0.0307964748045024,"MRAS","down_regulated"
"269",-2.85521352525756,3.13002785999747,0.0139024650772241,"CD1D","down_regulated"
"270",-2.02222736093858,3.27619777315538,0.0481503513963842,"NCF1","down_regulated"
"271",1.80124435003442,2.32030904372777,0.000936564741844277,"NPM2","up_regulated"
"272",2.15651630435568,1.16349661318577,0.0014303989615765,"FGF17","up_regulated"
"273",-3.71589595522188,2.07939448369384,0.010602762660168,"CDA","down_regulated"
"274",-2.01194942188677,-3.35755525046259,0.0143370113730687,"STC1","down_regulated"
"275",-2.98991782314563,1.06010851290734,0.0322883319434422,"C1QC","down_regulated"
"276",1.68484210162836,-4.17762702763253,0.0415706080865886,"PIP","up_regulated"
"277",-2.57034329500367,-3.1426237129719,0.00496437528114326,"FCN2","down_regulated"
"278",1.53329262095623,3.66324996184538,0.00253943632597689,"PAQR6","up_regulated"
"279",-1.69742822740349,5.18809263210325,0.0143773507847649,"ZNF385A","down_regulated"
"280",-1.91437893934888,-1.90063061305117,0.0273210296260623,"CD300LG","down_regulated"
"281",-1.72767152509768,5.06658739780769,0.0493608497079222,"ACOT11","down_regulated"
"282",-1.61845440653846,0.941807333580575,0.0468819769038857,"FAM151A","down_regulated"
"283",-2.32535609247594,-0.363553570207013,0.00402160497612961,"RBP7","down_regulated"
"284",-2.34914691616836,1.85510556615648,0.0173818963996111,"SDC3","down_regulated"
"285",-2.47077360324221,1.69265206178746,0.0409873497015938,"ALPL","down_regulated"
"286",-2.20553864164004,4.8599166988249,0.000508418270413477,"HENMT1","down_regulated"
"287",1.63737076080399,5.9394389349624,0.0264021535575326,"GBP2","up_regulated"
"288",-1.9482964862572,-2.77531876581591,0.00382134462970131,"KCNT2","down_regulated"
"289",-1.7393737454103,2.43804489613818,0.0480594286432813,"OLFML2B","down_regulated"
"290",-1.78144283582833,5.58052712224603,0.0110068312014678,"S100A11","down_regulated"
"291",-1.55181832054327,-4.62475534092216,0.00219803202122547,"PDCL2","down_regulated"
"292",1.85242128775762,5.88521311135416,0.0175639833280609,"CPA3","up_regulated"
"293",-2.70798646137965,-2.16149434523839,0.0184031473412768,"TM4SF18","down_regulated"
"294",-2.98536698147998,1.59049675220931,0.026921528906795,"S100P","down_regulated"
"295",2.73982351980738,0.960869058785562,0.0148550899610652,"MST1R","up_regulated"
"296",-1.68520341549709,3.11037269782388,0.0466554134907065,"TMEM144","down_regulated"
"297",-2.25375864483055,-2.61076400614551,0.0163123743999877,"EGFLAM","down_regulated"
"298",-1.5583319842702,-0.418835489526405,0.0172371048771877,"SHROOM1","down_regulated"
"299",1.71972635017416,-0.283029281572694,0.0175820273196118,"TMEM200A","up_regulated"
"300",-2.27090855440445,3.95955378883222,0.0491202018349102,"DLC1","down_regulated"
"301",-2.14342178357941,-3.68717762985487,0.00208370436521691,"C8orf48","down_regulated"
"302",-2.00214264913817,-1.96416474373069,0.0209835035688984,"OSR2","down_regulated"
"303",-2.23993869156797,-3.10795031644058,0.0208601645626345,"DCSTAMP","down_regulated"
"304",-1.79412426070542,-3.61112086635419,0.049941602611205,"RASEF","down_regulated"
"305",-2.58348124931127,2.4070484450437,0.022563844755668,"FBP1","down_regulated"
"306",-1.82180353151056,-3.21719314485579,0.0368743363752102,"PKNOX2","down_regulated"
"307",1.71876848897546,0.917449814550741,0.0101806733828291,"DACT1","up_regulated"
"308",-2.50564730109575,0.096723382990245,0.0175529971620625,"BTNL9","down_regulated"
"309",-2.17192904783039,-3.04696145956494,0.00624828678855167,"HSPA12A","down_regulated"
"310",-2.4233301925463,-2.83596516165897,0.00821311616501216,"SPIC","down_regulated"
"311",-1.80388176984882,-4.43927600958878,0.000528932003198684,"TMEM100","down_regulated"
"312",3.94198158009228,-2.17282877105142,0.0035577789055415,"LMO1","up_regulated"
"313",-2.25817934662947,-3.18430225281815,0.0400804184029765,"WDR72","down_regulated"
"314",2.35277343916864,3.81813368690359,0.0177805522321206,"MFAP4","up_regulated"
"315",-1.83371796183625,-3.95035884604073,0.0243357033766401,"MC4R","down_regulated"
"316",1.91889465691092,0.35819577062506,0.0213210635508796,"ZCCHC18","up_regulated"
"317",2.61067499348554,5.73363806595019,0.000317658890203065,"MAP1A","up_regulated"
"318",1.79739735999489,4.52714121428772,0.0273068784900342,"PBX3","up_regulated"
"319",-3.88002722652163,1.7244135169043,0.00747317219410531,"LOXHD1","down_regulated"
"320",2.00178268524766,2.92740264172574,0.0108444021800874,"CORO6","up_regulated"
"321",-2.1546618996486,1.07543970828427,0.008732058530108,"SEMA6B","down_regulated"
"322",1.84639457143955,-1.58507190065784,0.0441627427089375,"KLK1","up_regulated"
"323",-1.7167070516042,1.87027076592531,0.0470406843206662,"RAB3IL1","down_regulated"
