"tf","target","mor","likelihood","state","mor_cytoscape"
"POU2F1","IL5",-0.0284911908864972,1,"inhibition",0.0284911908864972
"POU2F1","LCT",0.895741952738741,1,"activation",0.895741952738741
"POU2F1","MS4A2",0.627239158684002,1,"activation",0.627239158684002
"POU2F1","MYC",-0.730774832711938,1,"inhibition",0.730774832711938
"POU2F1","PLAU",-0.722268868310851,1,"inhibition",0.722268868310851
"POU2F1","POU2AF1",-0.958610649677801,1,"inhibition",0.958610649677801
"POU2F1","PTGIR",-0.832931486670859,1,"inhibition",0.832931486670859
"POU2F1","RPTOR",-0.842900446321957,1,"inhibition",0.842900446321957
"POU2F1","RRM2B",-0.0645698869802901,1,"inhibition",0.0645698869802901
"POU2F1","SNAPC1",-0.923620795786721,1,"inhibition",0.923620795786721
"POU2F1","SPI1",0.155249171944294,1,"activation",0.155249171944294
"POU2F1","SPP1",0.500319127666375,1,"activation",0.500319127666375
"POU2F1","ST6GAL1",-0.821322813468983,1,"inhibition",0.821322813468983
"POU2F1","TFAP2A",-0.430102846546781,1,"inhibition",0.430102846546781
"POU2F1","TSC22D3",0.943111346146686,1,"activation",0.943111346146686
"POU2F1","TXNRD1",-0.34234450768787,1,"inhibition",0.34234450768787
"POU2F1","UGT2B7",0.201497549728969,1,"activation",0.201497549728969
"POU2F1","VCAM1",-0.881908856357879,1,"inhibition",0.881908856357879
"POU2F1","VWF",0.424065473203226,1,"activation",0.424065473203226
"PPARA","ACOX1",0.723360198745138,1,"activation",0.723360198745138
"PPARA","ACOX2",-0.647148897823639,1,"inhibition",0.647148897823639
"PPARA","ACSL1",-0.805263601291044,1,"inhibition",0.805263601291044
"PPARA","ANGPTL4",0.487257161603451,1,"activation",0.487257161603451
"PPARA","APOA1",0.801443878006219,1,"activation",0.801443878006219
"PPARA","APOA4",0.629058866084361,1,"activation",0.629058866084361
"PPARA","APOA5",-0.179674446578441,1,"inhibition",0.179674446578441
"PPARA","APOB",-0.318657813578941,1,"inhibition",0.318657813578941
"PPARA","APOC3",0.540673170580618,1,"activation",0.540673170580618
"PPARA","CCND1",0.240277855503935,1,"activation",0.240277855503935
"PPARA","CD36",-0.920074493657156,1,"inhibition",0.920074493657156
"PPARA","CPT1A",0.65943187584739,1,"activation",0.65943187584739
"PPARA","CYP1A1",0.547490488913753,1,"activation",0.547490488913753
"PPARA","CYP4A11",-0.835493556423588,1,"inhibition",0.835493556423588
"PPARA","CYP7A1",0.689958593353691,1,"activation",0.689958593353691
"PPARA","FABP1",-0.118225989868157,1,"inhibition",0.118225989868157
"PPARA","FABP3",-0.10661915861957,1,"inhibition",0.10661915861957
"PPARA","FADS2",0.724541785893241,1,"activation",0.724541785893241
"PPARA","HMGCS1",0.179013091993174,1,"activation",0.179013091993174
"PPARA","HMGCS2",0.684238392708279,1,"activation",0.684238392708279
"PPARA","LPL",0.185092167320967,1,"activation",0.185092167320967
"PPARA","MMP12",-0.880820070071379,1,"inhibition",0.880820070071379
"PPARA","MMP9",-0.231825898758088,1,"inhibition",0.231825898758088
"PPARA","MYC",-0.639883383505815,1,"inhibition",0.639883383505815
"PPARA","NFKBIA",-0.288332996474946,1,"inhibition",0.288332996474946
"PPARA","PANK1",0.152370165079386,1,"activation",0.152370165079386
"PPARA","PCK1",0.889508328757952,1,"activation",0.889508328757952
"PPARA","PTGS2",0.558219662296204,1,"activation",0.558219662296204
"PPARA","SERPINE1",0.792739822094006,1,"activation",0.792739822094006
"PPARA","TUBA1B",0.844228048584988,1,"activation",0.844228048584988
"PPARA","UCP1",0.234047051612027,1,"activation",0.234047051612027
"PPARG","ABCG2",-0.916229526052337,1,"inhibition",0.916229526052337
"PPARG","ADIPOQ",-0.852958203244062,1,"inhibition",0.852958203244062
"PPARG","ANGPTL4",-0.768757419890485,1,"inhibition",0.768757419890485
"PPARG","APOB",-0.977416417116517,1,"inhibition",0.977416417116517
"PPARG","ATP2A2",0.843431653544296,1,"activation",0.843431653544296
"PPARG","BCL2",0.978826130243634,1,"activation",0.978826130243634
"PPARG","CCND1",0.161692443227028,1,"activation",0.161692443227028
"PPARG","CD36",-0.013147066224899,1,"inhibition",0.013147066224899
"PPARG","CD83",0.366038505195992,1,"activation",0.366038505195992
"PPARG","CDKN1A",0.958247271161343,1,"activation",0.958247271161343
"PPARG","CPT1B",0.86096296603086,1,"activation",0.86096296603086
"PPARG","CYP27A1",-0.00779000196082046,1,"inhibition",0.00779000196082046
"PPARG","DBI",0.182464349329495,1,"activation",0.182464349329495
"PPARG","EGFR",-0.345062521948375,1,"inhibition",0.345062521948375
"PPARG","FABP4",-0.019343344475576,1,"inhibition",0.019343344475576
"PPARG","GK",-0.669563296180721,1,"inhibition",0.669563296180721
"PPARG","GSTA2",-0.821685987789268,1,"inhibition",0.821685987789268
"PPARG","LIPE",-0.688822113852699,1,"inhibition",0.688822113852699
"PPARG","LPL",0.286250913373352,1,"activation",0.286250913373352
"PPARG","MMP1",0.893076403290355,1,"activation",0.893076403290355
"PPARG","MMP9",0.241320810638777,1,"activation",0.241320810638777
"PPARG","MYC",-0.902041393200417,1,"inhibition",0.902041393200417
"PPARG","NR1D1",-0.833948099943878,1,"inhibition",0.833948099943878
"PPARG","NR1H3",0.660749187815143,1,"activation",0.660749187815143
"PPARG","PCK1",0.813550575461946,1,"activation",0.813550575461946
"PPARG","PLIN2",0.441129661649181,1,"activation",0.441129661649181
"PPARG","POU2F1",0.977401963792094,1,"activation",0.977401963792094
"PPARG","PTEN",0.92103849131211,1,"activation",0.92103849131211
"PPARG","PTGS2",0.150103641117844,1,"activation",0.150103641117844
"PPARG","RARB",0.412790705711367,1,"activation",0.412790705711367
