"Row.names","p.value_activities.x","Non_reponder_mean.mean of x","Responder.mean of y","logFC","AveExpr","t","P.Value","adj.P.Val","B","p.value_activities.y","Responser at relapse.mean of x","Responder at Baseline.mean of y","logFC_Rel_vs_R","P.Value_Rel_vs_R"
"A1BG",1,0,0,0.808139240782431,1.95361468894724,1.94760710225409,0.0645735047236723,0.977208286870888,-4.42316086997631,1,0,0,-0.0807901378349758,0.901591442932488
"A1CF",1,0,0,0.520439907928123,-7.0255882394194,1.09647705210599,0.284941603051493,0.977208286870888,-4.58668713831683,1,0,0,-0.191994586853374,0.633696843467669
"A2BP1",1,0,0,0.507712374336768,-7.34245927059597,0.986626499212982,0.334746753848596,0.977208286870888,-4.60280501898037,1,0,0,0.118209641013435,0.836622786828588
"A2LD1",1,0,0,1.12443029972611,-3.15747349686504,1.59214229457036,0.125878932237886,0.977208286870888,-4.49848594515829,1,0,0,1.19352456445069,0.109919736463065
"A2M",1,0,0,2.08082952693049,-3.01276543275074,2.60642100760096,0.0162552790858267,0.977208286870888,-4.26892703698936,1,0,0,2.01288170197199,0.0124168632393389
"A2ML1",1,0,0,0.0499094826631663,3.71585043890372,0.0812252368180248,0.936010574434631,0.991152096535733,-4.67439410659629,1,0,0,0.426535817788716,0.606843098903502
"A4GALT",1,0,0,-3.17615893055898,-1.06310428415249,-1.87703494296962,0.0740832636902443,0.977208286870888,-4.43872473010588,1,0,0,-0.628219676247485,0.711188759506154
"A4GNT",1,0,0,-1.06411391070832,-5.94719763023011,-1.35781501092988,0.188535279662079,0.977208286870888,-4.54307101321238,1,0,0,-0.200145819956454,0.85203642826211
"AAA1",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"AAAS",1,0,0,-0.00391381417099623,6.52122050432267,-0.0196675412416658,0.984489086548519,0.998583574018019,-4.67487316071739,1,0,0,0.0914286688223056,0.708808776819855
"AACS",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013435,0.698505398295681
"AACSL",1,0,0,0.356361783597095,3.8208856347816,1.39150532129363,0.178234851713715,0.977208286870888,-4.53695529162585,1,0,0,0.257481885348676,0.367912391305513
"AADAC",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013429,0.457919791995125
"AADACL2",1,0,0,-0.0541543851421276,-7.44874613068176,-0.282826786635374,0.780001594080207,0.977208286870888,-4.66875227789765,1,0,0,0.726028584312377,0.171012344431301
"AADACL3",1,0,0,0.222031344620761,-7.49210171473292,1.02664845392381,0.315943638382057,0.977208286870888,-4.5970951191062,1,0,0,0.118209641013432,0.74440131776435
"AADACL4",1,0,0,0.352101110818989,-7.42396993243861,1.08138171478407,0.291450237286219,0.977208286870888,-4.58898423943249,1,0,0,0.118209641013429,0.660121311213014
