"Row.names","p.value_activities.x","Non_reponder_mean.mean of x","Responder.mean of y","logFC","AveExpr","t","P.Value","adj.P.Val","B","p.value_activities.y","Responser at relapse.mean of x","Responder at Baseline.mean of y","logFC_Rel_vs_R","P.Value_Rel_vs_R"
"FBXO9",1,0,0,0.0137936712312756,6.48255578150739,0.0335216492199276,0.97356636537281,0.997337970879023,-4.67481630868511,1,0,0,-0.222220810412969,0.582910544814746
"FBXW10",1,0,0,0.238577941694029,-4.22948800366911,0.30182994112272,0.765667869303468,0.977208286870888,-4.66790129821394,1,0,0,0.403448843836432,0.677647355089067
"FBXW11",1,0,0,0.0477451066995833,4.95133619992964,0.311195019999066,0.758635079625242,0.977208286870888,-4.66746188857296,1,0,0,-0.0372062950495984,0.806732138555419
"FBXW12",1,0,0,0.99314572474903,-6.80877594537142,1.63510930675868,0.116513082804412,0.977208286870888,-4.48982755573843,1,0,0,0.684176148484283,0.319343488905052
"FBXW2",1,0,0,0.0959951334428055,5.46449079967413,0.659351360412838,0.516637095731986,0.977208286870888,-4.6419734075438,1,0,0,0.187855303930418,0.257336302914632
"FBXW4",1,0,0,0.16490846757559,5.21432632919414,0.756555603208392,0.457487182977363,0.977208286870888,-4.63179815424487,1,0,0,0.0574422472982281,0.79484486166852
"FBXW5",1,0,0,0.116708766934358,6.23755516063173,0.596557595159382,0.557002538720838,0.977208286870888,-4.64785712423812,1,0,0,0.224849760705252,0.462127550000677
"FBXW7",1,0,0,0.0577203763280272,5.30467756642004,0.313778765604079,0.756698520315692,0.977208286870888,-4.66733833504864,1,0,0,0.111871705645608,0.655405610840194
"FBXW8",1,0,0,0.317467128865499,4.0562421691001,1.79435322938197,0.0867633914378426,0.977208286870888,-4.45660641785525,1,0,0,0.325593030248136,0.242497412864658
"FBXW9",1,0,0,0.325849158161513,2.77560417915647,0.969067934891922,0.343235286637759,0.977208286870888,-4.60524996062438,1,0,0,0.246443022404574,0.558840468359873
"FCAMR",1,0,0,-0.190985236156436,-7.00513200381688,-0.354362216614571,0.726502635140605,0.977208286870888,-4.66526615110014,1,0,0,-0.585102088404954,0.457304431949595
"FCAR",1,0,0,-0.247042971491896,3.95449580606499,-0.206497001802867,0.838336297796505,0.977208286870888,-4.67161898010156,1,0,0,0.622877835124806,0.638592765909395
"FCER1A",1,0,0,-2.13078510120602,3.32098712657937,-3.19779726100033,0.00421908433740931,0.977208286870888,-4.12627150230663,1,0,0,-0.969894058058696,0.222697207325625
"FCER1G",1,0,0,-0.303533617985364,5.50604168030512,-0.394754806577619,0.696893820344179,0.977208286870888,-4.66295940295566,1,0,0,0.421009253377572,0.620353289685698
"FCER2",1,0,0,-1.68192995370416,0.13593044949385,-1.23337448663776,0.230686630800203,0.977208286870888,-4.56471665362393,1,0,0,-0.0991818970931928,0.935894852013669
"FCF1",1,0,0,-0.00261148040590964,4.82525222285316,-0.0156791903684735,0.987634217200868,0.999255269795809,-4.67488403756415,1,0,0,-0.0218350944112675,0.906461941057768
"FCGBP",1,0,0,0.334851571463537,2.08681646644972,0.302900747056369,0.764862676910416,0.977208286870888,-4.66785172498466,1,0,0,-0.080505070680942,0.957094707875791
"FCGR1A",1,0,0,-0.503444190592858,4.49639679812874,-0.779036603780772,0.444407774005077,0.977208286870888,-4.62926429797751,1,0,0,0.0738231542729508,0.90868955866868
"FCGR1B",1,0,0,-0.539926023695457,2.79274942572675,-0.796260218271724,0.434543305155182,0.977208286870888,-4.62727793630139,1,0,0,-0.146889276081001,0.84382117776001
"FCGR1C",1,0,0,-1.11677956795989,0.529402589709083,-1.16101681076903,0.258302524818288,0.977208286870888,-4.57658047373778,1,0,0,0.379316982895916,0.737210728625198
"FCGR2A",1,0,0,0.0417682252278695,6.43290932555728,0.0576090721570798,0.954589508027502,0.99512467842614,-4.67464697451401,1,0,0,0.493222295487713,0.590645275617968
"FCGR2B",1,0,0,1.35058078348353,1.26643163056714,1.53672288358399,0.138877738686496,0.977208286870888,-4.50944465080494,1,0,0,0.907399833529389,0.287323060746633
"FCGR2C",1,0,0,0.879995895079693,3.48260085241205,0.940568811415642,0.357323883807903,0.977208286870888,-4.60913906612079,1,0,0,0.536090967640026,0.609881058241901
"FCGR3A",1,0,0,0.252744787925547,5.19084278295422,0.236396580292701,0.815351702304922,0.977208286870888,-4.6706015508774,1,0,0,0.440491266839099,0.738125305641733
"FCGR3B",1,0,0,0.940106760268101,3.85133351559168,0.659101151519902,0.516794662194624,0.977208286870888,-4.6419979380565,1,0,0,1.1336029767185,0.524294417759123
"FCGRT",1,0,0,-0.0417870693342222,4.44360567224504,-0.0788158055310461,0.937904559013641,0.991231952999275,-4.67442384239599,1,0,0,0.899845139607352,0.145064036621054
"FCHO1",1,0,0,0.323809223137719,5.30052911394787,1.46043365791721,0.158560982625028,0.977208286870888,-4.52412324604453,1,0,0,0.380542586965468,0.208599563418211
"FCHO2",1,0,0,-0.541335627076152,5.12132548893395,-1.45677779673178,0.159558407205945,0.977208286870888,-4.52481433271682,1,0,0,-0.568756497521742,0.200243154431137
"FCHSD1",1,0,0,-0.508956990269864,4.72521449491785,-1.12802866094881,0.271679009270075,0.977208286870888,-4.58180354251602,1,0,0,0.234040754677514,0.648769281165472
"FCHSD2",1,0,0,0.0462693571299075,6.45425509641829,0.216812078151094,0.83038899517939,0.977208286870888,-4.67128337026817,1,0,0,0.0123522136637852,0.959147038392213
"FCN1",1,0,0,-1.01535918437701,6.78415854681966,-0.727745187972836,0.474583045057167,0.977208286870888,-4.63494710880952,1,0,0,-0.725733918135577,0.601706246254271
"FCN2",1,0,0,-2.9135194822349,-2.81945030529744,-2.33928427116436,0.0289879312658259,0.977208286870888,-4.3328885422926,1,0,0,-0.474742151890411,0.722842583648885
"FCN3",1,0,0,0.842925528871716,-6.04877276952232,1.08646934962095,0.289244751642642,0.977208286870888,-4.58821291014119,1,0,0,1.56888412092983,0.0946660500531351
"FCRL1",1,0,0,-2.46866509918928,0.530993642959743,-1.510405361874,0.145427832095225,0.977208286870888,-4.51456292688224,1,0,0,-0.6257296705085,0.734028548860495
"FCRL2",1,0,0,-3.10682218707463,-0.812452076321515,-2.1462295384982,0.0433529405174641,0.977208286870888,-4.37809052932297,1,0,0,-0.893184931150823,0.583260496484039
"FCRL3",1,0,0,-0.736080920509147,2.60215651335141,-0.498630828262723,0.623078016194761,0.977208286870888,-4.65592171184279,1,0,0,-0.483862127935204,0.752092336541596
"FCRL4",1,0,0,0.437768748135545,-7.14715388159583,0.866298245141661,0.395845334723606,0.977208286870888,-4.61880399785159,1,0,0,0.997257217003323,0.126839170310242
"FCRL5",1,0,0,-3.12142938590825,0.343769240079097,-1.98086731055735,0.0604775787454168,0.977208286870888,-4.41573725820352,1,0,0,0.149199658933317,0.929109205219929
"FCRL6",1,0,0,-0.285195209298437,2.67189273647869,-0.268431892623911,0.790913263800571,0.977208286870888,-4.66936056668956,1,0,0,-0.438002120303446,0.757897956079035
"FCRLA",1,0,0,-2.44378729899535,-1.7325876941734,-1.58429882615055,0.127654722353646,0.977208286870888,-4.50005146156602,1,0,0,0.648495401833818,0.679881040970165
"FCRLB",1,0,0,0.342030944444249,-2.04279056725638,0.490972133194302,0.628396145545097,0.977208286870888,-4.65649440031204,1,0,0,0.366403710579801,0.687847512689653
"FDFT1",1,0,0,0.123649984274921,6.77796539466204,0.546728714494701,0.590167653055319,0.977208286870888,-4.65213179657649,1,0,0,0.160980977990899,0.489146984208663
"FDPS",1,0,0,-0.535877048581039,-3.28164718283655,-0.71108818949581,0.484636351785028,0.977208286870888,-4.63671687707352,1,0,0,-0.0319480876229719,0.97095742722347
"FDPSL2A",1,0,0,0.242473396807722,5.09477111316374,1.49046367243157,0.150557951666279,0.977208286870888,-4.51840326804237,1,0,0,0.418675095475979,0.0488364230672359
"FDX1",1,0,0,0.00450601333233958,1.52678237156988,0.0117682032925333,0.990718540534552,0.999255269795809,-4.67489231989367,1,0,0,-0.15856565780532,0.703559441383907
"FDX1L",1,0,0,0.0239630955817147,2.73225991407028,0.0813553773017385,0.935908285678941,0.991152096535733,-4.67439247502028,1,0,0,0.238922362653737,0.401174121233828
"FDXACB1",1,0,0,0.037823920022628,1.68786826734485,0.148891967445864,0.883019876991449,0.984430319196236,-4.67319416233287,1,0,0,0.0789271784924908,0.767070573687876
"FDXR",1,0,0,-0.181984199258756,2.41817064271896,-0.526701824868816,0.603766752991626,0.977208286870888,-4.65375023209576,1,0,0,0.398544718665168,0.243825605940025
"FECH",1,0,0,-0.635741589243339,7.45965682893803,-0.756805908676905,0.457340292003258,0.977208286870888,-4.63177031077309,1,0,0,-0.991684455624511,0.246742511029097
"FEM1A",1,0,0,0.256869153712619,6.05696575942567,1.3830512661072,0.180776535504005,0.977208286870888,-4.53849978010446,1,0,0,-0.025282034683725,0.9292071168372
"FEM1B",1,0,0,-0.0573977722992165,5.58409429430347,-0.410491162112298,0.685488053640606,0.977208286870888,-4.66199515825305,1,0,0,-0.0738659969913114,0.634221012992788
"FEM1C",1,0,0,0.0742322652128902,4.55926241141719,0.312665515214545,0.757532719857848,0.977208286870888,-4.66739169333594,1,0,0,0.208276016668077,0.474498763543656
"FEN1",1,0,0,-0.207615033255681,3.82641867597739,-0.562010891783226,0.579892999922648,0.977208286870888,-4.6508582464036,1,0,0,0.935134279165499,0.0366550008514194
"FER",1,0,0,0.00616274350811974,7.96872516567429,0.0282493639383796,0.977722582732389,0.997465543795835,-4.67484143449189,1,0,0,0.105079160788342,0.682604397353409
"FER1L4",1,0,0,0.0463881639789934,3.97899477571856,0.228217032534511,0.821623599568003,0.977208286870888,-4.67089341824321,1,0,0,0.361323743447596,0.23439121979289
"FER1L5",1,0,0,-1.44007877333192,-1.07128896359987,-1.74792518678842,0.0946754223881617,0.977208286870888,-4.46646611896527,1,0,0,0.312177629296181,0.711008458683687
"FER1L6",1,0,0,0.469975334567402,-2.92250517281064,0.650125107501569,0.522464821969073,0.977208286870888,-4.64287223695536,1,0,0,-0.516445413734342,0.522357747112821
"FERD3L",1,0,0,-0.405055039396685,-3.6184079876806,-0.319368235143177,0.752514730725866,0.977208286870888,-4.66706761327446,1,0,0,1.53766274487297,0.251469757534925
"FERMT1",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"FERMT2",1,0,0,-1.64390059525924,-1.28426315787121,-1.15968776529682,0.25883183068812,0.977208286870888,-4.57679318800245,1,0,0,0.0792491686321533,0.962828307489952
"FERMT3",1,0,0,0.377564192480862,-3.86937540656521,0.369236897702634,0.715545159757331,0.977208286870888,-4.66444493924491,1,0,0,1.77245145705022,0.0811937901198871
"FES",1,0,0,0.0117141936106195,6.65672953419634,0.0269351120851183,0.978758731689021,0.997632485621254,-4.67484702999735,1,0,0,0.497869812683172,0.245607768301799
"FETUB",1,0,0,-0.194747725496189,-7.49285514518934,-0.837467745437585,0.411498270480629,0.977208286870888,-4.62236865892052,1,0,0,-0.0993497747818815,0.618219073790019
"FEV",1,0,0,-0.056461955429925,-7.40467602497118,-0.207059373069827,0.837902552306759,0.977208286870888,-4.67160110126279,1,0,0,-0.115093491631994,0.733452534116457
"FEZ1",1,0,0,0.0495871208085489,-0.474223685429876,0.0545401370038539,0.957006024682731,0.995384664322742,-4.67467352294922,1,0,0,-0.546654741074938,0.620754444674629
"FEZ2",1,0,0,-0.075515778738847,4.34935873234983,-0.350227938299335,0.729558954883128,0.977208286870888,-4.66548853278713,1,0,0,0.0416424654926786,0.864990653567602
"FEZF1",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"FEZF2",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"FFAR1",1,0,0,-1.31307311704559,-3.86047554217674,-1.16308189937352,0.257481676838607,0.977208286870888,-4.57624957778199,1,0,0,0.855530548529432,0.493627180897177
"FFAR2",1,0,0,0.288901539056923,-0.128480393589225,0.245012385285762,0.808758973094915,0.977208286870888,-4.6702831115299,1,0,0,1.26949463082558,0.352268505936785
"FFAR3",1,0,0,-0.0290714147193731,-2.20795799573561,-0.0242811385897461,0.980851224901231,0.998170598311381,-4.67485751701618,1,0,0,1.64630426819215,0.240368538136188
"FGA",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013429,0.491945702213108
"FGB",1,0,0,-0.854217866137039,-6.47805740454835,-1.25881364192634,0.221529788313238,0.977208286870888,-4.5604164975006,1,0,0,-1.45958425575855,0.0182424689000998
"FGD1",1,0,0,0.535777054843334,1.37043568553703,1.46431188510144,0.157508419074006,0.977208286870888,-4.52338886576701,1,0,0,0.315448217269047,0.300614763464275
"FGD2",1,0,0,0.190167806792429,3.05515427840324,0.1985160401069,0.844497456285914,0.977811399774383,-4.67186750511076,1,0,0,1.25125094981843,0.16122850640142
"FGD3",1,0,0,0.157238833919359,6.72699230369033,0.730799239604655,0.472753160288599,0.977208286870888,-4.63461856927847,1,0,0,0.129439057316549,0.717684321286042
"FGD4",1,0,0,-0.400247821641547,4.3885818710073,-0.602054964984644,0.553403886331313,0.977208286870888,-4.64736402565368,1,0,0,0.444878774390477,0.51804978348136
"FGD5",1,0,0,-0.876887386917381,-1.1408281473149,-0.571859656071119,0.573319296094659,0.977208286870888,-4.65001988734564,1,0,0,0.215116575232573,0.891315098421324
"FGD6",1,0,0,0.70209211595864,2.72347940189432,1.6100279303626,0.121906514947634,0.977208286870888,-4.49489855283452,1,0,0,0.233808364996261,0.657198730496235
"FGF1",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"FGF10",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"FGF11",1,0,0,0.831600480551791,-6.50811430267982,0.862978582489171,0.397627837161571,0.977208286870888,-4.61921984272988,1,0,0,1.39120740340184,0.204969580605826
"FGF12",1,0,0,-0.00229361105755088,-1.33707729316834,-0.0047224561297215,0.996275372533603,0.999295865105587,-4.67490128456252,1,0,0,0.669535075498271,0.266278031230981
"FGF13",1,0,0,-0.335456150720666,-6.96490833304395,-0.6249523793202,0.538547284089333,0.977208286870888,-4.64526461192082,1,0,0,-0.701001000140102,0.104482272797375
"FGF14",1,0,0,-3.2583939100742,-3.48078618587824,-2.20534064335417,0.0383842873071375,0.977208286870888,-4.36437382156121,1,0,0,-0.983412004118862,0.593311119577462
"FGF16",1,0,0,1.17774053421644,-5.9011658373354,1.34554993597385,0.192399920189469,0.977208286870888,-4.54527119769826,1,0,0,0.219415123060901,0.832573200955413
"FGF17",1,0,0,-3.54400369965804,-4.51697249378792,-3.26374099860035,0.00361410153969537,0.977208286870888,-4.11057123548648,1,0,0,-2.18987500965709,0.117665541713469
"FGF18",1,0,0,1.0512430383809,-1.63886918012573,1.12756624743059,0.27187006256039,0.977208286870888,-4.58187591177674,1,0,0,-0.675612505766928,0.542920053080325
"FGF19",1,0,0,-0.297343136795663,-3.79904119674669,-0.319802945608398,0.752189668477029,0.977208286870888,-4.66704636153109,1,0,0,1.67401820866308,0.0953988832628872
"FGF2",1,0,0,1.26676811658836,-5.82819513457686,1.64496222622159,0.114449907595089,0.977208286870888,-4.4878228203755,1,0,0,0.955403806375331,0.321623025337648
"FGF20",1,0,0,0.619173279953853,-4.29302575139209,0.652735605738084,0.520812249225701,0.977208286870888,-4.64261911239479,1,0,0,0.171651719977495,0.859979571252891
"FGF21",1,0,0,-0.820386961761939,-6.90769168147589,-1.43708915967515,0.165017658843536,0.977208286870888,-4.52851622677287,1,0,0,0.192143465395697,0.779584234943123
"FGF22",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"FGF23",1,0,0,0.471289003590492,-5.31568917220976,0.610888208240418,0.547647178900164,0.977208286870888,-4.64656282103825,1,0,0,0.895074763320019,0.289561836354097
"FGF3",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"FGF4",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"FGF5",1,0,0,0.720691760856789,-7.03360217977434,1.64455849045218,0.114533840256565,0.977208286870888,-4.48790510555241,1,0,0,0.688444188914717,0.299058016077369
"FGF6",1,0,0,0.174618769000997,-7.03294451787579,0.363101902475013,0.720057082760014,0.977208286870888,-4.66478764365387,1,0,0,-0.149805921231827,0.833166520641517
"FGF7",1,0,0,-0.354993944083819,-5.45907690915081,-0.356383640421841,0.725009962211374,0.977208286870888,-4.66515648967093,1,0,0,0.338352214104793,0.797899879398767
"FGF8",1,0,0,-0.300053211863077,-4.56551144448275,-0.301856088907643,0.765648204246058,0.977208286870888,-4.66790008975422,1,0,0,-0.796690027394595,0.41346720309917
"FGF9",1,0,0,1.46645205357257,-3.38673692431814,2.16724765759619,0.0415231404859858,0.977208286870888,-4.37322726731394,1,0,0,1.30252143662933,0.193040733858883
"FGFBP1",1,0,0,0.0528427285250626,-7.0263182402532,0.0988745789583883,0.922149487675088,0.989667114124917,-4.67414902587046,1,0,0,-0.0610637927492776,0.90270612151769
"FGFBP2",1,0,0,0.338678881149671,0.639567070159006,0.335810991959753,0.740252615458781,0.977208286870888,-4.66624401100922,1,0,0,0.558683527610578,0.663366989020692
"FGFBP3",1,0,0,0.102037818863388,-0.79871907302298,0.248010634181409,0.806468120387141,0.977208286870888,-4.67016965040447,1,0,0,0.434207037197758,0.245268228493065
"FGFR1",1,0,0,-0.227164828729867,5.48381202027293,-0.758250164479329,0.456493289042869,0.977208286870888,-4.63160949207113,1,0,0,-0.524921474822701,0.13296421378801
"FGFR1OP",1,0,0,0.524881055721017,1.36538223054761,1.31915169214468,0.200929027318694,0.977208286870888,-4.54995821601863,1,0,0,0.166886685042563,0.647546422528538
"FGFR1OP2",1,0,0,0.674393802342433,4.43690121375402,1.13868630423193,0.267302890023283,0.977208286870888,-4.58012907775051,1,0,0,1.53725540118641,0.021489775254037
"FGFR2",1,0,0,-0.517660766806354,-1.91127522669795,-0.422106021090623,0.677118328751596,0.977208286870888,-4.66125998378531,1,0,0,0.662891891412139,0.674431121090956
"FGFR3",1,0,0,-0.883501051510679,0.289708847134712,-1.23141997474123,0.231401908892595,0.977208286870888,-4.56504430367857,1,0,0,0.275880132546004,0.743973493089282
"FGFR4",1,0,0,0.418959264352709,-1.53907771203085,0.764643897981327,0.452754957831828,0.977208286870888,-4.63089421990355,1,0,0,0.15809099870235,0.850144240979832
"FGFRL1",1,0,0,-0.218723918162233,2.82158124035033,-0.457912100537626,0.651587601301839,0.977208286870888,-4.65886870946732,1,0,0,-1.08987964515951,0.0810929280573118
"FGG",1,0,0,0.0666352918477777,3.55896468883927,0.24827548213552,0.806265844823176,0.977208286870888,-4.6701595622653,1,0,0,0.42226826295534,0.174323481840781
"FGGY",1,0,0,-0.339356799221713,-7.42399368151052,-1.02809550782798,0.315277952758666,0.977208286870888,-4.59688513848147,1,0,0,-0.243958848507407,0.376076301428739
"FGL1",1,0,0,0.431538381270633,-6.96072539741915,0.616425242616971,0.54405487022296,0.977208286870888,-4.6460550187679,1,0,0,0.275705694070882,0.671023181217445
"FGL2",1,0,0,-0.766070612323313,4.70107875389236,-0.935800198378989,0.359718839694748,0.977208286870888,-4.60978014760397,1,0,0,0.0196671225981868,0.979792437818824
"FGR",1,0,0,-0.434878238645867,6.62994300247149,-0.584656173492508,0.564834967356704,0.977208286870888,-4.64891006998385,1,0,0,0.52487329103009,0.57546560728601
"FH",1,0,0,0.691940961644099,-1.24989467458464,1.40315805450532,0.174778254522884,0.977208286870888,-4.53481574962223,1,0,0,0.646556494926121,0.410721936605403
"FHAD1",1,0,0,-0.245739264258249,5.26391134383259,-1.11124075104457,0.278678399927416,0.977208286870888,-4.58441577062895,1,0,0,0.111546904818282,0.672453859409706
"FHDC1",1,0,0,0.94063760450623,-3.14415403460499,0.87926246771045,0.388933764309731,0.977208286870888,-4.61716664288418,1,0,0,1.12265162793934,0.343336547658152
"FHIT",1,0,0,-1.4015764180059,2.52268794521175,-1.23505446649918,0.230073166562104,0.977208286870888,-4.56443471193762,1,0,0,-1.75381721742398,0.164160470924318
"FHL1",1,0,0,0.0140482261912014,0.373292136048778,0.0258380950398145,0.97962364337843,0.997691477310308,-4.67485149655655,1,0,0,-0.155541323691313,0.793703636651828
"FHL2",1,0,0,-0.153165021354769,4.50508483793838,-0.236075486130376,0.815597674503947,0.977208286870888,-4.67061320031845,1,0,0,-0.118790864938595,0.856899959365643
"FHL3",1,0,0,-1.84179001837714,0.748751656589689,-2.40485578654545,0.0252056151476905,0.977208286870888,-4.31730633185101,1,0,0,-1.31233723765297,0.14559460263455
"FHL5",1,0,0,0.407066461499676,3.84468648247073,1.32811832481664,0.197999409121202,0.977208286870888,-4.54837366470662,1,0,0,0.357125259607166,0.366238450949879
"FHOD1",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"FHOD3",1,0,0,0.291497037734564,5.87243925831171,1.3950322333291,0.177182947009895,0.977208286870888,-4.53630902246791,1,0,0,0.0643405586547221,0.816896192912479
"FIBCD1",1,0,0,1.25294274951715,-4.57054991095525,1.85660058645857,0.0770565396078687,0.977208286870888,-4.44318090213548,1,0,0,-0.373090061941169,0.709957017142171
"FIBIN",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"FIBP",1,0,0,-0.106744674078967,5.8902116873542,-0.616294337360508,0.54413965374417,0.977208286870888,-4.64606707361639,1,0,0,0.316233435638789,0.192830280196258
"FICD",1,0,0,0.309106899203891,1.94590049334673,1.16169179473467,0.258034013375783,0.977208286870888,-4.57647236937005,1,0,0,0.414641403404095,0.174643821974365
"FIG4",1,0,0,-0.0620986120351956,6.21278291812015,-0.293428843831045,0.771994414942526,0.977208286870888,-4.66828422965351,1,0,0,0.114328263616433,0.610814249570808
"FIGF",1,0,0,-0.455075696750034,-6.74030826411497,-0.727845122586598,0.474523101760902,0.977208286870888,-4.63493637818204,1,0,0,-0.841870505402298,0.290457147605007
"FIGLA",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0,0.118209641013437,0.36312418464791
"FIGN",1,0,0,-0.135583208859178,-0.513585295627742,-0.172079366613684,0.864976798977712,0.980547838430242,-4.67262119887464,1,0,0,-1.06041662882149,0.319589138122275
"FIGNL1",1,0,0,-1.46828815234021,-4.82175667403642,-1.02896103245097,0.314880258814642,0.977208286870888,-4.59675942617172,1,0,0,-1.11992444064033,0.524765887139574
"FIGNL2",1,0,0,-0.139585715479493,2.84888961829033,-0.459744125556685,0.650292663018078,0.977208286870888,-4.6587413064825,1,0,0,0.440762900561486,0.198126227878432
"FILIP1",1,0,0,0.38636560968003,1.59344749839825,1.03023507667097,0.314295499438228,0.977208286870888,-4.5965742197901,1,0,0,0.557979899993229,0.17954751937257
"FILIP1L",1,0,0,0.222261650843825,-4.13690796023557,0.296880311665345,0.769393252873171,0.977208286870888,-4.66812819627646,1,0,0,0.360929523600769,0.680708437305273
"FIP1L1",1,0,0,0.0127239847198028,6.27869039741569,0.0601032862773161,0.952625861773827,0.994822661287847,-4.67462432812711,1,0,0,-0.11338405186808,0.716415874294618
"FIS1",1,0,0,-0.205197402524943,5.65675361535424,-0.694339940126239,0.494868214946051,0.977208286870888,-4.63845849468758,1,0,0,-0.630784109339676,0.0518337312545758
"FITM1",1,0,0,0.415645844704873,-0.821473271701538,0.943101136064903,0.35605644544649,0.977208286870888,-4.60879749507371,1,0,0,0.137599661984585,0.817200569308533
"FITM2",1,0,0,0.199780610881977,0.731849622109134,0.615567716420175,0.544610392805886,0.977208286870888,-4.64613394336904,1,0,0,0.107647497691296,0.76551052720453
"FIZ1",1,0,0,0.0298400786877826,1.83308768537499,0.113444922203056,0.91072537208049,0.987872395082474,-4.67391056874531,1,0,0,0.135639527104918,0.686948843973751
"FJX1",1,0,0,-1.63161372921311,-4.61721685828565,-1.48209289298972,0.152754957701536,0.977208286870888,-4.52000538947811,1,0,0,-0.788780110517701,0.536230234792751
"FKBP10",1,0,0,-0.580108409809049,-1.38412387232422,-0.583344813056703,0.565701443478398,0.977208286870888,-4.64902486681636,1,0,0,-0.0208394623651027,0.983618707667957
"FKBP11",1,0,0,-0.117393418007862,3.95269661323604,-0.331577392575067,0.743403207354917,0.977208286870888,-4.66645994642832,1,0,0,0.315696361829688,0.387723372840418
"FKBP14",1,0,0,-0.0310179993270945,0.296922522170974,-0.0849887011156474,0.933053003419591,0.990904778363113,-4.67434587072535,1,0,0,0.520494066640463,0.236840171695919
"FKBP15",1,0,0,-0.094314680211971,6.70427030774293,-0.371282655187905,0.714042979603048,0.977208286870888,-4.664329415067,1,0,0,0.251986569084031,0.300824399936725
"FKBP1A",1,0,0,1.15353033970138,-0.498583400751945,1.94479074159713,0.0649313406039562,0.977208286870888,-4.4237869547761,1,0,0,1.69375640177638,0.0143350736946034
"FKBP1AP1",1,0,0,-0.303870189189459,6.22312502788228,-1.49650950738641,0.148987243228632,0.977208286870888,-4.5172424683232,1,0,0,-0.0291490162268344,0.913896792253828
"FKBP1B",1,0,0,-0.557838457566467,-0.796393003322846,-0.668763636817145,0.510729221664938,0.977208286870888,-4.64104436561143,1,0,0,-0.130748402883075,0.869701368589856
"FKBP2",1,0,0,-0.254414822665458,2.45075253851202,-0.894967090437744,0.380667211722876,0.977208286870888,-4.61515482326986,1,0,0,0.437011664249511,0.107303808741486
"FKBP3",1,0,0,-0.131264431246417,4.64494109781006,-0.549238051090578,0.588474403591568,0.977208286870888,-4.65192496427449,1,0,0,0.10204558657104,0.728488582142025
"FKBP4",1,0,0,-0.31409198560698,5.45365575087027,-0.931769011054642,0.36175183701265,0.977208286870888,-4.61031991689877,1,0,0,-0.350316216332548,0.333911440694935
"FKBP5",1,0,0,0.285779225162718,6.62705398944646,0.969282156184356,0.343130843230546,0.977208286870888,-4.60522035461004,1,0,0,0.327838300366297,0.448347730256702
"FKBP6",1,0,0,1.11295033535968,-1.70324825667728,1.44994140554889,0.161437198912609,0.977208286870888,-4.52610354926637,1,0,0,0.850257282240789,0.32031204152407
"FKBP7",1,0,0,-0.19077314509885,1.23864783511582,-0.456894574937434,0.652307310054134,0.977208286870888,-4.65893925849815,1,0,0,-0.350217475429057,0.430067916245506
"FKBP8",1,0,0,-0.377112945757072,7.64802068417418,-0.745394043465201,0.464066081685393,0.977208286870888,-4.63303126538095,1,0,0,-0.353295062627032,0.549395277156176
"FKBP9",1,0,0,-0.582714588244516,-6.37572896422109,-0.705114903756308,0.488271420674993,0.977208286870888,-4.63734239337463,1,0,0,3.22612544189234,0.00293064011850787
"FKBP9L",1,0,0,-0.839697901158989,1.69659388492329,-1.3482654389388,0.191538952495984,0.977208286870888,-4.54478529617612,1,0,0,1.06748988416327,0.107229749626144
"FKBPL",1,0,0,-0.0598677747959802,1.79597471634534,-0.18604498090647,0.854145169684863,0.979374068897758,-4.67223636692181,1,0,0,0.245813433674606,0.53518643702869
