"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","nb_enhancer_changed"
"8203","PJA2",2.73053587904977,10869.7092678753,0.607039601291778,0.546634159156181,0.945133418419518,-4.59782199741059,0,0,1,1,0
"8204","PKD1",3.19401626137338,26723.3066366827,0.416696291693123,0.678724800275382,1,-4.59866410831973,2,1,9,12,3
"8205","PKD1L1",1.20715249298095,78.3591777454657,0.797185274887896,0.429198847100244,0.897591993353406,-4.59667881845906,1,0,10,11,1
"8206","PKD1L2",-0.147146175623934,0.0729897137487364,-0.649185062316363,0.519257586819577,0.936568341586294,-4.59759433946286,1,0,2,3,1
"8207","PKD2",3.65487620882402,8633.93535874033,2.43722746642166,0.0184863238243276,0.619964755647436,-4.57626691766347,1,0,1,2,1
"8208","PKD2L1",-0.688546917447445,15.0728012178499,-0.629457474256616,0.531980742406214,0.941292365298919,-4.597702743261,3,0,13,16,3
"8209","PKD2L2",1.69110521699171,89.8905017471568,2.07451129921503,0.0433190996980153,0.680681114376166,-4.58213146659978,2,0,11,13,2
"8210","PKDCC",-2.24915642091151,98.4469283440885,-3.06207248608235,0.00356779349491332,0.55401537736098,-4.5650211773868,1,2,6,9,3
"8211","PKDREJ",2.02365248435482,218.993898822197,1.55838535228579,0.125593568990257,0.743061859123387,-4.58930888366238,1,0,13,14,1
"8212","PKHD1",0.155444018074025,4.66865004109765,0.295416905815082,0.768926678993721,1,-4.5990394754151,1,0,1,2,1
"8213","PKHD1L1",0.725163890155915,328.797687859843,0.0190443177380615,0.984883276704091,1,-4.59941853931335,0,1,8,9,1
"8214","PKIA",-1.34851217367959,115.53676526382,-0.506600545941415,0.614712742750056,0.978482307878784,-4.59830456716742,0,0,1,1,0
"8215","PKIB",0.365302097574157,35.4834753633724,0.0524913437727803,0.958351127640395,1,-4.59940808543443,1,3,4,8,4
"8216","PKIG",-2.31481270468529,610.826490816418,-1.98796749331706,0.0524312591851757,0.696897404501674,-4.58343863214261,1,0,12,13,1
"8217","PKLR",-3.15617214697662,1051.09728844475,-2.06049095300173,0.0446945316114523,0.68092809478262,-4.58234582508508,0,0,2,2,0
"8218","PKN2",3.18547563502244,7835.96738689913,1.24352248740628,0.219606431062054,0.80653972307162,-4.59286979361196,1,0,3,4,1
"8219","PKN3",-2.23971415046207,1200.34531121205,-0.649390709063455,0.519125814306939,0.936568341586294,-4.59759319240098,1,0,2,3,1
"8220","PKNOX2",-1.1327529248292,6.81756373650155,-2.2683173590507,0.0277630778091202,0.655951005102692,-4.57907103959264,0,0,10,10,0
"8221","PKP2",-3.06135558021622,900.860530229429,-1.95938758884379,0.055783290172346,0.696897404501674,-4.58386175279636,0,0,3,3,0
"8222","PKP4",-3.23733819529313,6918.74401425396,-1.53902423843276,0.130247360796993,0.748625854645798,-4.58954707134315,2,0,13,15,2
"8223","PLA1A",-0.779991879519546,11.5262566451871,-0.171911245190372,0.864217067729874,1,-4.59929106983339,1,0,0,1,1
"8224","PLA2G12A",-1.87421147411859,471.089685676743,-0.947849839004979,0.347868517894268,0.867045017544162,-4.59556509332358,2,0,9,11,2
"8225","PLA2G15",2.33326679563336,789.472900250717,1.66926594959537,0.10145794406906,0.723066369879129,-4.58789887994074,2,1,13,16,3
"8226","PLA2G16",2.18213350384592,309.664471100036,1.08826488836455,0.281814926311499,0.837862399394695,-4.59436721767522,2,0,2,4,2
"8227","PLA2G1B",0.570920740824544,20.9871228889336,0.414082439073298,0.680625145208557,1,-4.59867353033425,2,0,4,6,2
"8228","PLA2G2A",-0.0609529150198758,0.0143418623576178,-0.306196992398724,0.76075507362588,1,-4.59901124189471,0,0,6,6,0
"8229","PLA2G2C",0.584908837888283,5.03785541755537,0.780027365084535,0.43913559466335,0.902112530462707,-4.59679412233963,0,0,5,5,0
"8230","PLA2G2D",-1.6251758007267,25.4942439175001,-2.47633503703374,0.0167842308633702,0.615308093686932,-4.57560109799255,0,0,1,1,0
"8231","PLA2G2E",-0.0123912227101913,0.0732800501297981,-0.0561641030718575,0.95544002679937,1,-4.59940634195579,0,0,5,5,0
"8232","PLA2G2F",0.369313537660715,1.83651324635507,1.0542248051925,0.296963231526559,0.843093797550978,-4.5946714875074,0,0,6,6,0
"8233","PLA2G3",-0.500918625964396,1.02310070138142,-1.49942253212915,0.140195449598306,0.752312226392697,-4.59002667044098,0,0,2,2,0
"8234","PLA2G4A",-2.39500264471422,2993.26631253263,-0.417130142707433,0.678409581551441,1,-4.59866253878385,2,2,16,20,4
"8235","PLA2G4C",-0.956449161959038,73.7152694305688,-0.19618132903634,0.845281579039777,1,-4.59925208896103,0,0,2,2,0
"8236","PLA2G4E",-0.500379721634209,0.170065607939368,-1.6545826565462,0.104417227814461,0.726078892282735,-4.5880900171089,0,0,2,2,0
"8237","PLA2G4F",0.177171223151764,1.74786575197202,1.26853487844606,0.21061513246097,0.802958113735401,-4.59261208251857,0,0,3,3,0
"8238","PLA2G6",2.27653615083284,4217.47178668517,0.328383858820612,0.744024081257391,1,-4.59894997494127,4,0,13,17,4
"8239","PLA2G7",2.48720389630503,582.145278249974,0.500051623828193,0.619282534119929,0.979572001880887,-4.59833307755702,0,0,5,5,0
"8240","PLA2R1",-1.99097839793055,70.5486581623721,-2.04754478857587,0.0459981471369643,0.686299690149164,-4.58254287968636,0,0,3,3,0
"8241","PLAA",2.46388005529798,4444.90931255798,0.675177822460978,0.502744265673639,0.928794770504633,-4.59744657921527,1,1,13,15,2
"8242","PLAC8",-3.62226617315927,22953.4260833548,-0.88381805231747,0.381120936880399,0.877764529937754,-4.59606046944096,0,0,1,1,0
"8243","PLAC8L1",1.0543666109318,17.212136131033,2.51366029313112,0.0152933000876618,0.610637151314548,-4.57496014507301,1,0,13,14,1
"8244","PLAC9",0.980152889738861,101.112374543354,0.356707111403228,0.722846340694084,1,-4.59886559500934,0,0,2,2,0
"8245","PLAG1",-2.2164509020543,305.506338979081,-1.24458025068438,0.219220527726832,0.80653972307162,-4.59285898621445,0,2,15,17,2
"8246","PLAGL1",-2.78906231621566,3488.8283944682,-0.996246900031811,0.32403653896261,0.853497535236372,-4.59516936895359,0,2,7,9,2
"8247","PLAGL2",-2.27800767715493,1964.9855155267,-0.644879178999625,0.522020756148271,0.9368454122311,-4.5976182763141,0,0,4,4,0
"8248","PLAT",1.17538941384354,30.5807750071219,0.948058858300776,0.347763178861102,0.867045017544162,-4.59556342349098,0,0,3,3,0
"8249","PLAU",-1.95646137274287,761.297602970473,-0.313781959616438,0.755021843474371,1,-4.59899077477228,0,0,2,2,0
"8250","PLAUR",2.85454051617585,4899.6894477424,0.274590930756878,0.78478776417115,1,-4.5990911733515,2,0,15,17,2
"8251","PLB1",2.90840994314019,4440.70853443463,0.591389214669803,0.556984832622666,0.950552508562115,-4.59790276393049,3,0,13,16,3
"8252","PLBD1",-4.02481862307274,7729.86742955899,-3.12461640969976,0.00299247744034405,0.547342786336625,-4.56383709411559,1,0,1,2,1
"8253","PLBD2",-2.06070325535817,3085.65296347383,-0.218523911319062,0.82793073813029,1,-4.59921167464491,1,0,13,14,1
"8254","PLCB1",3.28514326042766,4989.73892895392,1.30682919877464,0.197385649212397,0.788243476426443,-4.59220886551747,1,0,6,7,1
"8255","PLCB2",3.51525627580649,28448.5332882494,0.856073602665031,0.396134262666903,0.883270208000511,-4.59626503462923,5,0,28,33,5
"8256","PLCB3",2.07687083983757,3523.12825041884,0.201997574456596,0.840756963765414,1,-4.59924198609159,1,0,2,3,1
"8257","PLCB4",3.41363872260307,1649.84498787386,1.80329280521281,0.0775076716643858,0.706203671559627,-4.58609405845532,0,0,9,9,0
"8258","PLCD3",2.48704239432508,433.779126073801,1.83336656533123,0.0728409660107065,0.701285810794373,-4.58567459142809,0,0,2,2,0
"8259","PLCD4",1.9365749079303,360.309337633516,1.8551762074853,0.069606872102494,0.69857987853362,-4.58536716670803,1,0,7,8,1
"8260","PLCG1",3.6269722598911,8092.16125129678,1.3803897666314,0.173746974333053,0.77304547669561,-4.59140537025943,1,1,15,17,2
"8261","PLCG2",2.87252484932533,16275.7870651859,0.310747059493145,0.75731417695999,1,-4.59899902371665,0,0,6,6,0
"8262","PLCH1",2.03411578478277,563.155340277502,0.368563851801666,0.71404434372607,1,-4.59882822129344,0,0,4,4,0
"8263","PLCH2",-2.41834452837014,994.864648340959,-0.630105364389176,0.531560318749547,0.941292365298919,-4.59769923447636,1,1,12,14,2
"8264","PLCL1",2.38068265701495,700.1914758062,0.649610870750816,0.518984760770661,0.936568341586294,-4.59759196398832,2,0,21,23,2
"8265","PLCL2",-2.38872363434341,7733.71921844237,-0.203595038933095,0.839515194635286,1,-4.59923915978794,0,0,2,2,0
"8266","PLCXD2",2.16551683725034,446.017036542833,1.06736953687692,0.291048358228034,0.842449155845037,-4.59455503391735,1,1,25,27,2
"8267","PLCZ1",0.702227170438947,0.342160148643983,1.37345650992192,0.175877487368794,0.77304547669561,-4.59148270739994,0,0,2,2,0
"8268","PLD1",-3.17679917822638,7537.88092042703,-0.964920874184211,0.339334184370634,0.862197693996521,-4.59542759045328,2,0,10,12,2
"8269","PLD2",2.80347071832735,918.737069276126,2.02055131996576,0.0488227775096171,0.694239450192557,-4.58295100202359,1,0,3,4,1
"8270","PLD3",3.26863437508084,6574.3650821615,1.55187857346886,0.127142462047367,0.745486171767431,-4.58938920268619,0,0,1,1,0
"8271","PLD4",-2.94686117914541,2609.43643245453,-0.912354805676207,0.3660599087925,0.874083740833955,-4.59584368934017,0,0,3,3,0
"8272","PLD6",-1.86822142814085,160.637702092744,-1.92250628344622,0.0603795596435938,0.696897404501674,-4.58440132324757,0,0,3,3,0
"8273","PLEC",4.53301614737221,95863.7008505842,1.42247529578051,0.161238789590204,0.767019604979828,-4.59092885140936,1,0,1,2,1
"8274","PLEK",-3.11079057121853,29588.7057887716,-0.238012472195625,0.812866328906149,1,-4.5991728813218,1,0,5,6,1
"8275","PLEK2",-2.25884872126003,445.891926029181,-0.556902166521355,0.580135339253586,0.965919079354038,-4.59807349592261,0,0,7,7,0
"8276","PLEKHA1",2.14550100910877,1011.38027299539,0.37801633752839,0.707055101766156,1,-4.59879756038325,0,0,1,1,0
"8277","PLEKHA2",-2.63360867818892,9898.85135700979,-0.354315482281957,0.724626433274273,1,-4.59887298712563,2,1,22,25,3
"8278","PLEKHA3",-0.510162373054031,1582.03463381612,-0.0127573526425067,0.989873308662668,1,-4.59941941291063,0,1,3,4,1
"8279","PLEKHA4",-2.02340474549038,90.3335980694519,-3.06981832300188,0.00349129330503673,0.55401537736098,-4.56487498873948,0,0,3,3,0
"8280","PLEKHA5",3.42095766431198,3381.73679657238,1.79800907633093,0.0783529807851906,0.7072906254879,-4.58616721815612,0,1,2,3,1
"8281","PLEKHA6",-1.5441868025678,278.536958827358,-0.0856530963249578,0.932092068585926,1,-4.59938807269438,3,0,12,15,3
"8282","PLEKHA7",-1.56100178851908,206.413677138604,-0.504497557508886,0.616178525360108,0.978780599925897,-4.59831376201985,0,1,3,4,1
"8283","PLEKHA8",0.508206952572165,598.401426599592,0.0351258037790678,0.972122477271921,1,-4.59941473306775,1,0,10,11,1
"8284","PLEKHB1",1.90513220613752,181.567995423503,0.832290339411097,0.409292980992775,0.888544623355076,-4.59643550214798,1,0,4,5,1
"8285","PLEKHB2",-2.1576454332893,2777.271713044,-0.525336773469148,0.60172408659097,0.973733336871315,-4.59822099508645,12,2,87,101,14
"8286","PLEKHF2",2.14162471499531,1776.81847717983,0.57372149359362,0.568786808230208,0.959189601305832,-4.59799147695055,1,0,24,25,1
"8287","PLEKHG1",-2.43310859761376,510.677962857355,-0.951458886434731,0.34605261086174,0.866902860820524,-4.59553621305785,0,0,4,4,0
"8288","PLEKHG2",3.15716100658337,3970.40976967756,1.97409008445361,0.0540365753672063,0.696897404501674,-4.58364462500462,0,0,2,2,0
"8289","PLEKHG3",3.08263441998121,3783.38436178367,0.962877412063371,0.340348419257609,0.862875038034851,-4.59544416981441,2,0,7,9,2
"8290","PLEKHG4",1.4058422225071,2783.19960896059,0.0336872814261896,0.973263707569883,1,-4.59941516557325,1,0,14,15,1
"8291","PLEKHG4B",-1.98066102653595,79.3799744179816,-1.57032156433734,0.122791670341756,0.740484824276752,-4.58916083611413,0,0,1,1,0
"8292","PLEKHG5",2.05961414392824,235.852142849386,0.883280566014016,0.3814083239616,0.877764529937754,-4.596064490582,0,0,1,1,0
"8293","PLEKHG6",1.42387176526543,272.25062440826,0.474544907027844,0.637224641568635,0.987026488920735,-4.59844065226962,2,0,17,19,2
"8294","PLEKHG7",0.875011075551757,13.8083810315827,0.971647745576847,0.336009558944165,0.860698221640701,-4.59537278316243,1,0,1,2,1
"8295","PLEKHH1",1.33791441689057,78.851125706201,0.707411719201977,0.482669912186244,0.921122179002343,-4.59725558861797,0,0,12,12,0
"8296","PLEKHH2",0.11208278665077,54.6325370492854,0.0378142145534668,0.969989826208794,1,-4.59941387630047,0,0,1,1,0
"8297","PLEKHH3",-1.48108611124554,201.74878401855,-0.29058914966674,0.772594912853848,1,-4.59905179382372,1,0,0,1,1
"8298","PLEKHJ1",-1.76169206922883,488.893528014686,-0.942617570461318,0.350512227406205,0.868330002634058,-4.595606781965,2,0,7,9,2
"8299","PLEKHM2",0.918542018071113,8728.79090192651,0.0103681744175399,0.991769743173669,1,-4.59941965432479,1,0,7,8,1
"8300","PLEKHM3",-1.98948298611903,2212.81105549242,-0.446128083864045,0.657474758831739,0.994153333765287,-4.59855398647801,2,0,21,23,2
"8301","PLEKHN1",-1.48868795176163,40.2104542842902,-1.52888116907393,0.132739939993648,0.749751687802115,-4.58967088546814,1,0,6,7,1
"8302","PLEKHO1",2.75370323281567,3964.54993717342,0.882786525150527,0.38167260222178,0.877764529937754,-4.59606818466845,0,0,31,31,0
"8303","PLEKHO2",-2.43604207284272,5620.32118182039,-0.230215254704638,0.818885258427128,1,-4.59918879799245,1,0,1,2,1
"8304","PLIN1",-1.17456842154763,24.6035265760837,-1.66066777361797,0.103182360966749,0.724761186383832,-4.58801096645289,1,0,3,4,1
"8305","PLIN2",3.32124363502436,5414.79008985671,1.23050998447562,0.224394962368135,0.8094180638729,-4.59300208431757,4,0,4,8,4
"8306","PLIN3",2.52982620851212,3593.23087238525,0.520352881663906,0.605166641264721,0.974794084884177,-4.59824351531994,2,0,4,6,2
"8307","PLK1",-3.09676707659039,1890.09989319081,-2.13642282319414,0.0376772589951189,0.670617873206242,-4.58117323825657,1,0,1,2,1
"8308","PLK2",-1.54490390447827,1373.38750560274,-0.0973467982116383,0.922849056806276,1,-4.59937872554733,2,1,34,37,3
"8309","PLK3",3.08277222999019,3999.01798417158,1.4707904144916,0.147756295884923,0.758272185445464,-4.59036699287429,2,0,6,8,2
"8310","PLK4",-2.78478037094343,1599.3957515609,-1.75942610822742,0.0847628887236394,0.711011629105429,-4.58669651967808,1,0,2,3,1
"8311","PLN",1.53503900802624,84.8403785996867,1.28897593954949,0.203473298784867,0.793198406634794,-4.59239814688072,0,0,4,4,0
"8312","PLOD1",-2.52201162086242,8664.22039355046,-0.16662052615142,0.86835598114281,1,-4.59929888669041,0,0,2,2,0
"8313","PLOD2",-2.63471837048495,415.636893835178,-1.7726713134037,0.0825147869519449,0.7072906254879,-4.58651579666409,2,5,14,21,7
"8314","PLOD3",-3.00875161772592,5349.04111536292,-1.25311248284456,0.216126057398933,0.805383631122875,-4.59277151589587,0,0,6,6,0
"8315","PLRG1",-1.92373154807008,4526.28198778951,-0.29561671105727,0.768774976850699,1,-4.59903896125282,1,1,5,7,2
"8316","PLS1",-2.23218720515924,428.449577821051,-1.37639008662464,0.174973592960835,0.77304547669561,-4.59145002522413,0,4,19,23,4
"8317","PLSCR1",-3.18168109654253,5915.73536029448,-0.948593311188713,0.347493926826094,0.866902860820524,-4.59555915225065,4,3,13,20,7
"8318","PLSCR2",-0.156166200967101,5.65721249109565,-0.546118823873904,0.587468315513481,0.969364464378788,-4.59812482890995,1,2,6,9,3
"8319","PLSCR4",-2.74363578380613,564.701796027943,-2.5406707741349,0.0142904692293407,0.607529672626876,-4.57449306837057,1,3,7,11,4
"8320","PLSCR5",0,0,0,1,1,-4.59942012403346,2,6,11,19,8
"8321","PLTP",-1.82151641502795,3542.27969311956,-0.0491065225701749,0.961034511179017,1,-4.5994095878828,1,0,3,4,1
"8322","PLVAP",-1.66060297602072,253.463958605026,-0.312387804407772,0.756074607868437,1,-4.59899457400188,0,0,2,2,0
"8323","PLXDC1",2.15055508465949,534.643373945212,0.477167117125304,0.635369719071663,0.986615684135589,-4.59842984786856,0,0,3,3,0
"8324","PLXDC2",-3.08745604002392,6556.11860766328,-0.641870498021063,0.523956101236003,0.938069436424945,-4.59763491051629,3,0,12,15,3
"8325","PLXNA1",2.20991257256709,1315.20554806613,0.376138914315124,0.708441281731687,1,-4.59880371124165,2,0,4,6,2
"8326","PLXNA2",0.398063619216819,614.844361933395,0.011968753097506,0.990499261590579,1,-4.59941949810963,0,1,25,26,1
"8327","PLXNB1",-2.55942594795977,1063.34424699618,-1.03473958358734,0.305882758211125,0.848725580216095,-4.59484169106953,0,0,11,11,0
"8328","PLXNB2",3.71189399269832,19112.2431084317,1.29491702265708,0.201432036548589,0.790933901708839,-4.59233540992414,6,0,12,18,6
"8329","PLXNC1",2.67770939058427,16677.5412982361,0.118296248613187,0.906317723375908,1,-4.59935899562268,0,1,7,8,1
"8330","PLXND1",3.92181496398156,25983.8163967244,1.41929083076095,0.162160041721005,0.767388347149882,-4.59096533045026,8,0,23,31,8
"8331","PM20D1",1.00109048778331,57.2353375618244,0.433473967516102,0.666577498771182,0.998244163845272,-4.59860223974069,0,0,4,4,0
"8332","PM20D2",3.10680829121602,2358.55339695307,1.47957489528775,0.145403158943613,0.75658858670575,-4.59026315832948,0,0,7,7,0
"8333","PMAIP1",0.962804104945547,1257.49630406549,0.0372680448592118,0.970423071984089,1,-4.59941405547032,0,1,11,12,1
"8334","PMCH",-0.326253193484454,11.5391689709276,-0.57459363004555,0.568201344306275,0.959035970638491,-4.5979871592033,0,0,1,1,0
"8335","PMEPA1",-1.58421212121823,30.6558472236028,-2.06137659600026,0.0446065372762259,0.68092809478262,-4.58233231366518,0,0,2,2,0
"8336","PMF1",1.06040513695653,449.001285790184,0.306323009065596,0.760659709968698,1,-4.59901090591332,2,0,12,14,2
"8337","PMFBP1",2.15111839735124,452.515230889001,1.15916338390106,0.252020967386764,0.821537846090656,-4.59370550766246,1,0,6,7,1
"8338","PML",2.94542048448906,10138.265381665,0.666408943504109,0.508283008422593,0.930806701072898,-4.59749705258956,2,0,9,11,2
"8339","PMP2",0,0.185743566029336,0,1,1,-4.59942012403346,0,0,3,3,0
"8340","PMP22",1.67575390874495,197.76760232761,0.377685786240366,0.707299089129497,1,-4.5987986455388,1,0,11,12,1
"8341","PMPCA",2.46726090472798,3983.89904497771,1.38019225835801,0.173807390163319,0.77304547669561,-4.59140757795455,1,0,8,9,1
"8342","PMPCB",3.11454192267952,6492.13905583775,0.847394656308844,0.400905318543891,0.885749133060665,-4.59632776587505,5,3,26,34,8
"8343","PMVK",2.08180308578693,898.476558312314,0.825186925603564,0.4132745633546,0.891466737445568,-4.59648553689381,1,0,2,3,1
"8344","PNKD",3.01022348543236,5053.0157636451,1.20200210596685,0.235153689353364,0.816536622512385,-4.59328761628073,3,1,39,43,4
"8345","PNKP",1.6962022920891,10071.1290580052,0.0360541209400161,0.971386041756691,1,-4.59941444436134,1,0,8,9,1
"8346","PNLDC1",0.894942013334712,151.742401711031,0.0239910940468401,0.980957385538719,1,-4.59941760913789,0,1,4,5,1
"8347","PNMA1",1.93126471355319,491.165382246224,0.852137136755915,0.39829385154041,0.884222177309885,-4.59629356192039,2,0,9,11,2
"8348","PNMA2",0.70814119141911,7.41839711146067,0.915529910994219,0.364408140669499,0.873861046290914,-4.59581917179114,0,0,1,1,0
"8349","PNMAL1",-0.678086609744787,4.74981296239268,-0.978567495394743,0.332612232150513,0.85819161004074,-4.59531603718835,0,0,1,1,0
"8350","PNMAL2",1.69121513687772,42.7669640383044,1.47907102129586,0.145537329319363,0.75658858670575,-4.59026912810475,0,0,1,1,0
"8351","PNMT",1.29439965023632,62.3406797724217,0.489387968594654,0.626756056862828,0.982992204772095,-4.59837872328876,1,0,1,2,1
"8352","PNN",4.4632367737147,39400.0620718483,1.65263712767584,0.104814581818664,0.727147431836671,-4.58811524284606,3,3,16,22,6
"8353","PNO1",1.51672985162593,816.666271415522,0.479649235696315,0.63361606611775,0.985656102630823,-4.59841956685625,1,2,9,12,3
"8354","PNOC",-0.996147805999872,9.35774893741372,-1.79961749765098,0.0780948448272014,0.7072906254879,-4.58614496469058,0,2,25,27,2
"8355","PNP",3.49309435335592,17348.2192116706,0.637203528075803,0.526965633850154,0.939404656438318,-4.597660564144,5,0,25,30,5
"8356","PNPLA3",0.363719830389101,20.3128161560214,0.173131566764382,0.863262954339866,1,-4.59928923225553,1,0,4,5,1
"8357","PNPLA5",0,0,0,1,1,-4.59942012403346,1,0,11,12,1
"8358","PNPLA6",3.37839677773314,19508.4044174999,0.758465093825624,0.451814281142088,0.909671435980397,-4.596935638345,0,0,1,1,0
"8359","PNPLA7",2.24463845767398,1351.95401916972,0.394893681548338,0.694639284087442,1,-4.59874090798695,1,0,0,1,1
"8360","PNPLA8",2.33502115375808,3189.04919245446,0.314109672355233,0.754774446698678,1,-4.59898987928213,9,2,64,75,11
"8361","PNPO",1.72121765745473,1815.64478126161,0.215756575381685,0.830075296609162,1,-4.59921691575483,0,0,1,1,0
"8362","PNPT1",2.0953556008271,3371.396075935,0.259370893526662,0.796438347254713,1,-4.59912658038953,1,2,6,9,3
"8363","PNRC1",4.10378859601372,45154.1135705082,1.84957858261985,0.0704251173239785,0.69857987853362,-4.58544632649078,1,0,12,13,1
"8364","PNRC2",-0.0134451946299023,47.6834055584374,-0.00087024682535592,0.999309185531246,1,-4.59942012072436,1,0,5,6,1
"8365","POC1A",-2.5425883072729,860.322987712557,-1.7528306111168,0.0859012513126563,0.711011629105429,-4.58678612583616,0,0,8,8,0
"8366","POC1B",-1.40113328133018,1857.53072571172,-0.0852243144500284,0.932431176570745,1,-4.59938839274367,4,0,9,13,4
"8367","PODN",-0.933723391633573,73.3138415567443,-0.243643506555175,0.8085266010132,1,-4.59916105841246,0,0,1,1,0
"8368","PODNL1",1.1947427465748,40.6819350253904,0.935908067727422,0.353921509066629,0.869939053925964,-4.59565992684855,0,0,1,1,0
"8369","PODXL",1.21156394913289,384.433792586506,0.116561516821688,0.907685125114854,1,-4.59936077479593,0,0,3,3,0
"8370","PODXL2",2.06280115118308,392.877144309237,0.654345422042257,0.51595636581572,0.934723776354387,-4.59756544981684,0,0,14,14,0
"8371","POFUT1",-1.44358315501005,2026.45902228331,-0.129124806410478,0.897788749562637,1,-4.59934729629363,0,0,4,4,0
"8372","POFUT2",-1.72477419551155,1193.30051396332,-0.409188001386907,0.684189159786902,1,-4.59869101580373,0,0,8,8,0
"8373","POGK",-1.45307019696976,2500.31679306857,-0.143506610274806,0.886480070923179,1,-4.59933017704989,0,0,2,2,0
"8374","POGZ",2.93238134512137,14083.229635963,0.502799102168813,0.617363501715779,0.979221196505035,-4.59832116079588,2,0,16,18,2
"8375","POLA2",-2.73619237331867,2866.31594209586,-1.50755649134333,0.138104419379607,0.752312226392697,-4.58992900182013,2,0,5,7,2
"8376","POLB",2.41944242893065,2135.37308625427,0.925463878033461,0.359271322585737,0.872418528662966,-4.59574195075539,0,0,10,10,0
"8377","POLD2",-2.65320841636994,3621.62172375036,-0.843348113030931,0.403141927131354,0.886840614790275,-4.59635680831742,1,0,13,14,1
"8378","POLD4",-1.85324335310678,804.994605574494,-0.541300510140058,0.59075914013981,0.97132810153905,-4.59814744940646,0,0,1,1,0
"8379","POLDIP2",-2.85950440138959,6400.1047519646,-1.47646162993861,0.146233715893527,0.756688815855003,-4.59030001654479,1,0,0,1,1
"8380","POLDIP3",-1.4905976346339,6707.16652565638,-0.071978190628904,0.942912972413113,1,-4.5993974890093,0,0,3,3,0
"8381","POLE",3.50618815858639,16484.1776565487,1.01811915084525,0.313634241832031,0.849764558250222,-4.59498457435191,0,0,3,3,0
"8382","POLE2",-2.69030623536951,1037.50175584006,-2.47627698234373,0.0167866488897402,0.615308093686932,-4.57560209078704,1,0,5,6,1
"8383","POLE3",2.31841214342376,2628.71368446681,0.265766908922096,0.791536478575752,1,-4.59911194552937,4,1,20,25,5
"8384","POLG",-2.89353240657531,18544.4337245652,-0.490964438341576,0.625648685898826,0.98261985017064,-4.59837203597152,0,0,5,5,0
"8385","POLG2",2.56274378251277,2544.09458002783,1.58043006565262,0.120458367212843,0.739043744973303,-4.58903474401921,3,2,25,30,5
"8386","POLH",-2.12894727371322,4381.14747031941,-0.363967845180578,0.717451669569293,1,-4.59884285187455,2,0,3,5,2
"8387","POLI",2.30136797409104,1479.06287796759,1.19935607052543,0.236171072561246,0.816536622512385,-4.59331381846913,0,1,14,15,1
"8388","POLK",2.99228025922392,3313.46423567998,1.08602705446263,0.282793895865294,0.837862399394695,-4.59438749015274,0,0,1,1,0
"8389","POLL",1.74223320397598,1205.35303942027,0.233645818897351,0.816235713825734,1,-4.59918186010687,5,0,13,18,5
"8390","POLM",-0.496238024238437,1540.92600407561,-0.00294249763321088,0.997664206121101,1,-4.59942008620166,3,1,24,28,4
"8391","POLN",-1.15133423665917,207.947385131217,-0.289820775678958,0.773179226055062,1,-4.59905373579849,0,0,8,8,0
"8392","POLQ",-2.99082389822307,2357.45064315904,-1.52502642611763,0.133697140425892,0.749751687802115,-4.58971776381291,2,0,15,17,2
"8393","POLR1A",2.89092342113928,7090.30778864915,1.05146425354784,0.298215883992926,0.843564375554064,-4.59469577710943,7,0,33,40,7
"8394","POLR1B",2.60864108501733,2890.30035406047,1.23383285352965,0.22316490957727,0.80896972672195,-4.59296841894879,1,0,8,9,1
"8395","POLR1C",2.71057452636205,3131.36000819831,1.33638926645898,0.187609864749785,0.782972252947082,-4.59189052429276,0,0,8,8,0
"8396","POLR1D",1.87256343732284,6849.03932084316,0.105856112080833,0.916129740923987,1,-4.5993711734694,2,0,5,7,2
"8397","POLR1E",2.38665211484039,1976.35478297053,1.13702983882155,0.261069100510838,0.827163650821358,-4.59391611227157,0,0,2,2,0
"8398","POLR2A",4.39730979345029,92811.8116471862,1.05459145919355,0.296797128622295,0.843093797550978,-4.59466825701685,1,0,1,2,1
"8399","POLR2B",3.45930858373268,16991.0249970565,2.1090438650521,0.0400875646522763,0.670617873206242,-4.58159931512327,3,0,34,37,3
"8400","POLR2C",1.20054812947857,3156.66234316106,0.0525442838972775,0.958309162098264,1,-4.5994080611405,0,0,1,1,0
"8401","POLR2E",-2.75479438277836,4375.04108351752,-1.17702042839375,0.244887045323556,0.81835714270271,-4.59353295243657,1,0,2,3,1
"8402","POLR2F",-0.71365384592946,1400.54357857213,-0.027728672795333,0.977991455217378,1,-4.59941676452061,0,0,2,2,0
"8403","POLR2G",1.57604193624311,2882.1526555366,0.114095362004996,0.909629555390503,1,-4.59936325893762,0,0,1,1,0
"8404","POLR2H",-1.11173283502301,1496.25283367879,-0.0865185180651709,0.931407676787841,1,-4.59938742184097,2,1,17,20,3
"8405","POLR2K",-1.68632616555938,1248.6199642923,-0.363781557267194,0.717589900059584,1,-4.59884344105991,0,0,14,14,0
"8406","POLR2L",-1.70055398331181,1337.10554801422,-0.295245147833769,0.769057093543091,1,-4.59903991712699,0,0,2,2,0
"8407","POLR3A",2.9173246889385,8023.44827562914,1.51538142443369,0.136116289484961,0.751004269585719,-4.58983463361012,1,1,9,11,2
