ID,nb_enhancer_hyper,nb_enhancer_hypo,enhancer_changed
CLTA,0,1,1
CLTC,0,0,0
CLU,0,0,0
CLUAP1,1,0,1
CLUL1,1,1,2
CLVS1,2,1,3
CLYBL,0,0,0
CMA1,0,0,0
CMAS,1,2,3
CMBL,3,0,3
CMC1,6,0,6
CMIP,8,0,8
CMKLR1,0,0,0
CMPK1,3,0,3
CMPK2,8,0,8
CMTM1,0,0,0
CMTM2,1,3,4
CMTM3,0,0,0
CMTM4,1,0,1
CMTM5,1,1,2
CMTM6,2,1,3
CMTM7,0,0,0
CMYA5,1,0,1
CNBD1,0,0,0
CNBP,2,0,2
CNDP1,0,1,1
CNDP2,0,2,2
CNFN,1,0,1
CNGA3,1,1,2
CNGA4,1,0,1
CNGB1,3,0,3
CNGB3,0,1,1
CNIH3,1,1,2
CNIH4,5,2,7
CNKSR3,2,0,2
CNN2,0,0,0
CNN3,2,0,2
CNNM1,0,0,0
CNNM2,4,0,4
CNNM3,0,0,0
CNNM4,4,2,6
CNOT1,0,3,3
CNOT10,0,0,0
CNOT2,1,2,3
CNOT3,0,0,0
CNOT4,0,0,0
CNOT7,0,1,1
CNOT8,2,2,4
CNP,7,1,8
CNPY1,0,0,0
CNPY2,0,0,0
CNPY3,1,0,1
CNR1,0,0,0
CNR2,1,0,1
CNRIP1,1,0,1
CNST,0,0,0
CNTD1,3,1,4
CNTD2,0,0,0
CNTF,1,0,1
CNTLN,0,0,0
CNTN2,0,0,0
CNTN5,1,0,1
CNTN6,0,0,0
CNTNAP1,1,0,1
CNTNAP2,0,1,1
CNTNAP4,0,0,0
CNTNAP5,0,0,0
CNTROB,1,0,1
COBL,1,0,1
COBLL1,1,0,1
COCH,0,0,0
COG1,3,0,3
COG2,0,0,0
COG4,1,0,1
COG5,3,2,5
COG6,1,2,3
COG7,0,0,0
COG8,0,0,0
COIL,0,0,0
COL10A1,0,0,0
COL11A1,0,0,0
COL11A2,0,0,0
COL12A1,2,1,3
COL13A1,0,0,0
COL14A1,0,0,0
COL16A1,1,0,1
COL17A1,1,0,1
COL1A1,0,0,0
COL1A2,0,1,1
COL20A1,0,0,0
COL21A1,0,0,0
COL23A1,1,0,1
COL24A1,0,0,0
COL25A1,0,0,0
COL27A1,0,0,0
COL28A1,5,2,7
COL2A1,0,0,0
COL4A1,1,0,1
COL4A2,2,1,3
COL4A3,0,0,0
COL4A3BP,0,0,0
COL4A4,0,0,0
COL5A1,0,0,0
COL5A2,0,0,0
COL5A3,0,1,1
COL6A3,0,1,1
COL6A6,0,0,0
COL7A1,0,0,0
COL8A1,0,0,0
COL8A2,2,0,2
COL9A1,0,0,0
COL9A2,0,0,0
COL9A3,1,0,1
COLEC10,0,3,3
COLEC11,0,0,0
COLEC12,1,0,1
COLQ,0,0,0
COMMD1,2,0,2
COMMD2,3,0,3
COMMD3,1,0,1
COMMD6,1,0,1
COMMD7,1,0,1
COMMD9,2,3,5
COMP,1,0,1
COMT,2,0,2
COPA,0,0,0
COPB1,2,1,3
COPB2,1,0,1
COPE,0,0,0
COPG2,2,0,2
COPS2,1,1,2
COPS3,1,0,1
COPS4,3,1,4
COPS5,0,1,1
COPS6,1,0,1
COPS7A,1,1,2
COPS7B,0,0,0
COPS8,4,0,4
COPZ1,1,0,1
COPZ2,5,0,5
COQ10A,4,0,4
COQ2,2,0,2
COQ3,1,0,1
COQ5,0,0,0
COQ7,0,1,1
COQ9,0,0,0
CORIN,0,0,0
CORO1A,0,0,0
CORO1C,4,1,5
CORO2A,0,0,0
CORO2B,0,0,0
CORO6,2,1,3
CORO7,0,0,0
CORT,0,0,0
COTL1,2,0,2
COX10,0,0,0
COX11,0,0,0
COX16,0,0,0
COX18,0,0,0
COX4I1,0,0,0
COX4I2,0,0,0
COX5A,2,0,2
COX5B,0,0,0
COX6A1,2,0,2
COX6A2,1,0,1
COX6B2,2,0,2
COX6C,2,0,2
COX7A2,3,2,5
COX7A2L,1,0,1
COX7B2,0,0,0
COX7C,2,1,3
COX8A,1,0,1
COX8C,0,0,0
CPA1,1,0,1
CPA2,2,0,2
CPA3,1,1,2
CPA4,1,0,1
CPA5,0,0,0
CPA6,1,0,1
CPAMD8,0,0,0
CPB1,1,0,1
CPB2,0,0,0
CPD,1,0,1
CPE,2,0,2
CPEB1,0,0,0
CPEB2,1,2,3
CPEB3,1,0,1
CPEB4,1,0,1
CPLX3,2,0,2
CPLX4,0,0,0
CPM,0,0,0
CPN1,1,0,1
CPN2,3,0,3
CPNE1,0,0,0
CPNE3,0,0,0
CPNE5,0,0,0
CPNE6,0,0,0
CPNE8,0,2,2
CPNE9,0,0,0
CPO,1,0,1
CPOX,2,2,4
CPPED1,1,0,1
CPSF1,1,0,1
CPSF2,3,1,4
CPSF3,1,0,1
CPSF3L,1,0,1
CPSF4L,1,0,1
CPSF6,0,0,0
CPT1A,1,0,1
CPT1B,0,0,0
CPT2,0,0,0
CPVL,1,0,1
CPXM2,0,1,1
CR1,2,1,3
CR2,1,0,1
CRABP1,0,0,0
CRAT,2,0,2
CRB1,0,0,0
CRB2,1,0,1
CRBN,0,0,0
CRCT1,0,0,0
CREB1,3,0,3
CREB3,2,0,2
CREB3L1,1,0,1
CREB3L2,2,0,2
CREB3L3,0,1,1
CREB3L4,4,0,4
CREB5,0,0,0
CREBBP,0,0,0
CREBL2,1,0,1
CREBZF,0,0,0
CREG1,2,0,2
CRELD2,6,0,6
CREM,2,0,2
CRH,0,0,0
CRHR1,0,0,0
CRHR2,0,0,0
CRIM1,2,1,3
CRIP1,0,0,0
CRIP2,0,0,0
CRIPAK,1,0,1
CRIPT,0,0,0
CRISP1,1,1,2
CRISP3,2,1,3
CRISPLD1,0,0,0
CRISPLD2,0,0,0
CRKL,0,0,0
CRLF1,4,0,4
CRLS1,0,0,0
CRNKL1,2,0,2
CRNN,0,0,0
CROT,1,0,1
CRP,0,0,0
CRTAC1,0,1,1
CRTAM,0,0,0
CRTAP,3,0,3
CRTC1,0,0,0
CRTC2,3,0,3
CRTC3,1,0,1
CRY1,0,1,1
CRYAA,0,0,0
CRYAB,0,0,0
CRYBA1,0,0,0
CRYBA2,2,0,2
CRYBA4,2,0,2
CRYBB1,2,0,2
CRYBB2,1,0,1
CRYBB3,0,1,1
CRYBG3,3,4,7
CRYGN,1,1,2
CRYL1,2,1,3
CRYZL1,0,0,0
CS,4,0,4
CSAD,0,0,0
CSDC2,0,0,0
CSDE1,5,1,6
CSE1L,1,0,1
CSF1,2,0,2
CSF1R,2,0,2
CSF2RB,0,0,0
CSF3,1,0,1
CSF3R,0,0,0
CSGALNACT1,2,0,2
CSGALNACT2,6,1,7
CSHL1,2,0,2
CSK,2,0,2
CSMD1,0,0,0
CSMD2,0,1,1
CSMD3,0,0,0
CSNK1A1,2,0,2
CSNK1A1L,0,2,2
CSNK1D,1,0,1
CSNK1G2,0,0,0
CSNK1G3,0,0,0
CSNK2A1,1,0,1
CSNK2A2,1,0,1
CSNK2B,3,0,3
CSPP1,0,0,0
CSRNP1,1,0,1
CSRNP2,3,0,3
CSRP1,1,0,1
CSRP2BP,0,0,0
CST11,0,0,0
CST6,0,1,1
CST9,2,1,3
CSTA,1,0,1
CSTF1,6,1,7
CSTF2T,2,0,2
CSTF3,4,2,6
CSTL1,1,0,1
CT62,0,3,3
CTAGE5,2,2,4
CTBP1,1,0,1
CTBP2,0,0,0
CTBS,2,0,2
CTCF,0,0,0
CTCFL,0,0,0
CTDP1,1,0,1
CTDSP1,3,0,3
CTDSP2,9,2,11
CTDSPL,7,0,7
CTDSPL2,1,0,1
CTF1,4,0,4
CTGF,0,0,0
CTH,0,0,0
CTHRC1,2,2,4
CTLA4,0,5,5
CTNNA1,4,0,4
CTNNA2,0,0,0
CTNNAL1,0,1,1
CTNNB1,0,0,0
CTNND1,2,0,2
CTNS,0,0,0
CTR9,0,0,0
CTRB1,0,1,1
CTRB2,1,1,2
CTRC,0,0,0
CTRL,0,0,0
CTSA,1,0,1
CTSB,0,0,0
CTSC,0,0,0
CTSD,0,0,0
CTSE,0,0,0
CTSH,0,0,0
CTSK,3,1,4
CTSO,3,1,4
CTSS,0,0,0
CTSW,0,0,0
CTSZ,1,0,1
CTTN,0,0,0
CTTNBP2,1,0,1
CTTNBP2NL,0,2,2
CTU1,0,0,0
CTU2,0,0,0
CTXN1,0,0,0
CTXN2,0,1,1
CTXN3,0,0,0
CUBN,2,1,3
CUEDC1,0,0,0
CUEDC2,2,0,2
CUL1,3,1,4
CUL2,4,1,5
CUL3,1,2,3
CUL4A,1,0,1
CUL7,1,0,1
CUL9,1,0,1
CUTA,0,0,0
CUTC,1,0,1
CUX1,6,1,7
CUX2,1,0,1
CWC15,1,1,2
CWC22,1,0,1
CWC25,1,0,1
CWC27,2,1,3
CWF19L1,4,0,4
CWF19L2,1,0,1
CX3CL1,0,0,0
CX3CR1,1,1,2
CXADR,0,0,0
CXCL1,1,0,1
CXCL10,0,0,0
CXCL12,1,0,1
CXCL14,1,1,2
CXCL16,1,0,1
CXCL17,0,0,0
CXCL2,3,0,3
CXCL3,2,1,3
CXCL5,0,0,0
CXCL9,0,0,0
CXCR4,10,0,10
CXCR5,1,0,1
CXCR6,2,0,2
CXXC1,0,0,0
CXXC4,0,0,0
CXXC5,6,0,6
CYB561,0,0,0
CYB561D1,1,0,1
CYB561D2,4,0,4
CYB5A,0,0,0
CYB5B,0,0,0
CYB5D1,5,0,5
CYB5D2,0,0,0
CYB5R1,1,0,1
CYB5R2,0,0,0
CYB5R3,2,0,2
CYB5R4,1,1,2
CYB5RL,6,0,6
CYBA,0,0,0
CYBRD1,2,0,2
CYC1,0,0,0
CYCS,1,0,1
CYFIP1,0,2,2
CYFIP2,0,0,0
CYGB,1,0,1
CYLD,4,0,4
CYP11A1,2,0,2
CYP17A1,3,0,3
CYP19A1,0,1,1
CYP1A1,0,0,0
CYP1B1,1,0,1
CYP20A1,0,3,3
CYP21A2,0,0,0
CYP21A2,0,0,0
CYP24A1,0,0,0
CYP26A1,0,1,1
CYP26B1,0,1,1
CYP26C1,0,1,1
CYP27B1,9,1,10
CYP27C1,0,0,0
CYP2B6,1,0,1
CYP2C18,0,0,0
CYP2F1,0,0,0
CYP2R1,1,2,3
CYP2U1,0,0,0
CYP2W1,2,0,2
CYP39A1,0,0,0
CYP46A1,0,2,2
CYP4F11,0,0,0
CYP4F2,0,0,0
CYP4F3,1,0,1
CYP4V2,0,0,0
CYP51A1,0,0,0
CYP7B1,2,0,2
CYP8B1,0,0,0
CYR61,3,1,4
CYS1,1,0,1
CYTH1,0,1,1
CYTH3,0,0,0
CYTH4,0,0,0
CYTIP,2,0,2
CYTL1,0,1,1
CYYR1,0,0,0
DAAM1,2,1,3
DAAM2,0,0,0
DAB1,1,1,2
DAB2,4,0,4
DAB2IP,1,0,1
DACH1,0,0,0
DACT1,0,0,0
DACT3,1,0,1
DAD1,6,0,6
DAG1,0,0,0
DAGLA,0,0,0
DAK,1,0,1
DAND5,1,0,1
DAO,2,0,2
DAPK1,0,0,0
DAPK2,2,0,2
DAPK3,0,0,0
DAPL1,1,0,1
DAPP1,0,0,0
DARC,3,0,3
DARS,5,0,5
DARS2,1,0,1
DAZAP1,1,0,1
DAZAP2,0,0,0
DBF4,3,0,3
DBN1,2,0,2
DBNL,0,0,0
DBP,1,0,1
DBR1,1,0,1
DBX1,3,0,3
DCAF11,1,1,2
DCAF12,0,0,0
DCAF13,0,0,0
DCAF15,0,0,0
DCAF16,0,2,2
DCAF17,3,0,3
DCAF4,1,0,1
DCAF4L1,0,0,0
DCAF5,0,0,0
DCAF6,1,1,2
DCAF7,0,0,0
DCAF8,1,0,1
DCAKD,0,0,0
DCBLD1,0,2,2
DCBLD2,1,0,1
DCD,1,0,1
DCDC1,0,0,0
DCDC2B,0,0,0
DCHS1,1,0,1
DCHS2,1,0,1
DCK,2,2,4
DCLK2,0,1,1
DCLK3,4,1,5
DCLRE1A,2,1,3
DCLRE1C,1,0,1
DCP2,0,0,0
DCPS,0,1,1
DCT,0,0,0
DCTD,1,1,2
DCTN1,1,0,1
DCTN2,2,1,3
DCTN4,0,0,0
DCTN5,0,0,0
DCTN6,0,0,0
DCTPP1,1,2,3
DCUN1D1,1,0,1
DCUN1D2,0,0,0
DCUN1D3,3,1,4
DCUN1D4,0,0,0
DCUN1D5,0,0,0
DCXR,1,0,1
DDAH1,0,0,0
DDAH2,2,0,2
DDB1,1,0,1
DDC,2,0,2
DDHD2,0,0,0
DDIT3,3,0,3
DDIT4,1,0,1
DDR1,1,0,1
DDR2,0,0,0
DDRGK1,0,0,0
DDX1,0,0,0
DDX10,0,1,1
DDX19A,0,0,0
DDX19B,1,0,1
DDX20,4,0,4
DDX21,1,0,1
DDX23,1,0,1
DDX24,0,0,0
DDX25,1,0,1
DDX27,0,0,0
DDX31,1,0,1
DDX41,2,0,2
DDX43,0,0,0
DDX46,3,1,4
DDX47,2,0,2
DDX5,2,1,3
DDX50,0,1,1
DDX51,1,0,1
DDX52,1,0,1
DDX54,2,0,2
DDX55,2,0,2
DDX56,1,1,2
DDX58,0,0,0
DDX6,1,0,1
DDX60,1,0,1
DDX60L,0,0,0
DEAF1,0,0,0
DECR1,3,1,4
DEDD,2,0,2
DEDD2,3,0,3
DEF6,1,0,1
DEFA4,1,0,1
DEFA5,1,0,1
DEFA6,1,0,1
DEFB1,1,0,1
DEFB110,0,1,1
DEFB112,0,1,1
DEFB113,0,1,1
DEFB114,0,1,1
DEFB115,0,0,0
DEFB116,0,1,1
DEFB118,0,1,1
DEFB119,0,0,0
DEFB121,0,0,0
DEFB122,0,1,1
DEFB123,0,0,0
DEFB124,0,0,0
DEFB129,0,0,0
DEFB134,2,0,2
DEFB135,1,0,1
DEFB136,2,0,2
DEGS2,2,0,2
DEK,0,2,2
DENND1A,0,0,0
DENND1B,1,0,1
DENND2A,0,0,0
DENND2C,1,0,1
DENND2D,3,0,3
DENND3,4,0,4
DENND4A,1,1,2
DENND4B,4,0,4
DENND4C,6,1,7
DENND5A,1,2,3
DENND5B,0,1,1
DENR,1,0,1
DEPDC1,0,0,0
DEPDC1B,0,0,0
DEPDC4,0,1,1
DEPDC5,2,0,2
DERA,1,0,1
DERL1,1,2,3
DERL2,2,0,2
DERL3,1,0,1
DES,0,0,0
DEXI,2,0,2
DFFA,0,0,0
DFFB,0,0,0
DFNA5,2,0,2
DFNB31,0,0,0
DFNB59,0,1,1
DGAT1,1,0,1
DGAT2,1,0,1
DGCR14,1,0,1
DGCR2,0,0,0
DGKA,3,0,3
DGKD,0,0,0
DGKE,0,0,0
DGKG,0,0,0
DGKH,3,2,5
DGKI,0,0,0
DGKQ,1,0,1
DGKZ,0,1,1
DGUOK,1,0,1
DHCR24,0,0,0
DHCR7,0,0,0
DHFRL1,3,1,4
DHODH,0,0,0
DHPS,0,0,0
DHRS1,0,1,1
DHRS11,1,0,1
DHRS12,9,0,9
DHRS13,2,0,2
DHRS3,0,2,2
DHRS7,0,0,0
DHRS7B,2,1,3
DHRS9,0,0,0
DHRSX,0,0,0
DHTKD1,0,0,0
DHX15,1,0,1
DHX16,1,0,1
DHX29,0,1,1
DHX30,0,0,0
DHX32,1,2,3
DHX33,1,0,1
DHX34,0,0,0
DHX35,0,1,1
DHX36,2,0,2
DHX37,1,0,1
DHX38,1,0,1
DHX40,0,0,0
DHX57,1,2,3
DHX58,1,1,2
DHX8,0,0,0
DHX9,0,1,1
DIABLO,0,1,1
DIAPH1,2,0,2
DIAPH3,0,0,0
DICER1,0,0,0
DIO2,0,1,1
DIO3,0,1,1
DIO3OS,0,1,1
DIP2A,0,0,0
DIP2B,1,0,1
DIP2C,0,0,0
DIRAS2,0,0,0
DIRAS3,0,0,0
DIRC2,0,1,1
DIRC3,1,0,1
DIS3,2,1,3
DIS3L,0,0,0
DIS3L2,1,0,1
DISC1,1,0,1
DISP1,1,0,1
DISP2,3,0,3
DIXDC1,2,0,2
DKK1,0,3,3
DKK4,0,1,1
DLAT,0,0,0
DLC1,0,0,0
DLD,2,0,2
DLEU1,6,0,6
DLEU2,6,0,6
DLEU2L,0,0,0
DLEU7,0,1,1
DLG1,0,1,1
DLG2,1,0,1
DLG4,0,0,0
DLG5,0,0,0
DLGAP1,0,0,0
DLGAP4,0,0,0
DLK1,0,0,0
DLK2,2,0,2
DLL1,0,0,0
DLL3,0,0,0
DLL4,3,1,4
DLST,1,0,1
DLX1,4,0,4
DLX2,5,0,5
DLX3,3,0,3
DLX4,0,0,0
DLX5,1,1,2
DLX6,2,2,4
DMAP1,5,0,5
DMBT1,0,1,1
DMGDH,0,1,1
DMKN,4,2,6
DMP1,0,0,0
DMPK,0,0,0
DMRT1,1,0,1
DMRT3,1,0,1
DMRTA1,0,0,0
DMRTA2,0,0,0
DMRTB1,0,0,0
DMRTC2,1,0,1
DMTF1,1,1,2
DMWD,0,0,0
DMXL1,2,2,4
DMXL2,4,0,4
DNA2,0,1,1
DNAH1,0,0,0
DNAH10,0,0,0
DNAH11,2,1,3
DNAH12,0,0,0
DNAH14,0,0,0
DNAH2,2,0,2
DNAH3,5,2,7
DNAH5,0,0,0
DNAH6,0,1,1
DNAH7,2,1,3
DNAH9,0,0,0
DNAI2,1,0,1
DNAJA1,0,2,2
DNAJA2,0,0,0
DNAJA3,0,0,0
DNAJB11,1,1,2
DNAJB12,0,0,0
DNAJB14,0,0,0
DNAJB2,5,0,5
DNAJB4,0,0,0
DNAJB6,1,2,3
DNAJB7,0,0,0
DNAJB8,3,0,3
DNAJB9,9,2,11
DNAJC1,5,2,7
DNAJC10,0,1,1
DNAJC11,0,0,0
DNAJC12,1,1,2
DNAJC13,1,1,2
DNAJC14,0,0,0
DNAJC16,0,0,0
DNAJC17,0,0,0
DNAJC18,1,0,1
DNAJC19,1,0,1
DNAJC2,4,1,5
DNAJC21,4,1,5
DNAJC22,1,0,1
DNAJC24,0,0,0
DNAJC25,0,0,0
DNAJC25-GNG10,0,0,0
DNAJC27,0,0,0
DNAJC3,2,1,3
DNAJC30,1,0,1
DNAJC4,1,0,1
DNAJC5,1,0,1
DNAJC5B,0,1,1
DNAJC5G,0,1,1
DNAJC6,0,1,1
DNAJC7,3,1,4
DNAJC8,1,1,2
DNAJC9,1,0,1
DNAL1,1,0,1
DNAL4,0,0,0
DNALI1,1,0,1
DNASE1,0,0,0
DNASE1L2,4,0,4
DNASE1L3,0,0,0
DNASE2,0,0,0
DNASE2B,2,3,5
DND1,0,1,1
DNER,0,0,0
DNLZ,0,0,0
DNM1L,0,0,0
DNM2,0,0,0
DNM3,0,1,1
DNMBP,1,0,1
DNMT1,0,0,0
DNMT3A,2,0,2
DNMT3L,0,0,0
DNTT,1,0,1
DNTTIP1,2,3,5
DNTTIP2,2,0,2
DOC2A,3,0,3
DOC2B,1,0,1
DOCK10,0,0,0
DOCK2,1,1,2
DOCK3,0,0,0
DOCK4,5,0,5
DOCK5,3,0,3
DOCK6,2,0,2
DOCK7,0,0,0
DOCK8,4,1,5
DOCK9,0,0,0
DOK1,2,0,2
DOK2,2,0,2
DOK3,2,0,2
DOK4,0,0,0
DOK7,0,0,0
DOLK,1,0,1
DOLPP1,2,0,2
DONSON,0,0,0
DOPEY1,1,0,1
DPAGT1,3,1,4
DPCD,5,0,5
DPCR1,0,0,0
DPEP3,0,0,0
DPF1,3,0,3
DPF2,0,0,0
DPF3,1,0,1
DPH1,3,1,4
DPH2,1,0,1
DPH3,4,1,5
DPH5,1,0,1
DPM1,0,0,0
DPM2,1,0,1
DPM3,1,0,1
DPP10,0,0,0
DPP3,0,0,0
DPP7,0,0,0
DPP9,1,0,1
DPPA3,0,0,0
DPT,0,0,0
DPY19L1,0,0,0
DPY19L3,1,0,1
DPY19L4,1,0,1
DPY30,0,0,0
DPYD,1,0,1
DPYS,0,0,0
DPYSL2,0,0,0
DPYSL3,0,0,0
DPYSL4,0,0,0
DPYSL5,1,0,1
DQX1,0,0,0
DR1,1,0,1
DRAM1,1,0,1
DRAM2,1,0,1
DRAP1,0,0,0
DRD1,1,0,1
DRD4,0,0,0
DRG1,1,0,1
DRG2,0,0,0
DRGX,0,0,0
DSC2,0,0,0
DSC3,0,0,0
DSCAM,0,0,0
DSCAML1,3,1,4
DSCC1,0,0,0
DSCR3,3,1,4
DSE,1,1,2
DSEL,0,1,1
DSG1,0,1,1
DSP,0,0,0
DST,1,4,5
DSTN,3,0,3
DSTYK,0,0,0
DTHD1,1,1,2
DTL,3,2,5
DTNA,0,0,0
DTNB,0,0,0
DTNBP1,0,0,0
DTWD1,2,1,3
DTWD2,1,1,2
DTX1,3,0,3
DTX3,2,1,3
DTX4,0,0,0
DUOX1,0,1,1
DUOX2,0,0,0
DUOXA1,0,1,1
DUOXA2,0,0,0
DUPD1,3,0,3
DUS1L,0,0,0
DUS4L,3,2,5
DUSP1,4,1,5
DUSP10,0,2,2
DUSP11,2,0,2
DUSP12,4,0,4
DUSP13,3,0,3
DUSP15,0,0,0
DUSP16,1,0,1
DUSP18,0,1,1
DUSP19,2,0,2
DUSP2,0,1,1
DUSP22,2,4,6
DUSP23,1,1,2
DUSP26,0,1,1
DUSP27,2,0,2
DUSP28,0,0,0
DUSP3,0,0,0
DUSP4,1,3,4
DUSP5,10,5,15
DUSP6,4,0,4
DUSP7,0,1,1
DUT,1,0,1
DVL1,0,0,0
DVL2,3,0,3
DYDC1,0,0,0
DYDC2,0,0,0
DYM,2,0,2
DYNC1H1,2,0,2
DYNC1I2,6,0,6
DYNC1LI2,3,1,4
DYNC2H1,2,0,2
DYNC2LI1,0,0,0
DYNLL1,1,0,1
DYNLL2,0,0,0
DYNLRB1,0,0,0
DYNLRB2,0,0,0
DYNLT1,3,0,3
DYRK1A,1,0,1
DYRK2,1,1,2
DYRK3,1,0,1
DYSF,0,0,0
DYTN,1,0,1
DZIP1,0,0,0
DZIP1L,1,0,1
DZIP3,1,1,2
E2F2,0,0,0
E2F3,2,0,2
E2F4,2,0,2
E2F5,0,0,0
E2F6,0,1,1
E2F8,0,0,0
E4F1,4,0,4
EAF1,0,0,0
EAF2,2,0,2
EAPP,6,0,6
EBAG9,1,0,1
EBF1,1,0,1
EBF2,1,0,1
EBF3,1,0,1
EBF4,0,1,1
EBI3,0,1,1
EBPL,0,0,0
ECE1,0,1,1
ECE2,0,2,2
ECEL1,1,0,1
ECHDC1,6,0,6
ECHDC2,0,0,0
ECHDC3,0,1,1
ECHS1,0,0,0
ECM1,1,0,1
ECSCR,1,0,1
ECT2,1,0,1
ECT2L,1,0,1
EDAR,0,0,0
EDC4,1,0,1
EDDM3A,0,0,0
EDDM3B,1,0,1
EDEM1,5,1,6
EDEM2,1,0,1
EDEM3,1,0,1
EDN1,2,1,3
EDN2,1,0,1
EDNRA,0,1,1
EDNRB,0,0,0
EEA1,1,0,1
EED,2,2,4
EEF1A1,3,3,6
EEF1B2,3,2,5
EEF1D,1,0,1
EEF1E1,1,0,1
EEF1G,3,0,3
EEF2,0,1,1
EEF2K,0,0,0
EEPD1,0,0,0
EFCAB1,0,0,0
EFCAB10,0,0,0
EFCAB2,0,0,0
EFCAB5,0,0,0
EFCAB6,0,0,0
EFCAB7,1,0,1
EFEMP1,0,0,0
EFEMP2,0,0,0
EFHB,0,1,1
EFHC1,2,1,3
EFHD1,0,0,0
EFNA2,0,0,0
EFNA3,0,0,0
EFNA4,0,0,0
EFNA5,0,0,0
EFNB2,2,1,3
EFNB3,1,0,1
EFR3A,1,0,1
EFR3B,0,0,0
EFS,0,1,1
EFTUD2,1,0,1
EGF,2,5,7
EGFL7,0,0,0
EGFL8,0,0,0
EGFLAM,0,0,0
EGFR,0,0,0
EGLN1,0,1,1
EGLN2,0,0,0
EGLN3,1,0,1
EGOT,5,2,7
EGR3,0,1,1
EHBP1,0,0,0
EHBP1L1,2,0,2
EHD1,0,0,0
EHD2,0,0,0
EHD3,0,0,0
EHD4,0,0,0
EHF,1,0,1
EHMT2,0,0,0
EI24,1,0,1
EID2,2,0,2
EID2B,2,0,2
EID3,0,1,1
EIF1,0,0,0
EIF1AD,0,1,1
EIF1B,5,3,8
EIF2A,1,0,1
EIF2AK1,1,0,1
EIF2AK2,2,1,3
EIF2AK4,0,0,0
EIF2B1,1,0,1
EIF2B2,2,0,2
EIF2B3,2,1,3
EIF2B4,1,0,1
EIF2B5,0,1,1
EIF2S1,0,0,0
EIF3A,0,2,2
EIF3B,0,0,0
EIF3D,0,0,0
EIF3G,0,1,1
EIF3H,0,0,0
EIF3I,0,0,0
EIF3J,2,1,3
EIF3K,0,0,0
EIF3L,0,0,0
EIF3M,5,0,5
EIF4A1,3,0,3
EIF4A2,3,1,4
EIF4A3,1,0,1
EIF4B,0,0,0
EIF4E,2,6,8
EIF4E1B,0,0,0
EIF4E2,0,0,0
EIF4EBP1,0,0,0
EIF4EBP2,0,0,0
EIF4EBP3,2,2,4
EIF4ENIF1,0,0,0
EIF4G1,1,2,3
EIF4G2,2,1,3
EIF4G3,1,0,1
EIF5,0,0,0
EIF5A,4,0,4
EIF6,0,0,0
ELAC1,1,0,1
ELAC2,0,0,0
ELANE,0,0,0
ELAVL1,1,0,1
ELAVL3,1,0,1
ELF1,4,0,4
ELF2,1,1,2
ELF3,0,0,0
ELF5,0,0,0
ELFN1,0,0,0
ELFN2,5,0,5
ELK3,1,1,2
ELK4,0,0,0
ELL2,1,10,11
ELL3,0,0,0
ELMO1,6,0,6
ELMO2,1,0,1
ELMO3,1,0,1
ELMOD1,0,0,0
ELMOD2,0,0,0
ELMOD3,4,0,4
ELN,0,0,0
ELOF1,0,0,0
ELOVL1,2,0,2
ELOVL2,0,0,0
ELOVL3,2,0,2
ELOVL4,0,0,0
ELOVL5,0,3,3
ELOVL6,1,2,3
ELOVL7,1,0,1
ELP2,0,0,0
ELP3,0,0,0
ELP4,6,0,6
ELSPBP1,0,0,0
ELTD1,1,1,2
EMB,0,1,1
EME1,0,0,0
EME2,0,0,0
EMG1,2,2,4
EMILIN1,3,0,3
EMILIN2,5,3,8
EMILIN3,0,0,0
EML1,0,1,1
EML2,5,0,5
EML3,2,0,2
EML4,0,1,1
EML6,3,0,3
EMP1,2,1,3
EMP3,2,0,2
EMR3,4,0,4
EMX1,1,0,1
EMX2,1,1,2
EMX2OS,1,1,2
EN1,1,1,2
ENAH,1,0,1
ENAM,1,1,2
ENC1,0,4,4
ENDOD1,2,1,3
ENDOG,0,0,0
ENDOU,0,0,0
ENG,3,0,3
ENGASE,0,1,1
ENKUR,1,2,3
ENO2,0,1,1
ENO3,1,0,1
ENOPH1,3,0,3
ENOX1,0,0,0
ENPEP,0,0,0
ENPP3,0,0,0
ENPP6,0,0,0
ENSA,2,0,2
ENTHD1,1,0,1
ENTPD2,0,0,0
ENTPD3,0,0,0
ENTPD4,0,0,0
ENTPD7,2,0,2
ENTPD8,0,0,0
ENY2,0,1,1
EOMES,0,0,0
EP300,0,0,0
EP400,1,0,1
EP400NL,0,0,0
EP400NL,0,0,0
EPAS1,0,0,0
EPB41L1,2,0,2
EPB41L2,0,2,2
EPB41L3,0,0,0
EPB41L4A,1,1,2
EPB41L4B,0,1,1
EPB41L5,0,0,0
EPC1,1,0,1
EPC2,1,0,1
EPCAM,1,0,1
EPDR1,2,0,2
EPGN,2,3,5
EPHA1,0,0,0
EPHA2,0,0,0
EPHA3,0,0,0
EPHA4,0,0,0
EPHA6,0,0,0
EPHA7,0,0,0
EPHB1,1,0,1
EPHB2,0,0,0
EPHB3,1,0,1
EPHB4,0,0,0
EPHB6,1,0,1
EPHX1,2,0,2
EPHX2,0,0,0
EPHX3,0,0,0
EPHX4,0,0,0
EPM2A,0,0,0
EPM2AIP1,7,3,10
EPN2,0,0,0
EPN3,3,0,3
EPO,0,0,0
EPOR,1,0,1
