"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers"
"264","S100Z",327.966191482188,298.525958948351,3.41152449153221,0.00130494939326524,0.46438376626021,-4.55831229646283,1,0,0,1
"265","SATB1",9980.56995944993,26345.4677909921,2.09254146933801,0.0416045865168641,0.676611895604762,-4.58185435637785,0,1,6,7
"266","SCFD2",390.839284248626,1913.43900172861,2.01188283002497,0.0497611534312358,0.695201680966707,-4.58308126852393,5,0,7,12
"267","SCUBE3",100.194500734621,264.408240350657,2.44657563681336,0.0180658647273288,0.619307382583379,-4.57610830504351,1,0,3,4
"268","SEC31B",2255.96244591115,5263.67654687409,2.46278102779248,0.0173573949250143,0.615308093686932,-4.57583253312239,1,0,18,19
"269","SECISBP2L",1807.23809282034,7471.4798105748,2.56637079909004,0.0133921858312908,0.607529672626876,-4.57404617754248,2,1,10,13
"270","SEMA3C",476.865756998446,433.604774628662,2.13754373753948,0.0375813462096909,0.670617873206242,-4.58115571686804,0,1,9,10
"271","SERINC5",1901.67955229598,3043.74607760938,2.69177474909405,0.00970384035118501,0.579058558780744,-4.57183255188863,3,0,11,14
"272","SETD5",4880.35849024567,22745.6258265296,2.09085281754621,0.0417626104229009,0.676611895604762,-4.5818803782977,2,0,15,17
"273","SFMBT2",1931.50144542435,3549.72689429244,2.77616335672336,0.00777441558269155,0.565705210983799,-4.5703140617106,2,0,23,25
"274","SGK223",699.222469735445,1284.0674358186,2.4074006075722,0.0198875181027863,0.633417979949848,-4.57677067680362,5,0,36,41
"275","SGSM2",1478.29229225038,6099.3698224074,2.04742567754732,0.0460102927188027,0.686299690149164,-4.58254468873912,0,1,10,11
"276","SH3BP1",4039.36937067252,13004.5478242129,2.09592614483891,0.0412894194620854,0.675717149647406,-4.58180215642404,1,0,2,3
"277","SH3PXD2B",1405.88503396385,706.348473583881,2.41870597058299,0.0193455412039284,0.628926874758074,-4.57658015409024,2,0,7,9
"278","SH3TC1",1628.95993215383,3126.5601814285,2.10019619710591,0.0408947849312869,0.674780192345158,-4.58173622102273,1,0,5,6
"279","SHPRH",1030.4132672088,5461.51275111445,2.24711755541118,0.0291810501454783,0.662443342755744,-4.57941431934352,1,0,6,7
"280","SIGLEC15",39.8077991701634,55.2927373439808,2.37280809794,0.0216317481998888,0.64025493504271,-4.57735042066027,1,1,6,8
"281","SLC20A1",1686.77957017829,8152.29668384177,2.13354889763842,0.0379241523404966,0.670617873206242,-4.58121813383795,5,0,21,26
"282","SLC25A12",727.418457520962,3559.45834017735,2.54944918436961,0.0139776565638531,0.607529672626876,-4.5743406918111,7,0,4,11
"283","SLC35E3",191.955909688163,557.889899599731,2.06868630573877,0.0438860063029632,0.68092809478262,-4.58222064544137,1,0,5,6
"284","SLC38A1",11583.705986946,16781.8459990167,2.8539090208229,0.00631683572086171,0.565705210983799,-4.56889625161177,0,1,9,10
"285","SLC4A5",369.554283270058,747.432341965935,2.01303429744333,0.0496356142171555,0.695088803239877,-4.58306398714788,1,0,9,10
"286","SLC4A8",410.43257325014,677.082397415519,2.51549348578657,0.0152232691098267,0.610637151314548,-4.57492853018264,2,0,3,5
"287","SLC7A6",2347.48148006503,4511.92598021718,3.06035382695703,0.00358497920590648,0.55401537736098,-4.56505359604434,1,0,4,5
"288","SMTNL1",320.942565426837,578.705325325556,2.21373068656926,0.031544583545825,0.667026402965753,-4.57995082391655,1,0,5,6
"289","SNHG5",37.4376797275992,97.1705707804789,2.18320652504098,0.0338519575009747,0.670617873206242,-4.58043684100165,2,2,30,34
"290","SNORA16B",29.4415378501244,55.8828478654218,2.1433764735464,0.0370857079410029,0.670617873206242,-4.58106444569954,0,1,8,9
"291","SNORD105B",1.79135348177281,1.52162703188056,2.10713118909536,0.0402608783687241,0.670617873206242,-4.58162894384425,0,1,6,7
"292","SNORD2",227.238046310161,646.709128289808,2.56876830367334,0.0133110658207722,0.607529672626876,-4.57400436667765,3,1,12,16
"293","SNORD85",13.3833072988553,20.3827979143284,2.25254732832476,0.0288118816980063,0.662443342755744,-4.57932658899471,1,0,9,10
"294","SPEN",7175.68245766011,26576.6311142914,2.12596611498545,0.038582394544155,0.670617873206242,-4.58133639789061,2,0,4,6
"295","SPP1",1743.46851873504,754.254173969299,2.27858246361376,0.0270987510257765,0.655951005102692,-4.57890410176935,0,1,9,10
"296","SPTAN1",22947.4763791415,71419.5422945155,2.41449908086156,0.0195456451365581,0.630316691518235,-4.5766511103866,1,0,4,5
"297","SPTBN1",21701.484988391,47003.1988922153,2.08570217985248,0.0422478459342896,0.679665855553207,-4.58195966161278,7,0,10,17
"298","SRCAP",9538.41588873305,44346.6000973357,2.56425051824648,0.0134643008953628,0.607529672626876,-4.57408313667129,8,1,24,33
"299","STARD4",204.317634232555,408.28149686624,2.84023866235,0.00655322199891945,0.565705210983799,-4.56914680111477,2,0,14,16
"300","STX4",1283.12717181813,4965.47590988248,3.24196854693531,0.00214074506381802,0.494131532841729,-4.56159428034338,2,0,18,20
"301","STYX",488.118453153126,1745.35449734191,2.21419511041181,0.0315105776874597,0.667026402965753,-4.57994339586484,1,0,2,3
"302","SUMO4",139.130028688178,148.012120515437,2.75375999124456,0.00824879809095993,0.565705210983799,-4.57071933001635,1,0,9,10
"303","SUPT6H",5592.01483301724,26752.5589980664,2.92106168083867,0.00526633802041686,0.562871046487498,-4.56765809884929,1,0,1,2
"304","SYNC",27.1080837562935,20.784889205138,2.21947912002188,0.0311259503919467,0.665922238354584,-4.57985881297529,2,0,16,18
"305","TAPBPL",953.447115938676,2893.80253421203,2.56751546409594,0.0133533998648546,0.607529672626876,-4.57402621791982,5,0,9,14
"306","TAS2R3",51.2750303201798,69.4851786728031,2.32614988753391,0.0242014670760008,0.649071172185619,-4.57812450944504,0,1,3,4
"307","TBC1D14",3215.80050744382,12888.4419729606,2.03776616918725,0.047004571760045,0.689414246850274,-4.58269115638155,3,0,19,22
"308","TCP11L1",1446.26827878181,2666.31214957964,3.20589274346385,0.00237454269250792,0.530416665528596,-4.56228650516074,0,1,1,2
"309","TEC",4832.97679259038,4965.17285119227,2.84689855097865,0.00643705388860618,0.565705210983799,-4.56902480417333,0,1,12,13
"310","TEP1",4524.04979623727,15113.1243059436,2.75713381577502,0.00817569085444869,0.565705210983799,-4.57065839587907,6,0,28,34
"311","TFCP2",1034.94360061887,4646.0426781315,2.12968032806814,0.0382587327339952,0.670617873206242,-4.58127850437868,1,0,1,2
"312","TGFB3",203.624601096671,454.240345874845,2.04354342319938,0.0464076877797299,0.688028904094516,-4.58260361272454,3,0,7,10
"313","TIAF1",5.79296594625651,6.50788040450364,2.47127712743579,0.0169960833468407,0.615308093686932,-4.57568754481524,2,0,12,14
"314","TM4SF20",6.82013551031898,4.8944762696144,2.43608017953878,0.018538529769563,0.619964755647436,-4.57628636020795,2,3,18,23
"315","TMEM104",761.007137240052,2120.92866994527,2.86997545963533,0.0060491362704191,0.565705210983799,-4.56860112584492,1,0,6,7
"316","TMEM117",118.863783635547,154.115289723089,2.12026468911599,0.0390838918579077,0.670617873206242,-4.58142513572123,0,1,10,11
"317","TMEM151B",2.41227610055405,3.10972685186676,2.02350286748682,0.0485067818997705,0.693516784023284,-4.58290655878554,2,0,5,7
"318","TMEM194B",378.072241507918,1099.63675326439,2.36405931699291,0.0220940929135043,0.64025493504271,-4.57749626360057,3,0,12,15
"319","TMEM199",60.6868380353259,208.325583295349,2.25984923876054,0.0283219644633366,0.658858331199724,-4.57920840144296,1,0,0,1
"320","TMPRSS13",115.990391500657,187.629206463059,2.54258937035355,0.0142215627277174,0.607529672626876,-4.5744597891484,2,0,13,15
"321","TNRC6B",7077.83283616248,22663.5954136149,2.75898012802142,0.00813593670009656,0.565705210983799,-4.57062503526404,3,0,14,17
"322","TP53INP1",1236.41252839524,2868.29969062501,2.16921611888288,0.0349583550032034,0.670617873206242,-4.58065814594846,2,0,22,24
"323","TRAF5",3069.91640446241,4939.41369597473,2.19181361201585,0.0331867241951447,0.670617873206242,-4.58030023457057,1,0,4,5
"324","TSNAX",596.092956814569,1444.46595436243,2.22928444532256,0.0304232045193277,0.66487275757254,-4.57970151703909,1,0,9,10
"325","TSSK4",232.717499941995,637.457536870434,2.33359474649082,0.0237739568820432,0.649071172185619,-4.5780016108536,0,2,28,30
"326","TTC19",2039.79610881037,7800.04501270567,2.71066796600973,0.00923709911360543,0.575772853420773,-4.57149452039985,1,0,4,5
"327","TTC36",48.2824904182392,79.3190607592298,2.74136349243109,0.00852262502801239,0.565705210983799,-4.57094292260365,2,0,9,11
"328","TTC7A",4513.65930310733,12128.9107240483,2.36053430590674,0.0222828688762819,0.64025493504271,-4.5775549358728,2,0,8,10
"329","UBASH3B",4300.38400908382,4434.5943503194,3.59540941095611,0.000752375747580518,0.46438376626021,-4.55470994082651,2,0,18,20
"330","UBP1",1317.76989767114,6131.55542931581,2.5624653184139,0.0135252932497793,0.607529672626876,-4.57411424242495,6,3,37,46
"331","UBR5",8012.22386015684,34732.8006265767,2.24847728989654,0.0290882105516773,0.662443342755744,-4.57939236218162,4,0,11,15
"332","ULK3",984.386697155245,3289.89440840431,2.58932981231789,0.0126335348392595,0.607529672626876,-4.57364494874399,2,0,16,18
"333","USP16",1281.41254122435,4966.0311397366,2.24196418576999,0.0295353006384042,0.663098938187276,-4.57949746094336,1,0,13,14
"334","USP35",231.398555789927,813.327370098284,2.48275695592983,0.0165186903416535,0.615308093686932,-4.5754911968826,2,2,19,23
"335","VAMP1",467.455152648059,1520.83614941857,2.6450792727921,0.010951840368251,0.590738210819406,-4.57266303863467,7,1,16,24
"336","VPS13C",15783.8955681398,61596.6729093146,2.95289219520882,0.00482741767945945,0.562871046487498,-4.56706708738961,1,0,5,6
"337","WDR92",271.790112186833,970.238807554011,2.05203325731437,0.04554248875446,0.68432284662396,-4.58247465651251,1,2,9,12
"338","WWOX",497.859454488417,1716.30208065151,2.02717382389063,0.0481162373298353,0.692913300211431,-4.5828512203505,3,0,26,29
"339","XRRA1",584.684623610463,1718.99742479721,2.02281159495852,0.0485806310251803,0.694094930479433,-4.58291697172251,1,0,2,3
"340","YTHDC2",1588.20693842072,5049.70170802304,3.30812422316992,0.00176745353536372,0.46438376626021,-4.56031905859967,1,0,24,25
"341","ZDHHC8",681.265070919664,2175.49036586697,2.22999495128477,0.0303728328171299,0.66487275757254,-4.57969010212734,1,0,4,5
"342","ZFAND2B",972.145487051461,3394.56848685321,2.14636397490764,0.0368340730031746,0.670617873206242,-4.58101763365793,2,0,8,10
"343","ZFC3H1",6308.2604784232,19394.6327404904,2.22672589512002,0.0306052076323832,0.66487275757254,-4.5797426033672,3,4,54,61
"344","ZFHX3",5388.05894296981,3798.57916665306,2.49977775451485,0.0158331968088444,0.615308093686932,-4.57519915245012,3,0,30,33
"345","ZMIZ1",8860.28748150744,22191.3330837295,2.05559303074355,0.0451839021283468,0.682628395765314,-4.58242047654212,1,0,7,8
"346","ZNF235",453.056377390558,808.82799493382,2.04753268636475,0.0459993810551311,0.686299690149164,-4.58254306349746,2,1,16,19
"347","ZNF397",424.657986592348,1365.3944549702,2.1111712533484,0.0398955617894425,0.670617873206242,-4.58156633927427,6,2,17,25
"348","ZNF407",1042.9975877655,4048.33987891898,2.5521408255338,0.0138829972912011,0.607529672626876,-4.57429391393425,0,1,8,9
"349","ZNF513",853.39352137373,2910.00474883728,3.33926166840345,0.00161393477136482,0.46438376626021,-4.55971640990744,1,0,13,14
"350","ZNF527",114.034687461239,477.978991612847,2.21765717968083,0.0312580992192257,0.667026402965753,-4.57988799185847,1,1,17,19
"351","ZNF76",879.976836351706,4330.11254263211,2.54366569979338,0.0141830387214449,0.607529672626876,-4.57444111367744,1,0,0,1
"352","ZNF846",358.743675682071,665.385435899008,2.92847524649251,0.00516091035964641,0.562871046487498,-4.56752067867702,0,1,5,6
"353","ZSCAN16",167.147156586563,435.610276293414,2.18651741174566,0.0335946837882547,0.670617873206242,-4.58038433365002,6,0,21,27
"354","ACOXL",-29.2808882221734,26.2320108616473,-2.21071706890753,0.0317660348440792,0.667852257724947,-4.57999899995736,0,1,9,10
"355","ACRBP",-371.979417351028,788.881964674533,-2.08028660579675,0.0427633361241458,0.680681114376166,-4.58204288077828,4,2,15,21
"356","ACTA1",-300.892819679828,213.765124608893,-2.64159263287663,0.0110506865550777,0.593196285517271,-4.57272475923557,3,0,3,6
"357","ALCAM",-2527.77916754569,5774.9991235134,-2.04859898196973,0.045890773823063,0.686299690149164,-4.58252686550302,4,0,14,18
"358","ALDH1A1",-985.09989187703,1163.11724520909,-2.15335472335287,0.0362510977033109,0.670617873206242,-4.58090792637029,0,1,6,7
"359","ANLN",-1989.14605346415,3245.45646507664,-2.04374463504483,0.0463870183944291,0.688028904094516,-4.58260056066161,1,0,0,1
"360","ANP32D",-12.7916081433327,8.0084356279859,-3.41231070675217,0.00130191956255384,0.46438376626021,-4.55829697988134,2,1,9,12
"361","AQP5",-1.21019761934108,0.422414262295477,-2.15041891144021,0.0364949275202675,0.670617873206242,-4.58095402717625,1,0,7,8
"362","ARG1",-4935.44586196399,5517.77287597388,-2.31386966917075,0.0249216665626309,0.649823788672128,-4.57832671116144,0,1,10,11
"363","AURKA",-1751.51609528275,2338.78143410382,-2.74189583358273,0.00851069601274168,0.565705210983799,-4.57093333059303,6,1,31,38
"364","B4GALT2",-201.302351924896,446.453032459601,-2.2137161748388,0.0315456466405478,0.667026402965753,-4.57995105600295,1,0,1,2
"365","BAG2",-93.5606267072377,212.797714943664,-2.03846603055502,0.046931912102409,0.689414246850274,-4.5826805603405,2,2,33,37
"366","BHLHA15",-46.1973121393722,41.0422621964065,-2.11563827066102,0.0394950165000707,0.670617873206242,-4.58149702558467,1,0,4,5
"367","BZRAP1",-15673.3426523988,15412.27975125,-2.55088851652049,0.0139269655205832,0.607529672626876,-4.57431568100635,2,0,1,3
"368","C11orf82",-164.424780129038,272.290315960123,-2.81735768816563,0.00696730210391465,0.565705210983799,-4.56956498484057,2,6,29,37
"369","C15orf26",-130.870178308105,93.6527003027496,-2.67618969691965,0.0101050599887476,0.579528014128809,-4.57211052993662,1,0,2,3
"370","C19orf26",-16.3881070628468,13.1407898609013,-2.42803944827955,0.0189081609954862,0.622159344640445,-4.57642247645338,1,0,10,11
"371","C1RL",-508.961838101582,1864.45124814717,-2.22193120403565,0.0309488763152328,0.66487275757254,-4.57981951814341,1,2,13,16
"372","C2orf48",-197.996189369968,293.228024263974,-2.15076264599014,0.0364663048578788,0.670617873206242,-4.58094863167223,1,0,17,18
"373","C7orf25",-119.987187600673,533.445903806825,-2.12920077740689,0.0383003872464714,0.670617873206242,-4.58128598290566,2,1,22,25
"374","CA12",-5.83660882878068,3.85272532841989,-2.00981497513046,0.0499872912974254,0.695201680966707,-4.5831122859008,0,1,2,3
"375","CACNA2D1",-55.0631187900045,27.1877456749406,-2.13354873914281,0.0379241659955686,0.670617873206242,-4.58121813631282,0,1,2,3
"376","CALB2",-10.7134373783805,3.25844448561691,-2.54425417806101,0.0141620160482421,0.607529672626876,-4.57443090116251,0,3,31,34
"377","CCDC3",-116.651549598936,73.7177188741427,-2.03202854698589,0.0476039387084794,0.690430591245535,-4.58277793064292,3,0,10,13
"378","CCNA2",-1380.72448847369,1753.26910751118,-2.46027613181513,0.0174652374880618,0.615631786359879,-4.57587522652304,3,0,5,8
"379","CD59",-6139.90125925224,9810.6032921504,-3.09159454619218,0.00328438630725843,0.55401537736098,-4.56446330243382,1,0,7,8
"380","CDC25C",-162.369366419833,241.107207270308,-2.37538225437406,0.0214973750656628,0.64025493504271,-4.57730744884717,0,1,7,8
"381","CDC42BPA",-2770.40092470253,3437.78382311114,-2.14557107395679,0.0369007118927031,0.670617873206242,-4.58103006203431,0,1,4,5
