"SYMBOL","logFC","P.Value","adj.P.Val","p.value_activities","HL60_MEMalpha_Mut_DMF","MOLM14_MEMalpha_Mut_DMF"
"ABI1",-0.677945278637294,7.81631919882294e-07,3.17208654003755e-05,1,0,0
"ABI2",1.20324319227844,7.9563806819348e-07,3.21232878782604e-05,1,0,0
"ABI2",0.190286257826418,0.325268577857395,0.676304546588159,1,0,0
"ABI3",0.00562823466980777,0.972397166863582,0.992793297651235,1,0,0
"ABI3BP",0.0109087432264796,0.925981353697012,0.978758129395849,1,0,0
"ABITRAM",-0.0523533167284818,0.656189528885046,0.880585522606735,1,0,0
"ABL1",0.0622414619366989,0.580143972611861,0.845306249783416,1,0,0
"ABL2",0.120033949026766,0.476967949181796,0.788400390082247,1,0,0
"ABLIM1",1.48568121657837,4.7109916525675e-08,2.99987220232437e-06,1,0,0
"ABLIM1",-0.00932827012107795,0.971505005792221,0.99257373954126,1,0,0
"ABLIM2",0.0639940915085075,0.695771089208385,0.8985042867918,1,0,0
"ABLIM3",0.235597337207883,0.11610194130145,0.40551350314376,1,0,0
"ABO",-0.100129148250995,0.448428381047503,0.770719190105247,1,0,0
"ABO",-0.150241678048215,0.306307470352206,0.659117441486544,1,0,0
"ABR",-1.23572656351554,5.39443208836244e-10,6.66436095119191e-08,1,0,0
"ABRA",0.0234947994815187,0.891167447591884,0.968775177535281,1,0,0
"ABRACL",0.454443690892625,0.00183161335881454,0.0199497456123513,1,0,0
"ABRAXAS1",0.0296639749764642,0.867631549933475,0.961447026190397,1,0,0
"ABRAXAS2",-0.287435630130028,0.00965592477333912,0.0736914478311377,1,0,0
"ABT1",0.283066898858054,0.0106677754694007,0.0795513375998414,1,0,0
"ABTB1",-0.308452022012268,0.070823558879853,0.302728458510778,1,0,0
"ABTB2",2.16510861816899,1.35148287653847e-09,1.48184984440415e-07,1,0,0
"ACAA2",-4.00856946289966,6.23377577173724e-16,4.72455571847632e-13,1,0,0
"ACACA",0.683271852275793,0.000201906838795143,0.00322141390910792,1,0,0
"ACACB",-0.348991159298425,0.0306295867568502,0.17325639247177,1,0,0
"ACACB",0.253234153824861,0.148287640608724,0.462197061584585,1,0,0
"ACAD10",-0.820986996935059,6.20248791779259e-05,0.00120230945295837,1,0,0
"ACAD8",0.582805764914822,0.00291799842606956,0.0289837572453819,1,0,0
"ACAD9",-0.124482620967008,0.231762883712207,0.579524138386972,1,0,0
"ACADL",-0.0165865589002268,0.920256947342896,0.977482575904328,1,0,0
"ACADM",-0.188443966773059,0.12445327987699,0.420467013683969,1,0,0
"ACADS",-0.257183401326309,0.085608694153623,0.340012641934284,1,0,0
"ACADSB",-0.176720583741044,0.334920215315477,0.684256050965322,1,0,0
"ACADVL",-0.838690885903752,1.91952527844929e-08,1.43142123580828e-06,1,0,0
"ACAN",0.294952681153501,0.207250355985916,0.550426149531345,1,0,0
"ACAP1",1.53380044996285,1.31120419137373e-12,3.80015325021003e-10,1,0,0
"ACAP2",-0.135425361717077,0.339871169737061,0.688564991792631,1,0,0
"ACAP3",-0.198276141657053,0.121412705213424,0.414530375409333,1,0,0
"ACAT1",-0.355938668748756,0.0210794198996933,0.132685288715949,1,0,0
"ACAT2",0.746562215156091,0.00150220441455008,0.0169458645266004,1,0,0
"ACBD3",-0.130285667695134,0.207718324545544,0.550993588638917,1,0,0
"ACBD4",0.0472112180487656,0.764611317701906,0.926029464343642,1,0,0
"ACBD5",-0.753840011765953,4.23175326370499e-05,0.000876376650212709,1,0,0
"ACBD6",0.183306036763801,0.214147837976602,0.55922290223999,1,0,0
"ACCS",-0.71656977485857,0.00122464119073387,0.0143711067462416,1,0,0
"ACCSL",0.0107215726782917,0.93895297751757,0.982859050227969,1,0,0
"ACD",0.499145032301008,0.0107757385323919,0.0801841367707695,1,0,0
"ACE",0.113723261206918,0.44889569499893,0.770757372746585,1,0,0
"ACE2",0.452668008327004,0.00136292868077869,0.0157051680802301,1,0,0
"ACER1",0.196772649259726,0.290128515381382,0.643683577655781,1,0,0
"ACER2",-0.652374391160448,8.21569866993567e-05,0.00151949332730576,1,0,0
"ACER3",0.199601530469323,0.175779754790139,0.506790509898526,1,0,0
"ACHE",-0.115477009824224,0.350218160176412,0.697848303465998,1,0,0
"ACIN1",0.401862603586535,0.00079933742515666,0.0101463245086706,1,0,0
"ACKR1",-0.0356263321916304,0.846607840066249,0.953683314583828,1,0,0
"ACKR2",-0.0204259378991249,0.899603637926394,0.970855606752938,1,0,0
"ACKR3",-0.383489785234441,0.0475774818922398,0.23444047630072,1,0,0
"ACKR4",-0.0380555215861071,0.793777572436036,0.935774765315251,1,0,0
"ACLY",0.668501637990627,2.08062133885374e-06,7.17867917151357e-05,1,0,0
"ACMSD",0.0922802643465221,0.5903260572151,0.849864731887926,1,0,0
"ACO1",-0.29854844501385,0.21584053756048,0.560992879072193,1,0,0
"ACO2",0.336971334788666,0.000544268098059391,0.0073895873655718,1,0,0
"ACOD1",-0.126425367371994,0.537951525090199,0.823060921149446,1,0,0
"ACOT1",0.0401751178783991,0.819114631755552,0.944214035196107,1,0,0
"ACOT11",-0.317762758015399,0.0937776281925258,0.358690692433224,1,0,0
"ACOT12",-0.353495317444357,0.0174385460374769,0.115389673317463,1,0,0
"ACOT13",-0.762068374577742,1.93595658173075e-06,6.77104918738798e-05,1,0,0
"ACOT2",-0.806252365570871,0.000267604771511035,0.00409129313775511,1,0,0
"ACOT4",-0.229699273919624,0.219211198315036,0.565015230269074,1,0,0
"ACOT6",0.198310976796443,0.234857337244867,0.583005965602946,1,0,0
"ACOT7",0.133474858900789,0.359622256995026,0.705184747588132,1,0,0
"ACOT8",0.168976354058007,0.261366441447253,0.613022068726043,1,0,0
"ACOX1",-0.300870968487951,0.0934029479034993,0.357892221663826,1,0,0
"ACOX2",0.0905437451361264,0.586647819571823,0.848005124150484,1,0,0
"ACOX3",-0.617177181429398,0.00120150567077598,0.0141584900109881,1,0,0
"ACOXL",0.0718599020651842,0.746694685038523,0.91843302570444,1,0,0
"ACOXL-AS1",0.244865294832186,0.192187747735823,0.529653481966646,1,0,0
"ACP1",0.480803446671875,0.000304944393123706,0.00455945441330556,1,0,0
"ACP2",0.165211047935451,0.277508782379632,0.63007361358665,1,0,0
"ACP2",-0.0971122981410022,0.70889792498508,0.903856654711429,1,0,0
"ACP4",0.474737272075198,0.0194803336144508,0.124907563669697,1,0,0
"ACP5",0.105869597661673,0.552612998116802,0.830985051232805,1,0,0
"ACP6",1.10358473893473,2.54533227951169e-05,0.000575350256452692,1,0,0
"ACP7",0.148536411085943,0.411417368977638,0.74477024847186,1,0,0
"ACPP",-2.07532606778866,1.06500950263121e-10,1.66966709071865e-08,1,0,0
"ACR",-0.067559711191314,0.696470264034794,0.898696720897997,1,0,0
"ACR",0.16542810913725,0.290509692392559,0.644015285217918,1,0,0
"ACRBP",-0.237144356619474,0.16964516561917,0.496851742229913,1,0,0
"ACRV1",-0.0146385193751444,0.923924403325736,0.978247707828603,1,0,0
"ACSBG1",0.365380590500054,0.0538233130940194,0.254013253953177,1,0,0
"ACSBG2",-0.154732061342032,0.358471620905,0.704164605168104,1,0,0
"ACSF2",0.359930587683024,0.0242521220204831,0.146614728421721,1,0,0
"ACSF3",-0.411698705549901,0.000639976943337974,0.00845371859348415,1,0,0
"ACSL1",-0.831954475602443,0.000441315613774052,0.00620073880076608,1,0,0
"ACSL3",0.313232439135348,0.0296535043879338,0.169394157131795,1,0,0
"ACSL3-AS1",-0.313686471682391,0.162940377542107,0.486121014809665,1,0,0
"ACSL4",-0.162065407171168,0.136160167304188,0.442642314336303,1,0,0
"ACSL5",-0.0126033531546739,0.929397257856118,0.980253897014532,1,0,0
"ACSL6-AS1",-0.493173317628555,0.0117452803094701,0.0855517856748888,1,0,0
"ACSM1",0.0939680538508849,0.741417108804764,0.916222324161372,1,0,0
"ACSM2A",-0.0630005089617365,0.765309212909254,0.926311271349442,1,0,0
"ACSM2B",0.240215194323989,0.203093090988791,0.545662570632691,1,0,0
"ACSM3",2.14344101177756,2.00753166202219e-09,2.08600436284193e-07,1,0,0
"ACSM4",-0.0275916254820094,0.835243680386963,0.950025677492263,1,0,0
"ACSM5",-0.00584003304523506,0.962661202015916,0.989648599815967,1,0,0
"ACSM5",-0.113819384598853,0.393254816252752,0.731012216831194,1,0,0
"ACSM6",-0.0738429746328384,0.659014659456771,0.881707362392924,1,0,0
"ACSS1",0.00694485836607672,0.959036371120766,0.98849123785863,1,0,0
"ACSS2",0.0166691957988903,0.963847943895412,0.990391629126875,1,0,0
"ACSS3",0.0922228092698694,0.617946359478657,0.863199887899784,1,0,0
"ACTA1",0.659679277616882,0.00537013991245372,0.0470398287348524,1,0,0
"ACTA2",-0.650622998956219,0.00072689738682801,0.00939133908182107,1,0,0
"ACTA2-AS1",0.401326044720261,0.0200031443845478,0.127391447020584,1,0,0
"ACTA2-AS1",0.0882251530143217,0.539141391160949,0.823480155214067,1,0,0
"ACTA2-AS1",0.0882251530143217,0.539141391160949,0.823480155214067,1,0,0
"ACTB",0.0623474337331444,0.818926792268461,0.944171820283393,1,0,0
"ACTBL2",0.0328031054827669,0.906751845952817,0.973046868234172,1,0,0
"ACTC1",-0.0104548431976546,0.953124833874147,0.986877342741142,1,0,0
"ACTG1",-0.0533446954402841,0.491925404871888,0.797555031463427,1,0,0
"ACTG1P17",0.101835845600731,0.635213165167954,0.87065739481618,1,0,0
"ACTG1P20",-0.19280442730723,0.216284526635274,0.561432027737015,1,0,0
"ACTG2",-0.0563312730247585,0.784671041176921,0.933868442760049,1,0,0
"ACTL10",0.0910771766682483,0.563002962825177,0.836145638961761,1,0,0
"ACTL6A",0.131050696053224,0.324750336705397,0.675852079581136,1,0,0
"ACTL6B",-0.0261239882118272,0.891783638557133,0.968845515665768,1,0,0
"ACTL7A",-0.0947957103383228,0.497503931891753,0.800224045006303,1,0,0
"ACTL7B",0.0530245131412039,0.729628843788584,0.911899993412879,1,0,0
"ACTL8",0.140141334860103,0.626907526255684,0.86704931604847,1,0,0
"ACTL9",-0.0170556572188971,0.913324109132053,0.975553590659656,1,0,0
"ACTN1",-0.151370658975891,0.201393748522697,0.543117062712431,1,0,0
"ACTN1-AS1",0.109372447207005,0.467986692860736,0.783318531236977,1,0,0
"ACTN2",-0.466059179020588,0.0767238606869721,0.317979689143803,1,0,0
"ACTN3",0.243867421669696,0.15620215540107,0.475209428400997,1,0,0
"ACTN4",-0.565421644601647,1.68760061727178e-05,0.000406670032792185,1,0,0
"ACTR10",0.131833226914527,0.480117739852201,0.79014448792295,1,0,0
"ACTR1A",-0.1372936740553,0.313150384692266,0.665643203934555,1,0,0
"ACTR1B",-0.0088724442677206,0.95749664835705,0.988059819521341,1,0,0
"ACTR2",-0.292524094281958,0.00314409413193147,0.0307846776975475,1,0,0
"ACTR3",-0.0331946023517862,0.765066282829963,0.926219084400521,1,0,0
"ACTR3-AS1",0.118724933831526,0.479346047919388,0.789512766310559,1,0,0
"ACTR3B",-0.161767782593482,0.496449961245313,0.799750681761543,1,0,0
"ACTR3B",-0.0961613319234642,0.548499518839144,0.828823155817305,1,0,0
"ACTR3BP2",-1.10953408146852,0.00575995201608246,0.0497845572896535,1,0,0
"ACTR3BP5",-0.181918391168433,0.398992358402298,0.734515820788189,1,0,0
"ACTR3C",0.0621203998073163,0.670901440173086,0.887161134430669,1,0,0
"ACTR3C",0.158300146604157,0.436975535490841,0.763691441317379,1,0,0
"ACTR5",0.240365890015548,0.171714710017028,0.500262312920181,1,0,0
"ACTR6",-0.339645330784172,0.0235171760635103,0.143433105334687,1,0,0
"ACTR8",0.0335453581905334,0.731448533955455,0.912577492327312,1,0,0
"ACTRT1",0.0474601135312431,0.809000701930662,0.941255821146748,1,0,0
"ACTRT2",-0.0497676214045608,0.795914773809009,0.936717800201447,1,0,0
"ACTRT3",0.0742168804736716,0.638146528022317,0.872130608871665,1,0,0
"ACVR1",-1.08602515555709,0.00551626029632456,0.0480528559395669,1,0,0
"ACVR1B",1.07738462605512,5.03353421916508e-06,0.000150268933312346,1,0,0
"ACVR1C",0.105116631870648,0.530203304374719,0.819436601287027,1,0,0
"ACVR2A",0.280560252112481,0.0518076079702523,0.248147982538951,1,0,0
"ACVR2B",1.217581521297,6.03212871542055e-06,0.000173518957641956,1,0,0
"ACVR2B-AS1",0.154898395321207,0.424079742968111,0.75399997916037,1,0,0
"ACVRL1",-0.178181478070606,0.295153816728124,0.648470012764785,1,0,0
"ACY3",0.027894739840181,0.871297850397736,0.962657272309689,1,0,0
"ACYP1",0.596001183637648,0.00309752421327011,0.030423146316707,1,0,0
"ACYP2",0.304948074766081,0.112387544820318,0.397665617325647,1,0,0
"ADA",-0.272872108632302,0.146481217315958,0.458942877631229,1,0,0
"ADA2",-1.10222330523756,3.37802032505765e-07,1.55333890024542e-05,1,0,0
"ADAD1",-0.0336912202024142,0.791825512272717,0.935186668352813,1,0,0
"ADAD2",0.103435212080885,0.494088943038796,0.798708600425445,1,0,0
"ADAL",-1.7294529055014,3.80637405210549e-08,2.51337878758301e-06,1,0,0
"ADAM10",-0.320487377359415,0.0224185134452452,0.138608560354441,1,0,0
"ADAM11",-0.0500649873076195,0.765790652585711,0.926501724176647,1,0,0
"ADAM12",0.028168500973532,0.870251719505756,0.962092439975211,1,0,0
"ADAM12",-0.106572588115373,0.551130181667094,0.830404579189113,1,0,0
"ADAM12",-0.0098270113361143,0.938422835409365,0.982818969941282,1,0,0
"ADAM15",0.597900971203765,0.000699637693026443,0.00909613826066896,1,0,0
"ADAM17",-0.10132690382407,0.467300825571933,0.782657746873459,1,0,0
"ADAM18",0.161406191625477,0.369947564255917,0.713200764052721,1,0,0
"ADAM19",0.139536171693662,0.366821834741852,0.710952957766333,1,0,0
"ADAM1A",0.318318969002244,0.129643248645623,0.4302138780673,1,0,0
"ADAM2",0.17145456721587,0.289828747103355,0.643547767152879,1,0,0
"ADAM20",0.159239899379959,0.348223516064358,0.696200322948121,1,0,0
"ADAM20P1",0.315415316532361,0.142404793764451,0.452329255169939,1,0,0
"ADAM21",-0.0581873564920228,0.698931306929213,0.899642297050141,1,0,0
"ADAM21P1",-0.105826997422449,0.676174598093565,0.889243400195798,1,0,0
"ADAM22",0.188101637959061,0.275649608121784,0.628620859966214,1,0,0
"ADAM23",-0.0189672021365901,0.895549063709677,0.96984425269575,1,0,0
"ADAM28",0.119715270907026,0.456620688274454,0.775786529650027,1,0,0
"ADAM30",0.215945987951464,0.229249959669136,0.576993620033801,1,0,0
"ADAM32",0.0262029426465156,0.853573894634583,0.956490835214948,1,0,0
"ADAM33",0.223821353294763,0.0795271083740872,0.324851818504757,1,0,0
"ADAM3A",-0.314522960033402,0.03113673052215,0.17531937437038,1,0,0
"ADAM5",0.201992935883652,0.231306141168919,0.578988859526328,1,0,0
"ADAM5",0.276200399652038,0.110409048448756,0.393466879089557,1,0,0
"ADAM6",-0.0388727413289818,0.856226492962555,0.957691457661111,1,0,0
"ADAM7",-0.0164501977728655,0.927726276275084,0.979722346163748,1,0,0
"ADAM8",0.300573034235507,0.0206356977320828,0.130597757943943,1,0,0
"ADAM9",-1.21025436423418,7.77272494466511e-06,0.000213608505052849,1,0,0
"ADAMDEC1",-0.162104134024593,0.288388724236454,0.641974053888009,1,0,0
"ADAMTS1",-0.591448034402418,0.0042131945169288,0.0389749569382628,1,0,0
"ADAMTS10",-0.689549553832429,0.000500004628045619,0.00690413292349265,1,0,0
"ADAMTS12",-0.0550543220975195,0.648052112887272,0.876853754980961,1,0,0
"ADAMTS13",-0.183785592780301,0.242715390569584,0.592068748688326,1,0,0
"ADAMTS14",0.0359520668934126,0.811554589235388,0.942103799504418,1,0,0
"ADAMTS15",0.150441483529236,0.323338292904128,0.674569231542438,1,0,0
"ADAMTS16",-0.0942252613350743,0.633611364438929,0.869703049693361,1,0,0
"ADAMTS17",-0.150255606574695,0.434706887975413,0.762411409917168,1,0,0
"ADAMTS18",0.111759485254437,0.593195866957482,0.850843590126911,1,0,0
"ADAMTS19",0.168275350505026,0.394643786997612,0.731721976994627,1,0,0
"ADAMTS19-AS1",0.0302888545348114,0.865385395568227,0.960865394035034,1,0,0
"ADAMTS2",-0.100552392504721,0.580143050160886,0.845306249783416,1,0,0
"ADAMTS20",0.145332109702883,0.401799738183147,0.736790172241718,1,0,0
"ADAMTS3",-0.068149469372742,0.663699576654046,0.883850285665392,1,0,0
"ADAMTS4",0.0742413613946642,0.613630175226779,0.861192783612559,1,0,0
"ADAMTS5",0.0697951303601156,0.691917439122044,0.896879831094833,1,0,0
"ADAMTS6",0.313591246287756,0.107288914252092,0.386801352572243,1,0,0
"ADAMTS7",-0.225401292264688,0.248428083105279,0.598834326589597,1,0,0
"ADAMTS7P1",0.0039503735577,0.981842248363149,0.99559610911757,1,0,0
"ADAMTS7P1",0.114947862206199,0.544705711945718,0.826788759976038,1,0,0
"ADAMTS7P1",0.106280367006343,0.509113347220782,0.807201417569171,1,0,0
"ADAMTS7P1",0.378114055760236,0.104532410624187,0.380729180112562,1,0,0
"ADAMTS8",0.0545018340355234,0.785835986755616,0.934009170766002,1,0,0
"ADAMTS9",-1.66437576677911,2.6029945756104e-09,2.61847580038467e-07,1,0,0
"ADAMTS9-AS1",-0.0714661730768738,0.634752013682436,0.870355182917198,1,0,0
"ADAMTS9-AS2",0.0137946738670882,0.939566470376498,0.983038690922498,1,0,0
"ADAMTSL1",-0.0350721067310928,0.847920719330231,0.954362474721939,1,0,0
"ADAMTSL2",-0.0029704107259505,0.983107436923757,0.996149890305983,1,0,0
"ADAMTSL2",-0.0279304030917187,0.819785030897707,0.944382914759306,1,0,0
"ADAMTSL3",-0.197217828440992,0.262118343729218,0.613647216112813,1,0,0
"ADAMTSL4-AS1",-0.145337970013165,0.258977228582747,0.610087085453478,1,0,0
"ADAMTSL4-AS2",-0.115941113450402,0.435833235828737,0.763107172772008,1,0,0
"ADAMTSL5",-0.821199573732245,0.000297585371729684,0.00446630044944265,1,0,0
"ADAP1",-0.691565572221777,0.000145548648171795,0.00246179238770572,1,0,0
"ADAP2",-0.302058812395125,0.0390742616846624,0.205195366184774,1,0,0
"ADAR",-0.0106551983429828,0.920635215637735,0.977482575904328,1,0,0
"ADARB1",-0.491220336821672,0.00245563724356284,0.0252431668369494,1,0,0
