"SYMBOL","logFC","P.Value","adj.P.Val","p.value_activities","HL60_MEMalpha_Mut_DMF","MOLM14_MEMalpha_Mut_DMF"
"CTSL",-0.54841442318529,0.0330191530937184,0.182401394130012,1,0,0
"CTSL3P",-0.174004041599863,0.252003717763928,0.603169355591253,1,0,0
"CTSLP2",-0.429253018910926,0.00425020875038533,0.0392226235059226,1,0,0
"CTSLP2",-0.429253018910926,0.00425020875038533,0.0392226235059226,1,0,0
"CTSLP8",0.232062560982955,0.315624451346076,0.667853287254722,1,0,0
"CTSO",-0.739966275023022,0.00477794749569553,0.0430191789885318,1,0,0
"CTSS",-1.13995549752556,2.056079875196e-08,1.51846879708518e-06,1,0,0
"CTSV",-0.10133290164721,0.491805601180653,0.797489054759883,1,0,0
"CTSW",1.81664214967231,7.86287266028773e-06,0.000215643807379359,1,0,0
"CTSZ",-1.21838828597187,2.65443607850247e-05,0.000594498325902536,1,0,0
"CTTN",-0.948508436491664,0.000118883006286429,0.00207832993477208,1,0,0
"CTTNBP2",-0.0126683670107379,0.950231274228063,0.985858896101276,1,0,0
"CTU1",0.0238809502299278,0.845498452098304,0.953359964940428,1,0,0
"CTU2",-0.0995430504572079,0.497456784969561,0.800183856297029,1,0,0
"CTXN1",0.249775509178581,0.0425703583453562,0.217982513934005,1,0,0
"CTXN2",0.155400126460318,0.441205414945363,0.766388399686576,1,0,0
"CTXN3",-0.0800454093760634,0.622450470117888,0.865057720484987,1,0,0
"CTXND1",0.12646102417381,0.475551786893034,0.787726451710212,1,0,0
"CUBN",0.0771620469703249,0.604520695284059,0.856337527306489,1,0,0
"CUEDC1",-0.552243945222746,0.0031628268491028,0.0309172811610474,1,0,0
"CUEDC1",-0.46916299822485,0.00426329003058874,0.0392857276053192,1,0,0
"CUEDC2",-0.192316585203558,0.164363687016708,0.488237551621875,1,0,0
"CUL1",0.703450037885176,3.71771046370432e-05,0.000784773550915096,1,0,0
"CUL2",-0.402687677388068,0.002961833939131,0.0293376409226652,1,0,0
"CUL2",0.0954905290035768,0.65909156412633,0.881707362392924,1,0,0
"CUL3",0.0985704017397442,0.397594854670817,0.733958908241108,1,0,0
"CUL4A",0.546666460614148,7.52197430765515e-05,0.00141330452455604,1,0,0
"CUL4B",0.136264305688365,0.385930373117905,0.725572313707854,1,0,0
"CUL5",0.146886488314728,0.306297425761972,0.659117441486544,1,0,0
"CUL7",-0.487894317486413,0.00330655709553464,0.0320650518703709,1,0,0
"CUL9",-0.16036958948107,0.133919224446597,0.43836062619983,1,0,0
"CUTA",0.122036326470462,0.384658884608934,0.72472080824809,1,0,0
"CUTA",0.164501482352272,0.254765608683699,0.605727801019641,1,0,0
"CUTALP",-1.52001981586326,7.96777268534634e-08,4.54921589687833e-06,1,0,0
"CUTC",-0.515151408652635,0.000650707375046433,0.00856591635842489,1,0,0
"CUX1",0.133903302805387,0.305946657274066,0.658809586695218,1,0,0
"CUX2",-0.0359465602399665,0.837690158706793,0.951019789465966,1,0,0
"CWC15",0.414293776260141,0.00317141684333274,0.0309786585696797,1,0,0
"CWC22",0.0223370235522982,0.872132145613682,0.962816506091972,1,0,0
"CWC25",0.0144014507584576,0.912539978350582,0.975101261917276,1,0,0
"CWC27",-0.209036970651637,0.0420734435979773,0.216388664306259,1,0,0
"CWF19L1",-0.029913312903922,0.820865106460216,0.944870620862062,1,0,0
"CWF19L2",0.432274659897164,0.0323525462365234,0.179812011149961,1,0,0
"CWH43",-0.196979236693605,0.141527147428931,0.450907918247339,1,0,0
"CX3CL1",-0.142387970315021,0.305293301367337,0.658002687249558,1,0,0
"CX3CR1",-0.653845940131944,0.000688119872146947,0.00897164018988163,1,0,0
"CXADRP2",0.0974598830040221,0.668071188444872,0.885888799145352,1,0,0
"CXADRP3",-0.0803632059490011,0.791282058011452,0.934987470711301,1,0,0
"CXCL1",-0.204786192652223,0.388931620513123,0.728043385715607,1,0,0
"CXCL10",-0.619227287962186,0.008954623763359,0.0696229788747128,1,0,0
"CXCL11",-0.0827945080869812,0.710366888252065,0.904558547175691,1,0,0
"CXCL12",-0.0904929442202196,0.537050060019434,0.822485243552151,1,0,0
"CXCL13",-0.189929002245683,0.315100154625862,0.667532337327276,1,0,0
"CXCL14",0.0900883385972069,0.530256409108246,0.819436601287027,1,0,0
"CXCL16",-0.608755271152774,0.000604514287327866,0.00805473224245979,1,0,0
"CXCL17",0.288536777844858,0.0888872838367503,0.347772146634197,1,0,0
"CXCL2",0.0597162214401505,0.753777640941229,0.921706167392704,1,0,0
"CXCL3",-0.287225567420977,0.140159997842046,0.448952223366575,1,0,0
"CXCL5",-0.0893488956290867,0.560090164103767,0.834853814409072,1,0,0
"CXCL6",-0.139347940290765,0.433419070139702,0.761273350051772,1,0,0
"CXCL8",1.10419798989491,0.200457175105628,0.541483820728423,1,0,0
"CXCL9",0.131927185773296,0.357971697731258,0.703886351064889,1,0,0
"CXCR1",0.18824757641312,0.259145776053886,0.610231464692405,1,0,0
"CXCR2",-0.110747272310888,0.677975941643208,0.890190409767223,1,0,0
"CXCR2P1",-0.185506459790653,0.321138889442481,0.672604133654434,1,0,0
"CXCR3",-0.204024346022948,0.129519459932233,0.430076477561561,1,0,0
"CXCR4",-0.760856593512987,0.00046439274042714,0.00648589360861734,1,0,0
"CXCR5",0.0442809549959939,0.794725534703076,0.93633160894061,1,0,0
"CXCR6",0.242170243486544,0.0810902550705506,0.328831962344404,1,0,0
"CXorf21",-3.10836178107832,2.9232132082975e-11,5.53830115156491e-09,1,0,0
"CXorf38",0.455747890953014,0.00324389632888896,0.031588810291689,1,0,0
"CXorf40A",0.282965783919736,0.136577585303344,0.443376636892958,1,0,0
"CXorf40B",0.240849998836653,0.168738183628578,0.495277560169347,1,0,0
"CXorf56",0.332347014363632,0.0365631590847461,0.195805723196847,1,0,0
"CXorf58",-0.106039674885844,0.326952175655339,0.677561348616539,1,0,0
"CXorf65",0.422780184335313,0.021433162246935,0.134288793376894,1,0,0
"CXorf66",-0.0134481322764479,0.940828892938017,0.98343130653438,1,0,0
"CXXC1",1.28494662161383,2.10651408946282e-09,2.18040474777467e-07,1,0,0
"CXXC1P1",0.0674694318293816,0.710753618421825,0.904565658834901,1,0,0
"CXXC4",-0.218361429356599,0.168373217368603,0.494693780242883,1,0,0
"CXXC4-AS1",-0.127743157853017,0.443403228948104,0.768175467989429,1,0,0
"CXXC5",-0.7976983863283,3.36622083487334e-05,0.000725428707811108,1,0,0
"CYB561",-0.0973549326134453,0.602778690244656,0.855502806788282,1,0,0
"CYB561A3",-0.453367814541277,0.00492194126053054,0.0439247211328006,1,0,0
"CYB561D1",0.205500775290906,0.17338977213691,0.502820023401196,1,0,0
"CYB561D2",-0.124178137512878,0.355042784699688,0.702007190590522,1,0,0
"CYB561D2",-0.115983886551371,0.553273013426341,0.831364684180784,1,0,0
"CYB5A",3.51643386100178,2.75803067220009e-08,1.93810393907408e-06,1,0,0
"CYB5B",0.446081220431061,0.011036486308347,0.0816598986363968,1,0,0
"CYB5D1",0.396597970483206,0.0553041120304702,0.258648720290313,1,0,0
"CYB5D2",-0.29637212208466,0.0240660647696421,0.145798368350872,1,0,0
"CYB5R1",0.243415340383789,0.334376410290441,0.683710985093943,1,0,0
"CYB5R2",0.0108309222277967,0.949862371869054,0.985801589170769,1,0,0
"CYB5R3",0.338509997598237,0.000824804817970554,0.0104153461905622,1,0,0
"CYB5R4",-0.10958958099456,0.483260505628485,0.791794452540629,1,0,0
"CYB5RL",-0.0838846079361293,0.431984203290506,0.759850442369119,1,0,0
"CYBA",-0.979864271453113,5.59029388334955e-07,2.39022956254827e-05,1,0,0
"CYBB",0.971315364467682,0.0215019511524461,0.134609823692382,1,0,0
"CYBC1",-0.796637094262048,3.43548160606551e-06,0.000109382551824474,1,0,0
"CYBRD1",0.748434934464164,2.52232451019732e-05,0.000571353921686733,1,0,0
"CYC1",-0.521352197553808,0.00193969610340691,0.0208729742005964,1,0,0
"CYCS",0.239276422637409,0.249261227365029,0.59982083647959,1,0,0
"CYCS",0.0782329820440975,0.49341440927381,0.798388066665436,1,0,0
"CYCSP52",0.274699672101687,0.359282159393143,0.704981941086263,1,0,0
"CYFIP1",-0.569672411798271,0.00440041189011692,0.0402485302477651,1,0,0
"CYFIP2",2.21460800427545,1.28482305261288e-12,3.76439112633579e-10,1,0,0
"CYGB",0.114302481961642,0.58504021382135,0.847253728442539,1,0,0
"CYHR1",-0.357918069943129,0.004043503164852,0.0377688510233543,1,0,0
"CYLC1",0.00585193741644074,0.971195500591339,0.992444856109433,1,0,0
"CYLC2",0.0372409492238086,0.79761249175343,0.937308072206808,1,0,0
"CYLD",-0.642412436034332,0.000110907894435451,0.00196255728579062,1,0,0
"CYMP",0.0861097635302404,0.615493494879912,0.862013072689992,1,0,0
"CYMP-AS1",0.126723167102253,0.470642275967036,0.785214941565885,1,0,0
"CYP11A1",0.0340346092832329,0.82488741929939,0.946336630447094,1,0,0
"CYP11B1",-0.205520561345874,0.169928045938632,0.49732707636963,1,0,0
"CYP11B2",-0.37214755939112,0.281014493269513,0.633712756643675,1,0,0
"CYP17A1",-0.190075430421443,0.183816128337759,0.517969734123837,1,0,0
"CYP17A1-AS1",-0.0964475299742755,0.595898411701829,0.852121219901772,1,0,0
"CYP19A1",0.0566338414380616,0.653311413539641,0.879388753342234,1,0,0
"CYP1A1",-0.0753042222864382,0.707297014497629,0.903319137399823,1,0,0
"CYP1A2",0.300358659431027,0.143549658055593,0.454210445061277,1,0,0
"CYP1B1",-0.24641035538263,0.102735807626313,0.377157534919549,1,0,0
"CYP1B1-AS1",-0.128469794733774,0.585271128834821,0.847350295649559,1,0,0
"CYP20A1",-0.286170886052349,0.0936722841849025,0.358565493049327,1,0,0
"CYP21A1P",0.112380310458998,0.482794733751993,0.791567380526189,1,0,0
"CYP21A2",0.0228106382594015,0.866788541741328,0.961250271297339,1,0,0
"CYP24A1",-0.0419536075997184,0.759973314114203,0.923979346550142,1,0,0
"CYP26A1",-0.0770067492721678,0.651364603203708,0.878157821943617,1,0,0
"CYP26B1",-0.175238762035601,0.286664633248019,0.640188275025267,1,0,0
"CYP26C1",0.118525789323566,0.42145630560861,0.751942236079813,1,0,0
"CYP27A1",0.0828682539472947,0.591677430734781,0.850376996584332,1,0,0
"CYP27B1",0.358747266703364,0.0131702862205083,0.0934556956438586,1,0,0
"CYP27C1",0.118690526606597,0.421494693885687,0.751955846212447,1,0,0
"CYP2A13",0.132668714194086,0.374396204234051,0.716530987360132,1,0,0
"CYP2A6",-0.223651185045815,0.189101075980071,0.525497612745552,1,0,0
"CYP2A7",-0.0794307197589648,0.50729778481876,0.805993565963161,1,0,0
"CYP2A7P1",0.475122759986233,0.020172880689615,0.128289567540634,1,0,0
"CYP2B6",0.0484166595376925,0.866480625194909,0.961248301940275,1,0,0
"CYP2B7P",0.210364535778238,0.47808937939098,0.788909758663659,1,0,0
"CYP2C18",0.288136084884972,0.123191330741774,0.417968213142561,1,0,0
"CYP2C19",0.260131162941969,0.280717725117586,0.633433992523382,1,0,0
"CYP2C8",-0.29486430177437,0.149432324124905,0.464271439405461,1,0,0
"CYP2C9",-0.200016214335352,0.371343430493076,0.714147950085877,1,0,0
"CYP2D6",-0.100956428474382,0.447609942020812,0.770227465698663,1,0,0
"CYP2D7",0.0949723506136246,0.451343760244031,0.771915522788317,1,0,0
"CYP2D7",0.0858478967044842,0.559215948576923,0.834466122176026,1,0,0
"CYP2E1",-0.308310164782924,0.0233940497649398,0.142893457079833,1,0,0
"CYP2F1",-0.263989961801699,0.0847023073159272,0.337851580209437,1,0,0
"CYP2F1",-0.0678071567064666,0.643519772599671,0.8749708284089,1,0,0
"CYP2G1P",-0.0781261477599244,0.597276529545458,0.852736664255264,1,0,0
"CYP2J2",-0.0228857784680274,0.906216591518356,0.972908342085889,1,0,0
"CYP2R1",-0.156893821515578,0.220142309800016,0.566219229964365,1,0,0
"CYP2S1",-0.918182727010741,8.3844987261992e-07,3.34736908564872e-05,1,0,0
"CYP2U1",0.872858303282375,0.000569381017152,0.00766277660558202,1,0,0
"CYP2W1",0.109509929294538,0.466215305947089,0.781964715455472,1,0,0
"CYP39A1",-0.153663055109815,0.310818754575501,0.663660228928148,1,0,0
"CYP3A4",0.909560139739982,0.00391306029134297,0.0367179827863031,1,0,0
"CYP3A43",0.268809305340044,0.162056523847257,0.484605947524727,1,0,0
"CYP3A5",-0.0218629362012974,0.903521236438647,0.97216789015133,1,0,0
"CYP46A1",0.0395248627458855,0.782559253890741,0.933281711754286,1,0,0
"CYP4A11",0.0546157434995154,0.841525780963585,0.952144713661955,1,0,0
"CYP4A22",0.0846121629098491,0.646554559994697,0.87627219806536,1,0,0
"CYP4F11",-0.00471860525564605,0.985462405614214,0.996821827751902,1,0,0
"CYP4F12",0.374763299957361,0.232259785513341,0.580130109003485,1,0,0
"CYP4F2",0.251322451753605,0.445877219155382,0.769248644602984,1,0,0
"CYP4F22",0.0757758410712945,0.585386800828935,0.847418437821832,1,0,0
"CYP4F24P",0.535804711284695,0.015947429556563,0.107893164736181,1,0,0
"CYP4F29P",0.067574823974585,0.724504089524518,0.910364630914911,1,0,0
"CYP4F3",-0.00952909091065646,0.964641334370842,0.990529977420372,1,0,0
"CYP4F30P",0.441906675600692,0.200129226166039,0.541090993040381,1,0,0
"CYP4F35P",0.21353956841981,0.418254977126751,0.749822013434055,1,0,0
"CYP4F8",0.136263993194989,0.450127677117033,0.771297984856346,1,0,0
"CYP4V2",-1.55849558987566,0.000148408410631477,0.00250148184622065,1,0,0
"CYP4X1",0.18284284223877,0.178171029947053,0.510094497566983,1,0,0
"CYP4Z1",0.392724866999797,0.128471293182707,0.428187065741108,1,0,0
"CYP4Z2P",-0.372603376824006,0.353019951374328,0.700162256738319,1,0,0
"CYP51A1",1.30716830153476,4.52693982420645e-05,0.000926415773108691,1,0,0
"CYP51A1-AS1",0.0503879016634361,0.708216974054791,0.903632090569847,1,0,0
"CYP7A1",-0.26914491660051,0.107267913820832,0.386786429311895,1,0,0
"CYP7B1",0.204683886330911,0.317963921552856,0.670181124036449,1,0,0
"CYP8B1",0.0769437376692164,0.59775041669761,0.853108605517348,1,0,0
"CYREN",-0.112461229916453,0.413730628192962,0.746704493462256,1,0,0
"CYS1",0.308856666443169,0.107590882923683,0.387473157557704,1,0,0
"CYSLTR1",0.00320918077177712,0.987273690482795,0.997056211860018,1,0,0
"CYSLTR2",0.490797860647928,0.0240370475197978,0.145675864911156,1,0,0
"CYSRT1",-0.137180602352096,0.264115024109995,0.615510724897015,1,0,0
"CYSTM1",-0.16772229106503,0.19666362375529,0.535904071325471,1,0,0
"CYTH1",-0.387012882956809,0.00212463668883107,0.022530982069829,1,0,0
"CYTH2",-0.103265887951947,0.454179602938114,0.773887881937858,1,0,0
"CYTH3",-0.707359259131473,0.00632797228358386,0.05359982463332,1,0,0
"CYTH4",-0.866784960670713,7.53488479052358e-05,0.00141455853576157,1,0,0
"CYTL1",0.211832197674062,0.159402563209634,0.480501896419348,1,0,0
"CYTOR",0.623479137199767,0.0361819606083123,0.194210449688245,1,0,0
"CYTOR",0.876200251756234,0.00752985283190198,0.0610414453111716,1,0,0
"CYYR1",-0.0703810978829598,0.699096780166644,0.899771848800254,1,0,0
"CYYR1-AS1",0.0798651862759243,0.674650575464551,0.88837314456625,1,0,0
"CZIB",0.482354316060789,0.00019040688996751,0.00307408799138452,1,0,0
"D21S2088E",0.11974596850392,0.51992950693773,0.813835942390874,1,0,0
"D2HGDH",-0.380219830110943,0.118197575682533,0.409022809821246,1,0,0
"DAAM1",1.0146196505536,3.96989715983942e-05,0.000829840062452671,1,0,0
"DAAM2",-0.0172166992937033,0.917323553765194,0.976295876289354,1,0,0
"DAB1",-0.186624761837713,0.309553132896262,0.662461496228102,1,0,0
"DAB1-AS1",-0.189127760036318,0.232659192747886,0.580635852201602,1,0,0
"DAB2",-0.735278856053454,0.00442475424250295,0.0404297969018883,1,0,0
"DAB2IP",0.457710128450652,0.00920549954456125,0.0711915864821492,1,0,0
"DACH1",-1.55987686949757,1.09275389513872e-08,8.78413577146217e-07,1,0,0
"DACH2",0.114686279592521,0.340209356142083,0.688792596794672,1,0,0
"DACT1",-0.08443771905982,0.65763474892706,0.881052577152382,1,0,0
"DACT2",0.0316861929789134,0.886083048364648,0.967251173329816,1,0,0
"DACT3",-0.164122742805828,0.276635199406361,0.629556429820496,1,0,0
"DACT3-AS1",0.0157425959057607,0.898125090818235,0.970174079925403,1,0,0
"DAD1",0.155118825259613,0.0643029522263261,0.28507783938473,1,0,0
"DAG1",0.177550935892889,0.226970318819726,0.574333010038682,1,0,0
"DAGLA",-0.169815375835237,0.258951636625476,0.610087085453478,1,0,0
"DAGLB",0.200597076134741,0.149061204514159,0.463693119194458,1,0,0
"DALRD3",-0.178565598567825,0.218308777940418,0.564323433578999,1,0,0
"DANCR",-0.0353817808122434,0.781158333736185,0.932723956647387,1,0,0
"DAND5",-0.0127058008324958,0.947355149429073,0.985169243913547,1,0,0
"DANT2",-0.148778920028529,0.384049208061396,0.724297327857539,1,0,0
"DAO",-0.0218503059287203,0.899035861070378,0.970521142453473,1,0,0
"DAOA",0.107643990560905,0.529999801179533,0.819405978657527,1,0,0
"DAOA-AS1",-0.0272141849929826,0.839590311006346,0.951418022385609,1,0,0
"DAP",0.0724493792294645,0.727432982241137,0.911420760798779,1,0,0
"DAP3",-0.138563879481969,0.179345180881057,0.511791920527708,1,0,0
"DAPK1",0.0371765634338539,0.812950106759037,0.942362134919885,1,0,0
"DAPK2",-0.341649371200245,0.119919432774855,0.412083896599545,1,0,0
"DAPK3",-0.285507096066413,0.04536286689784,0.227308974422209,1,0,0
"DAPL1",0.155664144493636,0.528583900343677,0.818613036469096,1,0,0
"DAPP1",-0.74800944320594,0.00309598561274121,0.0304136058260069,1,0,0
"DARS-AS1",-0.210774413077927,0.0911399681699622,0.352441975775497,1,0,0
"DARS-AS1",0.129517807095556,0.399532627905572,0.735046148283411,1,0,0
"DARS1",0.0727983357214868,0.450101320110082,0.771297984856346,1,0,0
"DARS2",-0.657224264522009,0.000647468520437411,0.00853585435463306,1,0,0
"DAW1",0.0582075652570859,0.653496480893581,0.87950302005751,1,0,0
"DAXX",-0.100656698268489,0.363293312714605,0.708078060143099,1,0,0
"DAXX",-0.0290754400785511,0.781498911805192,0.932723956647387,1,0,0
"DAXX",-0.0290754400785511,0.781498911805192,0.932723956647387,1,0,0
"DAXX",-0.0902121744416684,0.364642438120459,0.708833065212988,1,0,0
"DAXX",-0.0590933714738098,0.587854893757328,0.848677019806313,1,0,0
"DAZAP1",-0.130993846715908,0.0962388940012191,0.364255314108666,1,0,0
"DAZAP2",-0.635511621067028,0.000961547728101199,0.0118083610942744,1,0,0
"DAZL",-0.068496462946646,0.721856524044728,0.909286532355366,1,0,0
"DBF4",0.127051451500249,0.450263723363482,0.771327839725863,1,0,0
"DBF4",0.0876274429836972,0.577240676129566,0.843596120101732,1,0,0
"DBF4B",0.145148078080866,0.25647289875667,0.607341456763274,1,0,0
"DBH",0.134904551518748,0.508390438518391,0.806565929530136,1,0,0
"DBH-AS1",0.165838650595529,0.367257658403568,0.711183685012428,1,0,0
"DBI",-0.220358980741438,0.0845956341596741,0.337687354187711,1,0,0
"DBIL5P",-0.061717196085465,0.683230812168016,0.892350834454168,1,0,0
"DBIL5P2",-0.0963934813797858,0.56609620383245,0.838226557770514,1,0,0
"DBN1",0.27092420173814,0.106378991766505,0.384892529964553,1,0,0
"DBNDD1",0.0770897601554728,0.579841794657933,0.845072644110316,1,0,0
"DBNL",-0.237607707817155,0.076981539896523,0.318530577607028,1,0,0
"DBP",0.860383179313124,0.000202114064331651,0.00322330451733198,1,0,0
"DBR1",-0.0868228507098667,0.544822043327518,0.82681323327298,1,0,0
"DBT",0.284951128703526,0.119092006977731,0.410792340332283,1,0,0
"DBX1",-0.132804349095097,0.376663266052817,0.71852400953335,1,0,0
"DBX2",0.18325937303651,0.18712776216946,0.52283633268577,1,0,0
"DCAF1",0.355777798440885,0.0340159105134599,0.186409553761261,1,0,0
"DCAF10",-0.475283808977788,0.00719150646048734,0.0589728481680339,1,0,0
"DCAF11",0.00132867757540112,0.992207120078121,0.998445523610054,1,0,0
"DCAF12",0.412689927588645,0.000100587646682372,0.00180521353081166,1,0,0
"DCAF12L1",-0.0868560951626982,0.68234935300051,0.892039972699057,1,0,0
"DCAF12L2",-0.151181582300627,0.427422168067817,0.756128590292317,1,0,0
"DCAF13",-0.350564843202525,0.0306504753361578,0.173353010137001,1,0,0
"DCAF13P3",0.277564980245235,0.196618153024739,0.535892411078053,1,0,0
"DCAF15",-0.161416495786282,0.160271526228161,0.481923445422156,1,0,0
"DCAF16",0.34737888886472,0.0385833177339001,0.203352059662172,1,0,0
"DCAF17",0.449885844278726,0.00156217780344014,0.0175118727340686,1,0,0
"DCAF4",0.327371918115229,0.0371798808830729,0.198158416829793,1,0,0
"DCAF4L1",0.0530513395123142,0.787091548448176,0.934158604038008,1,0,0
"DCAF4L2",0.0982445881256009,0.581141250531949,0.845875311645815,1,0,0
"DCAF5",0.571528991683872,1.52749863366938e-05,0.000373335974613863,1,0,0
"DCAF6",-0.391064817301221,0.0107872163689998,0.0802411459568067,1,0,0
"DCAF7",0.428501351967974,0.000990595200047208,0.0120793138141758,1,0,0
"DCAF8",0.0721699481729683,0.654701048076465,0.879975585839308,1,0,0
"DCAF8",-0.0492893705004525,0.753976677057863,0.921778491415808,1,0,0
"DCAF8L1",0.210360422036917,0.420086234691717,0.750942309977521,1,0,0
"DCAKD",0.568149697441834,0.00325209172093915,0.031651370811689,1,0,0
"DCANP1",-2.10349668459639,8.50954000802929e-11,1.34986984204292e-08,1,0,0
"DCBLD1",-0.00309705259245696,0.981065916068681,0.99541324798038,1,0,0
"DCBLD2",2.62181299961118,2.61152272156198e-10,3.50932365318268e-08,1,0,0
"DCC",0.0488290256194821,0.756768568536966,0.92304635774233,1,0,0
"DCD",-0.0488644043925772,0.814523763912097,0.94292081893244,1,0,0
"DCDC1",0.323241664594873,0.0909482347594836,0.352059165626975,1,0,0
"DCDC2",-0.21772690375888,0.127280937567153,0.425967294771741,1,0,0
"DCDC2B",0.0731792332826116,0.666163030937855,0.884998717257489,1,0,0
"DCDC2C",0.0655939082130468,0.648215058838603,0.876885248132948,1,0,0
"DCDC2C",-0.0617939365008455,0.678775743321274,0.89040598653654,1,0,0
"DCHS1",0.0792418894052798,0.609028228690553,0.858412726038911,1,0,0
"DCHS2",-0.103373226247961,0.465354730040807,0.781450235228098,1,0,0
"DCK",0.594944583659986,0.000521471481602456,0.00712713138645905,1,0,0
"DCLK1",-0.0845765177389657,0.619114094591415,0.863464790596917,1,0,0
"DCLK2",0.456214899682592,0.0533104923808618,0.252370534167815,1,0,0
"DCLK3",0.036452673179225,0.830413921658219,0.948044712431239,1,0,0
"DCLRE1A",0.0300840172530119,0.826271934704826,0.946707879303968,1,0,0
"DCLRE1B",0.518663236431649,0.00117004023507522,0.0138390974643235,1,0,0
"DCLRE1C",-1.04744809395714,2.83361831137215e-06,9.30944319858091e-05,1,0,0
"DCN",-0.124798084041161,0.326647385607933,0.677282682011699,1,0,0
"DCP1A",0.451122145923138,0.00728091314651232,0.0595260858287508,1,0,0
"DCP1B",-0.478581023828458,0.0126583593468001,0.0907721349601951,1,0,0
"DCP2",-0.419450172062002,0.00787542637912982,0.0632566060714767,1,0,0
"DCPS",0.248597426403686,0.0461086330734796,0.229566958817045,1,0,0
"DCST1",0.171776400387825,0.202468017659547,0.544856841138925,1,0,0
"DCST1-AS1",-0.233538214552848,0.145537212713922,0.457374640061094,1,0,0
"DCST2",-0.0110488727308331,0.920901907379156,0.977530956862451,1,0,0
"DCSTAMP",-0.138311377962323,0.461805626711905,0.77919350961596,1,0,0
"DCT",0.372877143100926,0.0554223093865125,0.259080751363087,1,0,0
"DCT",-0.0675939472431741,0.689199212432389,0.895717423996595,1,0,0
"DCTD",0.156652945456974,0.102967385566741,0.377387539266657,1,0,0
"DCTN1",0.32835216933988,0.00583507561447685,0.0502827465801037,1,0,0
"DCTN1-AS1",0.0908931403295794,0.523527167645017,0.8158447988032,1,0,0
"DCTN2",-0.154027169466429,0.293870056591074,0.647180952485458,1,0,0
"DCTN3",0.293630597971393,0.0159176819711204,0.107773500978099,1,0,0
"DCTN4",0.171015879643628,0.17429804319928,0.504285673780112,1,0,0
"DCTN5",-0.0334348587930258,0.816372936597045,0.943645260885051,1,0,0
"DCTN6",-0.701477591857818,1.3127943390476e-05,0.000330460535571434,1,0,0
"DCTPP1",0.795490999226493,2.91938676598074e-05,0.000643886302886012,1,0,0
"DCUN1D1",0.0891335072505761,0.534507284877855,0.82169224807036,1,0,0
"DCUN1D2",0.388364470805278,0.0801791725649715,0.326545134479003,1,0,0
"DCUN1D3",-0.0924911329005242,0.691861393553493,0.896850547317771,1,0,0
"DCUN1D4",1.0721082693669,1.68236026775273e-08,1.27585729103392e-06,1,0,0
"DCUN1D5",0.936378146955036,1.51672792543711e-09,1.64125874294325e-07,1,0,0
"DCX",0.0654123861112446,0.690115558448141,0.89595210289145,1,0,0
"DCXR",0.155708463491894,0.27220141077207,0.624636124175735,1,0,0
"DDA1",-0.108853291358873,0.369306826112123,0.712695403914792,1,0,0
"DDAH1",1.30660512881651,6.89890643738836e-08,4.03379134627537e-06,1,0,0
"DDAH2",-0.467955918876111,0.00245807438043369,0.0252431668369494,1,0,0
"DDAH2",-0.467955918876111,0.00245807438043369,0.0252431668369494,1,0,0
"DDAH2",-0.467955918876111,0.00245807438043369,0.0252431668369494,1,0,0
"DDAH2",-0.443267165037264,0.00410577671750398,0.0381900795115403,1,0,0
"DDAH2",-0.467955918876111,0.00245807438043369,0.0252431668369494,1,0,0
"DDB1",0.58257710430253,2.97512401205224e-06,9.69120438360904e-05,1,0,0
"DDB2",-0.387220945157792,0.00928003419856078,0.0716206393104064,1,0,0
"DDC",-0.0624447485140296,0.638673977408302,0.872386381848544,1,0,0
"DDC-AS1",-0.0833539908781828,0.5135570987294,0.810174212568755,1,0,0
"DDHD1",-0.088625737807182,0.487209072199742,0.794244111405703,1,0,0
"DDHD2",-0.831000382484302,0.000738699079053363,0.0095094426222339,1,0,0
"DDI1",0.43586273469657,0.0144578310030798,0.100407020058489,1,0,0
"DDIAS",0.371373089677831,0.0126262122455518,0.0905900738618696,1,0,0
"DDIT3",0.370769936161916,0.204500914788839,0.547675355156036,1,0,0
"DDIT4",-1.76065062919332,4.78467294443475e-05,0.000969904760914018,1,0,0
"DDIT4L",0.179981450004935,0.170390989572162,0.498151203004785,1,0,0
"DDN",0.515815865282217,0.0461035173850599,0.229562805686734,1,0,0
"DDN-AS1",-0.504364718886829,0.00226268788478893,0.0237042861115139,1,0,0
"DDO",0.212993689591947,0.117073510144147,0.407123245494765,1,0,0
"DDR1",0.0784849055187977,0.681101241979367,0.891439302712587,1,0,0
"DDR1",-0.0767988660314467,0.61678945953012,0.862871169744467,1,0,0
"DDR1",0.121242639901225,0.35039627624419,0.698045520672688,1,0,0
"DDR1",0.0545677880260262,0.622420893972767,0.865045934417468,1,0,0
"DDR1",0.11047816206648,0.383228609298857,0.723811763589434,1,0,0
"DDR1",0.103463977126093,0.434530859219167,0.762202410401873,1,0,0
"DDR1",0.11047816206648,0.383228609298857,0.723811763589434,1,0,0
"DDR1-DT",0.18060181488268,0.190649606457858,0.527644657484693,1,0,0
"DDR1-DT",0.153957241178762,0.255641925448687,0.606494700822503,1,0,0
"DDR1-DT",0.18060181488268,0.190649606457858,0.527644657484693,1,0,0
"DDR1-DT",0.18060181488268,0.190649606457858,0.527644657484693,1,0,0
"DDR2",0.270693771741653,0.083980662754896,0.335953980073809,1,0,0
