"SYMBOL","logFC","P.Value","adj.P.Val","p.value_activities","HL60","MOLM14"
"LINC02028",0.001400753358892,0.989756576639664,0.997056475304662,1,0,0
"LINC02028",0.0270437101601968,0.792350124070257,0.917073644949271,1,0,0
"LINC02028",0.2642961408114,0.0136084302828739,0.0715196242380758,1,0,0
"LINC02029",-0.0737747733438221,0.541705708935286,0.780372676968501,1,0,0
"LINC02030",-0.0771996495081551,0.588151963056846,0.808360303586653,1,0,0
"LINC02031",0.0444924075711355,0.777725277605458,0.910564389330098,1,0,0
"LINC02031",0.0546701461965675,0.640644894450868,0.838818127579475,1,0,0
"LINC02032",-0.174777712842761,0.0640813925088,0.22596177054039,1,0,0
"LINC02035",0.335588933995115,0.0170833111083064,0.0853481076867375,1,0,0
"LINC02036",-0.143293645231378,0.20139016281719,0.469230677897153,1,0,0
"LINC02037",0.000255239065929835,0.998207213103187,0.999232219576446,1,0,0
"LINC02038",-0.0853999314364717,0.407132206675368,0.683208898792313,1,0,0
"LINC02039",-0.0696612349992694,0.558862722222899,0.79064203745284,1,0,0
"LINC02041",0.11735356478884,0.491939380138388,0.747543185151342,1,0,0
"LINC02042",-0.133085248545977,0.188277537129725,0.451530916862032,1,0,0
"LINC02043",0.187740050387338,0.113981050942328,0.333005776393569,1,0,0
"LINC02044",-0.0820378796844592,0.503297157645874,0.754875567270057,1,0,0
"LINC02045",0.075474849240563,0.565814915458358,0.794253281027615,1,0,0
"LINC02046",0.10833793966044,0.406873564679086,0.682967250560346,1,0,0
"LINC02046",-0.136807115616245,0.26946640077365,0.551533822350007,1,0,0
"LINC02047",0.110656673294925,0.501980297362737,0.754086319091905,1,0,0
"LINC02048",-0.159001195101376,0.195270538274615,0.460434515619421,1,0,0
"LINC02049",0.0623799836721184,0.69432942725626,0.869342664016974,1,0,0
"LINC02050",0.0397891886926995,0.797223347763639,0.919775444603168,1,0,0
"LINC02052",0.00680307968538152,0.941140293187672,0.979665953172389,1,0,0
"LINC02053",-0.154513861975463,0.324213115934826,0.608049357468723,1,0,0
"LINC02054",-0.175050566506508,0.11697012012106,0.338528928561529,1,0,0
"LINC02056",0.107368172777248,0.305391077995013,0.589347649783303,1,0,0
"LINC02057",0.147542992209319,0.265471122156259,0.547308457856331,1,0,0
"LINC02059",-0.0697332057224314,0.596660426412592,0.813865705308086,1,0,0
"LINC02060",-0.145333663411148,0.269371268024796,0.551465417246487,1,0,0
"LINC02061",0.110638681649608,0.44095557326319,0.710247385593982,1,0,0
"LINC02063",-0.0377924020819007,0.686729063842787,0.865118719345562,1,0,0
"LINC02064",0.163313050699336,0.188883179122426,0.452396561020598,1,0,0
"LINC02065",0.230575700938084,0.0579046386872246,0.210089067593094,1,0,0
"LINC02066",0.237844229755034,0.066685093580065,0.232534772533971,1,0,0
"LINC02067",0.0296214190045863,0.756862634571412,0.90057264325726,1,0,0
"LINC02068",0.266920468854668,0.0300195765347759,0.13075220431073,1,0,0
"LINC02069",0.106552141503034,0.419107827620857,0.692596837526507,1,0,0
"LINC02070",-0.0429941817856045,0.684438192163517,0.863929983499893,1,0,0
"LINC02071",0.0464941647621266,0.743091756621451,0.894206805817376,1,0,0
"LINC02072",0.0964081720231711,0.296756581974911,0.580889335552519,1,0,0
"LINC02073",-0.14200087136345,0.357747572234132,0.638973702670891,1,0,0
"LINC02074",-0.0709624631674464,0.574356193780063,0.799965573484347,1,0,0
"LINC02075",0.075561922677637,0.534820427633153,0.776187388166056,1,0,0
"LINC02077",0.163770802803791,0.125851396503427,0.3547199712842,1,0,0
"LINC02078",0.0244823795570106,0.8373410801104,0.937939352633371,1,0,0
"LINC02082",0.052367887571251,0.599370983923187,0.815753018911026,1,0,0
"LINC02085",-0.0720340465599265,0.487228445339002,0.744237635456347,1,0,0
"LINC02086",-0.256704783455507,0.237925932392781,0.513954605317564,1,0,0
