"","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","percent_hyper","DM"
"HIST1H2AI",2,2,26,30,6.66666666666667,4
"HIST1H2APS2",2,0,0,2,100,2
"HIST1H2BL",2,2,26,30,6.66666666666667,4
"HIST1H3A",2,1,19,22,9.09090909090909,3
"HIST1H4A",2,1,19,22,9.09090909090909,3
"HIST1H4PS1",2,2,26,30,6.66666666666667,4
"HIST2H2AB",2,0,9,11,18.1818181818182,2
"HIST2H2AC",2,0,9,11,18.1818181818182,2
"HIST3H2A",2,0,8,10,20,2
"HIST3H2BB",2,0,8,10,20,2
"HIVEP3",2,0,0,2,100,2
"HK2",2,0,9,11,18.1818181818182,2
"HLA-DQB1",2,0,5,7,28.5714285714286,2
"HLA-DQB1-AS1",2,0,5,7,28.5714285714286,2
"HMG20A",2,0,3,5,40,2
"HMGA1",2,0,2,4,50,2
"HMGB3P22",2,0,0,2,100,2
"HMGN2",2,0,2,4,50,2
"HMGN3",2,0,4,6,33.3333333333333,2
"HMGN3-AS1",2,0,4,6,33.3333333333333,2
"HMGN4",2,1,16,19,10.5263157894737,3
"HMGXB3",2,0,9,11,18.1818181818182,2
"HN1L",2,0,6,8,25,2
"HNRNPA3P7",2,0,7,9,22.2222222222222,2
"HNRNPCP4",2,0,7,9,22.2222222222222,2
"HNRNPFP1",2,0,0,2,100,2
"HNRNPH3",2,0,13,15,13.3333333333333,2
"HNRNPR",2,0,3,5,40,2
"HNRNPUL1",2,0,1,3,66.6666666666667,2
"HNRNPUL2",2,0,1,3,66.6666666666667,2
"HNRNPUL2-BSCL2",2,0,1,3,66.6666666666667,2
"HOOK2",2,0,1,3,66.6666666666667,2
"HOOK3",2,0,3,5,40,2
"HOPX",2,0,1,3,66.6666666666667,2
"HORMAD1",2,0,4,6,33.3333333333333,2
"HOXA10",2,2,12,16,12.5,4
"HOXA11",2,2,20,24,8.33333333333333,4
"HOXA11-AS",2,2,20,24,8.33333333333333,4
"HOXB-AS1",2,0,1,3,66.6666666666667,2
"HOXB-AS2",2,0,0,2,100,2
"HOXB2",2,0,1,3,66.6666666666667,2
"HOXC4",2,4,15,21,9.52380952380952,6
"HOXC5",2,4,12,18,11.1111111111111,6
"HOXD-AS2",2,0,23,25,8,2
"HOXD3",2,0,25,27,7.40740740740741,2
"HPN",2,0,3,5,40,2
"HPN-AS1",2,0,0,2,100,2
"HPS3",2,0,11,13,15.3846153846154,2
"HPS6",2,0,3,5,40,2
"HPSE",2,0,3,5,40,2
"HS3ST1",2,0,8,10,20,2
"HSBP1L1",2,0,3,5,40,2
"HSD11B2",2,0,1,3,66.6666666666667,2
"HSF4",2,0,6,8,25,2
"HSP90AA1",2,0,3,5,40,2
"HSP90B1",2,0,8,10,20,2
"HSPB11",2,0,2,4,50,2
"HSPB2",2,0,7,9,22.2222222222222,2
"HSPB2-C11orf52",2,0,7,9,22.2222222222222,2
"HSPB3",2,0,4,6,33.3333333333333,2
"HSPE1",2,0,13,15,13.3333333333333,2
"HSPE1-MOB4",2,0,13,15,13.3333333333333,2
"HTR2B",2,0,3,5,40,2
"HTRA3",2,0,8,10,20,2
"IARS2",2,0,2,4,50,2
"IBTK",2,0,16,18,11.1111111111111,2
"ICAM5",2,0,1,3,66.6666666666667,2
"ICT1",2,0,4,6,33.3333333333333,2
"ID1",2,0,4,6,33.3333333333333,2
"IFI27L2",2,0,4,6,33.3333333333333,2
"IFIT1",2,0,3,5,40,2
"IFIT1B",2,0,3,5,40,2
"IFIT5",2,0,5,7,28.5714285714286,2
"IFNAR2",2,0,12,14,14.2857142857143,2
"IFT43",2,0,2,4,50,2
"IFT46",2,0,5,7,28.5714285714286,2
"IFT57",2,0,15,17,11.7647058823529,2
"IGF2",2,0,3,5,40,2
"IGF2-AS",2,0,3,5,40,2
"IGFBP3",2,0,13,15,13.3333333333333,2
"IGSF10",2,0,6,8,25,2
"IGSF9",2,0,6,8,25,2
"IHH",2,0,7,9,22.2222222222222,2
"IL10RA",2,0,3,5,40,2
"IL17D",2,0,7,9,22.2222222222222,2
"IL23A",2,0,8,10,20,2
"IL3",2,0,2,4,50,2
"IL32",2,0,1,3,66.6666666666667,2
"IL6",2,0,10,12,16.6666666666667,2
"IL6ST",2,0,10,12,16.6666666666667,2
"ILDR2",2,0,2,4,50,2
"INA",2,0,4,6,33.3333333333333,2
"INCA1",2,0,4,6,33.3333333333333,2
"ING2",2,0,5,7,28.5714285714286,2
"INHBA",2,0,4,6,33.3333333333333,2
"INHBA-AS1",2,0,3,5,40,2
"INO80B",2,0,3,5,40,2
"INPP4A",2,0,13,15,13.3333333333333,2
"INPP4B",2,0,10,12,16.6666666666667,2
"INSIG2",2,1,2,5,40,3
"INSRR",2,0,12,14,14.2857142857143,2
"INTS1",2,1,3,6,33.3333333333333,3
"INTS12",2,0,15,17,11.7647058823529,2
"INTS5",2,0,2,4,50,2
"IQCB1",2,0,11,13,15.3846153846154,2
"IQCD",2,0,10,12,16.6666666666667,2
"IQCH",2,0,8,10,20,2
"IQGAP2",2,0,4,6,33.3333333333333,2
"IQUB",2,1,8,11,18.1818181818182,3
"IRF6",2,0,6,8,25,2
"IRG1",2,0,4,6,33.3333333333333,2
"IRGQ",2,0,14,16,12.5,2
"ISPD",2,0,1,3,66.6666666666667,2
"ITGA7",2,0,2,4,50,2
"ITGA9",2,0,6,8,25,2
"ITGAE",2,0,4,6,33.3333333333333,2
"ITGB3",2,0,4,6,33.3333333333333,2
"ITIH1",2,0,4,6,33.3333333333333,2
"ITLN1",2,0,8,10,20,2
"ITLN2",2,0,7,9,22.2222222222222,2
"IVNS1ABP",2,0,9,11,18.1818181818182,2
"IWS1",2,1,8,11,18.1818181818182,3
"IZUMO1",2,0,2,4,50,2
"JAZF1",2,1,15,18,11.1111111111111,3
"JAZF1-AS1",2,1,15,18,11.1111111111111,3
"JUNB",2,0,1,3,66.6666666666667,2
"KATNAL2",2,0,1,3,66.6666666666667,2
"KB-1208A12.3",2,0,5,7,28.5714285714286,2
"KB-1448A5.1",2,1,12,15,13.3333333333333,3
"KB-1471A8.1",2,0,7,9,22.2222222222222,2
"KB-1507C5.3",2,0,0,2,100,2
"KB-1608C10.2",2,0,6,8,25,2
"KB-1615E4.2",2,0,5,7,28.5714285714286,2
"KB-1615E4.3",2,0,6,8,25,2
"KB-1639H6.2",2,0,2,4,50,2
"KB-1639H6.4",2,0,8,10,20,2
"KB-1836B5.4",2,0,13,15,13.3333333333333,2
"KCNA3",2,0,3,5,40,2
"KCNB1",2,0,1,3,66.6666666666667,2
"KCNE2",2,0,2,4,50,2
"KCNE3",2,0,1,3,66.6666666666667,2
"KCNF1",2,0,7,9,22.2222222222222,2
"KCNH3",2,0,4,6,33.3333333333333,2
"KCNK4",2,0,1,3,66.6666666666667,2
"KCNK5",2,0,4,6,33.3333333333333,2
"KCNK9",2,0,7,9,22.2222222222222,2
"KCNMA1",2,0,28,30,6.66666666666667,2
"KCNN4",2,0,5,7,28.5714285714286,2
"KCTD19",2,0,1,3,66.6666666666667,2
"KCTD20",2,0,5,7,28.5714285714286,2
"KCTD3",2,0,13,15,13.3333333333333,2
"KCTD6",2,0,3,5,40,2
"KDM3A",2,0,12,14,14.2857142857143,2
"KEL",2,0,9,11,18.1818181818182,2
"KIAA0195",2,0,3,5,40,2
"KIAA0408",2,0,8,10,20,2
"KIAA0556",2,0,7,9,22.2222222222222,2
"KIAA1009",2,0,9,11,18.1818181818182,2
"KIAA1024",2,0,1,3,66.6666666666667,2
"KIAA1429",2,1,12,15,13.3333333333333,3
"KIAA1432",2,0,3,5,40,2
"KIAA1598",2,0,13,15,13.3333333333333,2
"KIF1C",2,0,4,6,33.3333333333333,2
"KIF21B",2,0,11,13,15.3846153846154,2
"KIF2C",2,0,2,4,50,2
"KIF9-AS1",2,1,1,4,50,3
"KIR2DL3",2,0,5,7,28.5714285714286,2
"KIR3DX1",2,0,5,7,28.5714285714286,2
"KIRREL3",2,0,7,9,22.2222222222222,2
"KIRREL3-AS3",2,0,7,9,22.2222222222222,2
"KLF11",2,0,7,9,22.2222222222222,2
"KLF15",2,0,1,3,66.6666666666667,2
"KLHDC8A",2,0,5,7,28.5714285714286,2
"KLHL20",2,0,4,6,33.3333333333333,2
"KLHL3",2,0,3,5,40,2
"KLHL35",2,0,2,4,50,2
"KMT2B",2,0,8,10,20,2
"KPNA4",2,0,6,8,25,2
"KRT14",2,0,15,17,11.7647058823529,2
"KRT15",2,0,15,17,11.7647058823529,2
"KRT19",2,0,15,17,11.7647058823529,2
"KRT222",2,0,1,3,66.6666666666667,2
"KRT26",2,0,8,10,20,2
"KRT31",2,0,15,17,11.7647058823529,2
"KRT32",2,0,11,13,15.3846153846154,2
"KRT33A",2,0,12,14,14.2857142857143,2
"KRT33B",2,0,17,19,10.5263157894737,2
"KRT37",2,0,16,18,11.1111111111111,2
"KRT38",2,0,12,14,14.2857142857143,2
"KRT4",2,0,10,12,16.6666666666667,2
"KRT78",2,0,12,14,14.2857142857143,2
"KRT8P12",2,0,6,8,25,2
"KRT9",2,0,13,15,13.3333333333333,2
"KRTAP17",2,0,12,14,14.2857142857143,2
"KRTAP2",2,0,14,16,12.5,2
"KRTAP29",2,0,11,13,15.3846153846154,2
"KTN1",2,0,8,10,20,2
"KTN1-AS1",2,0,8,10,20,2
"KXD1",2,0,1,3,66.6666666666667,2
"KYNU",2,0,3,5,40,2
"L34079.2",2,0,14,16,12.5,2
"LA16c-390E6.4",2,0,4,6,33.3333333333333,2
"LA16c-390E6.5",2,0,4,6,33.3333333333333,2
"LAMC3",2,0,1,3,66.6666666666667,2
"LAMP1",2,0,2,4,50,2
"LAMTOR3",2,0,1,3,66.6666666666667,2
"LAMTOR4",2,0,10,12,16.6666666666667,2
"LARP7",2,0,13,15,13.3333333333333,2
"LARS2",2,0,1,3,66.6666666666667,2
"LATS1",2,0,4,6,33.3333333333333,2
"LAYN",2,0,2,4,50,2
"LBX2",2,0,1,3,66.6666666666667,2
"LBX2-AS1",2,0,1,3,66.6666666666667,2
"LDLRAP1",2,0,9,11,18.1818181818182,2
"LEAP2",2,0,4,6,33.3333333333333,2
"LEMD1-AS1",2,0,2,4,50,2
"LEPROTL1",2,0,9,11,18.1818181818182,2
"LGALS3BP",2,0,1,3,66.6666666666667,2
"LGALS8",2,0,8,10,20,2
"LGALS8-AS1",2,0,7,9,22.2222222222222,2
"LGI2",2,0,8,10,20,2
"LGI3",2,0,1,3,66.6666666666667,2
"LHX4",2,0,1,3,66.6666666666667,2
"LHX9",2,0,8,10,20,2
"LIG4",2,0,9,11,18.1818181818182,2
"LIMD1",2,0,0,2,100,2
"LIMD1-AS1",2,0,1,3,66.6666666666667,2
"LINC00476",2,0,10,12,16.6666666666667,2
"LINC00521",2,0,2,4,50,2
"LINC00529",2,0,14,16,12.5,2
"LINC00535",2,0,6,8,25,2
"LINC00544",2,0,2,4,50,2
"LINC00582",2,0,6,8,25,2
"LINC00609",2,3,5,10,20,5
"LINC00620",2,0,2,4,50,2
"LINC00936",2,0,9,11,18.1818181818182,2
"LINS",2,0,9,11,18.1818181818182,2
"LIPA",2,0,5,7,28.5714285714286,2
"LIPE",2,0,3,5,40,2
"LIPE-AS1",2,0,3,5,40,2
"LL22NC01-81G9.3",2,0,6,8,25,2
"LL22NC03-86G7.1",2,0,4,6,33.3333333333333,2
"LLNLR-246C6.1",2,0,0,2,100,2
"LMBRD1",2,0,1,3,66.6666666666667,2
"LMF2",2,0,7,9,22.2222222222222,2
"LONP2",2,0,2,4,50,2
"LPAR6",2,0,0,2,100,2
"LPCAT2",2,0,2,4,50,2
"LPIN3",2,0,5,7,28.5714285714286,2
"LPP-AS1",2,0,7,9,22.2222222222222,2
"LRFN3",2,0,6,8,25,2
"LRP3",2,0,0,2,100,2
"LRPAP1",2,0,1,3,66.6666666666667,2
"LRR1",2,0,5,7,28.5714285714286,2
"LRRC20",2,0,4,6,33.3333333333333,2
"LRRC29",2,0,1,3,66.6666666666667,2
"LRRC36",2,0,1,3,66.6666666666667,2
"LRRC40",2,1,18,21,9.52380952380952,3
"LRRC42",2,0,2,4,50,2
"LRRC59",2,0,1,3,66.6666666666667,2
"LRRC71",2,0,12,14,14.2857142857143,2
"LRRC8A",2,0,0,2,100,2
"LRRC8B",2,0,3,5,40,2
"LRRFIP2",2,0,5,7,28.5714285714286,2
"LSM6",2,0,15,17,11.7647058823529,2
"LTBP2",2,0,4,6,33.3333333333333,2
"LTN1",2,0,11,13,15.3846153846154,2
"LYNX1",2,0,1,3,66.6666666666667,2
"LYRM1",2,0,5,7,28.5714285714286,2
"LYRM2",2,0,12,14,14.2857142857143,2
"LZTFL1",2,0,2,4,50,2
"MAATS1",2,0,7,9,22.2222222222222,2
"MAEA",2,0,5,7,28.5714285714286,2
"MAFF",2,0,0,2,100,2
"MAG",2,0,0,2,100,2
"MAL",2,0,7,9,22.2222222222222,2
"MAN1B1",2,0,1,3,66.6666666666667,2
"MAN2A1",2,0,9,11,18.1818181818182,2
"MAN2C1",2,1,7,10,20,3
"MANBAL",2,0,2,4,50,2
"MAP1LC3A",2,0,0,2,100,2
"MAP3K2",2,0,6,8,25,2
"MAP3K7",2,0,27,29,6.89655172413793,2
"MAP4K2",2,0,3,5,40,2
"MAP4K5",2,0,5,7,28.5714285714286,2
"MAPKAPK2",2,0,8,10,20,2
"MARCH4",2,0,2,4,50,2
"MARCKS",2,0,18,20,10,2
"MARK4",2,0,2,4,50,2
"MASP1",2,0,10,12,16.6666666666667,2
"MBD5",2,0,11,13,15.3846153846154,2
"MBIP",2,1,19,22,9.09090909090909,3
"MBLAC2",2,1,23,26,7.69230769230769,3
"MCF2L2",2,0,10,12,16.6666666666667,2
"MCFD2",2,0,1,3,66.6666666666667,2
"MCM2",2,0,2,4,50,2
"MCM8",2,0,7,9,22.2222222222222,2
"MCMBP",2,0,9,11,18.1818181818182,2
"MCRS1",2,0,4,6,33.3333333333333,2
"MCU",2,0,3,5,40,2
"MCUR1",2,0,0,2,100,2
"MDH1",2,0,2,4,50,2
"MDM1",2,0,6,8,25,2
"ME1",2,0,4,6,33.3333333333333,2
"ME3",2,0,3,5,40,2
"MED12L",2,0,6,8,25,2
"MED20",2,0,7,9,22.2222222222222,2
"MED21",2,0,4,6,33.3333333333333,2
"MED22",2,0,2,4,50,2
"MED28",2,0,6,8,25,2
"MED29",2,0,9,11,18.1818181818182,2
"MEF2A",2,0,4,6,33.3333333333333,2
"MEGF8",2,0,10,12,16.6666666666667,2
"MEMO1",2,0,4,6,33.3333333333333,2
"MEN1",2,0,3,5,40,2
"METTL17",2,0,10,12,16.6666666666667,2
"METTL18",2,0,8,10,20,2
"METTL21C",2,0,4,6,33.3333333333333,2
"MEX3C",2,1,9,12,16.6666666666667,3
"MFF",2,0,11,13,15.3846153846154,2
"MFN1",2,0,6,8,25,2
"MFSD11",2,0,0,2,100,2
"MGST3",2,0,14,16,12.5,2
"MIA3",2,0,1,3,66.6666666666667,2
"MICALCL",2,0,7,9,22.2222222222222,2
"MICU1",2,0,3,5,40,2
"MIP",2,0,0,2,100,2
"MIR1",2,0,4,6,33.3333333333333,2
"MIR106B",2,0,9,11,18.1818181818182,2
"MIR1197",2,0,1,3,66.6666666666667,2
"MIR1203",2,1,10,13,15.3846153846154,3
"MIR1207",2,0,5,7,28.5714285714286,2
"MIR1238",2,0,0,2,100,2
"MIR1250",2,0,1,3,66.6666666666667,2
"MIR1275",2,0,5,7,28.5714285714286,2
"MIR1278",2,0,2,4,50,2
"MIR1303",2,0,9,11,18.1818181818182,2
"MIR1307",2,0,2,4,50,2
"MIR133B",2,0,2,4,50,2
"MIR133BHG",2,0,2,4,50,2
"MIR137HG",2,0,3,5,40,2
"MIR142",2,0,0,2,100,2
"MIR145",2,0,4,6,33.3333333333333,2
"MIR149",2,0,1,3,66.6666666666667,2
"MIR152",2,1,9,12,16.6666666666667,3
"MIR155HG",2,0,8,10,20,2
"MIR181C",2,1,5,8,25,3
"MIR181D",2,1,5,8,25,3
"MIR192",2,0,2,4,50,2
"MIR199A1",2,0,1,3,66.6666666666667,2
"MIR203",2,0,4,6,33.3333333333333,2
"MIR2276",2,0,8,10,20,2
"MIR2277",2,0,10,12,16.6666666666667,2
"MIR2355",2,0,12,14,14.2857142857143,2
"MIR25",2,0,9,11,18.1818181818182,2
"MIR3132",2,1,12,15,13.3333333333333,3
"MIR3146",2,1,7,10,20,3
"MIR3184",2,0,4,6,33.3333333333333,2
"MIR3193",2,0,4,6,33.3333333333333,2
"MIR320A",2,0,3,5,40,2
"MIR323A",2,0,1,3,66.6666666666667,2
"MIR326",2,0,3,5,40,2
"MIR330",2,0,4,6,33.3333333333333,2
"MIR3609",2,0,10,12,16.6666666666667,2
"MIR3652",2,0,8,10,20,2
"MIR378I",2,0,0,2,100,2
"MIR380",2,0,1,3,66.6666666666667,2
"MIR3928",2,0,0,2,100,2
"MIR422A",2,0,0,2,100,2
"MIR423",2,0,4,6,33.3333333333333,2
"MIR4271",2,0,1,3,66.6666666666667,2
"MIR4432",2,0,1,3,66.6666666666667,2
"MIR4448",2,0,8,10,20,2
"MIR4469",2,0,3,5,40,2
"MIR449A",2,0,4,6,33.3333333333333,2
"MIR449B",2,0,4,6,33.3333333333333,2
"MIR449C",2,0,4,6,33.3333333333333,2
"MIR4512",2,0,3,5,40,2
"MIR4658",2,0,10,12,16.6666666666667,2
"MIR4667",2,0,2,4,50,2
"MIR4687",2,0,14,16,12.5,2
"MIR4736",2,0,0,2,100,2
"MIR4999",2,0,3,5,40,2
"MIR548AA2",2,0,0,2,100,2
"MIR548Q",2,0,8,10,20,2
"MIR548T",2,0,5,7,28.5714285714286,2
"MIR555",2,0,6,8,25,2
"MIR558",2,0,8,10,20,2
"MIR559",2,0,0,2,100,2
"MIR5684",2,0,1,3,66.6666666666667,2
"MIR569",2,0,0,2,100,2
"MIR574",2,0,2,4,50,2
"MIR575",2,0,4,6,33.3333333333333,2
"MIR583",2,0,4,6,33.3333333333333,2
"MIR600HG",2,0,5,7,28.5714285714286,2
"MIR615",2,4,12,18,11.1111111111111,6
"MIR636",2,0,0,2,100,2
"MIR638",2,0,0,2,100,2
"MIR9",2,0,13,15,13.3333333333333,2
"MIR93",2,0,9,11,18.1818181818182,2
"MIR940",2,0,2,4,50,2
"MIR941",2,0,0,2,100,2
"MIS12",2,0,0,2,100,2
"MIS18A",2,0,2,4,50,2
"MIS18A-AS1",2,0,2,4,50,2
"MLN",2,0,10,12,16.6666666666667,2
"MMP25",2,0,2,4,50,2
"MMRN2",2,0,9,11,18.1818181818182,2
"MNT",2,0,3,5,40,2
"MOB1B",2,0,10,12,16.6666666666667,2
"MOCS2",2,0,4,6,33.3333333333333,2
"MORC2",2,0,4,6,33.3333333333333,2
"MOSPD3",2,0,1,3,66.6666666666667,2
"MPHOSPH8",2,0,10,12,16.6666666666667,2
"MPP6",2,0,6,8,25,2
"MPZ",2,0,2,4,50,2
"MRGPRF",2,0,2,4,50,2
"MRI1",2,0,0,2,100,2
"MRPL15",2,0,10,12,16.6666666666667,2
"MRPL17",2,0,14,16,12.5,2
"MRPL27",2,0,0,2,100,2
"MRPL2P1",2,0,3,5,40,2
"MRPL38",2,0,8,10,20,2
"MRPL55",2,0,4,6,33.3333333333333,2
"MRPS15",2,0,3,5,40,2
"MRPS18B",2,0,1,3,66.6666666666667,2
"MRPS21",2,0,4,6,33.3333333333333,2
"MRPS5",2,0,12,14,14.2857142857143,2
"MRPS9",2,0,6,8,25,2
"MRRF",2,0,5,7,28.5714285714286,2
"MS4A1",2,0,2,4,50,2
"MS4A12",2,0,6,8,25,2
"MSANTD2",2,0,4,6,33.3333333333333,2
"MSMP",2,0,4,6,33.3333333333333,2
"MSTN",2,0,3,5,40,2
"MTIF2",2,0,1,3,66.6666666666667,2
"MTRNR2L8",2,0,3,5,40,2
"MTSS1L",2,0,4,6,33.3333333333333,2
"MTURN",2,0,0,2,100,2
"MTUS2",2,0,1,3,66.6666666666667,2
"MUS81",2,0,3,5,40,2
"MUT",2,0,21,23,8.69565217391304,2
"MVB12B",2,0,3,5,40,2
"MX1",2,0,7,9,22.2222222222222,2
"MYEOV2",2,0,8,10,20,2
"MYL2",2,0,5,7,28.5714285714286,2
"MYL3",2,1,1,4,50,3
"MYLK-AS1",2,0,3,5,40,2
"MYLK2",2,0,5,7,28.5714285714286,2
"MYLK4",2,0,10,12,16.6666666666667,2
"MYO10",2,0,9,11,18.1818181818182,2
"MYO18A",2,0,6,8,25,2
"MYO1H",2,0,2,4,50,2
"MYO9B",2,0,1,3,66.6666666666667,2
"MYOD1",2,0,3,5,40,2
"MYPN",2,0,12,14,14.2857142857143,2
"MYSM1",2,0,8,10,20,2
"MYT1",2,0,3,5,40,2
"MZF1",2,0,1,3,66.6666666666667,2
"MZT1",2,0,3,5,40,2
"N4BP2",2,0,2,4,50,2
"N6AMT1",2,0,8,10,20,2
"NAA16",2,0,1,3,66.6666666666667,2
"NAA25",2,0,4,6,33.3333333333333,2
"NAA40",2,0,3,5,40,2
"NAB2",2,0,10,12,16.6666666666667,2
"NACA",2,0,7,9,22.2222222222222,2
"NACAD",2,0,1,3,66.6666666666667,2
"NANOS3",2,1,5,8,25,3
"NANP",2,0,6,8,25,2
"NAPA",2,0,2,4,50,2
"NAPG",2,0,6,8,25,2
"NARS2",2,0,1,3,66.6666666666667,2
"NAT16",2,0,0,2,100,2
"NAV1",2,0,2,4,50,2
"NBAS",2,0,2,4,50,2
"NCAPH2",2,0,7,9,22.2222222222222,2
"NCF2",2,0,5,7,28.5714285714286,2
"NCKAP1L",2,0,0,2,100,2
"NCKAP5L",2,0,2,4,50,2
"NCMAP",2,0,5,7,28.5714285714286,2
"NCOA7",2,0,4,6,33.3333333333333,2
"NCR3LG1",2,0,7,9,22.2222222222222,2
"NDEL1",2,0,9,11,18.1818181818182,2
"NDNL2",2,1,12,15,13.3333333333333,3
"NDRG2",2,0,2,4,50,2
"NDUFA9",2,0,2,4,50,2
"NDUFAF6",2,0,4,6,33.3333333333333,2
"NDUFB4",2,0,7,9,22.2222222222222,2
"NDUFB9",2,0,7,9,22.2222222222222,2
"NDUFV2",2,0,8,10,20,2
"NEDD1",2,0,4,6,33.3333333333333,2
"NEDD4L",2,0,2,4,50,2
"NEK1",2,1,13,16,12.5,3
"NEK11",2,0,7,9,22.2222222222222,2
"NELL2",2,0,3,5,40,2
"NEO1",2,0,3,5,40,2
"NETO2",2,0,5,7,28.5714285714286,2
"NEUROD2",2,0,2,4,50,2
"NF1",2,0,5,7,28.5714285714286,2
"NF2",2,0,3,5,40,2
"NFAM1",2,0,11,13,15.3846153846154,2
"NFE2L1",2,1,9,12,16.6666666666667,3
"NFKBIE",2,0,11,13,15.3846153846154,2
"NFX1",2,0,4,6,33.3333333333333,2
"NGEF",2,0,1,3,66.6666666666667,2
"NICN1-AS1",2,1,1,4,50,3
"NIFK-AS1",2,0,1,3,66.6666666666667,2
"NKAPL",2,0,10,12,16.6666666666667,2
"NLN",2,1,15,18,11.1111111111111,3
"NLRP1",2,0,1,3,66.6666666666667,2
"NLRP13",2,0,6,8,25,2
"NLRP6",2,0,3,5,40,2
"NLRX1",2,0,3,5,40,2
"NMI",2,0,2,4,50,2
"NOP16",2,0,5,7,28.5714285714286,2
"NOP58",2,0,9,11,18.1818181818182,2
"NOS2",2,0,7,9,22.2222222222222,2
"NOX5",2,0,2,4,50,2
"NOXA1",2,0,3,5,40,2
"NPAS1",2,0,0,2,100,2
"NPAS4",2,0,1,3,66.6666666666667,2
"NPHS1",2,0,6,8,25,2
"NPM1P52",2,0,2,4,50,2
"NR1D2",2,0,8,10,20,2
"NR4A1",2,0,1,3,66.6666666666667,2
"NR4A3",2,0,10,12,16.6666666666667,2
"NRCAM",2,0,8,10,20,2
"NREP-AS1",2,0,2,4,50,2
"NRG4",2,0,1,3,66.6666666666667,2
"NRM",2,0,3,5,40,2
"NRN1",2,1,14,17,11.7647058823529,3
"NRP1",2,0,7,9,22.2222222222222,2
"NRSN2",2,0,4,6,33.3333333333333,2
"NSG2",2,0,6,8,25,2
"NSMAF",2,0,3,5,40,2
"NSRP1",2,0,4,6,33.3333333333333,2
"NT5C1B-RDH14",2,0,5,7,28.5714285714286,2
"NT5C2",2,0,2,4,50,2
"NT5DC1",2,2,7,11,18.1818181818182,4
"NT5DC2",2,0,2,4,50,2
"NT5E",2,0,1,3,66.6666666666667,2
"NTRK1",2,0,12,14,14.2857142857143,2
"NTRK3",2,0,3,5,40,2
"NUBPL",2,0,7,9,22.2222222222222,2
"NUCB1",2,0,6,8,25,2
"NUDC",2,0,4,6,33.3333333333333,2
"NUDT19",2,0,0,2,100,2
"NUP188",2,0,1,3,66.6666666666667,2
"NUPL2",2,0,7,9,22.2222222222222,2
"NXNL1",2,0,6,8,25,2
"NXPH1",2,2,5,9,22.2222222222222,4
"NXPH4",2,0,4,6,33.3333333333333,2
"OBSL1",2,1,12,15,13.3333333333333,3
"ODF1",2,0,2,4,50,2
"OGFOD2",2,0,5,7,28.5714285714286,2
"OGFOD3",2,0,4,6,33.3333333333333,2
"OGFRL1",2,0,11,13,15.3846153846154,2
"OLR1",2,0,3,5,40,2
"OMA1",2,1,8,11,18.1818181818182,3
"OPTN",2,0,1,3,66.6666666666667,2
"OR10K1",2,0,1,3,66.6666666666667,2
"OR10K2",2,0,1,3,66.6666666666667,2
"OR10X1",2,0,1,3,66.6666666666667,2
"OR1K1",2,0,2,4,50,2
"OR2AJ1",2,0,2,4,50,2
"OR2S2",2,0,0,2,100,2
"OR2V2",2,0,9,11,18.1818181818182,2
"OR52A4",2,0,2,4,50,2
"OR5A2",2,0,10,12,16.6666666666667,2
"OR6B2",2,0,15,17,11.7647058823529,2
"OR6B3",2,0,13,15,13.3333333333333,2
"OR6P1",2,0,2,4,50,2
"OR6Y1",2,0,2,4,50,2
"OR7E14P",2,0,1,3,66.6666666666667,2
"OR7G3",2,0,3,5,40,2
"OR8B4",2,0,3,5,40,2
"OR9Q1",2,0,0,2,100,2
"ORAI2",2,0,1,3,66.6666666666667,2
"ORC3",2,0,7,9,22.2222222222222,2
"ORC4",2,0,11,13,15.3846153846154,2
"ORC5",2,1,7,10,20,3
"OTOL1",2,0,1,3,66.6666666666667,2
"OTUD1",2,0,4,6,33.3333333333333,2
"OTUD7B",2,0,6,8,25,2
"OTX1",2,1,6,9,22.2222222222222,3
"OVOL2",2,0,4,6,33.3333333333333,2
"OXA1L",2,0,7,9,22.2222222222222,2
"OXNAD1",2,0,4,6,33.3333333333333,2
"P2RY11",2,0,3,5,40,2
"P2RY12",2,0,3,5,40,2
"PABPN1",2,0,0,2,100,2
"PACRGL",2,1,13,16,12.5,3
"PACSIN2",2,0,5,7,28.5714285714286,2
"PAF1",2,0,9,11,18.1818181818182,2
"PAIP2",2,0,1,3,66.6666666666667,2
"PAK1IP1",2,0,16,18,11.1111111111111,2
"PALLD",2,0,5,7,28.5714285714286,2
"PAM",2,0,7,9,22.2222222222222,2
"PAN2",2,0,8,10,20,2
"PANK4",2,0,6,8,25,2
"PANX1",2,0,1,3,66.6666666666667,2
"PAPOLG",2,0,4,6,33.3333333333333,2
"PAQR8",2,0,7,9,22.2222222222222,2
"PARL",2,0,8,10,20,2
"PARP1",2,0,6,8,25,2
"PARP14",2,0,8,10,20,2
"PARP2",2,0,6,8,25,2
"PARVA",2,0,6,8,25,2
"PAX5",2,0,11,13,15.3846153846154,2
"PAXIP1",2,0,28,30,6.66666666666667,2
"PAXIP1-AS1",2,0,28,30,6.66666666666667,2
"PBLD",2,0,13,15,13.3333333333333,2
"PBXIP1",2,0,4,6,33.3333333333333,2
"PCCA",2,0,5,7,28.5714285714286,2
