"","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","percent_hyper","DM"
"RPL34",6,4,35,45,13.3333333333333,10
"RPL34-AS1",6,4,35,45,13.3333333333333,10
"RPL35AP",6,1,41,48,12.5,7
"RPL7P51",6,0,49,55,10.9090909090909,6
"RPS24",6,2,44,52,11.5384615384615,8
"RPS26",6,0,22,28,21.4285714285714,6
"RPS6",6,1,5,12,50,7
"RRAGA",6,0,8,14,42.8571428571429,6
"RRM1",6,2,40,48,12.5,8
"SASS6",6,3,24,33,18.1818181818182,9
"SDHB",6,0,33,39,15.3846153846154,6
"SERPING1",6,0,14,20,30,6
"SETD3",6,4,58,68,8.82352941176471,10
"SFPQ",6,2,31,39,15.3846153846154,8
"SIGLEC14",6,0,49,55,10.9090909090909,6
"SIGLEC5",6,0,49,55,10.9090909090909,6
"SLC16A11",6,1,21,28,21.4285714285714,7
"SLC23A3",6,0,35,41,14.6341463414634,6
"SLFN5",6,1,30,37,16.2162162162162,7
"SLMAP",6,4,22,32,18.75,10
"SMARCC2",6,0,46,52,11.5384615384615,6
"SMC4",6,2,15,23,26.0869565217391,8
"SMC6",6,4,57,67,8.95522388059701,10
"SMG9",6,0,25,31,19.3548387096774,6
"SNORA76",6,1,44,51,11.7647058823529,7
"SNORA77.1",6,0,33,39,15.3846153846154,6
"SNORD104",6,1,44,51,11.7647058823529,7
"snoU13.223",6,0,33,39,15.3846153846154,6
"snoU13.233",6,0,20,26,23.0769230769231,6
"snoU13.272",6,1,31,38,15.7894736842105,7
"snoU13.329",6,1,31,38,15.7894736842105,7
"snoU13.399",6,2,40,48,12.5,8
"snoU13.436",6,0,28,34,17.6470588235294,6
"snoU13.77",6,3,59,68,8.82352941176471,9
"SPAG6",6,1,21,28,21.4285714285714,7
"SPTLC2",6,0,64,70,8.57142857142857,6
"SRFBP1",6,2,48,56,10.7142857142857,8
"SSBP3-AS1",6,0,23,29,20.6896551724138,6
"STARD5",6,1,15,22,27.2727272727273,7
"SUFU",6,0,18,24,25,6
"TAL1",6,2,18,26,23.0769230769231,8
"TBL1XR1",6,2,37,45,13.3333333333333,8
"TBP",6,1,36,43,13.953488372093,7
"TGS1",6,4,54,64,9.375,10
"THBD",6,3,78,87,6.89655172413793,9
"THNSL2",6,0,41,47,12.7659574468085,6
"TIMM10B",6,1,56,63,9.52380952380952,7
"TINF2",6,1,46,53,11.3207547169811,7
"TM2D3",6,3,28,37,16.2162162162162,9
"TMC4",6,0,38,44,13.6363636363636,6
"TMED10",6,1,68,75,8,7
"TMEM158",6,0,19,25,24,6
"TMEM192",6,1,42,49,12.2448979591837,7
"TMEM245",6,6,82,94,6.38297872340426,12
"TMEM68",6,4,54,64,9.375,10
"TMPRSS6",6,2,50,58,10.3448275862069,8
"TNFAIP8",6,3,63,72,8.33333333333333,9
"TRAPPC3",6,0,25,31,19.3548387096774,6
"TSC22D1",6,1,38,45,13.3333333333333,7
"TUFT1",6,1,39,46,13.0434782608696,7
"U8.14",6,0,19,25,24,6
"UBALD2",6,0,22,28,21.4285714285714,6
"UBE2S",6,0,30,36,16.6666666666667,6
"UBE3C",6,2,52,60,10,8
"UBLCP1",6,2,34,42,14.2857142857143,8
"UFM1",6,0,35,41,14.6341463414634,6
"UNCX",6,0,14,20,30,6
"USP5",6,3,29,38,15.7894736842105,9
"VRK2",6,0,23,29,20.6896551724138,6
"WSB1",6,0,29,35,17.1428571428571,6
"WWOX",6,2,69,77,7.79220779220779,8
"XKR9",6,5,50,61,9.83606557377049,11
"Y_RNA.331",6,2,31,39,15.3846153846154,8
"ZAR1L",6,3,31,40,15,9
"ZDBF2",6,0,0,6,100,6
"ZEB1",6,0,20,26,23.0769230769231,6
"ZEB1-AS1",6,0,20,26,23.0769230769231,6
"ZFR",6,2,65,73,8.21917808219178,8
"ZNF222",6,3,54,63,9.52380952380952,9
"ZNF223",6,3,56,65,9.23076923076923,9
"ZNF233",6,4,98,108,5.55555555555556,10
"ZNF271",6,2,17,25,24,8
"ZNF382",6,2,25,33,18.1818181818182,8
"ZNF428",6,0,33,39,15.3846153846154,6
"ZNF45",6,1,52,59,10.1694915254237,7
"ZNF529",6,2,26,34,17.6470588235294,8
"ZNF621",6,3,13,22,27.2727272727273,9
"ZNF649",6,2,33,41,14.6341463414634,8
"ZNF720",6,1,20,27,22.2222222222222,7
"ZNF774",6,1,39,46,13.0434782608696,7
"ZNF805",6,2,30,38,15.7894736842105,8
"ZSCAN16",6,0,22,28,21.4285714285714,6
"ZSCAN30",6,2,17,25,24,8
"AAAS",5,2,30,37,13.5135135135135,7
"ABHD17B",5,1,25,31,16.1290322580645,6
"ABHD4",5,0,15,20,25,5
"AC002310.7",5,0,24,29,17.2413793103448,5
"AC004458.1",5,0,4,9,55.5555555555556,5
"AC006960.7",5,0,8,13,38.4615384615385,5
"AC008394.1",5,2,36,43,11.6279069767442,7
"AC010327.2",5,0,25,30,16.6666666666667,5
"AC010609.1",5,3,30,38,13.1578947368421,8
"AC010761.14",5,0,22,27,18.5185185185185,5
"AC011465.1",5,0,21,26,19.2307692307692,5
"AC013283.1",5,3,23,31,16.1290322580645,8
"AC013436.6",5,2,23,30,16.6666666666667,7
"AC017083.3",5,1,17,23,21.7391304347826,6
"AC079753.1",5,1,28,34,14.7058823529412,6
"AC079922.3",5,0,32,37,13.5135135135135,5
"AC084368.1",5,1,13,19,26.3157894736842,6
"AC090587.4",5,1,34,40,12.5,6
"AC090587.5",5,1,34,40,12.5,6
"AC090627.1",5,0,12,17,29.4117647058824,5
"AC090952.5",5,2,59,66,7.57575757575758,7
"AC092171.2",5,0,13,18,27.7777777777778,5
"AC092573.2",5,1,1,7,71.4285714285714,6
"AC092839.3",5,0,8,13,38.4615384615385,5
"AC093267.1",5,4,73,82,6.09756097560976,9
"AC093620.5",5,0,13,18,27.7777777777778,5
"AC099535.1",5,0,15,20,25,5
"AC100830.4",5,1,19,25,20,6
"AC100830.5",5,1,19,25,20,6
"AC105247.1",5,0,33,38,13.1578947368421,5
"AC113189.5",5,0,22,27,18.5185185185185,5
"AC132186.1",5,4,42,51,9.80392156862745,9
"ACAP1",5,0,32,37,13.5135135135135,5
"ACOT13",5,0,39,44,11.3636363636364,5
"ACTR1A",5,0,14,19,26.3157894736842,5
"ADORA2A-AS1",5,0,14,19,26.3157894736842,5
"ADORA3",5,0,8,13,38.4615384615385,5
"AGAP7",5,3,44,52,9.61538461538462,8
"AHCYL2",5,1,16,22,22.7272727272727,6
"AHSA1",5,0,27,32,15.625,5
"AL136419.6",5,1,49,55,9.09090909090909,6
"AL138706.1",5,0,13,18,27.7777777777778,5
"AL139333.1",5,0,31,36,13.8888888888889,5
"AL162311.1",5,3,17,25,20,8
"AL365181.1",5,0,22,27,18.5185185185185,5
"AL512791.1",5,0,10,15,33.3333333333333,5
"ALDOA",5,2,18,25,20,7
"ALG5",5,1,18,24,20.8333333333333,6
"ANKRD31",5,1,20,26,19.2307692307692,6
"ANLN",5,0,6,11,45.4545454545455,5
"AP000355.2",5,0,14,19,26.3157894736842,5
"AP000640.2",5,0,30,35,14.2857142857143,5
"AP001258.4",5,0,21,26,19.2307692307692,5
"AP001258.5",5,0,21,26,19.2307692307692,5
"AP4S1",5,0,12,17,29.4117647058824,5
"APBB1",5,0,54,59,8.47457627118644,5
"APIP",5,0,48,53,9.43396226415094,5
"APOA1BP",5,0,22,27,18.5185185185185,5
"ARGLU1",5,7,57,69,7.2463768115942,12
"ARID1B",5,0,17,22,22.7272727272727,5
"ARID4B",5,1,13,19,26.3157894736842,6
"ARMC2",5,0,17,22,22.7272727272727,5
"ARPC4",5,0,40,45,11.1111111111111,5
"ARPC4-TTLL3",5,0,40,45,11.1111111111111,5
"ASNSD1",5,0,14,19,26.3157894736842,5
"ATP1B3",5,0,21,26,19.2307692307692,5
"ATP5F1",5,1,30,36,13.8888888888889,6
"ATP5G2",5,2,11,18,27.7777777777778,7
"ATPAF1",5,1,18,24,20.8333333333333,6
"B3GNT2",5,1,15,21,23.8095238095238,6
"BARHL2",5,2,13,20,25,7
"BCAT1",5,3,23,31,16.1290322580645,8
"BLK",5,1,62,68,7.35294117647059,6
"BOLA3",5,1,50,56,8.92857142857143,6
"BOLA3-AS1",5,1,50,56,8.92857142857143,6
"BPHL",5,0,13,18,27.7777777777778,5
"BTAF1",5,3,23,31,16.1290322580645,8
"C10orf25",5,4,48,57,8.7719298245614,9
"C12orf65",5,0,37,42,11.9047619047619,5
"C14orf178",5,0,37,42,11.9047619047619,5
"C1orf105",5,0,13,18,27.7777777777778,5
"C1orf162",5,0,33,38,13.1578947368421,5
"C2orf47",5,3,46,54,9.25925925925926,8
"C3orf27",5,0,10,15,33.3333333333333,5
"C5orf56",5,0,26,31,16.1290322580645,5
"C6orf211",5,3,48,56,8.92857142857143,8
"C7orf25",5,3,58,66,7.57575757575758,8
"C9orf85",5,1,25,31,16.1290322580645,6
"CABLES1",5,0,33,38,13.1578947368421,5
"CALM1",5,2,30,37,13.5135135135135,7
"CAMK1",5,0,23,28,17.8571428571429,5
"CAPG",5,0,27,32,15.625,5
"CAPRIN2",5,3,49,57,8.7719298245614,8
"CBLN3",5,1,49,55,9.09090909090909,6
"CCDC115",5,1,12,18,27.7777777777778,6
"CCDC86",5,1,42,48,10.4166666666667,6
"CCDC90B",5,9,69,83,6.02409638554217,14
"CCDC93",5,0,20,25,20,5
"CCNB1",5,3,56,64,7.8125,8
"CCT8",5,2,38,45,11.1111111111111,7
"CD180",5,1,20,26,19.2307692307692,6
"CD44",5,6,43,54,9.25925925925926,11
"CD68",5,0,13,18,27.7777777777778,5
"CD93",5,3,64,72,6.94444444444444,8
"CDCA7",5,1,1,7,71.4285714285714,6
"CEBPD",5,0,34,39,12.8205128205128,5
"CENPQ",5,4,26,35,14.2857142857143,9
"CEP152",5,6,25,36,13.8888888888889,11
"CGN",5,0,46,51,9.80392156862745,5
"CHCHD5",5,0,21,26,19.2307692307692,5
"CHCHD6",5,1,26,32,15.625,6
"CHI3L2",5,0,41,46,10.8695652173913,5
"CHMP4A",5,2,52,59,8.47457627118644,7
"CHSY1",5,2,46,53,9.43396226415094,7
"CKLF",5,3,44,52,9.61538461538462,8
"CKLF-CMTM1",5,3,44,52,9.61538461538462,8
"CLEC16A",5,2,36,43,11.6279069767442,7
"CLK1",5,1,21,27,18.5185185185185,6
"CNBP",5,0,24,29,17.2413793103448,5
"CNIH4",5,2,37,44,11.3636363636364,7
"CNNM4",5,3,63,71,7.04225352112676,8
"COL28A1",5,4,25,34,14.7058823529412,9
"COMMD6",5,1,34,40,12.5,6
"COPZ2",5,0,10,15,33.3333333333333,5
"COQ10A",5,0,20,25,20,5
"COX18",5,2,41,48,10.4166666666667,7
"CRYBG3",5,7,39,51,9.80392156862745,12
"CS",5,0,20,25,20,5
"CSHL1",5,0,37,42,11.9047619047619,5
"CSTF3",5,2,21,28,17.8571428571429,7
"CSTF3-AS1",5,2,21,28,17.8571428571429,7
"CTB-55O6.10",5,0,12,17,29.4117647058824,5
"CTC-236F12.4",5,2,56,63,7.93650793650794,7
"CTD-2105E13.15",5,0,9,14,35.7142857142857,5
"CTD-2647L4.1",5,0,8,13,38.4615384615385,5
"CTD-3028N15.1",5,7,33,45,11.1111111111111,12
"CTD-3203P2.2",5,0,27,32,15.625,5
"CTU1",5,0,29,34,14.7058823529412,5
"CUL2",5,4,69,78,6.41025641025641,9
"CWC27",5,1,23,29,17.2413793103448,6
"CYB5D1",5,0,24,29,17.2413793103448,5
"CYTIP",5,2,33,40,12.5,7
"DBF4",5,2,23,30,16.6666666666667,7
"DCHS1",5,0,49,54,9.25925925925926,5
"DDX46",5,2,22,29,17.2413793103448,7
"DEPDC4",5,4,48,57,8.7719298245614,9
"DHRS1",5,1,34,40,12.5,6
"DMAP1",5,0,30,35,14.2857142857143,5
"DNAH3",5,2,39,46,10.8695652173913,7
"DOPEY1",5,0,31,36,13.8888888888889,5
"DPCD",5,0,22,27,18.5185185185185,5
"DPH3",5,1,11,17,29.4117647058824,6
"DPH5",5,5,41,51,9.80392156862745,10
"DSCC1",5,0,20,25,20,5
"DTL",5,2,28,35,14.2857142857143,7
"DUSP1",5,1,19,25,20,6
"DYNLT1",5,0,37,42,11.9047619047619,5
"EFCAB14-AS1",5,1,18,24,20.8333333333333,6
"EIF4A1",5,0,13,18,27.7777777777778,5
"ELF1",5,0,11,16,31.25,5
"ELFN2",5,0,12,17,29.4117647058824,5
"EMG1",5,3,30,38,13.1578947368421,8
"EMILIN2",5,3,51,59,8.47457627118644,8
"EML3",5,0,20,25,20,5
"EN1",5,2,29,36,13.8888888888889,7
"ENOPH1",5,0,34,39,12.8205128205128,5
"EOMES",5,1,36,42,11.9047619047619,6
"ERC1",5,0,15,20,25,5
"ERCC8",5,1,15,21,23.8095238095238,6
"ERMN",5,2,36,43,11.6279069767442,7
"ESPL1",5,0,18,23,21.7391304347826,5
"EXOSC8",5,1,18,24,20.8333333333333,6
"FAIM3",5,1,51,57,8.7719298245614,6
"FAM105A",5,4,100,109,4.58715596330275,9
"FAM111A",5,0,21,26,19.2307692307692,5
"FAM13B",5,2,23,30,16.6666666666667,7
"FAM167A",5,1,72,78,6.41025641025641,6
"FAM175A",5,1,4,10,50,6
"FAM177A1",5,1,33,39,12.8205128205128,6
"FAM179B",5,8,42,55,9.09090909090909,13
"FAM49B",5,1,44,50,10,6
"FAM65B",5,0,40,45,11.1111111111111,5
"FANCM",5,8,41,54,9.25925925925926,13
"FARSB",5,2,23,30,16.6666666666667,7
"FBRS",5,0,19,24,20.8333333333333,5
"FCHSD2",5,0,16,21,23.8095238095238,5
"FDX1",5,3,13,21,23.8095238095238,8
"FGD6",5,1,18,24,20.8333333333333,6
"FGF11",5,0,23,28,17.8571428571429,5
"FIZ1",5,0,23,28,17.8571428571429,5
"FKBP3",5,8,41,54,9.25925925925926,13
"FMNL1",5,0,28,33,15.1515151515152,5
"FOXC1",5,1,24,30,16.6666666666667,6
"FOXD2",5,2,8,15,33.3333333333333,7
"FOXD2-AS1",5,2,9,16,31.25,7
"FOXO1",5,1,30,36,13.8888888888889,6
"FPR1",5,1,30,36,13.8888888888889,6
"FPR2",5,1,30,36,13.8888888888889,6
"FRS3",5,0,28,33,15.1515151515152,5
"FSD2",5,6,48,59,8.47457627118644,11
"FUS",5,1,37,43,11.6279069767442,6
"GATA4",5,1,31,37,13.5135135135135,6
"GATM",5,1,38,44,11.3636363636364,6
"GBE1",5,1,31,37,13.5135135135135,6
"GBP5",5,2,47,54,9.25925925925926,7
"GBP7",5,0,21,26,19.2307692307692,5
"GCM2",5,0,4,9,55.5555555555556,5
"GDI2",5,1,13,19,26.3157894736842,6
"GEN1",5,4,57,66,7.57575757575758,9
"GGNBP1",5,0,13,18,27.7777777777778,5
"GGPS1",5,1,13,19,26.3157894736842,6
"GH1",5,0,37,42,11.9047619047619,5
"GINS3",5,5,37,47,10.6382978723404,10
"GOT1",5,2,40,47,10.6382978723404,7
"GPCPD1",5,1,45,51,9.80392156862745,6
"GPR88",5,0,4,9,55.5555555555556,5
"GPS2",5,0,33,38,13.1578947368421,5
"GSG1",5,0,19,24,20.8333333333333,5
"GTF2E2",5,1,37,43,11.6279069767442,6
"HEBP1",5,2,41,48,10.4166666666667,7
"HECTD1",5,1,25,31,16.1290322580645,6
"HIPK3",5,2,20,27,18.5185185185185,7
"HIST1H2AK",5,0,24,29,17.2413793103448,5
"HIST1H2BN",5,0,24,29,17.2413793103448,5
"HIST1H4F",5,1,32,38,13.1578947368421,6
"HNRNPD",5,1,18,24,20.8333333333333,6
"HNRNPDL",5,0,34,39,12.8205128205128,5
"HOXA10",5,0,17,22,22.7272727272727,5
"HOXA2",5,1,13,19,26.3157894736842,6
"HOXC-AS3",5,0,17,22,22.7272727272727,5
"HOXC10",5,0,17,22,22.7272727272727,5
"HOXC13",5,0,10,15,33.3333333333333,5
"HOXC13-AS",5,0,10,15,33.3333333333333,5
"HPS4",5,0,20,25,20,5
"HSF2",5,5,33,43,11.6279069767442,10
"HTR6",5,0,37,42,11.9047619047619,5
"HTR7P1",5,2,41,48,10.4166666666667,7
"HYDIN",5,5,75,85,5.88235294117647,10
"IER5",5,2,12,19,26.3157894736842,7
"IFT122",5,0,39,44,11.3636363636364,5
"IFT27",5,1,33,39,12.8205128205128,6
"IGSF8",5,0,22,27,18.5185185185185,5
"IHH",5,0,9,14,35.7142857142857,5
"IL1B",5,1,42,48,10.4166666666667,6
"IL21R",5,0,33,38,13.1578947368421,5
"ILK",5,0,61,66,7.57575757575758,5
"IMP4",5,1,12,18,27.7777777777778,6
"INTS10",5,2,49,56,8.92857142857143,7
"INTS7",5,2,28,35,14.2857142857143,7
"IRF9",5,1,41,47,10.6382978723404,6
"ITPR1",5,1,50,56,8.92857142857143,6
"ITPR1-AS1",5,1,50,56,8.92857142857143,6
"JAK2",5,0,22,27,18.5185185185185,5
"JAZF1",5,1,21,27,18.5185185185185,6
"JAZF1-AS1",5,1,21,27,18.5185185185185,6
"JHDM1D-AS1",5,0,26,31,16.1290322580645,5
"KAT2B",5,5,39,49,10.2040816326531,10
"KB-1615E4.2",5,1,20,26,19.2307692307692,6
"KB-1615E4.3",5,1,19,25,20,6
"KCTD11",5,0,31,36,13.8888888888889,5
"KDM7A",5,0,26,31,16.1290322580645,5
"KHNYN",5,1,49,55,9.09090909090909,6
"KIAA0895",5,0,6,11,45.4545454545455,5
"KLF7",5,1,43,49,10.2040816326531,6
"KLHL21",5,2,28,35,14.2857142857143,7
"KLHL28",5,8,42,55,9.09090909090909,13
"LARP1",5,3,34,42,11.9047619047619,8
"LEFTY2",5,3,27,35,14.2857142857143,8
"LEKR1",5,1,48,54,9.25925925925926,6
"LENG8",5,0,26,31,16.1290322580645,5
"LENG8-AS1",5,0,26,31,16.1290322580645,5
"LEO1",5,3,25,33,15.1515151515152,8
"LFNG",5,1,18,24,20.8333333333333,6
"LIMK1",5,1,16,22,22.7272727272727,6
"LINC00167",5,0,50,55,9.09090909090909,5
"LLPH",5,1,23,29,17.2413793103448,6
"LMF2",5,0,12,17,29.4117647058824,5
"LMOD3",5,3,21,29,17.2413793103448,8
"LNX1",5,0,6,11,45.4545454545455,5
"LNX2",5,0,21,26,19.2307692307692,5
"LOH12CR1",5,0,30,35,14.2857142857143,5
"LOH12CR2",5,0,30,35,14.2857142857143,5
"LPIN3",5,0,32,37,13.5135135135135,5
"LRP1",5,0,23,28,17.8571428571429,5
"LRRC4",5,1,33,39,12.8205128205128,6
"LSMD1",5,0,27,32,15.625,5
"LTN1",5,2,36,43,11.6279069767442,7
"LYN",5,1,48,54,9.25925925925926,6
"LYRM2",5,0,27,32,15.625,5
"MAD2L1",5,3,39,47,10.6382978723404,8
"MAK16",5,6,71,82,6.09756097560976,11
"MANBA",5,1,23,29,17.2413793103448,6
"MANF",5,0,23,28,17.8571428571429,5
"MAP3K1",5,2,69,76,6.57894736842105,7
"MAP3K14",5,0,17,22,22.7272727272727,5
"MAP3K7",5,0,38,43,11.6279069767442,5
"MAP3K7CL",5,2,31,38,13.1578947368421,7
"MARK2",5,0,12,17,29.4117647058824,5
"MAT2B",5,3,34,42,11.9047619047619,8
"MBD4",5,0,39,44,11.3636363636364,5
"MBNL2",5,3,50,58,8.62068965517241,8
"MDP1",5,1,49,55,9.09090909090909,6
"MED24",5,1,30,36,13.8888888888889,6
"METTL13",5,1,37,43,11.6279069767442,6
"MFSD6",5,0,31,36,13.8888888888889,5
"MFSD9",5,1,13,19,26.3157894736842,6
"MGAT5",5,0,61,66,7.57575757575758,5
"MGME1",5,3,51,59,8.47457627118644,8
"MIR152",5,0,10,15,33.3333333333333,5
"MIR16",5,2,22,29,17.2413793103448,7
"MIR17HG",5,7,61,73,6.84931506849315,12
"MIR181C",5,0,13,18,27.7777777777778,5
"MIR181D",5,0,13,18,27.7777777777778,5
"MIR330",5,0,4,9,55.5555555555556,5
"MIR3607",5,4,53,62,8.06451612903226,9
"MIR4466",5,0,17,22,22.7272727272727,5
"MIR4687",5,1,34,40,12.5,6
"MIR548C",5,5,53,63,7.93650793650794,10
"MIR579",5,2,39,46,10.8695652173913,7
"MIR591",5,0,9,14,35.7142857142857,5
"MIR609",5,2,54,61,8.19672131147541,7
"MIR624",5,0,11,16,31.25,5
"MIR629",5,3,82,90,5.55555555555556,8
"MIR7",5,5,64,74,6.75675675675676,10
"MITF",5,3,18,26,19.2307692307692,8
"MLKL",5,1,36,42,11.9047619047619,6
"MPDU1",5,0,22,27,18.5185185185185,5
"MPHOSPH9",5,0,37,42,11.9047619047619,5
"MPPE1",5,0,22,27,18.5185185185185,5
"MRPS18A",5,1,27,33,15.1515151515152,6
"MSH5-SAPCD1",5,0,16,21,23.8095238095238,5
"MTFR2",5,1,10,16,31.25,6
"MTMR10",5,1,66,72,6.94444444444444,6
"MTMR14",5,0,36,41,12.1951219512195,5
"MUT",5,4,26,35,14.2857142857143,9
"MYB-AS1",5,2,26,33,15.1515151515152,7
"MYO1G",5,1,31,37,13.5135135135135,6
"NAB1",5,0,31,36,13.8888888888889,5
"NANOS3",5,0,13,18,27.7777777777778,5
"NAT14",5,0,26,31,16.1290322580645,5
"NCAPH",5,3,57,65,7.69230769230769,8
"NCAPH2",5,0,12,17,29.4117647058824,5
"NDEL1",5,0,30,35,14.2857142857143,5
"NDUFAF2",5,1,12,18,27.7777777777778,6
"NEAT1",5,0,15,20,25,5
"NEDD8",5,1,50,56,8.92857142857143,6
"NEDD9",5,1,54,60,8.33333333333333,6
"NEK8",5,0,23,28,17.8571428571429,5
"NFE2L2",5,2,42,49,10.2040816326531,7
"NFIL3",5,2,29,36,13.8888888888889,7
"NIF3L1",5,0,33,38,13.1578947368421,5
"NLE1",5,4,35,44,11.3636363636364,9
"NNMT",5,1,43,49,10.2040816326531,6
"NOP9",5,1,38,44,11.3636363636364,6
"NPR1",5,0,26,31,16.1290322580645,5
"NRDE2",5,0,8,13,38.4615384615385,5
"NSMCE1",5,0,27,32,15.625,5
"NUP155",5,3,18,26,19.2307692307692,8
"NXPH1",5,3,21,29,17.2413793103448,8
"OAZ2",5,1,19,25,20,6
"OSBPL3",5,0,45,50,10,5
"OXCT1",5,1,20,26,19.2307692307692,6
"OXCT1-AS1",5,1,20,26,19.2307692307692,6
"OXNAD1",5,1,7,13,38.4615384615385,6
"PACSIN3",5,0,18,23,21.7391304347826,5
"PADI2",5,0,42,47,10.6382978723404,5
"PADI3",5,0,37,42,11.9047619047619,5
"PADI4",5,0,31,36,13.8888888888889,5
"PAICS",5,2,29,36,13.8888888888889,7
"PAPSS1",5,1,40,46,10.8695652173913,6
"PATL1",5,0,30,35,14.2857142857143,5
"PCBP1",5,0,13,18,27.7777777777778,5
"PDE4D",5,0,52,57,8.7719298245614,5
"PFDN5",5,1,29,35,14.2857142857143,6
"PGM2",5,0,22,27,18.5185185185185,5
"PHB2",5,3,30,38,13.1578947368421,8
"PHF13",5,2,28,35,14.2857142857143,7
"PHLDA1",5,11,51,67,7.46268656716418,16
"PIAS3",5,1,27,33,15.1515151515152,6
"PICALM",5,3,60,68,7.35294117647059,8
"PIGR",5,1,56,62,8.06451612903226,6
"PLCB2",5,1,37,43,11.6279069767442,6
"PLEKHH2",5,0,10,15,33.3333333333333,5
"PLEKHM3",5,1,32,38,13.1578947368421,6
"PNRC1",5,0,30,35,14.2857142857143,5
"POLL",5,0,13,18,27.7777777777778,5
"POLR1D",5,0,21,26,19.2307692307692,5
"PPAPDC1B",5,1,51,57,8.7719298245614,6
"PPAT",5,2,29,36,13.8888888888889,7
"PPIL3",5,0,30,35,14.2857142857143,5
"PPM1J",5,2,24,31,16.1290322580645,7
"PPP4C",5,2,15,22,22.7272727272727,7
"PRCP",5,8,50,63,7.93650793650794,13
"PRDM10",5,0,50,55,9.09090909090909,5
"PRICKLE4",5,0,26,31,16.1290322580645,5
"PRKACA",5,0,12,17,29.4117647058824,5
"PRKCB",5,0,22,27,18.5185185185185,5
"PRORSD1P",5,0,21,26,19.2307692307692,5
"PRR14",5,0,20,25,20,5
"PRR5L",5,4,19,28,17.8571428571429,9
"PRRT3",5,0,25,30,16.6666666666667,5
"PRSS36",5,0,34,39,12.8205128205128,5
"PTPN1",5,1,18,24,20.8333333333333,6
"PYCR2",5,3,27,35,14.2857142857143,8
"QRICH2",5,0,27,32,15.625,5
"RAB13",5,0,33,38,13.1578947368421,5
"RAD17",5,1,43,49,10.2040816326531,6
"RAD52",5,0,15,20,25,5
"RALGAPA1",5,3,17,25,20,8
"RBL2",5,2,43,50,10,7
"RBM15B",5,0,18,23,21.7391304347826,5
"RBPMS",5,0,23,28,17.8571428571429,5
"RBPMS-AS1",5,0,23,28,17.8571428571429,5
"RHOC",5,2,24,31,16.1290322580645,7
"RMND1",5,3,48,56,8.92857142857143,8
"RNASE6",5,0,41,46,10.8695652173913,5
"RNF182",5,1,30,36,13.8888888888889,6
"RNF220",5,0,21,26,19.2307692307692,5
"RNF31",5,1,45,51,9.80392156862745,6
"RNGTT",5,0,27,32,15.625,5
"RNU2-2P",5,0,18,23,21.7391304347826,5
"RNU2-37P",5,0,11,16,31.25,5
"RNU6-1007P",5,1,42,48,10.4166666666667,6
"RNU6-100P",5,0,28,33,15.1515151515152,5
"RNU6-1043P",5,1,22,28,17.8571428571429,6
"RNU6-1051P",5,0,34,39,12.8205128205128,5
"RNU6-1148P",5,2,22,29,17.2413793103448,7
"RNU6-1255P",5,2,62,69,7.2463768115942,7
"RNU6-1311P",5,0,13,18,27.7777777777778,5
"RNU6-312P",5,0,30,35,14.2857142857143,5
"RNU6-422P",5,0,23,28,17.8571428571429,5
"RNU6-792P",5,0,7,12,41.6666666666667,5
"RNU6-805P",5,1,21,27,18.5185185185185,6
"RNU7-133P",5,2,32,39,12.8205128205128,7
"RNU7-151P",5,1,38,44,11.3636363636364,6
"RNU7-193P",5,1,20,26,19.2307692307692,6
"RNU7-3P",5,4,53,62,8.06451612903226,9
"RNY1P6",5,0,21,26,19.2307692307692,5
"RP1-170O19.20",5,0,17,22,22.7272727272727,5
"RP1-212P9.3",5,0,25,30,16.6666666666667,5
"RP1-240K6.3",5,2,28,35,14.2857142857143,7
"RP1-261D10.2",5,2,66,73,6.84931506849315,7
"RP1-63G5.5",5,0,12,17,29.4117647058824,5
"RP1-90J20.10",5,0,25,30,16.6666666666667,5
"RP11-1020A11.2",5,0,25,30,16.6666666666667,5
"RP11-104H15.10",5,0,23,28,17.8571428571429,5
"RP11-104H15.8",5,0,23,28,17.8571428571429,5
"RP11-104H15.9",5,0,23,28,17.8571428571429,5
"RP11-124N14.3",5,1,34,40,12.5,6
"RP11-127B20.3",5,1,18,24,20.8333333333333,6
"RP11-146F11.1",5,1,22,28,17.8571428571429,6
"RP11-146F11.5",5,0,24,29,17.2413793103448,5
"RP11-148O21.3",5,1,64,70,7.14285714285714,6
"RP11-148O21.6",5,1,64,70,7.14285714285714,6
"RP11-15A1.7",5,2,21,28,17.8571428571429,7
"RP11-230C9.2",5,0,17,22,22.7272727272727,5
"RP11-230C9.3",5,0,17,22,22.7272727272727,5
"RP11-230C9.4",5,0,17,22,22.7272727272727,5
"RP11-266N13.2",5,0,50,55,9.09090909090909,5
"RP11-286H14.8",5,1,16,22,22.7272727272727,6
"RP11-290L1.2",5,11,51,67,7.46268656716418,16
"RP11-290L1.3",5,11,51,67,7.46268656716418,16
"RP11-293M10.2",5,1,65,71,7.04225352112676,6
"RP11-293M10.4",5,1,38,44,11.3636363636364,6
"RP11-293M10.5",5,1,38,44,11.3636363636364,6
"RP11-29G8.3",5,1,34,40,12.5,6
"RP11-310H4.1",5,3,29,37,13.5135135135135,8
"RP11-313D6.3",5,4,65,74,6.75675675675676,9
