"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","nb_enhancer_changed"
"STX17",2.96855012609065,1922.83592479821,2.14786366523492,0.0367082601240138,0.464572726804363,-4.58405293804906,1,0,18,19,1
"SUMO4",2.14844220862253,148.012120515437,2.4564133229627,0.0176326839014727,0.38795294316818,-4.58009547448842,1,0,9,10,1
"TAS2R3",1.84408194837866,69.4851786728031,2.85429807317484,0.00631019919905912,0.297556676752446,-4.5745728867943,0,1,3,4,1
"TAS2R5",1.91775905461608,125.580133686867,2.49318473669371,0.0160955608977692,0.383450896892498,-4.57960317487688,0,1,1,2,1
"TESK1",2.79933030407767,2204.54746875891,2.1084683758918,0.040139579793532,0.467191670638572,-4.5845339079951,1,0,2,3,1
"TFIP11",3.1391904162234,6224.8314673805,2.58451536979209,0.0127892561422148,0.3657025108705,-4.57836332032009,2,0,6,8,2
"TGFB3",2.45691801065684,454.240345874845,2.52867972546377,0.0147280077788307,0.374343483042678,-4.57912415891718,3,0,7,10,3
"TIAF1",0.7553648008168,6.50788040450364,2.12010703410578,0.039097777411808,0.464857323836329,-4.58439242801317,2,0,12,14,2
"TMPRSS13",2.16338324888676,187.629206463059,2.80754852547433,0.00715210322088824,0.306978909732918,-4.57524220618877,1,0,14,15,1
"TSC22D1",3.30960678381135,5948.22994128672,2.06935354075143,0.0438206782267162,0.478846327546314,-4.58500555555999,3,0,34,37,3
"TTC14",3.32853956942703,8058.2167072653,2.05874158765466,0.0448687205837856,0.481115650282111,-4.58513248339411,3,0,30,33,3
"TTC19",3.32230984322987,7800.04501270567,2.46210247161119,0.017386504117342,0.387610545316588,-4.58001957432677,1,0,4,5,1
"UBASH3B",3.54918951930852,4434.5943503194,2.58875233159806,0.0126520876578659,0.364439835400926,-4.57830522961792,2,0,18,20,2
"UBP1",3.16824259303617,6131.55542931581,2.53269977385154,0.0145799691612938,0.374343483042678,-4.57906967602057,3,2,41,46,5
"UBR4",4.39961805485794,93007.3945997298,2.35131457480611,0.0227834183107069,0.416998883755729,-4.5814794289698,3,0,38,41,3
"ULK3",3.00850346924955,3289.89440840431,2.36530762116054,0.022027536705148,0.412252295056526,-4.58129720508219,2,0,16,18,2
"USP10",3.37678064508832,10475.7261799156,2.25333905945046,0.0287583439929651,0.446457762731871,-4.58273692431351,0,1,6,7,1
"USP53",2.99997276465199,1388.3458776942,2.16866868610791,0.0350022270156004,0.464572726804363,-4.58379657476842,1,0,10,11,1
"VPS13C",4.22480896579436,61596.6729093146,2.76646143616576,0.00797664034783517,0.319598675777954,-4.57582637215199,1,0,5,6,1
"WASF1",3.01828966015065,1416.0087427849,2.35592523399393,0.0225318298347687,0.415335982314148,-4.58141945766363,2,0,1,3,2
"WDR59",3.0522348966446,5516.74857517837,2.29364499709765,0.0261494935936808,0.433917827187114,-4.58222356523836,2,1,24,27,3
"YEATS2",3.37030454958139,9809.89576986379,2.05144834992498,0.04560157842267,0.48210035122267,-4.58521945858838,3,0,14,17,3
"ZBTB20",3.00629663847094,1843.79378732739,2.03969547825373,0.0468044404179932,0.483212183981998,-4.58535917215343,1,1,20,22,2
"ZBTB39",2.61475691165953,1175.36682941071,3.24322323824884,0.0021330054149266,0.222384716918403,-4.56884151897652,2,0,28,30,2
"ZFAND2B",3.09379823888869,3394.56848685321,2.42652734879135,0.0189783628430337,0.39592049371607,-4.58049255900667,2,0,8,10,2
"ZFHX3",3.7316391048923,3798.57916665306,2.20556098932786,0.0321480513575078,0.459314731018478,-4.58333805103625,2,0,31,33,2
"ZFP62",2.87635953768524,2465.7334312865,2.04733963860792,0.0460190018771096,0.483010475762395,-4.58526836389433,1,0,0,1,1
"ZNF259",3.06748672264201,6458.57265687098,2.26157557633527,0.0282071683796635,0.445144148332568,-4.58263247833393,2,0,25,27,2
"ZNF271",2.25333402290696,563.479771479535,3.60326916142247,0.000734642222317442,0.167708324466182,-4.56334852108394,2,0,10,12,2
"ZNF345",2.47052706529386,566.247530542949,2.64492526904818,0.0109561535565469,0.343168481581064,-4.57753047145215,1,0,32,33,1
"ZNF609",3.65096446553108,15483.4762272322,2.29194042041923,0.0262554048559651,0.433917827187114,-4.58224538924716,3,0,7,10,3
"ZNF76",2.93447622146313,4330.11254263211,2.19175214692598,0.0331913746199002,0.463665122451405,-4.58351026034022,1,0,0,1,1
"ZSCAN16",2.3302533714538,435.610276293414,2.48056922174394,0.0166086770773999,0.386160048109762,-4.57977253034081,3,0,24,27,3
"ZSCAN2",2.58160080062551,797.290978332209,2.52783900664855,0.014759139446695,0.374343483042678,-4.57913554711641,4,0,13,17,4
"ACOXL",-1.50197872113952,26.2320108616473,-2.1087379875202,0.0401151742729517,0.467191670638572,-4.58453063645965,0,1,9,10,1
"ACTA1",-2.50651506135078,213.765124608893,-2.48535877627574,0.0164121506343945,0.38568553990827,-4.57970828941736,2,0,4,6,2
"ACTN1",-4.4057571053503,35188.9577466415,-3.20812668541758,0.00235937743017225,0.2265683218339,-4.56936894743753,2,0,6,8,2
"AGAP7",-3.76779355310207,2633.56303356774,-2.34913162147407,0.0229034101311793,0.416998883755729,-4.58150779849312,3,1,36,40,4
"AIG1",-3.17020597087427,804.041338475182,-4.86145791842229,1.24757360491964e-05,0.0370244200980009,-4.54389866644939,1,0,7,8,1
"AK2",-4.10475315371213,25414.4540412101,-3.98613161119507,0.000223640484627478,0.112728160364395,-4.55740914565396,3,0,15,18,3
"ALDH1L2",-2.24231802480475,141.008080021705,-2.06609198033214,0.0441405005810543,0.480091496895718,-4.58504461378812,1,0,23,24,1
"ALG14",-1.92806140510871,219.582435397262,-2.62243514560995,0.011608488426401,0.349698953315028,-4.57784168010571,1,0,5,6,1
"ALPK3",-2.52706097268593,171.874446413189,-4.07808067541535,0.000166810759599007,0.0911928084186782,-4.5559776603781,3,1,26,30,4
"AMPD3",-3.97841558220284,12036.4954464296,-2.38219273571241,0.0211454187935467,0.407113002796236,-4.58107647100187,1,0,28,29,1
"ANLN",-3.55524475889611,3245.45646507664,-3.24981261306192,0.00209285983382989,0.222384716918403,-4.56874230458669,1,0,0,1,1
"ANP32D",-1.11878288380387,8.0084356279859,-3.06342204163054,0.00355433418776874,0.248075094639613,-4.57152397691381,2,1,9,12,3
"APBB2",-2.66420384406498,257.998675597033,-2.65200353265147,0.0107578995775704,0.34015921738881,-4.5774322495816,1,1,19,21,2
"APITD1",-1.991348655263,224.600114205978,-2.14824308256866,0.0366765051305754,0.464572726804363,-4.58404827727617,1,0,3,4,1
"AQPEP",-1.3503267294601,16.2792419102481,-2.99308049278322,0.00432192223234091,0.256633654124525,-4.57255888384312,0,1,0,1,1
"ARFGEF1",-3.76862002978418,16505.4194818972,-2.1024990230477,0.0406832670173145,0.467711228012004,-4.58460627000966,1,0,8,9,1
"ARG1",-3.71547864860972,5517.77287597388,-2.14446980648264,0.0369933815194779,0.464572726804363,-4.58409460426294,0,1,10,11,1
"ARSA",-2.99284922529161,2070.12190755852,-2.30799669849978,0.0252727614116446,0.431185333571461,-4.58203942484772,1,0,7,8,1
"ASAP1",-4.42539341262767,21293.9649429849,-3.34558988948061,0.00158430999555217,0.206238533493792,-4.56729387834453,3,0,59,62,3
"ASB2",-2.18902221873566,149.08324578286,-3.10660005107591,0.00314855460474298,0.243194459578211,-4.57088444371155,1,0,8,9,1
"ASF1B",-2.58432667990034,465.037142457616,-2.19036902706266,0.0332975040106722,0.463665122451405,-4.58352747087915,1,0,6,7,1
"ASTL",-2.00129320506609,102.233069876568,-2.40336518281152,0.0200842124164295,0.399645046684776,-4.58079839473059,0,1,25,26,1
"ATP6V0D2",-1.79388297339927,14.7100434121363,-2.20863246208568,0.031919963910108,0.458597706241936,-4.58329965279547,1,0,5,6,1
"ATP6V1C2",-1.77119349733345,49.3274552276983,-2.02740424568613,0.0480917476617065,0.487821272423971,-4.5855046948099,1,0,1,2,1
"ATP8B4",-4.1437600225795,28961.8464161159,-2.04735727062179,0.0460172034932925,0.483010475762395,-4.58526815416685,1,1,7,9,2
"ATRNL1",-2.63094203310159,114.20494474349,-2.01206505609373,0.0497412005290661,0.49441325348843,-4.58568545044544,1,0,3,4,1
"AZIN1",-3.48328177994113,7218.79657050491,-2.68497581934903,0.00987700324807117,0.332552456200049,-4.57697299783167,1,1,26,28,2
"B4GALT2",-2.39672175924534,446.453032459601,-2.40830123070651,0.0198437990047458,0.399065905638518,-4.58073336025169,1,0,1,2,1
"B4GALT4",-2.22352578084229,693.856219243484,-2.08266999402367,0.0425357335974127,0.473039255756237,-4.58484565378448,1,0,7,8,1
"BARD1",-3.00995491895156,2699.22863305784,-2.28064699743098,0.0269668071193647,0.436231110513058,-4.58238972919604,1,2,19,22,3
"BBS4",-2.79427561749346,1922.88328122547,-2.13199116919378,0.0380585037061651,0.464572726804363,-4.58424743075796,1,0,2,3,1
"BCAR1",-1.32354378921866,6.49557669407833,-2.56547768411511,0.0134224799048747,0.367363507444565,-4.57862372181858,1,4,15,20,5
"BEST1",-3.54641873506217,3528.13564598715,-2.21103924725465,0.0317422366135891,0.458597706241936,-4.58326954036803,1,1,17,19,2
"BID",-2.89906100553878,1718.23290672361,-2.57349655274286,0.0131523561965927,0.366747714936936,-4.57851416096968,2,1,12,15,3
"BIN3",-2.97002953798998,1733.44229662319,-4.17582817863731,0.000121787945646251,0.0863624935555203,-4.55445637973766,2,1,26,29,3
"BRCA2",-3.34873329026191,4028.83222605498,-2.60533284310943,0.0121281153201777,0.359775510163771,-4.57807743002956,1,1,16,18,2
"BRI3BP",-2.68572098286715,950.056270452477,-2.36564530511941,0.0220095767198041,0.412252295056526,-4.58129279970186,1,0,1,2,1
"BTNL8",-2.78225134410076,408.615629801898,-2.07190419049226,0.043571973711999,0.477558519345074,-4.58497498157701,1,0,11,12,1
"BUB1B",-3.44067465762067,4451.42570605796,-2.12458816312807,0.0387030175597817,0.464572726804363,-4.58433781724176,7,0,24,31,7
"C15orf48",-1.45243649140715,25.036173550314,-2.24682221382924,0.0292011939375046,0.448332328400326,-4.58281939465243,2,1,37,40,3
"C16orf80",-2.89433268588421,2166.5631651509,-2.58363551371944,0.0128179103698732,0.3657025108705,-4.57837537734543,1,0,1,2,1
"C17orf53",-2.64009466425826,689.246921466857,-2.53011564896571,0.0146749737178568,0.374343483042678,-4.57910470348496,1,0,0,1,1
"C17orf85",-3.29279101515174,5503.79059476115,-2.94162402664333,0.00497872041979094,0.268120289845513,-4.57331012104371,1,0,6,7,1
"C2orf15",-1.24584816151385,19.3976986806485,-3.08805285348945,0.00331721702092315,0.243194459578211,-4.57115953974686,1,0,7,8,1
"C2orf48",-2.44915389055401,293.228024263974,-2.68269215528505,0.00993581137579548,0.333064427950498,-4.57700489543739,1,0,17,18,1
"C4orf33",-2.1500910866646,459.851980019336,-2.13785181850897,0.0375549606895808,0.464572726804363,-4.58417572828817,0,1,18,19,1
"CABLES2",-2.27795064698154,538.279689948609,-2.5336709030474,0.0145444106250373,0.373942557332333,-4.57905650752708,1,0,8,9,1
"CCDC147",-2.15574611199201,156.323280241741,-2.25647642794039,0.0285472786084755,0.445144148332568,-4.58269716785702,3,1,36,40,4
"CCDC34",-2.58365235312871,458.323675358721,-2.46066913980165,0.0174482325092212,0.387610545316588,-4.58003870599357,0,5,12,17,5
"CCDC42",-1.96539114816115,39.8397064469049,-2.71180460778144,0.00920965624089251,0.328072965232529,-4.57659727719927,0,2,24,26,2
"CCDC64B",-1.35008630870069,7.70156647790476,-2.18328819512496,0.0338455310633101,0.464572726804363,-4.58361546994174,1,0,1,2,1
"CCL20",-1.93412017101304,25.890289403021,-2.77961310363128,0.00770361849189616,0.315058969619404,-4.57563981066874,0,1,20,21,1
"CCNA2",-3.12028440318257,1753.26910751118,-2.07328264724408,0.0434380776926993,0.476946419655463,-4.58495844773988,2,0,6,8,2
"CDC25C",-2.34108128869779,241.107207270308,-2.84080770732068,0.00654319390980443,0.297556676752446,-4.57476652570943,0,1,7,8,1
"CDC6",-3.09658808869863,1537.37899401273,-2.80296793973995,0.00723995757374183,0.308688688687706,-4.5753075241206,3,1,29,33,4
"CDC7",-2.87030086198623,1716.47624676022,-2.25614185794484,0.0285697209936635,0.445144148332568,-4.58270140914291,0,1,9,10,1
"CDCA2",-3.0713209478606,1340.86062555637,-2.52443834481043,0.0148856761917702,0.374343483042678,-4.57918159092323,3,0,26,29,3
"CDCA5",-2.64812343180075,497.204708903235,-2.34146920691818,0.0233290865108163,0.418631053478362,-4.58160725436858,1,0,4,5,1
"CDCA8",-3.02137059398261,1425.59919525571,-2.29840452612991,0.0258557800455669,0.433917827187114,-4.58216257554071,3,0,27,30,3
"CDK14",-3.2580389154242,2985.15381035921,-2.62985537567373,0.0113894350487671,0.349177285785588,-4.57773915048585,1,0,13,14,1
"CDK15",-2.2716020443652,57.6902834221419,-3.57376088240079,0.000803336716840918,0.171463252173149,-4.56380324339848,2,0,17,19,2
"CDK2",-2.95445839269571,2600.44830258867,-2.15858146188076,0.0358204784515378,0.464572726804363,-4.5839210729303,1,0,8,9,1
"CDT1",-3.40566096602871,3482.91337898284,-2.63616407156853,0.0112061772066053,0.347977765754886,-4.57765186440554,1,0,9,10,1
"CEBPE",-3.28416423678377,1373.1387026219,-2.62465422399727,0.0115425782764273,0.349698953315028,-4.57781103321052,2,0,5,7,2
"CENPE",-3.39474343952054,3350.4565857693,-2.17145079032364,0.0347794629108285,0.464572726804363,-4.58376217116324,0,2,4,6,2
"CEP55",-2.70502887489903,499.006094695815,-2.15320617213273,0.0362633400650415,0.464572726804363,-4.58398726086112,1,0,13,14,1
"CGREF1",-1.87254703721918,69.83141672475,-2.11252577031929,0.0397736694042048,0.467191670638572,-4.58448464505327,1,0,9,10,1
"CHCHD7",-2.67976200954053,901.42714876867,-2.05626611184526,0.0451163117207299,0.481115650282111,-4.58516202819897,0,2,15,17,2
"CHD7",-4.26838555646594,15212.3336383564,-3.20235561437313,0.00239870541322771,0.2265683218339,-4.56945550808282,1,0,36,37,1
"CHEK1",-3.07191690670449,2083.2639824654,-2.46872315116875,0.0171039294899642,0.38679942593862,-4.57993112270715,2,1,16,19,3
"CHI3L1",-4.1181133882334,4628.90367381485,-3.01387209695996,0.004080255322939,0.256633654124525,-4.57225391628493,1,0,14,15,1
"CHIT1",-3.79099329981813,2147.24969775564,-2.84418190142484,0.00648418105130424,0.297556676752446,-4.57471813022791,1,0,28,29,1
"CHSY1",-3.66581423263608,13707.9775497704,-2.02836689172081,0.0479898306417995,0.487501585209165,-4.58549331940786,5,1,40,46,6
"CKS2",-2.81602044634339,1471.86369730257,-2.02045465757959,0.0488330893270251,0.491501258565707,-4.58558670596159,2,0,16,18,2
"CLC",-4.50874384945765,9737.34758433,-3.65150849558673,0.000634294608100292,0.155021602219711,-4.56260386735514,1,0,0,1,1
"CLEC12B",-2.51092734912323,303.97797583728,-2.51901158924811,0.0150896444963101,0.374981511234975,-4.57925499796489,1,0,11,12,1
"CLEC5A",-3.16285950807983,1037.11015573354,-2.28676998805682,0.0265790029095819,0.433917827187114,-4.58231152634574,0,1,7,8,1
"CNGA4",-1.41927096947307,40.6494157588311,-2.34958093849324,0.0228786660799461,0.416998883755729,-4.58150196047947,1,0,4,5,1
"CNIH4",-2.95768900595643,1761.98080146111,-2.19053231470231,0.0332849590798385,0.463665122451405,-4.5835254394103,3,1,31,35,4
"COL28A1",-2.59502262283443,111.635527524145,-3.12521598433939,0.00298739327153277,0.237882121071546,-4.5706077622463,5,0,12,17,5
"COX6A1",-3.33542305634308,7676.27105852582,-3.3703347273821,0.0014733901338914,0.205424205647382,-4.56691786059296,1,0,9,10,1
"COX6C",-2.66423362586798,1490.60259309415,-2.5170909920436,0.0151624371540088,0.374981511234975,-4.5792809571459,1,0,1,2,1
"CS",-3.7317858504251,18898.032123026,-2.29334240827483,0.0261682666544888,0.433917827187114,-4.58222744006444,2,0,13,15,2
"CSF1",-2.68333220867494,468.360565012109,-2.47459511079361,0.0168567929867674,0.386160048109762,-4.57985256307242,2,0,13,15,2
"CSNK1A1L",-2.34791738700985,220.063565284411,-2.38645306780475,0.0209279202566121,0.405510616609486,-4.58102063156756,0,2,7,9,2
"CTTNBP2",-1.90985185780461,27.9023851000128,-3.19285489210348,0.00246479983523338,0.227198578164922,-4.56959790509527,1,0,10,11,1
"CYR61",-2.60479016967828,232.331185216826,-3.19707709358119,0.00243521762564778,0.227198578164922,-4.56953463885076,3,1,14,18,4
"DCBLD2",-2.45655415389758,431.33121535809,-2.25671124529329,0.0285315368093738,0.445144148332568,-4.58269419088381,1,0,7,8,1
"DDX25",-0.896493472063489,3.94562842961355,-3.22830013961684,0.0022266304572556,0.222384716918403,-4.56906599230268,1,0,11,12,1
"DEFB1",-3.38321288895067,601.331376937245,-2.78727368682324,0.0075485933714599,0.312379439638861,-4.57553095645398,1,0,3,4,1
"DENND3",-4.01966560207718,15703.9330238609,-3.25901666149177,0.00203797859971153,0.222384716918403,-4.56860362379027,3,0,48,51,3
"DEPDC4",-1.43573423108107,46.7897591440504,-2.54057737617037,0.0142937905129347,0.37368842690551,-4.57896277780741,0,1,7,8,1
"DERL1",-2.78015665967733,3489.95323628023,-2.16272800242624,0.0354821069623196,0.464572726804363,-4.58386994143322,1,0,32,33,1
"DGAT1",-3.037109592892,2182.87915574801,-3.55183359098661,0.00085831748159472,0.17290579375609,-4.56414072343369,1,0,1,2,1
"DLL4",-1.37861013475053,17.2749254056806,-2.42597456862937,0.0190041023439258,0.39592049371607,-4.58049987756646,3,0,7,10,3
"DNAH2",-2.27401032314225,57.6803981203331,-2.37261508751392,0.0216418042219375,0.409485255785241,-4.58120179006148,1,0,10,11,1
"DNAJC3",-3.25868354681288,3687.01102192624,-2.18696313561771,0.0335601214141394,0.464572726804363,-4.58356982149457,2,0,13,15,2
"DNAJC5",-3.52653224047844,8327.90526047136,-2.3014408314704,0.0256699474554686,0.433917827187114,-4.58212362726529,1,0,16,17,1
"DOCK5",-4.34921711614568,25016.2795588689,-2.95030255698964,0.00486178815003832,0.266119377936942,-4.57318377858607,2,0,17,19,2
"DTL",-3.30457209295677,3067.94886361078,-2.26463892911642,0.028004579522389,0.443420072407095,-4.58259357191325,1,0,25,26,1
"DUOXA1",-1.89075055629191,33.185595754784,-2.71147560037602,0.00921758260783163,0.328072965232529,-4.57660189562907,0,1,21,22,1
"DUSP23",-2.26900407767024,506.959287935958,-2.60598925358676,0.0121077854458007,0.359775510163771,-4.57806839619015,1,1,31,33,2
"DZIP1L",-2.42678671100139,166.63821415537,-3.74974490366636,0.000469029662481301,0.135328086227591,-4.56108321248069,1,0,2,3,1
"EAF2",-3.18770265120328,3438.1357449205,-2.40852896899746,0.0198327696237571,0.399065905638518,-4.5807303578459,1,0,21,22,1
"EDN1",-2.21210491316712,80.9325249540708,-2.99906174257795,0.00425106380794428,0.256633654124525,-4.57247123396099,1,1,31,33,2
"ELL2",-3.27841298666914,2392.15561130039,-3.1470266895904,0.0028084465644845,0.234307907351811,-4.57028289444609,1,7,41,49,8
"ELOVL3",-2.05570686697389,44.1152133033016,-4.21501083549399,0.000107272441885161,0.0857106810662439,-4.55384698547115,2,0,17,19,2
"EML1",-1.41430564452412,13.2048672765985,-2.05660735863027,0.0450821106306481,0.481115650282111,-4.58515795685968,0,1,20,21,1
"EMR3",-3.77930878883703,3160.2297160188,-2.63648058984762,0.0111970543395952,0.347977765754886,-4.57764748233307,3,0,4,7,3
"ENTPD7",-3.56125600976946,2322.46524285223,-4.7978318845049,1.54840570015027e-05,0.0402082250186521,-4.54486474171221,2,0,4,6,2
"EPCAM",-3.19925512700489,441.687529535043,-3.03203699332533,0.00387952421969331,0.254876975564584,-4.57198682966067,1,0,1,2,1
"EPS8L3",-1.20672052233678,4.13948230759983,-4.14514543791809,0.00013446999289776,0.0872962385143149,-4.55493377791006,1,0,25,26,1
"EPX",-4.56762197586115,8234.84353750668,-3.38146640083394,0.00142593385696242,0.204292068583016,-4.56674848082546,1,0,2,3,1
"ERI1",-2.57444635732202,1158.55018043016,-2.10770873256823,0.0402084133140877,0.467191670638572,-4.58454312419664,2,0,33,35,2
"ERP29",-3.40152964761392,8986.02641547849,-2.47351781071521,0.0169018905180942,0.386160048109762,-4.57986698381157,1,0,2,3,1
"FABP5",-3.23847735091016,1469.15448267805,-4.38268961978087,6.20117991746429e-05,0.0715857244342888,-4.55124415551798,1,3,15,19,4
"FAM101B",-3.55136940581327,6137.85830983278,-2.22658077840417,0.0306155021595808,0.454879145361376,-4.58307459106009,2,0,23,25,2
"FAM107B",-3.44814577595968,4352.37875042197,-2.29186413110872,0.0262601538967355,0.433917827187114,-4.58224636576074,3,0,18,21,3
"FAM114A1",-2.34322716601097,239.892900638027,-2.84717292384315,0.00643228263672801,0.297556676752446,-4.57467520968541,3,0,0,3,3
"FAM131C",-0.87359364658904,1.49075352018089,-2.6408568435643,0.0110716144225729,0.344833579584848,-4.57758686768479,3,0,22,25,3
"FAM174B",-2.12948182236615,81.7567136949714,-3.61474397561759,0.000709478127719634,0.163763318058307,-4.56317152806325,1,0,23,24,1
"FAM49B",-3.64381352743757,8340.88972985174,-2.55889314675113,0.0136480546653823,0.36981879368411,-4.57871355086215,1,1,21,23,2
"FAM64A",-1.83724890925074,46.6173106177721,-3.40334178123047,0.00133687387014875,0.204292068583016,-4.5664152308485,1,0,18,19,1
"FANCD2",-3.74371496369539,10507.2940420097,-2.69343025290661,0.00966205906705905,0.330122126510089,-4.57685479366526,2,0,6,8,2
"FBLIM1",-1.06190875915814,6.59769209082713,-2.41575098644242,0.0194858560534468,0.3985347656598,-4.58063506099477,1,0,12,13,1
"FBLN5",-3.01715941081022,480.103518301889,-2.78797861879771,0.00753447366787879,0.312379439638861,-4.57552093278732,0,2,12,14,2
"FBN1",-3.99996953656217,6753.36420978846,-3.85206691097469,0.000341203848417804,0.12621127191314,-4.55949471640709,2,2,18,22,4
"FBN2",-3.99869138035521,8714.76032602436,-2.65250849820986,0.0107438824666993,0.34015921738881,-4.57742523739714,1,0,2,3,1
"FEN1",-3.04416527936576,1892.58531381572,-2.50094437064819,0.0157871275379258,0.380466110757389,-4.57949877184827,0,1,3,4,1
"FGFR1",-3.48552118933418,3212.77156062621,-2.46318549651695,0.0173399931643619,0.387610545316588,-4.58000511430962,1,1,37,39,2
"FKBP14",-1.86638447003004,130.53497068179,-2.7294895561818,0.00879270890068516,0.326026602069344,-4.57634863288356,1,0,10,11,1
"FKBP2",-2.31899961484223,588.292566974397,-2.46237389460837,0.0173748371675174,0.387610545316588,-4.5800159507544,1,0,2,3,1
"FKBP9",-2.73396377507893,589.713987778575,-2.54839401595716,0.014014884087824,0.371832952797517,-4.57885653148324,0,1,2,3,1
"FNDC3B",-4.33032397721134,33111.9854708249,-3.01805623539393,0.00403317529280672,0.256311041741734,-4.57219244800897,5,2,60,67,7
"FOXC1",-3.72124441739098,2451.15754804739,-2.73621849909623,0.00863868238071011,0.325576970243062,-4.57625382535562,2,0,22,24,2
"FRAS1",-1.35027971614831,19.698515722969,-2.18372275184755,0.0338116705963761,0.464572726804363,-4.58361007465765,1,0,9,10,1
"GALNS",-3.3410088001953,5905.27075798274,-2.03971512572241,0.0468024068239112,0.483212183981998,-4.5853589390517,1,0,9,10,1
"GALNT14",-3.14757562474224,1655.05650812528,-2.15595026530554,0.0360366610577855,0.464572726804363,-4.58395348530659,1,0,9,10,1
"GATM",-2.95129327633967,666.877885381504,-3.02809429135095,0.00392229112729667,0.254876975564584,-4.57204485157635,2,1,32,35,3
"GBE1",-3.29622309656031,3982.99237521845,-2.70680428244079,0.00933080197912528,0.328592606353221,-4.57666744011744,1,0,20,21,1
"GCA",-3.81091918002872,9190.16861525938,-2.15278246541386,0.0362984522763372,0.464572726804363,-4.58399247352854,2,0,2,4,2
"GCSH",-2.40606436360111,405.259024523329,-2.23132483374077,0.0302786915721871,0.452524848000443,-4.58301491043409,1,0,2,3,1
"GDF7",-1.49836532408429,26.099885065478,-2.42399409333515,0.0190965791231107,0.39592049371607,-4.58052609034003,0,1,18,19,1
"GEN1",-2.79243518452664,1687.78082858653,-2.10773135393104,0.0402063620359072,0.467191670638572,-4.58454284978009,2,1,18,21,3
"GGH",-2.88870269083364,684.712101750394,-3.83887225153168,0.000355569792645486,0.12621127191314,-4.55969976071309,1,0,14,15,1
"GINS3",-2.33688299673752,276.509383302142,-3.2389490807768,0.00215943354246275,0.222384716918403,-4.56890584217595,1,0,9,10,1
"GJB2",-2.27875010732553,37.1716656178054,-2.24652934851435,0.0292212367697141,0.448332328400326,-4.58282309733565,2,1,30,33,3
"GLDN",-1.52943164196697,22.1241094558427,-2.45715322287202,0.0176004899127148,0.38795294316818,-4.58008560889808,0,1,14,15,1
"GNG5",-2.98339518747918,3033.62705416701,-2.28715342575002,0.0265548836263157,0.433917827187114,-4.58230662478771,0,1,23,24,1
"GPD2",-3.65852001192318,8291.73155080472,-3.17198806283408,0.00261604222138093,0.229968509715188,-4.56991019182049,4,1,31,36,5
"GPI",-4.64876287734802,77973.6556729015,-2.30863354021609,0.0252344721417801,0.431185333571461,-4.5820312375955,1,0,1,2,1
"GPRC5B",-1.63721643124542,22.2474921895137,-2.12285727325469,0.0388550826035632,0.464572726804363,-4.58435892037569,1,0,23,24,1
"GPX3",-2.44307061090582,246.333650273667,-2.88738133872698,0.00577100555938989,0.286126180168891,-4.57409635638251,1,0,4,5,1
"GSR",-3.94045841792719,14886.3559592532,-3.18035073451239,0.00255440861356964,0.229968509715188,-4.56978511619508,1,0,4,5,1
"GSTM3",-2.98173535239168,353.362134130312,-2.97997177120479,0.00448109562933657,0.256633654124525,-4.57275074578649,1,0,12,13,1
"GYG1",-3.55708158592563,6286.18403267629,-2.38903168358075,0.0207972550375109,0.40529284817003,-4.58098680579725,0,1,1,2,1
"H2AFV",-3.12254262208673,4743.70992006588,-2.22366424632148,0.0308242077229754,0.455212454071297,-4.58311124138838,3,1,24,28,4
"H3F3A",-3.61159836768606,5809.07052266416,-2.51214945885575,0.0153511937571981,0.376192599968902,-4.57934769850017,4,0,16,20,4
"HFM1",-2.43634636307114,152.013677562717,-2.1498189009988,0.0365448764223973,0.464572726804363,-4.58402891410192,0,1,3,4,1
"HMGA1",-4.07922681056118,20548.3806510013,-3.06731964478313,0.00351578280299574,0.248075094639613,-4.57146637691804,1,0,1,2,1
"HMGB2",-3.84451399955841,12235.3225973693,-2.69091593759002,0.00972552931231405,0.33012768943466,-4.57688996597901,2,1,8,11,3
"HMMR",-2.88625288034508,960.097237994681,-2.15825539528989,0.03584720648483,0.464572726804363,-4.58392509098107,1,1,23,25,2
"HOXB9",-2.21037298340073,53.8953855995794,-2.05017653835516,0.0457304349639801,0.48272563818177,-4.58523460392018,2,2,28,32,4
"HOXC11",-0.781421133059411,1.03949855220543,-2.12542620750519,0.0386295797430603,0.464572726804363,-4.58432759564774,1,0,10,11,1
"HOXD13",-1.10827916209524,2.01279234925698,-2.19003731650273,0.0333230012428972,0.463665122451405,-4.58353159740499,1,0,11,12,1
"HSP90B1",-4.33723223904602,57930.4891532985,-2.62305414168439,0.0115900687306192,0.349698953315028,-4.57783313269688,1,0,15,16,1
"HSPA1A",-3.76493100303901,8592.56113527528,-2.92823952017947,0.0051642087508766,0.272287493885052,-4.57350468062787,1,0,21,22,1
"HSPA4L",-3.13934050289375,631.556554626803,-3.81359819585745,0.000384731688969038,0.128909937203916,-4.56009236593707,1,1,5,7,2
"HTRA4",-2.26844713121044,166.313000508194,-2.16219622467056,0.0355253440736167,0.464572726804363,-4.58387650242678,2,0,11,13,2
"HYAL2",-2.35980360450277,475.917838645478,-3.24740622103655,0.0021074372065861,0.222384716918403,-4.56877854378795,1,0,4,5,1
