"x"
"FRRS1"
"RNU4-75P"
"AL451051.1"
"AGL"
"SLC35A3"
"RP5-884G6.2"
"RNU6-1318P"
"HIAT1"
"SASS6"
"TRMT13"
"LRRC39"
"MIR553"
"CDC14A"
"RP5-837M10.2"
"UBE4B"
"RP5-837M10.4"
"GPR88"
"VCAM1"
"EXTL2"
"SLC30A7"
"DPH5"
"RP11-421L21.3"
"SCARNA16.4"
"RNU6-828P"
"RNU6-37P"
"COL11A1"
"RN7SKP285"
"RP11-153F1.1"
"RP5-1113E3.3"
"PEX14"
"DFFA"
"VAV3"
"VAV3-AS1"
"HENMT1"
"PRPF38B"
"RP11-293A10.3"
"GPSM2"
"AKNAD1"
"CLCC1"
"TMEM167B"
"RP5-1065J22.8"
"SCARNA2"
"MIR429"
"MIR200A"
"MIR200B"
"RP11-465B22.8"
"RNU7-122P"
"SARS"
"PSRC1"
"PSMA5"
"ATXN7L2"
"GNAI3"
"RNU6V"
"RP5-1160K1.3"
"RP5-1160K1.6"
"GSTM4"
"RP11-195M16.1"
"STRIP1"
"TARDBP"
"SLC6A17"
"RP5-1028L10.2"
"SNORA25.4"
"LAMTOR5"
"LAMTOR5-AS1"
"AL365361.1"
"KCNA3"
"CD53"
"RP11-96K19.2"
"LRIF1"
"RP11-96K19.5"
"CEPT1"
"DRAM2"
"RP5-1125M8.2"
"RP5-1125M8.3"
"PIFO"
"MTOR"
"MTOR-AS1"
"OVGP1"
"WDR77"
"ATP5F1"
"C1orf162"
"ADORA3"
"RNU6-792P"
"RAP1A"
"RNU6-151P"
"KRT18P57"
"snoU13.468"
"ANGPTL7"
"RNU6-291P"
"snoU13.229"
"CTTNBP2NL"
"ST7L"
"CAPZA1"
"snoU13.325"
"MOV10"
"RP11-426L16.3"
"RHOC"
"PPM1J"
"RP11-426L16.9"
"RP11-426L16.10"
"FAM19A3"
"SLC16A1"
"SLC16A1-AS1"
"PTPN22"
"DCLRE1B"
"AP4B1"
"HIPK1"
"RP5-1073O3.7"
"OLFML3"
"TRIM33"
"BCAS2"
"RP4-663N10.1"
"SNORA42.4"
"CASQ2"
"SLC22A15"
"RP11-159M11.2"
"U3.39"
"RNU6-817P"
"ATP1A1OS"
"CD58"
"MIR320B1"
"FBXO6"
"CD2"
"AL157904.1"
"PTGFRN"
"RP4-753F5.1"
"CD101"
"RP11-27K13.3"
"TTF2"
"MIR942"
"VTCN1"
"FAM46C"
"AL157902.3"
"WDR3"
"GDAP2"
"CLCN6"
"MTHFR"
"snoU13.188"
"KIAA2013"
"HAO2"
"HAO2-IT1"
"HSD3B2"
"HMGCS2"
"MFN2"
"REG4"
"MIIP"
"RP5-1077B9.5"
"TNFRSF8"
"RNU6-777P"
"RP11-426M1.2"
"TNFRSF1B"
"SNORA59A"
"RNU6ATAC18P"
"AADACL4"
"snoU13.236"
"PRAMEF12"
"AURKAIP1"
"CCNL2"
"RP5-890O3.3"
"RP4-758J18.2"
"MRPL20"
"RN7SL657P"
"RP4-758J18.13"
"RNU6-1265P"
"PDE4DIP"
"HFE2"
"TXNIP"
"POLR3GL"
"ANKRD34A"
"LIX1L"
"PEX11B"
"GNRHR2"
"ITGA10"
"PIAS3"
"PRKAB2"
"PDIA3P1"
"RP11-337C18.8"
"RP11-337C18.9"
"RP11-337C18.10"
"CHD1L"
"FMO5"
"BCL9"
"ACP6"
"RP11-433J22.2"
"HIST2H2AA3"
"HIST2H2BD"
"HIST2H2AA4"
"HIST2H2BC"
"HIST2H2BE"
"BOLA1"
"HIST2H2AC"
"HIST2H2AB"
"SF3B4"
"OTUD7B"
"ANP32E"
"RNU2-17P"
"RPRD2"
"TARS2"
"ECM1"
"ENSA"
"HORMAD1"
"CTSK"
"UBE2D3P3"
"RNU6-1309P"
"ARNT"
"Y_RNA.635"
"RP11-235D19.2"
"CERS2"
"RP11-316M1.3"
"RNU6-884P"
"CDC42SE1"
"MLLT11"
"GABPB2"
"SEMA6C"
"TNFAIP8L2"
"LYSMD1"
"SCNM1"
"TMOD4"
"ZNF687"
"RP11-126K1.2"
"PI4KB"
"RP11-126K1.9"
"POGZ"
"MIR554"
"RP11-74C1.2"
"SNX27"
"RP11-404E16.1"
"RNU6-1062P"
"RIIAD1"
"RP11-98D18.1"
"AL589765.1"
"MRPL9"
"OAZ3"
"RP11-98D18.2"
"RP11-98D18.16"
"TDRKH"
"RP11-98D18.9"
"RORC"
"THEM5"
"S100A11"
"AL589986.2"
"HDHD1P2"
"RPTN"
"RP11-107M16.2"
"HRNR"
"FLG"
"FLG2"
"LCE5A"
"LCE3E"
"LCE3D"
"LCE3B"
"LCE2D"
"LCE2B"
"LCE2C"
"LCE2A"
"LCE1F"
"SPRR1A"
"SPRR2D"
"SPRR2F"
"SPRR2B"
"SPRR2C"
"SPRR2G"
"LELP1"
"PRR9"
"RNU6-160P"
"S100A9"
"S100A8"
"AL591704.7"
"S100A7A"
"C1orf233"
"S100A7"
"S100A2"
"S100A16"
"S100A14"
"INTS3"
"Y_RNA.50"
"RP11-216N14.9"
"RP11-216N14.8"
"snoU13.106"
"GATAD2B"
"DENND4B"
"CRTC2"
"SLC39A1"
"RP11-422P24.10"
"RAB13"
"RPS27"
"RP11-422P24.9"
"U3.70"
"TPM3"
"MIR190B"
"C1orf189"
"AL590431.1"
"HAX1"
"RNU7-57P"
"IL6R"
"RP11-350G8.5"
"TDRD10"
"SHE"
"UBE2Q1-AS1"
"RP11-61L14.6"
"ADAR"
"RP11-345P4.9"
"PYGO2"
"RP11-307C12.12"
"FLAD1"
"LENEP"
"ZBTB7B"
"DCST2"
"DCST1"
"ADAM15"
"RP11-307C12.11"
"EFNA3"
"EFNA4"
"DPM3"
"HMGN2P18"
"RNU7-150P"
"MTX1"
"HCN3"
"CLK2"
"RUSC1"
"RUSC1-AS1"
"MIR555"
"RNU6-106P"
"snoU13.251"
"RNU6-1297P"
"DAP3"
"YY1AP1"
"KIAA0907"
"SNORA42"
"RXFP4"
"LAMTOR2"
"UBQLN4"
"RAB25"
"LMNA"
"AL355388.1"
"MEX3A"
"SLC25A44"
"SNORA26.10"
"PAQR6"
"TMEM79"
"SMG5"
"C1orf85"
"TSACC"
"snoU13.265"
"TTC24"
"APOA1BP"
"AL365181.1"
"HAPLN2"
"RP11-284F21.11"
"RP3-467K16.7"
"RP11-284F21.9"
"RP11-284F21.10"
"RP3-467K16.2"
"RP11-66D17.5"
"RRNAD1"
"ISG20L2"
"MRPL24"
"HDGF"
"PRCC"
"ETV3L"
"ETV3"
"EFHD2"
"RP3-467K16.4"
"FCRL5"
"FCRL4"
"CTRC"
"RP11-367J7.3"
"KIRREL"
"CD1C"
"DNAJC16"
"CASP9"
"CD1B"
"CD1E"
"OR10T2"
"OR10K2"
"OR10K1"
"EI24P2"
"OR10R2"
"OR10R3P"
"RP11-144L1.4"
"OR6P1"
"OR10X1"
"SCARNA21.2"
"OR6N1"
"OR6N2"
"MNDA"
"PYHIN1"
"IFI16"
"CADM3"
"OR10J3"
"RNU7-179P"
"OR10J1"
"DDI2"
"DUSP23"
"FCRL6"
"SLAMF8"
"RSC1A1"
"RP11-536C5.2"
"ATP1A2"
"PLEKHM2"
"AL121992.1"
"RP4-680D5.9"
"ATP1A4"
"CASQ1"
"RP11-574F21.2"
"COPA"
"NCSTN"
"RNU4-42P"
"AL138930.1"
"RP11-528G1.2"
"CD84"
"RP11-288I21.1"
"SLAMF1"
"RP11-404F10.2"
"CD48"
"SLAMF7"
"LY9"
"CD244"
"ITLN1"
"TSTD1"
"RP11-544M22.3"
"RP11-544M22.13"
"USF1"
"RP11-544M22.8"
"DEDD"
"APOA2"
"PCP4L1"
"MPZ"
"SDHC"
"C1orf192"
"RP11-122G18.5"
"RNU6-481P"
"FCGR2A"
"FCRLB"
"DUSP12"
"ATF6"
"RP11-474I16.8"
"MIR556"
"snoU13.258"
"C1orf111"
"SH2D1B"
"DDR2"
"RP11-267N12.1"
"RGS5"
"C1orf64"
"NUF2"
"SNORD112.39"
"RP11-276H7.3"
"CDK11A"
"SLC35E2"
"RP1-283E3.4"
"RP1-283E3.8"
"SNORD112.22"
